feature,feature_label,sub_type,type_label,elev,length_km,value_eur,value_m_eur,mid_lat,mid_lon,start_lat,start_lon,end_lat,end_lon
road,Road,tertiary,Tertiary,0.0118107981979846,0.4064,81282.90062071374,0.08,40.105561,-8.761586,40.103665,-8.763005,40.106765,-8.760499
road,Road,tertiary,Tertiary,0.223773568868637,0.0154,3079.6690730411156,0.0,37.654021,-8.015243,37.654122,-8.015363,37.654021,-8.015243
road,Road,tertiary,Tertiary,0.0034022904001176,1.1284,225687.42162904548,0.23,40.106572,-8.754454,40.106828,-8.760338,40.102264,-8.750771
road,Road,unclassified,Unclassified,0.5328390598297119,0.9036,103909.73940141224,0.1,40.091925,-8.761608,40.093033,-8.768163,40.089916,-8.759444
road,Road,unclassified,Unclassified,0.9760924577713012,0.1283,14749.62906692461,0.01,37.307431,-8.605248,37.307834,-8.605645,37.307778,-8.60473
road,Road,unclassified,Unclassified,0.6869958639144897,0.6446,74128.36303351716,0.07,37.125884,-7.720658,37.124632,-7.720956,37.127453,-7.71757
road,Road,unclassified,Unclassified,0.6371036767959595,7.2963,839079.618496911,0.84,40.115541,-8.780935,40.142251,-8.753141,40.137828,-8.800883
road,Road,primary,Primary,0.9639236927032472,1.1129,2225885.7537682867,2.23,37.313078,-8.803773,37.306841,-8.801803,37.316544,-8.80361
road,Road,tertiary,Tertiary,0.6784446835517883,0.9932,198641.8978706778,0.2,37.164467,-8.284397,37.163735,-8.2888,37.166702,-8.279207
road,Road,secondary,Secondary,0.1831042468547821,0.0663,33130.04096125216,0.03,39.357122,-9.37663,39.356961,-9.376498,39.356961,-9.376498
road,Road,secondary,Secondary,0.9589641094207764,0.0422,21083.34881616259,0.02,37.199476,-7.304907,37.19943,-7.304682,37.199368,-7.305095
road,Road,secondary,Secondary,0.1831042468547821,0.0254,12697.54488485548,0.01,37.216273,-7.393711,37.216152,-7.393954,37.216273,-7.393711
road,Road,tertiary,Tertiary,0.2719765901565552,0.0874,17480.489171283094,0.02,37.258969,-8.290284,37.258636,-8.289666,37.25904,-8.290508
road,Road,tertiary,Tertiary,0.3819727301597595,0.0124,2481.656024878978,0.0,37.64598,-8.733481,37.646046,-8.733368,37.64598,-8.733481
road,Road,tertiary,Tertiary,0.2719765901565552,0.0137,2736.956182194243,0.0,37.954796,-8.859188,37.954795,-8.859111,37.954815,-8.859264
road,Road,tertiary,Tertiary,0.4857827126979828,0.2434,48673.97406417574,0.05,40.068792,-8.744243,40.068754,-8.744303,40.070136,-8.742085
road,Road,tertiary,Tertiary,0.6829566359519958,0.4977,99538.51333937874,0.1,40.072449,-8.737801,40.070764,-8.741034,40.07328,-8.736197
road,Road,secondary,Secondary,0.8697941303253174,0.3253,162665.87976851044,0.16,40.148223,-8.839739,40.147926,-8.842587,40.148209,-8.838789
railway,Railway,rail,Rail,0.905592441558838,0.6155,3077625.019968103,3.08,40.123698,-8.751235,40.122513,-8.756197,40.124625,-8.749616
road,Road,tertiary,Tertiary,0.841501772403717,0.0127,2537.8024118777853,0.0,37.861078,-8.274095,37.860984,-8.274178,37.861078,-8.274095
road,Road,unclassified,Unclassified,0.244496539235115,0.8668,99682.1134548062,0.1,39.68311,-8.621285,39.687065,-8.622233,39.68069,-8.618574
road,Road,tertiary,Tertiary,0.1554921716451645,1.2465,249303.43935289353,0.25,40.089816,-8.808903,40.085336,-8.802583,40.093794,-8.811651
road,Road,unclassified,Unclassified,1.0473415851593018,0.0459,5272.9159858074845,0.01,37.093573,-8.018094,37.093227,-8.018056,37.093636,-8.018112
road,Road,secondary,Secondary,0.9589641094207764,3.0242,1512096.0760573293,1.51,40.081143,-8.739262,40.073539,-8.73571,40.094737,-8.746837
road,Road,unclassified,Unclassified,0.2969949841499328,2.368,272316.2312922419,0.27,40.099568,-8.781097,40.109194,-8.78026,40.08968,-8.785458
road,Road,unclassified,Unclassified,0.1892172694206237,0.5183,59607.647911110165,0.06,37.124773,-7.915371,37.124923,-7.918042,37.124479,-7.912519
road,Road,unclassified,Unclassified,0.2349768429994583,1.5564,178987.5874011862,0.18,40.137363,-8.837115,40.135404,-8.829553,40.138718,-8.845297
road,Road,unclassified,Unclassified,0.4181950092315674,0.574,66010.89844156324,0.07,40.134327,-8.825514,40.135404,-8.829553,40.133733,-8.82325
road,Road,unclassified,Unclassified,0.2843568921089172,0.4416,50779.539505970075,0.05,37.573604,-7.972036,37.57392,-7.973765,37.572816,-7.969085
road,Road,unclassified,Unclassified,0.7451665997505188,0.2677,30785.143038368307,0.03,38.209001,-8.54371,38.211003,-8.545411,38.209001,-8.54371
road,Road,unclassified,Unclassified,0.5967392921447754,0.0081,928.6382356260112,0.0,37.736669,-7.988179,37.736729,-7.988231,37.736669,-7.988179
road,Road,unclassified,Unclassified,0.5967392921447754,0.0044,504.5513567962903,0.0,37.115619,-8.702087,37.115609,-8.702135,37.115619,-8.702087
road,Road,unclassified,Unclassified,0.5967392921447754,1.2835,147606.66724537002,0.15,40.190025,-8.698474,40.192162,-8.711009,40.191212,-8.697808
road,Road,unclassified,Unclassified,0.5967392921447754,0.204,23456.915299067197,0.02,37.086579,-7.882208,37.085766,-7.881207,37.087028,-7.881582
road,Road,unclassified,Unclassified,0.1608918756246566,0.1477,16988.075345413974,0.02,37.530458,-8.66793,37.531022,-8.667896,37.530377,-8.667324
road,Road,unclassified,Unclassified,0.1608918756246566,0.0133,1526.7661385430674,0.0,38.094875,-8.176151,38.094833,-8.176294,38.094875,-8.176151
road,Road,tertiary,Tertiary,0.827854573726654,0.2555,51097.36976882899,0.05,37.198618,-7.324682,37.198432,-7.322437,37.198657,-7.325281
railway,Railway,rail,Rail,0.4966407716274261,0.4568,2283975.7532072105,2.28,40.079758,-8.748436,40.076534,-8.751764,40.079758,-8.748436
railway,Railway,rail,Rail,0.4966407716274261,0.0109,54382.00107679419,0.05,40.079835,-8.748357,40.079758,-8.748436,40.079835,-8.748357
railway,Railway,rail,Rail,0.4966407716274261,0.3266,1633126.3798126627,1.63,40.082133,-8.745966,40.079835,-8.748357,40.082133,-8.745966
railway,Railway,rail,Rail,0.063654325902462,0.0339,169398.20854218004,0.17,40.082371,-8.745717,40.082133,-8.745966,40.082371,-8.745717
railway,Railway,rail,Rail,0.063654325902462,0.1359,679536.7783573642,0.68,40.083182,-8.744888,40.082371,-8.745717,40.08334,-8.744744
road,Road,unclassified,Unclassified,0.7365427613258362,0.1578,18141.73364872855,0.02,37.132868,-8.158585,37.132408,-8.159124,37.133606,-8.158419
road,Road,residential,Residential,0.8594925403594971,0.1775,20414.199508954815,0.02,38.057341,-8.117143,38.058311,-8.117717,38.056855,-8.116892
road,Road,secondary,Secondary,0.2276942431926727,1.2603,630148.1473405934,0.63,40.090742,-8.757997,40.086006,-8.758619,40.093284,-8.751239
road,Road,secondary,Secondary,0.8697941303253174,0.3462,173111.69553908065,0.17,40.148322,-8.839739,40.148278,-8.838562,40.14801,-8.842598
road,Road,unclassified,Unclassified,0.9103635549545288,0.2765,31799.59542763468,0.03,39.396996,-9.195873,39.398035,-9.196827,39.396031,-9.195061
road,Road,tertiary,Tertiary,0.0354695878922939,0.4133,82660.47663678296,0.08,40.059939,-8.866819,40.059563,-8.863428,40.059534,-8.868101
road,Road,residential,Residential,0.2047199308872223,0.0428,4920.275668628555,0.0,37.652444,-8.228003,37.65265,-8.227904,37.652289,-8.228071
railway,Railway,rail,Rail,0.9240400791168212,0.0797,398528.207718897,0.4,38.292444,-8.034343,38.293101,-8.034711,38.292444,-8.034343
road,Road,unclassified,Unclassified,0.388345330953598,0.0352,4044.230374041609,0.0,37.509444,-8.062699,37.509621,-8.062832,37.509396,-8.062577
road,Road,motorway,Motorway,0.2573721706867218,3.272,26175887.05274616,26.18,38.70484,-9.179343,38.708376,-9.178008,38.679463,-9.174904
road,Road,primary,Primary,0.9551690816879272,1.6044,3208789.5822328757,3.21,38.685804,-9.306796,38.684173,-9.313828,38.690574,-9.29832
road,Road,primary,Primary,0.3583818078041076,1.57,3140017.5742785004,3.14,38.695226,-9.29001,38.69076,-9.297823,38.697824,-9.282839
railway,Railway,rail,Rail,0.2573721706867218,2.8211,14105710.90068273,14.11,38.700093,-9.179444,38.679468,-9.174869,38.704491,-9.179409
road,Road,motorway,Motorway,0.2573721706867218,3.2684,26146973.772133272,26.15,38.702832,-9.17967,38.679481,-9.174778,38.708361,-9.177891
road,Road,primary,Primary,0.545036792755127,3.8081,7616179.355170472,7.62,38.948302,-8.964272,38.952953,-8.974688,38.938776,-8.934844
railway,Railway,rail,Rail,1.0040961503982544,0.5533,2766412.006622638,2.77,38.702905,-9.174835,38.705962,-9.173919,38.701401,-9.176091
road,Road,primary,Primary,0.6085482239723206,0.3657,731486.8819243059,0.73,38.643327,-9.232731,38.644564,-9.233415,38.641537,-9.231771
railway,Railway,rail,Rail,0.2573721706867218,2.8195,14097743.821745832,14.1,38.69918,-9.179184,38.704483,-9.17936,38.679475,-9.174819
road,Road,tertiary,Tertiary,0.7349926233291626,3.6988,739757.9199040371,0.74,38.95498,-8.926667,38.942681,-8.946921,38.963122,-8.913193
road,Road,living_street,Living street,0.9807355999946594,0.1165,9318.690185435313,0.01,38.694855,-9.203023,38.695094,-9.203095,38.694074,-9.202791
road,Road,tertiary,Tertiary,0.7317714691162109,0.1244,24873.49911311357,0.02,39.52233,-9.090471,39.521653,-9.090652,39.522751,-9.090372
road,Road,tertiary,Tertiary,0.7898192405700684,3.7625,752502.0751662648,0.75,38.99697,-8.874649,38.984153,-8.887456,38.998847,-8.860428
road,Road,primary,Primary,1.0040961503982544,0.1623,324661.64732631505,0.32,37.247477,-7.950008,37.248414,-7.951413,37.247477,-7.950008
road,Road,tertiary,Tertiary,0.9897493720054626,0.0197,3938.915857985831,0.0,37.093552,-8.253599,37.09343,-8.253639,37.0936,-8.253575
railway,Railway,rail,Rail,0.9941243529319764,0.3126,1562962.5593296646,1.56,38.709016,-9.17709,38.710845,-9.176501,38.708237,-9.177699
railway,Railway,rail,Rail,0.9941243529319764,0.4812,2406231.7527988474,2.41,38.8788,-9.047348,38.879594,-9.045546,38.8797,-9.050535
railway,Railway,rail,Rail,0.9556487202644348,1.2335,6167498.534347256,6.17,38.827828,-9.084907,38.831568,-9.084153,38.820792,-9.087429
railway,Railway,rail,Rail,0.8979911208152771,0.3011,1505325.706289059,1.51,38.88031,-9.044986,38.879146,-9.046413,38.881056,-9.043963
railway,Railway,rail,Rail,0.9556487202644348,0.0679,339619.61322713085,0.34,38.731504,-9.109064,38.730936,-9.109351,38.731504,-9.109064
railway,Railway,rail,Rail,0.8979911208152771,0.5136,2568187.613692168,2.57,38.878836,-9.047356,38.879737,-9.050503,38.879856,-9.045255
road,Road,residential,Residential,0.6268301606178284,0.1119,12873.428365293528,0.01,38.055391,-8.114256,38.054777,-8.114055,38.05569,-8.114491
road,Road,residential,Residential,0.3168557286262512,0.1139,13096.631050061444,0.01,37.729571,-8.777008,37.730015,-8.777757,37.729783,-8.77679
road,Road,primary,Primary,0.9501277208328248,0.0355,70965.45621721414,0.07,37.05324,-7.775489,37.053017,-7.775776,37.05324,-7.775489
railway,Railway,rail,Rail,0.6376701593399048,0.0251,125272.78438730542,0.13,40.266576,-8.439737,40.266788,-8.439634,40.266576,-8.439737
road,Road,residential,Residential,0.6352772116661072,0.4887,56205.85603931403,0.06,39.766898,-8.673492,39.764995,-8.674198,39.768299,-8.675529
road,Road,primary,Primary,0.3900169134140014,0.1246,249218.7082746908,0.25,38.614869,-9.106213,38.615638,-9.106361,38.614536,-9.106109
road,Road,primary,Primary,0.9196873903274536,0.7316,1463271.8381969878,1.46,38.499583,-8.839544,38.501058,-8.841057,38.496423,-8.835135
road,Road,motorway,Motorway,0.5956547260284424,9.2779,74223192.17522205,74.22,38.980067,-8.884105,38.966558,-8.844947,39.011419,-8.929186
road,Road,secondary,Secondary,0.8974013924598694,0.341,170501.09504700865,0.17,38.650243,-9.069226,38.650646,-9.067508,38.651194,-9.070703
road,Road,unclassified,Unclassified,0.3304988741874695,0.524,60254.769616730795,0.06,38.066029,-8.682965,38.066576,-8.680937,38.065957,-8.685489
road,Road,primary,Primary,0.2352957874536514,0.4723,944524.5983284065,0.94,38.657107,-9.239924,38.654223,-9.238381,38.658146,-9.240422
railway,Railway,rail,Rail,0.221598282456398,0.6221,3110501.030220726,3.11,38.921725,-9.008528,38.923336,-9.007043,38.919385,-9.011959
railway,Railway,rail,Rail,0.221598282456398,0.8608,4304064.96075676,4.3,38.919955,-9.010967,38.92338,-9.007071,38.918143,-9.014104
road,Road,primary,Primary,0.7706403732299805,0.0386,77177.99200062614,0.08,37.199506,-7.481803,37.199207,-7.482025,37.199506,-7.481803
road,Road,tertiary,Tertiary,0.0744845569133758,0.1439,28775.71699255896,0.03,39.113283,-9.290269,39.113203,-9.289746,39.113203,-9.289746
railway,Railway,rail,Rail,0.9135502576828004,2.7919,13959317.675598038,13.96,38.400919,-8.596422,38.396311,-8.59458,38.418944,-8.608258
road,Road,tertiary,Tertiary,1.034467101097107,0.1341,26818.024444558443,0.03,37.09388,-8.099801,37.093774,-8.098843,37.093939,-8.100341
road,Road,unclassified,Unclassified,0.0238825604319572,7.3944,850354.6217350861,0.85,38.999563,-8.898459,39.025973,-8.874931,38.969982,-8.906578
road,Road,unclassified,Unclassified,0.3484712243080139,3.3981,390777.8157171999,0.39,38.973478,-8.930265,38.983216,-8.938944,38.963122,-8.913193
road,Road,unclassified,Unclassified,0.0367353819310665,1.2748,146605.1726844144,0.15,38.944017,-8.971431,38.950118,-8.971735,38.939603,-8.967685
road,Road,unclassified,Unclassified,0.2034463882446289,2.5462,292817.8871923213,0.29,38.878516,-8.944641,38.889766,-8.938274,38.868921,-8.95044
road,Road,unclassified,Unclassified,0.1913072913885116,2.1258,244471.00235574823,0.24,38.882525,-8.978488,38.891799,-8.985038,38.878412,-8.973636
road,Road,unclassified,Unclassified,0.0116468807682394,1.9248,221349.761201785,0.22,38.921033,-8.982672,38.927374,-8.9795,38.910755,-8.982766
road,Road,unclassified,Unclassified,0.2118037343025207,1.0567,121521.97331465974,0.12,38.88593,-8.992583,38.886198,-8.993712,38.891799,-8.985038
road,Road,unclassified,Unclassified,0.1909049153327942,2.6238,301732.95132286433,0.3,38.958862,-8.959455,38.966587,-8.950545,38.951854,-8.972982
road,Road,unclassified,Unclassified,0.969845175743103,0.7909,90949.87275596875,0.09,38.952982,-8.977812,38.950709,-8.971616,38.954086,-8.976911
road,Road,unclassified,Unclassified,0.6450496912002563,0.2632,30262.765910313436,0.03,38.65956,-9.086191,38.66057,-9.085285,38.658481,-9.086596
road,Road,unclassified,Unclassified,0.7550316452980042,0.2567,29516.695924396772,0.03,37.162633,-8.098779,37.162442,-8.097686,37.162667,-8.10052
road,Road,residential,Residential,0.7135946154594421,0.0994,11436.600274308808,0.01,38.119132,-8.060876,38.119405,-8.061165,38.118656,-8.060558
road,Road,secondary,Secondary,0.9897493720054626,0.0145,7229.680047448679,0.01,37.548749,-8.734205,37.548704,-8.734051,37.548749,-8.734205
road,Road,residential,Residential,0.6085482239723206,0.1801,20707.377610150972,0.02,37.010984,-8.944053,37.011115,-8.943274,37.010772,-8.945183
road,Road,primary,Primary,0.8483424782752991,0.4494,898857.8092702708,0.9,38.633577,-9.106015,38.635821,-9.105875,38.631854,-9.105423
road,Road,unclassified,Unclassified,0.6953674554824829,0.7259,83478.94541584326,0.08,37.255477,-8.161701,37.255812,-8.164801,37.254124,-8.157305
road,Road,unclassified,Unclassified,0.8566640615463257,0.8837,101622.80893707067,0.1,38.479076,-8.98153,38.475963,-8.98449,38.481019,-8.977677
road,Road,unclassified,Unclassified,0.8453940749168396,0.6172,70981.99228811495,0.07,38.750622,-8.919701,38.748879,-8.921944,38.753335,-8.918361
road,Road,unclassified,Unclassified,0.8453940749168396,0.0382,4396.039505833538,0.0,39.462507,-8.629533,39.462544,-8.629976,39.462507,-8.629533
road,Road,residential,Residential,0.9863946437835692,1.0666,122656.21635406568,0.12,38.700371,-8.968615,38.7033,-8.974289,38.699468,-8.963826
road,Road,unclassified,Unclassified,0.9270642399787904,0.8799,101187.98532493495,0.1,38.639262,-9.082327,38.638902,-9.079437,38.635507,-9.08645
road,Road,unclassified,Unclassified,0.160706028342247,0.4236,48719.046436501456,0.05,38.309243,-8.776196,38.309325,-8.773846,38.31062,-8.776284
road,Road,unclassified,Unclassified,0.468867152929306,0.4913,56502.753579952834,0.06,37.55722,-8.229088,37.556197,-8.230377,37.559492,-8.226843
road,Road,secondary,Secondary,0.8974013924598694,0.3626,181292.2441032512,0.18,38.6502,-9.069333,38.651139,-9.070914,38.650416,-9.06726
road,Road,unclassified,Unclassified,0.7582446336746216,0.7189,82673.84683491816,0.08,38.738826,-8.919084,38.736426,-8.92606,38.739137,-8.918564
road,Road,unclassified,Unclassified,0.9838292598724364,0.1732,19917.05843566088,0.02,37.130443,-8.027583,37.131159,-8.027236,37.129707,-8.027734
road,Road,unclassified,Unclassified,0.7528215646743774,0.2206,25364.183564223236,0.03,38.657672,-9.085552,38.657916,-9.086519,38.657414,-9.084097
road,Road,unclassified,Unclassified,0.70332932472229,0.362,41635.208735910186,0.04,37.218331,-8.284621,37.218675,-8.286664,37.217099,-8.283615
road,Road,unclassified,Unclassified,0.1868572235107422,1.4326,164745.51701050898,0.16,38.923328,-8.955089,38.927029,-8.949209,38.922971,-8.963504
road,Road,unclassified,Unclassified,0.7047591209411621,0.5795,66641.74378327302,0.07,38.95228,-8.973535,38.954319,-8.976225,38.950809,-8.971557
road,Road,unclassified,Unclassified,0.2779669463634491,0.3174,36496.00216752305,0.04,37.322793,-8.621834,37.322455,-8.620226,37.323155,-8.623125
road,Road,unclassified,Unclassified,0.7047591209411621,0.0651,7483.517862896168,0.01,37.135779,-8.396737,37.135314,-8.396844,37.135889,-8.396699
road,Road,unclassified,Unclassified,0.0236575324088335,2.6608,305997.03551603504,0.31,38.9053,-8.975199,38.912016,-8.987802,38.901915,-8.962556
road,Road,unclassified,Unclassified,0.918957769870758,1.9837,228122.35067960748,0.23,39.007855,-8.856257,39.002789,-8.866681,39.014941,-8.850839
road,Road,unclassified,Unclassified,1.0197981595993042,0.4083,46955.42296706047,0.05,37.720035,-8.563185,37.719407,-8.565665,37.721365,-8.562213
road,Road,primary,Primary,0.8444968461990356,0.2651,530283.0081208951,0.53,38.705785,-9.140873,38.706324,-9.138462,38.705973,-9.141342
road,Road,residential,Residential,0.936346709728241,0.4065,46749.16782553604,0.05,37.127202,-8.559264,37.126706,-8.557954,37.128298,-8.562053
road,Road,unclassified,Unclassified,0.0582376085221767,0.925,106375.07889239854,0.11,38.871153,-8.95636,38.87268,-8.95993,38.868921,-8.95044
road,Road,unclassified,Unclassified,0.2383202016353607,0.548,63019.64856269596,0.06,39.110489,-9.003575,39.110911,-9.006317,39.108778,-9.001614
road,Road,unclassified,Unclassified,0.4852671325206756,1.376,158244.27149101233,0.16,38.931505,-8.972872,38.927374,-8.9795,38.934992,-8.966976
road,Road,unclassified,Unclassified,0.6857419013977051,0.0412,4732.376740636178,0.0,37.128302,-8.226655,37.128518,-8.226437,37.128254,-8.226755
road,Road,unclassified,Unclassified,0.4328652918338775,0.2718,31260.723977879636,0.03,37.254313,-8.279789,37.25581,-8.280838,37.254082,-8.279051
road,Road,unclassified,Unclassified,0.8828051686286926,0.391,44968.61126036443,0.04,37.232263,-8.028301,37.231706,-8.030484,37.232633,-8.026297
road,Road,unclassified,Unclassified,0.4312784075736999,1.7664,203136.55057522963,0.2,38.874434,-8.8694,38.871926,-8.869362,38.882556,-8.881304
road,Road,unclassified,Unclassified,0.8598976731300354,2.699,310383.18745052326,0.31,38.886757,-8.890788,38.893847,-8.906009,38.882556,-8.881304
road,Road,primary,Primary,0.5510116815567017,8.9492,17898480.737043567,17.9,38.402668,-8.80743,38.441311,-8.835991,38.374911,-8.786318
road,Road,unclassified,Unclassified,0.7159324288368225,1.0212,117435.77463777304,0.12,38.674756,-9.043355,38.675249,-9.046564,38.671513,-9.044306
road,Road,primary,Primary,0.7706403732299805,0.087,173967.5786225415,0.17,37.161615,-8.574021,37.161689,-8.574864,37.161605,-8.573888
road,Road,motorway,Motorway,1.0,1.7602,14081401.022752196,14.08,38.732067,-9.000839,38.736338,-9.008295,38.727831,-8.991236
road,Road,motorway,Motorway,0.3709071278572082,1.7274,13819458.136581738,13.82,39.016546,-8.950084,39.014071,-8.938875,39.017276,-8.958349
road,Road,motorway,Motorway,0.5956547260284424,0.8913,7130530.264157728,7.13,39.012521,-8.933626,39.013973,-8.938954,39.01132,-8.929219
road,Road,motorway,Motorway,0.3709071278572082,0.8876,7100732.277525344,7.1,39.012687,-8.933812,39.011419,-8.929186,39.014071,-8.938875
road,Road,motorway,Motorway,0.5956547260284424,9.2808,74246218.8982795,74.25,38.980056,-8.884272,39.01132,-8.929219,38.966447,-8.844953
road,Road,primary,Primary,0.608343780040741,0.3022,604478.4932658725,0.6,38.693676,-9.217892,38.694389,-9.220279,38.693658,-9.216971
railway,Railway,tram,Tram,0.9897493720054626,5.3258,26628821.254711505,26.63,38.697292,-9.204765,38.704545,-9.178147,38.69923,-9.231994
railway,Railway,tram,Tram,0.7800731062889099,0.1163,581267.174635121,0.58,38.702292,-9.180067,38.701815,-9.180088,38.702387,-9.180627
railway,Railway,tram,Tram,0.7800731062889099,0.0089,44609.23147034443,0.04,38.701815,-9.180088,38.70175,-9.180147,38.701815,-9.180088
railway,Railway,tram,Tram,0.7800731062889099,0.0413,206351.44252941012,0.21,38.701939,-9.180082,38.702093,-9.18016,38.70175,-9.180147
road,Road,secondary,Secondary,0.7548713684082031,0.812,405975.27954767446,0.41,38.698473,-9.187722,38.697681,-9.192651,38.699927,-9.183842
railway,Railway,tram,Tram,0.0070475484244525,0.1732,866139.7394345986,0.87,38.701873,-9.179199,38.701817,-9.179717,38.7028,-9.179763
railway,Railway,tram,Tram,0.7800731062889099,0.1174,586841.4546769521,0.59,38.702351,-9.180428,38.702599,-9.180366,38.701817,-9.179717
railway,Railway,tram,Tram,0.8288605213165283,0.0617,308393.61820759316,0.31,38.701849,-9.179634,38.701732,-9.179542,38.702186,-9.17995
railway,Railway,tram,Tram,0.7800731062889099,0.0366,182880.42971722307,0.18,38.701883,-9.179947,38.701815,-9.180088,38.701817,-9.179717
road,Road,unclassified,Unclassified,0.5551595091819763,0.2695,30993.45537665122,0.03,39.395532,-9.082638,39.396338,-9.080441,39.395132,-9.082923
road,Road,unclassified,Unclassified,0.6377084851264954,0.0787,9052.989309923896,0.01,38.045519,-8.306157,38.046013,-8.305513,38.045519,-8.306157
road,Road,residential,Residential,0.6158524751663208,0.236,27135.276133106287,0.03,38.182612,-8.564039,38.183055,-8.565088,38.182392,-8.562568
road,Road,residential,Residential,0.3147599399089813,0.1158,13316.284193440417,0.01,37.012782,-7.931585,37.013762,-7.932025,37.012782,-7.931585
road,Road,residential,Residential,0.6158524751663208,0.0941,10824.970360601466,0.01,38.256413,-7.995149,38.256089,-7.995544,38.256574,-7.994795
road,Road,residential,Residential,0.876512348651886,0.0914,10514.984907744212,0.01,37.956717,-8.88136,37.956125,-8.880637,37.956717,-8.88136
road,Road,unclassified,Unclassified,0.1071340963244438,0.5096,58602.56755828476,0.06,39.306483,-8.674386,39.304568,-8.671473,39.307187,-8.676244
road,Road,residential,Residential,0.3787412345409393,0.22,25296.810670101015,0.03,37.601705,-8.084558,37.601049,-8.08577,37.601516,-8.083837
railway,Railway,rail,Rail,0.6376701593399048,0.104,519990.9845993566,0.52,38.549225,-8.806268,38.548369,-8.806748,38.549225,-8.806268
road,Road,unclassified,Unclassified,0.9773173332214355,0.6306,72518.73952695295,0.07,39.46845,-8.574631,39.471069,-8.574923,39.465864,-8.573435
road,Road,primary,Primary,0.8846409320831299,0.4095,819096.5486567428,0.82,38.487987,-8.79323,38.489455,-8.794335,38.486039,-8.793131
road,Road,unclassified,Unclassified,0.7372070550918579,2.4735,284446.7642337429,0.28,38.488818,-8.785611,38.490145,-8.795403,38.475761,-8.783518
road,Road,primary,Primary,0.4491110146045685,0.6204,1240728.2861639943,1.24,38.489498,-8.813041,38.490349,-8.816203,38.48861,-8.809431
road,Road,primary,Primary,0.3583818078041076,1.3451,2690173.8667841037,2.69,38.694482,-9.291347,38.697162,-9.285234,38.690831,-9.297876
road,Road,primary,Primary,0.3975064158439636,0.5579,1115821.826098441,1.12,38.741705,-9.100522,38.73784,-9.102874,38.742234,-9.099882
road,Road,tertiary,Tertiary,0.9897493720054626,0.0213,4250.944878467529,0.0,37.952178,-8.877179,37.952361,-8.877106,37.952178,-8.877179
road,Road,residential,Residential,0.839610755443573,0.1013,11646.419316814858,0.01,37.695082,-8.082888,37.695613,-8.083155,37.694767,-8.08273
road,Road,secondary,Secondary,0.9897493720054626,0.0391,19573.86180930461,0.02,37.094051,-7.895266,37.094113,-7.894832,37.094051,-7.895266
road,Road,secondary,Secondary,0.9897493720054626,0.0315,15759.74512013803,0.02,37.161119,-8.261738,37.16128,-8.261867,37.161123,-8.261651
road,Road,unclassified,Unclassified,0.4927782416343689,2.8789,331071.7417424289,0.33,38.902222,-8.932303,38.918415,-8.925055,38.894027,-8.936214
road,Road,unclassified,Unclassified,0.8772190809249878,0.0114,1307.7573978337316,0.0,38.18328,-8.114982,38.183265,-8.114853,38.18328,-8.114982
railway,Railway,rail,Rail,0.608343780040741,4.334,21670055.658386257,21.67,38.695939,-9.199736,38.702341,-9.174013,38.694746,-9.221646
railway,Railway,rail,Rail,0.608343780040741,4.3295,21647427.40665234,21.65,38.695972,-9.199743,38.694774,-9.22162,38.70237,-9.174036
road,Road,unclassified,Unclassified,0.5365200638771057,0.0135,1554.8473738278487,0.0,37.696382,-8.218163,37.696358,-8.218313,37.696382,-8.218163
road,Road,unclassified,Unclassified,0.5436652302742004,0.465,53469.3672785812,0.05,38.969237,-8.90528,38.969986,-8.906422,38.966918,-8.906902
road,Road,unclassified,Unclassified,0.2649959325790405,4.4071,506820.7443707472,0.51,38.925121,-8.96317,38.93948,-8.967595,38.902069,-8.962479
road,Road,unclassified,Unclassified,0.6274865865707397,0.0157,1806.902533804493,0.0,37.970616,-8.414291,37.970637,-8.414114,37.970616,-8.414291
road,Road,tertiary,Tertiary,0.6309447288513184,3.094,618807.5441474456,0.62,38.969742,-8.902284,38.963299,-8.912899,38.983274,-8.888345
road,Road,tertiary,Tertiary,0.9902825355529784,0.0322,6432.327071885322,0.01,37.934293,-8.213128,37.934026,-8.213271,37.934293,-8.213128
road,Road,unclassified,Unclassified,0.2120734751224517,0.7993,91916.76619862358,0.09,37.055345,-7.814458,37.054158,-7.819734,37.057102,-7.812028
road,Road,residential,Residential,0.5572938919067383,0.7913,91004.7676708536,0.09,39.739939,-8.491474,39.741501,-8.487837,39.739456,-8.495667
road,Road,secondary,Secondary,0.9897493720054626,0.0211,10564.214501231729,0.01,37.123665,-8.016165,37.123551,-8.016194,37.123735,-8.016139
railway,Railway,tram,Tram,0.9897493720054626,0.0614,307089.7134647558,0.31,38.697434,-9.204497,38.697571,-9.204666,38.69739,-9.204043
railway,Railway,tram,Tram,0.9897493720054626,0.0252,126177.61407369297,0.13,38.697363,-9.204445,38.697297,-9.204616,38.697413,-9.204369
road,Road,secondary,Secondary,0.9897493720054626,0.0059,2942.990354553958,0.0,37.333842,-7.817685,37.333827,-7.817709,37.333861,-7.817657
road,Road,secondary,Secondary,0.9897493720054626,0.0134,6702.632289421673,0.01,37.128819,-7.642735,37.128872,-7.642713,37.128762,-7.642773
road,Road,unclassified,Unclassified,0.5710312724113464,0.3632,41765.89453143919,0.04,38.933052,-8.917143,38.935753,-8.914783,38.933052,-8.917143
