feature,feature_label,sub_type,type_label,elev,length_km,value_eur,value_m_eur,mid_lat,mid_lon,start_lat,start_lon,end_lat,end_lon
road,Road,residential,Residential,0.9609882831573486,0.0258,2968.3886893112553,0.0,37.708064,-7.940468,37.708197,-7.940708,37.708064,-7.940468
road,Road,secondary,Secondary,0.2048317492008209,0.3433,171641.66863105586,0.17,37.692083,-7.977071,37.692826,-7.974711,37.691668,-7.978326
road,Road,unclassified,Unclassified,0.4696716964244842,0.0154,1773.7247694902092,0.0,37.56068,-8.214402,37.560661,-8.214229,37.56068,-8.214402
road,Road,unclassified,Unclassified,0.1783980131149292,0.0144,1659.472963695025,0.0,38.117979,-8.059161,38.118006,-8.059,38.117979,-8.059161
road,Road,unclassified,Unclassified,0.2965419888496399,0.0143,1642.0461797896555,0.0,37.733288,-8.226091,37.733162,-8.226059,37.733288,-8.226091
road,Road,residential,Residential,0.5682831406593323,0.1215,13977.771852997064,0.01,38.001626,-8.558425,38.000734,-8.559224,38.001626,-8.558425
road,Road,residential,Residential,0.8857888579368591,0.0709,8158.183912084285,0.01,37.101118,-8.470033,37.101115,-8.470149,37.101156,-8.469352
railway,Railway,tram,Tram,0.8288605213165283,0.0274,136839.7492667285,0.14,38.701765,-9.179512,38.701792,-9.179344,38.701831,-9.17962
road,Road,service,Service,0.9897493720054626,0.0201,2315.3982403230348,0.0,,,,,,
road,Road,primary,Primary,0.7706403732299805,0.0298,59573.26347849791,0.06,37.128473,-8.15106,37.128518,-8.150848,37.128474,-8.151175
road,Road,primary,Primary,0.2352957874536514,0.0099,19770.906058138713,0.02,37.040768,-7.823554,37.040725,-7.823651,37.040768,-7.823554
road,Road,primary,Primary,0.3975064158439636,0.1858,371694.879712009,0.37,37.105218,-8.254371,37.105839,-8.254257,37.10425,-8.254847
road,Road,unclassified,Unclassified,0.5813487768173218,0.2651,30491.657064775725,0.03,38.879792,-9.251392,38.878622,-9.250868,38.880889,-9.251155
road,Road,unclassified,Unclassified,0.5190934538841248,0.0068,777.9295660222233,0.0,37.260836,-7.832942,37.260825,-7.832867,37.260836,-7.832942
road,Road,unclassified,Unclassified,0.6251338124275208,0.0086,985.8631685998132,0.0,38.070759,-8.752969,38.070721,-8.75297,38.070795,-8.75299
road,Road,unclassified,Unclassified,0.5316034555435181,1.3826,159002.34283014695,0.16,38.881968,-9.214529,38.883374,-9.222093,38.887254,-9.213389
road,Road,unclassified,Unclassified,0.3267091810703277,0.4975,57208.60715636455,0.06,37.17944,-8.225591,37.179354,-8.228361,37.180001,-8.223855
road,Road,unclassified,Unclassified,0.7137618660926819,0.0089,1028.5527596474342,0.0,38.156788,-7.923864,38.15686,-7.923908,38.156788,-7.923864
road,Road,unclassified,Unclassified,0.6125842928886414,0.1915,22026.89060719923,0.02,39.631506,-8.447792,39.630774,-8.447076,39.632297,-8.447935
road,Road,unclassified,Unclassified,0.5040133595466614,0.8077,92891.24045369738,0.09,39.003877,-8.963392,39.003979,-8.966122,39.001952,-8.960462
road,Road,residential,Residential,0.6352772116661072,0.216,24834.676868933577,0.02,38.055837,-8.111671,38.055886,-8.11349,38.056325,-8.111608
road,Road,residential,Residential,0.6352772116661072,0.0047,540.821510686525,0.0,37.880717,-8.162639,37.880738,-8.162646,37.880697,-8.162635
road,Road,tertiary,Tertiary,0.8130505681037903,0.1057,21130.090792187348,0.02,37.104174,-8.469821,37.104611,-8.469815,37.103665,-8.469747
road,Road,unclassified,Unclassified,0.613121747970581,0.0038,437.1360573026904,0.0,39.667742,-8.448642,39.667759,-8.44868,39.667742,-8.448642
road,Road,unclassified,Unclassified,0.613121747970581,0.0064,736.56554384706,0.0,37.189409,-8.35101,37.189371,-8.350954,37.189409,-8.35101
road,Road,unclassified,Unclassified,0.613121747970581,0.003,350.0256118715202,0.0,38.553372,-9.033906,38.553355,-9.033933,38.553372,-9.033906
road,Road,unclassified,Unclassified,0.7354483604431152,0.0161,1852.2584292248991,0.0,38.118815,-8.441096,38.118673,-8.44107,38.118815,-8.441096
road,Road,unclassified,Unclassified,0.7354483604431152,0.0035,407.0703869848403,0.0,37.132562,-8.355929,37.132585,-8.355955,37.132562,-8.355929
road,Road,unclassified,Unclassified,0.0540132522583007,0.9195,105737.26862180422,0.11,38.897321,-8.964728,38.901964,-8.962531,38.894204,-8.966198
road,Road,unclassified,Unclassified,0.525428295135498,0.0125,1437.9988144819142,0.0,37.664804,-8.209312,37.664916,-8.209295,37.664804,-8.209312
road,Road,unclassified,Unclassified,0.0381966009736061,1.1043,126992.14024140792,0.13,37.139539,-8.21019,37.133578,-8.214526,37.139387,-8.212633
road,Road,unclassified,Unclassified,0.1997050046920776,0.0083,955.3075960920188,0.0,38.290638,-8.036993,38.29071,-8.036966,38.290638,-8.036993
road,Road,unclassified,Unclassified,0.0343228913843631,1.1809,135806.05396492858,0.14,38.895409,-8.983477,38.901012,-8.979994,38.891799,-8.985038
road,Road,unclassified,Unclassified,0.4811863303184509,0.0088,1006.9865102158582,0.0,37.612451,-8.353659,37.612401,-8.353735,37.612451,-8.353659
road,Road,unclassified,Unclassified,0.0025816345587372,5.6943,654847.2634663869,0.65,38.875283,-8.965127,38.894066,-8.96626,38.851353,-8.973548
road,Road,unclassified,Unclassified,0.2685602307319641,0.0162,1865.159542255221,0.0,38.022114,-8.038967,38.022054,-8.039135,38.022114,-8.038967
road,Road,unclassified,Unclassified,0.1773373037576675,0.0614,7060.118385876001,0.01,40.153759,-8.673194,40.153619,-8.673344,40.153619,-8.673344
road,Road,unclassified,Unclassified,0.2810916006565094,0.0456,5249.450841096211,0.01,37.575213,-7.978548,37.575161,-7.978273,37.575283,-7.978766
road,Road,tertiary,Tertiary,0.8130505681037903,0.0518,10356.47376449766,0.01,37.241558,-8.187818,37.241936,-8.18816,37.241558,-8.187818
road,Road,residential,Residential,0.3787412345409393,0.018,2068.172971748548,0.0,38.058928,-8.112686,38.05884,-8.112724,38.058991,-8.112711
road,Road,residential,Residential,0.3787412345409393,0.0074,850.4108715831236,0.0,37.590242,-8.488914,37.590246,-8.48883,37.590242,-8.488914
road,Road,residential,Residential,0.0115008167922496,0.0349,4007.862566005251,0.0,37.850006,-8.791957,37.849846,-8.791889,37.850066,-8.792115
road,Road,tertiary,Tertiary,0.8114575743675232,1.6857,337141.0324126423,0.34,37.666492,-8.713192,37.666327,-8.720022,37.670857,-8.703682
road,Road,unclassified,Unclassified,0.4141585230827331,1.3252,152403.49883886785,0.15,37.731428,-8.752202,37.736025,-8.748265,37.731271,-8.753293
road,Road,unclassified,Unclassified,0.0115008167922496,0.0494,5682.887499544564,0.01,37.849933,-8.791548,37.849924,-8.79135,37.849846,-8.791889
road,Road,tertiary,Tertiary,0.6792831420898438,2.1347,426935.5981559017,0.43,37.735239,-8.745068,37.737016,-8.738234,37.74045,-8.756134
road,Road,unclassified,Unclassified,0.2899999916553497,0.247,28405.255875488765,0.03,37.73061,-8.753767,37.730833,-8.752158,37.730581,-8.7547
road,Road,unclassified,Unclassified,0.4713346064090729,0.3777,43440.0245657222,0.04,37.728156,-8.750683,37.730014,-8.751702,37.727028,-8.74982
road,Road,primary,Primary,0.9734699130058287,0.8057,1611403.0663057135,1.61,37.15208,-8.514823,37.15256,-8.519812,37.151759,-8.510778
road,Road,unclassified,Unclassified,0.8474868535995483,0.6141,70616.78814817114,0.07,37.149252,-8.648539,37.151117,-8.650633,37.148884,-8.644843
railway,Railway,rail,Rail,0.9861087799072266,0.0408,204116.40139068617,0.2,37.142868,-8.623072,37.143155,-8.622784,37.142868,-8.623072
railway,Railway,narrow_gauge,Narrow gauge,1.0069109201431274,1.0622,5310918.542276457,5.31,37.08911,-7.669442,37.09143,-7.673126,37.086936,-7.663065
road,Road,unclassified,Unclassified,1.0,0.2221,25543.500640185262,0.03,37.015589,-7.986622,37.014674,-7.987652,37.015465,-7.985701
road,Road,tertiary,Tertiary,0.5571762919425964,0.0447,8938.147795956655,0.01,37.579984,-8.002965,37.579888,-8.002732,37.580155,-8.003056
road,Road,residential,Residential,0.9807514548301696,0.3229,37129.52830840735,0.04,37.124567,-8.52175,37.123766,-8.522799,37.124932,-8.519729
road,Road,residential,Residential,0.8193017840385437,0.4133,47533.50594748442,0.05,37.111916,-8.664754,37.111486,-8.665668,37.113881,-8.662138
railway,Railway,rail,Rail,0.9861087799072266,0.072,360102.6652070354,0.36,37.93815,-8.835931,37.938296,-8.836731,37.93815,-8.835931
road,Road,residential,Residential,0.7143149375915527,1.4208,163396.12276422518,0.16,37.079346,-8.119858,37.078108,-8.123726,37.074821,-8.121318
road,Road,unclassified,Unclassified,0.3141817450523376,1.6746,192573.7344574813,0.19,37.141245,-8.613781,37.134091,-8.613162,37.147148,-8.617418
road,Road,tertiary,Tertiary,0.0970881283283233,0.1879,37572.17685849968,0.04,37.186385,-7.343915,37.185564,-7.343932,37.187229,-7.34416
road,Road,tertiary,Tertiary,0.5,1.7812,356234.5606741502,0.36,37.207918,-7.326166,37.206695,-7.324049,37.220496,-7.319611
road,Road,tertiary,Tertiary,0.7122275829315186,0.1177,23545.936441035697,0.02,37.206218,-7.32405,37.205237,-7.324111,37.206294,-7.32405
road,Road,tertiary,Tertiary,0.5,0.2102,42040.06624914033,0.04,37.064052,-7.752955,37.063142,-7.752839,37.065026,-7.753034
road,Road,tertiary,Tertiary,1.0146925449371338,0.5429,108585.01991124074,0.11,37.135267,-7.599562,37.134521,-7.602222,37.136178,-7.596462
road,Road,unclassified,Unclassified,0.028562095016241,1.4271,164112.23432635632,0.16,37.233324,-7.431944,37.232275,-7.42721,37.235226,-7.442127
road,Road,secondary,Secondary,0.6889231204986572,1.1698,584891.2168312758,0.58,37.096383,-7.670152,37.09316,-7.675263,37.099041,-7.665382
road,Road,unclassified,Unclassified,0.811150312423706,0.7473,85938.51994258823,0.09,37.787292,-8.672694,37.785507,-8.668364,37.788774,-8.675509
road,Road,tertiary,Tertiary,1.0383658409118652,0.2225,44508.72817545169,0.04,37.826413,-8.518942,37.82827,-8.517999,37.826413,-8.518942
road,Road,unclassified,Unclassified,0.7707385420799255,1.2687,145897.8032931396,0.15,37.174385,-7.415047,37.174765,-7.421152,37.175743,-7.407068
road,Road,tertiary,Tertiary,0.8633835315704346,1.6775,335505.87589013466,0.34,37.122673,-7.638024,37.124395,-7.644266,37.116581,-7.629306
railway,Railway,rail,Rail,0.5704987049102783,0.1326,663173.819122762,0.66,37.156929,-8.603267,37.157632,-8.602058,37.156929,-8.603267
road,Road,unclassified,Unclassified,0.2941928803920746,1.0451,120181.98500159656,0.12,37.166977,-8.571938,37.161618,-8.572672,37.1687,-8.570205
road,Road,residential,Residential,0.5612988471984863,0.2615,30071.02281629605,0.03,37.092065,-8.268984,37.092393,-8.267736,37.090964,-8.268943
road,Road,unclassified,Unclassified,0.8168807625770569,0.0091,1041.355072259188,0.0,38.110108,-8.04246,38.110029,-8.042487,38.110108,-8.04246
road,Road,unclassified,Unclassified,0.5741854310035706,0.4175,48010.72796105046,0.05,37.144059,-8.591209,37.141688,-8.591367,37.14467,-8.59049
road,Road,tertiary,Tertiary,0.8629939556121826,0.5017,100332.1954983322,0.1,37.15025,-8.576693,37.148575,-8.57805,37.152467,-8.575907
road,Road,tertiary,Tertiary,0.6152147650718689,0.0241,4828.818919326021,0.0,38.026706,-8.431539,38.026538,-8.431366,38.026706,-8.431539
road,Road,tertiary,Tertiary,0.6152147650718689,0.2479,49576.92366804677,0.05,37.143084,-8.452895,37.143909,-8.453617,37.141936,-8.452414
road,Road,tertiary,Tertiary,0.8345769643783569,0.2121,42412.324562030626,0.04,37.145184,-8.483373,37.144663,-8.48439,37.145693,-8.482418
road,Road,unclassified,Unclassified,0.7572402358055115,0.2177,25037.231694295628,0.03,37.119073,-7.644077,37.119082,-7.642767,37.11963,-7.644985
road,Road,tertiary,Tertiary,0.5571762919425964,0.0321,6415.220620406376,0.01,37.193501,-8.261417,37.193503,-8.261055,37.193501,-8.261417
road,Road,unclassified,Unclassified,0.3560131788253784,0.2003,23039.324088072055,0.02,37.13381,-8.624638,37.13476,-8.625689,37.133426,-8.624644
road,Road,tertiary,Tertiary,0.7153189778327942,0.8456,169117.72679320563,0.17,37.107359,-8.674955,37.103796,-8.672464,37.110352,-8.677253
road,Road,residential,Residential,0.7771655321121216,0.4459,51273.28935100253,0.05,37.200041,-7.402821,37.199031,-7.401274,37.200676,-7.405279
road,Road,residential,Residential,0.540749192237854,1.4626,168202.0758049445,0.17,37.158804,-8.573151,37.161051,-8.578357,37.153677,-8.575918
railway,Railway,rail,Rail,0.7193571925163269,3.2275,16137533.008282091,16.14,37.187891,-7.46002,37.196042,-7.481649,37.190076,-7.448347
road,Road,unclassified,Unclassified,0.4853333234786987,0.4871,56015.67307326327,0.06,37.117525,-7.643286,37.119073,-7.644077,37.116018,-7.64056
road,Road,tertiary,Tertiary,0.8727388978004456,0.5339,106770.68736764176,0.11,37.188609,-7.341018,37.187725,-7.344224,37.190495,-7.340266
road,Road,tertiary,Tertiary,0.9557843208312988,0.2917,58345.925057823086,0.06,37.189355,-7.342863,37.19054,-7.343542,37.188171,-7.342136
road,Road,unclassified,Unclassified,0.2386247664690017,0.0385,4422.923350256321,0.0,37.138339,-8.169507,37.138379,-8.16923,37.13831,-8.169656
road,Road,unclassified,Unclassified,0.5,0.0395,4539.392079598206,0.0,38.193747,-8.565493,38.193701,-8.565653,38.193747,-8.565211
road,Road,unclassified,Unclassified,0.4897325038909912,2.2088,254010.33921526297,0.25,37.222128,-7.423189,37.214738,-7.417989,37.228369,-7.425573
road,Road,tertiary,Tertiary,0.701988160610199,0.2133,42651.34287484251,0.04,37.217539,-7.408703,37.217948,-7.407903,37.216701,-7.409684
road,Road,tertiary,Tertiary,0.5406826734542847,0.8638,172751.10467677223,0.17,37.203707,-7.329141,37.198361,-7.327646,37.205569,-7.328643
road,Road,residential,Residential,0.5406826734542847,0.1433,16483.553963678212,0.02,37.04594,-7.968497,37.0452,-7.967175,37.04594,-7.968497
road,Road,residential,Residential,0.8472471833229065,0.3331,38308.15088505253,0.04,37.949441,-8.183966,37.948599,-8.182625,37.950624,-8.185401
road,Road,residential,Residential,0.9123243689537048,0.1128,12967.18703938042,0.01,38.178447,-8.560871,38.17813,-8.559781,38.178401,-8.560984
road,Road,residential,Residential,0.8407158851623535,0.5384,61914.42671055745,0.06,37.15947,-8.585107,37.161676,-8.585683,37.157316,-8.585139
road,Road,residential,Residential,0.7268533110618591,0.0554,6369.9292403636155,0.01,37.523711,-8.78263,37.523987,-8.782771,37.523528,-8.782724
road,Road,residential,Residential,0.4567995965480804,2.8393,326514.0596807915,0.33,37.152621,-8.583771,37.16169,-8.581445,37.154912,-8.578371
road,Road,unclassified,Unclassified,0.8474868535995483,0.0086,991.5522230242796,0.0,38.070759,-8.752969,38.070721,-8.75297,38.070795,-8.75299
road,Road,unclassified,Unclassified,0.8474868535995483,0.1767,20318.08351275178,0.02,37.996771,-8.193397,37.995353,-8.193381,37.99694,-8.193357
road,Road,primary,Primary,0.9675331711769104,1.9733,3946613.362143072,3.95,37.205438,-7.433525,37.213228,-7.438325,37.197918,-7.427522
road,Road,residential,Residential,1.0146925449371338,0.0706,8121.109488042676,0.01,37.955533,-8.868982,37.955476,-8.868921,37.956053,-8.869245
road,Road,unclassified,Unclassified,0.6198868751525879,0.7551,86837.57374783614,0.09,37.135931,-8.604028,37.134105,-8.604506,37.13889,-8.60501
road,Road,unclassified,Unclassified,0.5,0.0272,3130.6814968778745,0.0,37.026472,-7.897407,37.026356,-7.897404,37.026597,-7.897364
road,Road,unclassified,Unclassified,0.5,0.0326,3749.8469998863466,0.0,37.937727,-8.364317,37.937461,-8.364472,37.937727,-8.364317
road,Road,residential,Residential,0.8345769643783569,0.0343,3947.689592220794,0.0,38.089867,-8.638278,38.090006,-8.638414,38.089744,-8.638218
road,Road,tertiary,Tertiary,0.3227985799312591,0.0934,18683.07458110993,0.02,37.211346,-7.403841,37.211463,-7.40354,37.211463,-7.40354
road,Road,unclassified,Unclassified,0.9808394908905028,0.0373,4295.181681575084,0.0,37.770424,-8.015575,37.770725,-8.015387,37.770424,-8.015575
road,Road,unclassified,Unclassified,0.8168807625770569,0.0277,3191.0212810111384,0.0,38.069773,-8.677322,38.070012,-8.67741,38.069773,-8.677322
road,Road,unclassified,Unclassified,0.6348320245742798,0.1957,22501.272790354284,0.02,38.081094,-8.063903,38.08148,-8.066085,38.081094,-8.063903
road,Road,unclassified,Unclassified,0.8225147724151611,0.0668,7680.989510933527,0.01,37.120613,-7.6399,37.12056,-7.640256,37.1206,-7.639573
road,Road,unclassified,Unclassified,0.7572402358055115,0.328,37725.423331006044,0.04,38.045918,-8.089739,38.044688,-8.090163,38.045961,-8.088186
road,Road,primary,Primary,0.5078760385513306,0.4278,855524.0467608616,0.86,37.310468,-8.665556,37.308323,-8.66562,37.311688,-8.666743
road,Road,tertiary,Tertiary,0.9874696135520936,0.0544,10871.089905748508,0.01,37.158225,-8.571826,37.157821,-8.572172,37.158225,-8.571826
road,Road,tertiary,Tertiary,0.806673526763916,0.0154,3078.5193616828237,0.0,37.654021,-8.015243,37.654122,-8.015363,37.654021,-8.015243
road,Road,tertiary,Tertiary,0.806673526763916,0.027,5402.083693261318,0.01,37.966186,-8.855775,37.966147,-8.855684,37.966282,-8.855938
road,Road,tertiary,Tertiary,0.8629939556121826,0.3295,65904.12277017444,0.07,37.147522,-8.579855,37.147138,-8.581186,37.148575,-8.57805
road,Road,tertiary,Tertiary,0.7390035390853882,0.6627,132543.98215312033,0.13,37.055013,-8.020046,37.057825,-8.022695,37.052754,-8.019027
road,Road,residential,Residential,0.7707385420799255,1.3463,154827.33803818157,0.15,37.178185,-7.408498,37.179972,-7.409712,37.169056,-7.403147
road,Road,unclassified,Unclassified,0.3386625647544861,0.6305,72503.74990957383,0.07,37.157354,-8.016935,37.15946,-8.018711,37.154586,-8.016196
road,Road,unclassified,Unclassified,0.2386247664690017,0.009,1037.091538198566,0.0,38.18543,-8.570122,38.185497,-8.57018,38.18543,-8.570122
road,Road,unclassified,Unclassified,0.5,0.4556,52392.11957067256,0.05,37.221463,-8.310952,37.221091,-8.313445,37.221991,-8.308657
road,Road,unclassified,Unclassified,1.015965223312378,0.3415,39267.94114553755,0.04,37.998536,-7.950637,37.999188,-7.950069,37.996654,-7.95227
road,Road,unclassified,Unclassified,0.7739584445953369,0.4513,51901.81858439077,0.05,37.127515,-7.62405,37.128619,-7.625686,37.125291,-7.623102
road,Road,residential,Residential,0.9024041891098022,0.174,20014.88544357285,0.02,37.650289,-8.223658,37.649476,-8.2238,37.651011,-8.223843
road,Road,unclassified,Unclassified,0.9212006330490112,0.1973,22688.768521106445,0.02,37.250514,-8.287283,37.25073,-8.288045,37.25003,-8.28604
road,Road,tertiary,Tertiary,0.7122275829315186,0.0204,4082.636457071615,0.0,38.057701,-8.118985,38.057662,-8.11894,38.057823,-8.119043
road,Road,tertiary,Tertiary,0.7122275829315186,0.0202,4030.682102038465,0.0,37.598818,-8.805523,37.598861,-8.805508,37.598688,-8.805575
railway,Railway,rail,Rail,0.8955408334732056,0.6781,3390272.3989873487,3.39,37.137674,-8.524881,37.138101,-8.521383,37.139786,-8.527832
road,Road,tertiary,Tertiary,0.7450387477874756,0.1238,24757.44592127302,0.02,37.451298,-8.321252,37.451454,-8.320538,37.451691,-8.321602
railway,Railway,rail,Rail,0.5704987049102783,0.5374,2687129.568386873,2.69,37.159151,-8.599545,37.161039,-8.597894,37.157632,-8.602058
