section,section_type,scenario,variant,year,slr_m,return_period_yr,closure_days_yr,annual_cost_mid_eur,annual_cost_low_eur,annual_cost_high_eur,cumulative_cost_mid_eur,cumulative_cost_low_eur,cumulative_cost_high_eur
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2038,0.238,0.77,9.6,9603903.0,4801951.0,16806830.0,71459659.0,35729829.0,125054403.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2038,0.388,0.27,32.7,32685065.0,16342533.0,57198864.0,247346229.0,123673114.0,432855900.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2039,0.252,0.7,10.7,10738891.0,5369445.0,18793059.0,82198550.0,41099275.0,143847462.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2039,0.401,0.25,36.4,36436879.0,18218440.0,63764539.0,283783108.0,141891554.0,496620439.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2040,0.265,0.64,12.0,12004137.0,6002068.0,21007239.0,94202687.0,47101343.0,164854702.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2040,0.415,0.23,40.6,40610243.0,20305121.0,71067925.0,324393351.0,162196675.0,567688363.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2041,0.279,0.58,13.4,13414274.0,6707137.0,23474979.0,107616960.0,53808480.0,188329681.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2041,0.428,0.21,45.3,45251757.0,22625879.0,79190575.0,369645108.0,184822554.0,646878939.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2042,0.292,0.53,15.0,14985553.0,7492777.0,26224718.0,122602513.0,61301257.0,214554399.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2042,0.442,0.19,50.4,50413110.0,25206555.0,88222943.0,420058218.0,210029109.0,735101882.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2043,0.305,0.48,16.7,16736020.0,8368010.0,29288035.0,139338534.0,69669267.0,243842434.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2043,0.456,0.17,56.2,56151625.0,28075813.0,98265344.0,476209843.0,238104922.0,833367226.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2044,0.319,0.44,18.7,18685710.0,9342855.0,32699992.0,158024243.0,79012122.0,276542426.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2044,0.469,0.15,62.5,62530869.0,31265435.0,109429021.0,538740712.0,269370356.0,942796247.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2045,0.333,0.4,20.9,20856863.0,10428431.0,36499510.0,178881106.0,89440553.0,313041936.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2045,0.483,0.14,69.6,69621327.0,34810664.0,121837322.0,608362039.0,304181020.0,1064633569.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2046,0.346,0.36,23.3,23274168.0,11637084.0,40729793.0,202155274.0,101077637.0,353771729.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2046,0.496,0.13,77.5,77501146.0,38750573.0,135627006.0,685863186.0,342931593.0,1200260575.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2047,0.36,0.33,26.0,25965024.0,12982512.0,45438792.0,228120297.0,114060149.0,399210521.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2047,0.51,0.12,86.3,86256962.0,43128481.0,150949684.0,772120148.0,386060074.0,1351210259.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2048,0.373,0.3,29.0,28959839.0,14479919.0,50679717.0,257080136.0,128540068.0,449890238.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2048,0.523,0.11,96.0,95984812.0,47992406.0,167973421.0,868104960.0,434052480.0,1519183680.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2049,0.387,0.27,32.3,32292352.0,16146176.0,56511617.0,289372488.0,144686244.0,506401855.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2049,0.536,0.1,106.8,106791145.0,53395572.0,186884503.0,974896105.0,487448052.0,1706068184.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2050,0.4,0.25,36.0,36000000.0,18000000.0,63000000.0,325372488.0,162686244.0,569401855.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2050,0.55,0.09,118.8,118793939.0,59396970.0,207889394.0,1093690044.0,546845022.0,1913957577.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2051,0.412,0.23,39.6,39644088.0,19822044.0,69377154.0,365016576.0,182508288.0,638779008.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2051,0.562,0.08,130.6,130572915.0,65286458.0,228502602.0,1224262960.0,612131480.0,2142460179.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2052,0.424,0.21,43.6,43649489.0,21824744.0,76386605.0,408666065.0,204333032.0,715165614.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2052,0.574,0.07,143.5,143501508.0,71750754.0,251127639.0,1367764468.0,683882234.0,2393587818.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2053,0.436,0.19,48.1,48051466.0,24025733.0,84090065.0,456717530.0,228358765.0,799255678.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2053,0.586,0.07,157.7,157690528.0,78845264.0,275958425.0,1525454996.0,762727498.0,2669546243.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2054,0.448,0.18,52.9,52888680.0,26444340.0,92555190.0,509606210.0,254803105.0,891810868.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2054,0.598,0.06,173.3,173261362.0,86630681.0,303207383.0,1698716358.0,849358179.0,2972753626.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2055,0.46,0.16,58.2,58203516.0,29101758.0,101856153.0,567809726.0,283904863.0,993667021.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2055,0.61,0.06,190.3,190346967.0,95173483.0,333107192.0,1889063325.0,944531662.0,3305860818.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2056,0.472,0.15,64.0,64042438.0,32021219.0,112074266.0,631852164.0,315926082.0,1105741287.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2056,0.622,0.05,209.1,209092973.0,104546487.0,365912704.0,2098156298.0,1049078149.0,3671773521.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2057,0.484,0.14,70.5,70456374.0,35228187.0,123298654.0,702308538.0,351154269.0,1229039941.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2057,0.634,0.05,229.7,229658876.0,114829438.0,401903034.0,2327815174.0,1163907587.0,4073676555.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2058,0.496,0.13,77.5,77501146.0,38750573.0,135627006.0,779809684.0,389904842.0,1364666947.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2058,0.646,0.05,252.2,252219348.0,126109674.0,441383859.0,2580034522.0,1290017261.0,4515060414.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2059,0.508,0.12,85.2,85237935.0,42618967.0,149166386.0,865047619.0,432523809.0,1513833332.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2059,0.658,0.04,277.0,276965669.0,138482834.0,484689920.0,2857000191.0,1428500095.0,4999750334.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2060,0.52,0.11,93.7,93733786.0,46866893.0,164034125.0,958781404.0,479390702.0,1677867458.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2060,0.67,0.04,304.1,304107297.0,152053649.0,532187770.0,3161107488.0,1580553744.0,5531938104.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2061,0.532,0.1,103.1,103062170.0,51531085.0,180358798.0,1061843574.0,530921787.0,1858226255.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2061,0.682,0.04,333.9,333873581.0,166936791.0,584278767.0,3494981069.0,1747490535.0,6116216872.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2062,0.544,0.09,113.3,113303593.0,56651797.0,198281288.0,1175147168.0,587573584.0,2056507544.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2062,0.694,0.03,365.0,365000000.0,182500000.0,638750000.0,3859981069.0,1929990535.0,6754966872.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2063,0.556,0.08,124.5,124546263.0,62273132.0,217955961.0,1299693431.0,649846716.0,2274463505.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2063,0.706,0.03,365.0,365000000.0,182500000.0,638750000.0,4224981069.0,2112490535.0,7393716872.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2064,0.568,0.08,136.9,136886821.0,68443410.0,239551936.0,1436580252.0,718290126.0,2514015441.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2064,0.718,0.03,365.0,365000000.0,182500000.0,638750000.0,4589981069.0,2294990535.0,8032466872.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2065,0.58,0.07,150.4,150431137.0,75215569.0,263254490.0,1587011389.0,793505695.0,2777269931.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2065,0.73,0.03,365.0,365000000.0,182500000.0,638750000.0,4954981069.0,2477490535.0,8671216872.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2066,0.592,0.07,165.3,165295192.0,82647596.0,289266586.0,1752306581.0,876153291.0,3066536517.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2066,0.742,0.02,365.0,365000000.0,182500000.0,638750000.0,5319981069.0,2659990535.0,9309966872.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2067,0.604,0.06,181.6,181606026.0,90803013.0,317810546.0,1933912608.0,966956304.0,3384347064.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2067,0.754,0.02,365.0,365000000.0,182500000.0,638750000.0,5684981069.0,2842490535.0,9948716872.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2068,0.616,0.06,199.5,199502791.0,99751396.0,349129885.0,2133415399.0,1066707700.0,3733476948.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2068,0.766,0.02,365.0,365000000.0,182500000.0,638750000.0,6049981069.0,3024990535.0,10587466872.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2069,0.628,0.05,219.1,219137893.0,109568946.0,383491312.0,2352553292.0,1176276646.0,4116968261.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2069,0.778,0.02,365.0,365000000.0,182500000.0,638750000.0,6414981069.0,3207490535.0,11226216872.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2070,0.64,0.05,240.7,240678243.0,120339121.0,421186925.0,2593231535.0,1296615767.0,4538155186.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2070,0.79,0.02,365.0,365000000.0,182500000.0,638750000.0,6779981069.0,3389990535.0,11864966872.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2071,0.652,0.04,264.3,264306631.0,132153316.0,462536605.0,2857538166.0,1428769083.0,5000691791.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2071,0.802,0.02,365.0,365000000.0,182500000.0,638750000.0,7144981069.0,3572490535.0,12503716872.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2072,0.664,0.04,290.2,290223223.0,145111611.0,507890640.0,3147761389.0,1573880694.0,5508582430.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2072,0.814,0.01,365.0,365000000.0,182500000.0,638750000.0,7509981069.0,3754990535.0,13142466872.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2073,0.676,0.04,318.6,318647196.0,159323598.0,557632593.0,3466408585.0,1733204292.0,6066215023.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2073,0.826,0.01,365.0,365000000.0,182500000.0,638750000.0,7874981069.0,3937490535.0,13781216872.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2074,0.688,0.03,349.8,349818537.0,174909269.0,612182440.0,3816227122.0,1908113561.0,6678397463.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2074,0.838,0.01,365.0,365000000.0,182500000.0,638750000.0,8239981069.0,4119990535.0,14419966872.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2075,0.7,0.03,365.0,365000000.0,182500000.0,638750000.0,4181227122.0,2090613561.0,7317147463.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2075,0.85,0.01,365.0,365000000.0,182500000.0,638750000.0,8604981069.0,4302490535.0,15058716872.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2076,0.712,0.03,365.0,365000000.0,182500000.0,638750000.0,4546227122.0,2273113561.0,7955897463.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2076,0.862,0.01,365.0,365000000.0,182500000.0,638750000.0,8969981069.0,4484990535.0,15697466872.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2077,0.724,0.03,365.0,365000000.0,182500000.0,638750000.0,4911227122.0,2455613561.0,8594647463.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2077,0.874,0.01,365.0,365000000.0,182500000.0,638750000.0,9334981069.0,4667490535.0,16336216872.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2078,0.736,0.02,365.0,365000000.0,182500000.0,638750000.0,5276227122.0,2638113561.0,9233397463.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2078,0.886,0.01,365.0,365000000.0,182500000.0,638750000.0,9699981069.0,4849990535.0,16974966872.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2079,0.748,0.02,365.0,365000000.0,182500000.0,638750000.0,5641227122.0,2820613561.0,9872147463.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2079,0.898,0.01,365.0,365000000.0,182500000.0,638750000.0,10064981069.0,5032490535.0,17613716872.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2080,0.76,0.02,365.0,365000000.0,182500000.0,638750000.0,6006227122.0,3003113561.0,10510897463.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2080,0.91,0.01,365.0,365000000.0,182500000.0,638750000.0,10429981069.0,5214990535.0,18252466872.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2081,0.772,0.02,365.0,365000000.0,182500000.0,638750000.0,6371227122.0,3185613561.0,11149647463.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2081,0.922,0.01,365.0,365000000.0,182500000.0,638750000.0,10794981069.0,5397490535.0,18891216872.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2082,0.784,0.02,365.0,365000000.0,182500000.0,638750000.0,6736227122.0,3368113561.0,11788397463.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2082,0.934,0.01,365.0,365000000.0,182500000.0,638750000.0,11159981069.0,5579990535.0,19529966872.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2083,0.796,0.02,365.0,365000000.0,182500000.0,638750000.0,7101227122.0,3550613561.0,12427147463.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2083,0.946,0.01,365.0,365000000.0,182500000.0,638750000.0,11524981069.0,5762490535.0,20168716872.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2084,0.808,0.01,365.0,365000000.0,182500000.0,638750000.0,7466227122.0,3733113561.0,13065897463.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2084,0.958,0.01,365.0,365000000.0,182500000.0,638750000.0,11889981069.0,5944990535.0,20807466872.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2085,0.82,0.01,365.0,365000000.0,182500000.0,638750000.0,7831227122.0,3915613561.0,13704647463.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2085,0.97,0.0,365.0,365000000.0,182500000.0,638750000.0,12254981069.0,6127490535.0,21446216872.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2086,0.832,0.01,365.0,365000000.0,182500000.0,638750000.0,8196227122.0,4098113561.0,14343397463.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2086,0.982,0.0,365.0,365000000.0,182500000.0,638750000.0,12619981069.0,6309990535.0,22084966872.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2087,0.844,0.01,365.0,365000000.0,182500000.0,638750000.0,8561227122.0,4280613561.0,14982147463.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2087,0.994,0.0,365.0,365000000.0,182500000.0,638750000.0,12984981069.0,6492490535.0,22723716872.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2088,0.856,0.01,365.0,365000000.0,182500000.0,638750000.0,8926227122.0,4463113561.0,15620897463.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2088,1.006,0.0,365.0,365000000.0,182500000.0,638750000.0,13349981069.0,6674990535.0,23362466872.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2089,0.868,0.01,365.0,365000000.0,182500000.0,638750000.0,9291227122.0,4645613561.0,16259647463.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2089,1.018,0.0,365.0,365000000.0,182500000.0,638750000.0,13714981069.0,6857490535.0,24001216872.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2090,0.88,0.01,365.0,365000000.0,182500000.0,638750000.0,9656227122.0,4828113561.0,16898397463.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2090,1.03,0.0,365.0,365000000.0,182500000.0,638750000.0,14079981069.0,7039990535.0,24639966872.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2091,0.892,0.01,365.0,365000000.0,182500000.0,638750000.0,10021227122.0,5010613561.0,17537147463.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2091,1.042,0.0,365.0,365000000.0,182500000.0,638750000.0,14444981069.0,7222490535.0,25278716872.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2092,0.904,0.01,365.0,365000000.0,182500000.0,638750000.0,10386227122.0,5193113561.0,18175897463.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2092,1.054,0.0,365.0,365000000.0,182500000.0,638750000.0,14809981069.0,7404990535.0,25917466872.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2093,0.916,0.01,365.0,365000000.0,182500000.0,638750000.0,10751227122.0,5375613561.0,18814647463.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2093,1.066,0.0,365.0,365000000.0,182500000.0,638750000.0,15174981069.0,7587490535.0,26556216872.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2094,0.928,0.01,365.0,365000000.0,182500000.0,638750000.0,11116227122.0,5558113561.0,19453397463.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2094,1.078,0.0,365.0,365000000.0,182500000.0,638750000.0,15539981069.0,7769990535.0,27194966872.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2095,0.94,0.01,365.0,365000000.0,182500000.0,638750000.0,11481227122.0,5740613561.0,20092147463.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2095,1.09,0.0,365.0,365000000.0,182500000.0,638750000.0,15904981069.0,7952490535.0,27833716872.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2096,0.952,0.01,365.0,365000000.0,182500000.0,638750000.0,11846227122.0,5923113561.0,20730897463.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2096,1.102,0.0,365.0,365000000.0,182500000.0,638750000.0,16269981069.0,8134990535.0,28472466872.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2097,0.964,0.01,365.0,365000000.0,182500000.0,638750000.0,12211227122.0,6105613561.0,21369647463.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2097,1.114,0.0,365.0,365000000.0,182500000.0,638750000.0,16634981069.0,8317490535.0,29111216872.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2098,0.976,0.0,365.0,365000000.0,182500000.0,638750000.0,12576227122.0,6288113561.0,22008397463.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2098,1.126,0.0,365.0,365000000.0,182500000.0,638750000.0,16999981069.0,8499990535.0,29749966872.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2099,0.988,0.0,365.0,365000000.0,182500000.0,638750000.0,12941227122.0,6470613561.0,22647147463.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2099,1.138,0.0,365.0,365000000.0,182500000.0,638750000.0,17364981069.0,8682490535.0,30388716872.0
Mondego Valley (km 240–244),railway,SSP5-8.5,Baseline,2100,1.0,0.0,365.0,365000000.0,182500000.0,638750000.0,13306227122.0,6653113561.0,23285897463.0
Mondego Valley (km 240–244),railway,SSP5-8.5,+Geoid,2100,1.15,0.0,365.0,365000000.0,182500000.0,638750000.0,17729981069.0,8864990535.0,31027466872.0
