year_decimal,sea_level_m,flag
1989.2917,6.978,8
1989.375,7.027,3
1989.4583,6.99,1
1989.5417,7.016,2
1989.625,7.033,2
1989.7083,7.051,2
1989.7917,7.13,7
1989.875,7.161,11
1990.4583,7.003,11
1990.5417,7.009,5
1990.625,7.021,4
1990.7083,7.056,4
1990.7917,7.107,5
1990.875,7.048,4
1990.9583,7.016,5
1991.0417,6.953,5
1991.125,6.966,4
1991.2083,7.028,4
1991.2917,6.957,5
1991.375,6.947,4
1991.4583,6.968,4
1991.5417,7.004,5
1991.625,7.005,5
1991.7083,7.016,5
1991.7917,7.034,4
1991.875,6.989,4
1991.9583,6.988,7
1992.0417,6.962,6
1992.125,6.922,4
1992.2083,6.898,5
1992.2917,6.952,4
1992.375,6.977,13
1992.4583,6.99,5
1992.5417,6.993,4
1992.625,7.011,5
1992.7083,6.978,4
1992.7917,7.04,4
1992.875,6.928,5
1992.9583,7.002,5
1993.0417,6.907,5
1993.125,6.965,4
1993.2083,6.967,5
1993.2917,6.952,4
1993.375,7.023,5
1993.4583,6.994,4
1993.5417,6.986,4
1993.625,6.996,6
1993.7083,7.02,4
1993.7917,7.09,4
1993.875,7.073,7
1993.9583,6.913,5
