feature,sub_type,elev,quantity,unit,value_eur
road,unclassified,0.8552904725074768,0.23902318364083944,km,27487.666118696536
road,unclassified,0.7029969096183777,0.25106947425678966,km,28872.989539530812
road,residential,0.9574554562568665,0.15573391547586637,km,17909.400279724632
road,residential,0.8343513607978821,0.0596226702996774,km,6856.6070844629
road,tertiary,0.8962787389755249,0.872251621443068,km,174450.3242886136
road,unclassified,1.0,5.7321968831148,km,659202.641558202
road,unclassified,0.10711921751499176,1.425359315610696,km,163916.32129523004
road,secondary,0.7288455963134766,0.30022772647765467,km,150113.86323882733
road,secondary,0.9010211825370789,0.38383666770744695,km,191918.33385372348
road,primary,1.0262646675109863,0.753261672981614,km,1506523.3459632278
road,primary,0.806992769241333,0.818990462552296,km,1637980.925104592
road,tertiary,0.7665913105010986,0.02322436289781822,km,4644.872579563644
road,tertiary,0.7665913105010986,0.029788256190971835,km,5957.651238194367
road,secondary,0.5384874939918518,0.8941188489020745,km,447059.42445103725
road,residential,1.0482789278030396,0.09536188035401737,km,10966.616240711997
road,residential,0.8545563220977783,0.3964711292730653,km,45594.17986640251
road,residential,0.6691964864730835,0.37856687289310886,km,43535.19038270752
road,residential,0.9208249449729919,0.5467363880879379,km,62874.68463011286
road,residential,0.9730038046836853,0.2347464870545186,km,26995.846011269638
road,residential,0.9535577297210693,0.20748218378430874,km,23860.451135195504
road,residential,0.9462379217147827,1.3544307310147081,km,155759.53406669144
road,unclassified,0.8316788077354431,0.08811910730889329,km,10133.697340522727
road,residential,0.8396466970443726,0.11922192598674747,km,13710.521488475959
road,residential,0.8115354776382446,0.25920037516126043,km,29808.04314354495
road,residential,0.8276879787445068,0.9958872185095609,km,114527.0301285995
road,unclassified,0.2471809834241867,0.2589458025588409,km,29778.767294266705
road,residential,0.7696071863174438,0.13497812061057318,km,15522.483870215916
road,tertiary,0.7665913105010986,0.824600869629438,km,164920.1739258876
road,unclassified,0.7665913105010986,0.20380084509415394,km,23437.097185827704
road,residential,1.0155450105667114,0.21323254519567775,km,24521.74269750294
road,unclassified,0.2337210774421692,0.38521674943301076,km,44299.92618479624
road,residential,0.9513790011405945,0.16688556431853352,km,19191.839896631354
road,residential,0.523544192314148,0.26659150521494135,km,30658.023099718255
road,residential,0.523544192314148,0.14172007455693655,km,16297.808574047704
road,residential,0.4929122030735016,0.452458767288878,km,52032.75823822097
road,unclassified,0.5052182078361511,2.958521684065347,km,340229.99366751494
road,unclassified,0.9275975823402405,0.4086664364507711,km,46996.64019183868
road,unclassified,0.6606183648109436,0.5806591545877301,km,66775.80277758896
road,residential,0.7565192580223083,0.36543785252303174,km,42025.35304014865
road,unclassified,0.465750128030777,0.4927477256954254,km,56665.98845497392
road,unclassified,0.7055646181106567,0.06859923337098486,km,7888.91183766326
road,unclassified,0.6194953322410583,1.2792168664680128,km,147109.93964382148
road,unclassified,0.25610968470573425,1.2017703562822646,km,138203.59097246043
road,residential,0.7868139147758484,0.3398134323914424,km,39078.544725015876
road,tertiary,0.8968237042427063,0.0238610439864008,km,4772.20879728016
road,tertiary,0.8316788077354431,0.01666503215995977,km,3333.0064319919543
road,tertiary,0.8316788077354431,0.01724503840096104,km,3449.0076801922078
road,tertiary,0.8968237042427063,0.024245540495757303,km,4849.108099151461
road,tertiary,0.5267443656921387,2.357438834964415,km,471487.766992883
road,primary,0.49032264947891235,0.9333263727908092,km,1866652.7455816185
road,primary,0.8552904725074768,0.8170622282566872,km,1634124.4565133743
road,residential,0.9832810759544373,0.339895829288333,km,39088.02036815829
road,unclassified,0.14359425008296967,0.7037260275211153,km,80928.49316492827
road,unclassified,0.7144733667373657,0.45493392048235837,km,52317.40085547121
road,unclassified,0.8541854619979858,0.31089685042424414,km,35753.13779878808
road,residential,1.0477051734924316,0.015661211542148334,km,1801.0393273470584
road,residential,1.0477051734924316,0.08282897189224761,km,9525.331767608475
road,residential,0.956021785736084,0.18529352656586764,km,21308.75555507478
road,residential,1.0477051734924316,0.15867842684474717,km,18248.019087145924
road,unclassified,0.8325435519218445,0.3095722494628372,km,35600.80868822627
road,unclassified,0.1371660977602005,0.22747637355402706,km,26159.782958713113
road,residential,0.13894839584827423,1.415995141254717,km,162839.44124429245
road,residential,1.005147933959961,1.2296656839421947,km,141411.5536533524
road,unclassified,0.006682434119284153,0.8956516105116343,km,102999.93520883795
road,unclassified,0.11760463565587997,0.7126319553821363,km,81952.67486894567
road,residential,0.2337210774421692,0.07760603700606353,km,8924.694255697306
road,residential,0.5184454917907715,0.17107661288615345,km,19673.810481907647
road,unclassified,0.8083153963088989,0.62137889673993,km,71458.57312509195
road,residential,1.005147933959961,0.1348776123119582,km,15510.925415875192
road,residential,1.0017739534378052,0.3742615935773624,km,43040.08326139668
road,residential,1.0137523412704468,0.3572731327713734,km,41086.41026870794
road,residential,0.9945926070213318,0.3890585192254094,km,44741.72971092208
road,residential,1.0069856643676758,0.2003888685835718,km,23044.719887110758
road,unclassified,0.7874095439910889,0.11840835944481529,km,13616.961336153758
road,unclassified,0.6934816837310791,0.10461630093283227,km,12030.874607275711
road,residential,1.0476796627044678,0.7744366870997017,km,89060.2190164657
road,unclassified,0.6539945602416992,0.8622512312765175,km,99158.89159679951
road,primary,0.9687516689300537,1.5696653943136063,km,3139330.7886272124
road,residential,0.8396466970443726,0.09561830579767519,km,10996.105166732646
road,secondary,0.9501627087593079,0.23725105478206415,km,118625.52739103208
road,residential,0.9235169291496277,0.0788376088301133,km,9066.32501546303
road,unclassified,0.48645392060279846,2.838851128605672,km,326467.87978965224
road,unclassified,0.20834404230117798,0.6343267920952581,km,72947.58109095469
road,unclassified,0.3453398048877716,1.1606950907774911,km,133479.93543941146
road,unclassified,0.20855045318603516,0.4083655514192101,km,46962.038413209164
road,unclassified,0.8343513607978821,0.2710621176335561,km,31172.14352785895
road,primary,1.0,1.757625764369109,km,3515251.528738218
road,residential,0.8889956474304199,0.020566712364779412,km,2365.1719219496326
road,tertiary,0.3450150787830353,0.08356639383294348,km,16713.278766588697
road,secondary,0.5879804491996765,0.19037661841997733,km,95188.30920998867
road,tertiary,0.8137726783752441,1.0171602303716474,km,203432.04607432947
road,residential,1.0,0.2855499150599503,km,32838.240231894284
road,unclassified,0.5234907269477844,0.37974412639606275,km,43670.57453554722
road,residential,0.5879688858985901,0.14528179682085673,km,16707.406634398525
road,primary,0.5,0.04015377072296928,km,80307.54144593856
road,unclassified,0.39286553859710693,0.07464468382674859,km,8584.138640076088
road,primary,0.8843244910240173,0.007405509255951638,km,14811.018511903276
road,primary,0.8843244910240173,0.0074118381935810145,km,14823.67638716203
railway,rail,0.8518779873847961,1.448451338066006,km,7242256.69033003
road,tertiary,0.6989985108375549,0.9292417247732979,km,185848.34495465958
road,unclassified,0.6406608819961548,0.4392151921439409,km,50509.747096553205
road,residential,0.9484316110610962,0.4108228916434779,km,47244.63253899996
road,unclassified,0.5,0.15848176308800482,km,18225.402755120555
road,residential,0.9968532919883728,0.013702384648138879,km,1575.7742345359711
road,residential,0.9968532919883728,0.122130291259867,km,14044.983494884706
road,primary,0.3486670255661011,0.7350174013690365,km,1470034.802738073
road,residential,1.0057651996612549,0.014214428980180206,km,1634.6593327207236
road,residential,0.9893710017204285,0.07783105785370299,km,8950.571653175844
road,unclassified,0.387756884098053,0.013812204624992195,km,1588.4035318741023
road,residential,0.9893710017204285,0.01343609319648713,km,1545.15071759602
road,tertiary,0.3214728534221649,2.265397985718984,km,453079.5971437968
road,unclassified,0.624876856803894,1.579510135818082,km,181643.66561907943
road,primary,1.0056756734848022,1.0271194496893035,km,2054238.8993786068
road,residential,1.0,0.038220992163052164,km,4395.414098750999
road,residential,1.0,0.06988597130108555,km,8036.886699624838
road,tertiary,0.6206332445144653,1.7600356772272356,km,352007.1354454471
road,residential,0.7252801060676575,0.46788472906596945,km,53806.74384258649
road,unclassified,0.7874095439910889,0.032404048789218765,km,3726.465610760158
road,unclassified,0.7874095439910889,0.01879743510986069,km,2161.7050376339794
road,tertiary,0.6903483867645264,0.14706569890470364,km,29413.139780940728
road,residential,1.0476796627044678,0.7296225568238759,km,83906.59403474572
road,secondary,0.6220212578773499,3.0208693019087307,km,1510434.6509543653
road,unclassified,0.4576544165611267,0.35080385843382683,km,40342.443719890085
road,primary,0.8966415524482727,6.093379707655095,km,12186759.415310191
road,unclassified,0.38112086057662964,0.2080605119556846,km,23926.95887490373
road,unclassified,0.38581740856170654,0.31138920637327244,km,35809.75873292633
road,primary,0.9363256692886353,0.04638449211957441,km,92768.98423914882
road,tertiary,0.3450150787830353,0.02505258085289566,km,5010.516170579132
road,primary,0.9363256692886353,0.2819163795019789,km,563832.7590039578
road,residential,1.0,0.1426202175451715,km,16401.325017694722
road,residential,1.0,0.020360533503651912,km,2341.46135291997
road,residential,1.0,0.07885485413019451,km,9068.308224972368
road,unclassified,0.49260425567626953,0.029501872489190933,km,3392.7153362569575
road,residential,1.0,0.18510133142846236,km,21286.653114273173
road,residential,0.7702403664588928,0.1411225136965194,km,16229.089075099731
road,residential,1.0261107683181763,0.26291726635177776,km,30235.48563045444
railway,rail,0.9308883547782898,0.14602658737009933,km,730132.9368504967
road,residential,0.6640852093696594,0.1598763222907112,km,18385.777063431786
road,secondary,0.6098771691322327,0.11731257628762172,km,58656.28814381086
road,residential,0.8021320104598999,0.06216596876576051,km,7149.086408062459
road,residential,0.9439648985862732,0.11391963923271178,km,13100.758511761855
road,unclassified,0.3507612645626068,0.05318325535430381,km,6116.0743657449375
road,residential,0.47160065174102783,0.7198829589935503,km,82786.54028425828
road,residential,1.0477051734924316,0.09541726498090324,km,10972.985472803872
road,unclassified,0.27827009558677673,1.2181937804975915,km,140092.28475722304
road,unclassified,0.6191393136978149,0.12281931143780028,km,14124.220815347033
road,unclassified,1.0085091590881348,0.41841350522781173,km,48117.55310119835
road,unclassified,0.1324254274368286,0.18356664139614043,km,21110.16376055615
road,unclassified,0.5350306630134583,1.113493084300464,km,128051.70469455337
road,unclassified,0.6856635212898254,0.14896106021823086,km,17130.52192509655
road,residential,1.0477051734924316,0.017906221906302113,km,2059.215519224743
road,tertiary,0.841501772403717,0.04960114508948649,km,9920.229017897298
road,unclassified,0.5456655621528625,0.3268779442645337,km,37590.96359042138
road,residential,0.5041947364807129,0.2345792562071915,km,26976.614463827023
road,unclassified,0.9130576848983765,1.1619420206384383,km,133623.33237342042
road,unclassified,0.42495396733283997,1.7072286271879804,km,196331.29212661774
road,unclassified,0.45433929562568665,0.9530251688968375,km,109597.89442313631
road,tertiary,1.037711262702942,1.7644723291397362,km,352894.46582794725
road,unclassified,0.23237484693527222,1.2716166839803893,km,146235.91865774477
road,unclassified,0.23159641027450562,2.232982172193856,km,256792.9498022934
road,secondary,0.05735382065176964,3.1342884875510126,km,1567144.2437755063
road,tertiary,0.29473182559013367,0.023889897051440612,km,4777.979410288122
road,tertiary,0.011810798197984695,0.4064145031035687,km,81282.90062071374
road,tertiary,0.22377356886863708,0.015398345365205578,km,3079.6690730411156
road,tertiary,0.0034022904001176357,1.1284371081452274,km,225687.42162904548
road,unclassified,0.5328390598297119,0.9035629513166281,km,103909.73940141224
road,unclassified,0.9760924577713013,0.128257644060214,km,14749.62906692461
road,unclassified,0.6869958639144897,0.6445944611610188,km,74128.36303351716
road,unclassified,0.6371036767959595,7.296344508668791,km,839079.618496911
road,primary,0.9639236927032471,1.1129428768841434,km,2225885.7537682867
road,tertiary,0.6784446835517883,0.9932094893533889,km,198641.89787067779
road,secondary,0.1831042468547821,0.06626008192250432,km,33130.04096125216
road,secondary,0.9589641094207764,0.04216669763232518,km,21083.34881616259
road,secondary,0.1831042468547821,0.025395089769710957,km,12697.544884855479
road,tertiary,0.2719765901565552,0.08740244585641548,km,17480.489171283094
road,tertiary,0.3819727301597595,0.01240828012439489,km,2481.656024878978
road,tertiary,0.2719765901565552,0.013684780910971214,km,2736.956182194243
road,tertiary,0.4857827126979828,0.2433698703208787,km,48673.97406417574
road,tertiary,0.6829566359519958,0.4976925666968937,km,99538.51333937874
road,secondary,0.8697941303253174,0.32533175953702087,km,162665.87976851044
railway,rail,0.9055924415588379,0.6155250039936206,km,3077625.019968103
road,tertiary,0.841501772403717,0.012689012059388926,km,2537.8024118777853
road,unclassified,0.24449653923511505,0.8668009865635321,km,99682.1134548062
road,tertiary,0.1554921716451645,1.2465171967644677,km,249303.43935289353
road,unclassified,1.0473415851593018,0.04585144335484769,km,5272.9159858074845
road,secondary,0.9589641094207764,3.0241921521146584,km,1512096.0760573293
road,unclassified,0.29699498414993286,2.3679672286281903,km,272316.2312922419
road,unclassified,0.18921726942062378,0.5183273731400884,km,59607.647911110165
road,unclassified,0.2349768429994583,1.5564138034885757,km,178987.5874011862
road,unclassified,0.4181950092315674,0.5740078125353326,km,66010.89844156324
road,unclassified,0.28435689210891724,0.441561213095392,km,50779.539505970075
road,unclassified,0.7451665997505188,0.26769689598581137,km,30785.143038368307
road,unclassified,0.5967392921447754,0.008075115092400097,km,928.6382356260111
road,unclassified,0.5967392921447754,0.004387403102576438,km,504.55135679629035
road,unclassified,0.5967392921447754,1.283536236916261,km,147606.66724537002
road,unclassified,0.5967392921447754,0.2039731765136278,km,23456.915299067197
road,unclassified,0.16089187562465668,0.1477223943079476,km,16988.075345413974
road,unclassified,0.16089187562465668,0.013276227291678848,km,1526.7661385430674
road,tertiary,0.827854573726654,0.25548684884414496,km,51097.36976882899
railway,rail,0.49664077162742615,0.45679515064144205,km,2283975.7532072105
railway,rail,0.49664077162742615,0.010876400215358838,km,54382.00107679419
railway,rail,0.49664077162742615,0.32662527596253255,km,1633126.3798126627
railway,rail,0.063654325902462,0.033879641708436006,km,169398.20854218004
railway,rail,0.063654325902462,0.13590735567147286,km,679536.7783573642
road,unclassified,0.7365427613258362,0.15775420564111783,km,18141.73364872855
road,residential,0.8594925403594971,0.17751477833873755,km,20414.199508954818
road,secondary,0.22769424319267273,1.2602962946811869,km,630148.1473405934
road,secondary,0.8697941303253174,0.34622339107816125,km,173111.69553908063
road,unclassified,0.9103635549545288,0.2765182211098668,km,31799.595427634682
road,tertiary,0.03546958789229393,0.41330238318391477,km,82660.47663678296
road,residential,0.2047199308872223,0.04278500581416134,km,4920.275668628555
railway,rail,0.9240400791168213,0.0797056415437794,km,398528.207718897
road,unclassified,0.388345330953598,0.03516722064384008,km,4044.230374041609
road,motorway,0.2573721706867218,3.2719858815932703,km,26175887.05274616
road,primary,0.9551690816879272,1.6043947911164378,km,3208789.5822328757
road,primary,0.35838180780410767,1.5700087871392503,km,3140017.5742785004
railway,rail,0.2573721706867218,2.821142180136546,km,14105710.90068273
road,motorway,0.2573721706867218,3.268371721516659,km,26146973.772133272
road,primary,0.545036792755127,3.808089677585236,km,7616179.3551704725
railway,rail,1.0040961503982544,0.5532824013245277,km,2766412.006622638
road,primary,0.6085482239723206,0.36574344096215294,km,731486.8819243059
railway,rail,0.2573721706867218,2.8195487643491663,km,14097743.821745832
road,tertiary,0.7349926233291626,3.6987895995201856,km,739757.9199040371
road,living_street,0.9807355999946594,0.11648362731794142,km,9318.690185435313
road,tertiary,0.7317714691162109,0.12436749556556784,km,24873.49911311357
road,tertiary,0.7898192405700684,3.7625103758313236,km,752502.0751662648
road,primary,1.0040961503982544,0.16233082366315754,km,324661.64732631505
road,tertiary,0.9897493720054626,0.019694579289929154,km,3938.915857985831
railway,rail,0.9941243529319763,0.3125925118659329,km,1562962.5593296646
railway,rail,0.9941243529319763,0.48124635055976944,km,2406231.7527988474
railway,rail,0.9556487202644348,1.233499706869451,km,6167498.534347256
railway,rail,0.8979911208152771,0.3010651412578118,km,1505325.706289059
railway,rail,0.9556487202644348,0.06792392264542617,km,339619.61322713085
railway,rail,0.8979911208152771,0.5136375227384337,km,2568187.613692168
road,residential,0.6268301606178284,0.11194285535037851,km,12873.428365293528
road,residential,0.3168557286262512,0.11388374826140386,km,13096.631050061444
road,primary,0.9501277208328247,0.03548272810860707,km,70965.45621721414
railway,rail,0.6376701593399048,0.025054556877461085,km,125272.78438730542
road,residential,0.6352772116661072,0.4887465742549046,km,56205.85603931403
road,primary,0.39001691341400146,0.1246093541373454,km,249218.7082746908
road,primary,0.9196873903274536,0.7316359190984939,km,1463271.8381969878
road,motorway,0.5956547260284424,9.277899021902757,km,74223192.17522205
road,secondary,0.8974013924598694,0.34100219009401733,km,170501.09504700865
road,unclassified,0.3304988741874695,0.5239545184063548,km,60254.769616730795
road,primary,0.23529578745365143,0.47226229916420315,km,944524.5983284063
railway,rail,0.221598282456398,0.6221002060441452,km,3110501.030220726
railway,rail,0.221598282456398,0.860812992151352,km,4304064.96075676
road,primary,0.7706403732299805,0.03858899600031307,km,77177.99200062614
road,tertiary,0.07448455691337585,0.1438785849627948,km,28775.71699255896
railway,rail,0.9135502576828003,2.7918635351196075,km,13959317.675598038
road,tertiary,1.034467101097107,0.1340901222227922,km,26818.024444558443
road,unclassified,0.023882560431957245,7.394388015087705,km,850354.6217350861
road,unclassified,0.3484712243080139,3.39806796275826,km,390777.8157171999
road,unclassified,0.03673538193106651,1.2748275885601252,km,146605.1726844144
road,unclassified,0.2034463882446289,2.546242497324533,km,292817.8871923213
road,unclassified,0.19130729138851166,2.125834803093463,km,244471.00235574826
road,unclassified,0.011646880768239498,1.924780532189435,km,221349.761201785
road,unclassified,0.21180373430252075,1.0567128114318238,km,121521.97331465974
road,unclassified,0.1909049153327942,2.623764794111864,km,301732.95132286433
road,unclassified,0.969845175743103,0.7908684587475544,km,90949.87275596875
road,unclassified,0.6450496912002563,0.26315448617663856,km,30262.765910313436
road,unclassified,0.7550316452980042,0.2566669210817111,km,29516.695924396772
road,residential,0.7135946154594421,0.09944869803746789,km,11436.600274308808
road,secondary,0.9897493720054626,0.014459360094897358,km,7229.680047448679
road,residential,0.6085482239723206,0.1800641531317476,km,20707.377610150972
road,primary,0.8483424782752991,0.44942890463513535,km,898857.8092702708
road,unclassified,0.6953674554824829,0.7259038731812457,km,83478.94541584326
road,unclassified,0.8566640615463257,0.8836765994527886,km,101622.80893707069
road,unclassified,0.8453940749168396,0.6172347155488257,km,70981.99228811495
road,unclassified,0.8453940749168396,0.03822643048550903,km,4396.039505833538
road,residential,0.9863946437835693,1.06657579438318,km,122656.21635406569
road,unclassified,0.9270642399787903,0.8798955245646518,km,101187.98532493495
road,unclassified,0.160706028342247,0.4236438820565344,km,48719.046436501456
road,unclassified,0.46886715292930603,0.4913282919995899,km,56502.753579952834
road,secondary,0.8974013924598694,0.3625844882065024,km,181292.2441032512
road,unclassified,0.7582446336746216,0.7189030159558101,km,82673.84683491816
road,unclassified,0.9838292598724365,0.17319181248400764,km,19917.058435660878
road,unclassified,0.7528215646743774,0.22055811794976726,km,25364.183564223236
road,unclassified,0.70332932472229,0.36204529335574076,km,41635.208735910186
road,unclassified,0.1868572235107422,1.4325697131348607,km,164745.51701050898
road,unclassified,0.7047591209411621,0.5794934242023742,km,66641.74378327302
road,unclassified,0.2779669463634491,0.31735654058715695,km,36496.00216752305
road,unclassified,0.7047591209411621,0.06507406837301016,km,7483.5178628961685
road,unclassified,0.023657532408833504,2.660843787095957,km,305997.03551603504
road,unclassified,0.9189577698707581,1.9836726146052823,km,228122.35067960748
road,unclassified,1.0197981595993042,0.40830802580052583,km,46955.42296706047
road,primary,0.8444968461990356,0.26514150406044756,km,530283.0081208951
road,residential,0.936346709728241,0.40651450283074814,km,46749.16782553604
road,unclassified,0.05823760852217674,0.9250006860208568,km,106375.07889239854
road,unclassified,0.23832020163536072,0.5479969440234431,km,63019.64856269596
road,unclassified,0.48526713252067566,1.3760371434001073,km,158244.27149101233
road,unclassified,0.6857419013977051,0.0411511020924885,km,4732.376740636178
road,unclassified,0.43286529183387756,0.27183238241634466,km,31260.723977879636
road,unclassified,0.8828051686286926,0.3910314022640386,km,44968.611260364436
road,unclassified,0.43127840757369995,1.7664047876106925,km,203136.55057522963
road,unclassified,0.8598976731300354,2.698984238700202,km,310383.18745052326
road,primary,0.5510116815567017,8.949240368521783,km,17898480.737043567
road,unclassified,0.7159324288368225,1.0211806490241133,km,117435.77463777304
road,primary,0.7706403732299805,0.08698378931127075,km,173967.5786225415
road,motorway,1.0,1.7601751278440245,km,14081401.022752196
road,motorway,0.37090712785720825,1.7274322670727171,km,13819458.136581738
road,motorway,0.5956547260284424,0.891316283019716,km,7130530.264157728
road,motorway,0.37090712785720825,0.887591534690668,km,7100732.277525344
road,motorway,0.5956547260284424,9.280777362284939,km,74246218.8982795
road,primary,0.608343780040741,0.3022392466329362,km,604478.4932658725
railway,tram,0.9897493720054626,5.325764250942301,km,26628821.254711505
railway,tram,0.7800731062889099,0.11625343492702421,km,581267.174635121
railway,tram,0.7800731062889099,0.008921846294068886,km,44609.23147034443
railway,tram,0.7800731062889099,0.041270288505882026,km,206351.44252941012
road,secondary,0.7548713684082031,0.811950559095349,km,405975.27954767446
railway,tram,0.007047548424452543,0.17322794788691973,km,866139.7394345986
railway,tram,0.7800731062889099,0.11736829093539042,km,586841.4546769521
railway,tram,0.8288605213165283,0.06167872364151863,km,308393.61820759316
railway,tram,0.7800731062889099,0.036576085943444615,km,182880.42971722307
road,unclassified,0.5551595091819763,0.2695083076230541,km,30993.45537665122
road,unclassified,0.6377084851264954,0.07872164617325127,km,9052.989309923896
road,residential,0.6158524751663208,0.2359589228965764,km,27135.276133106287
road,residential,0.3147599399089813,0.11579377559513404,km,13316.284193440415
road,residential,0.6158524751663208,0.09413017704870841,km,10824.970360601466
road,residential,0.876512348651886,0.0914346513716888,km,10514.984907744212
road,unclassified,0.10713409632444382,0.5095875439850849,km,58602.56755828476
road,residential,0.37874123454093933,0.21997226669653056,km,25296.810670101015
railway,rail,0.6376701593399048,0.10399819691987132,km,519990.9845993566
road,unclassified,0.9773173332214355,0.6305977350169822,km,72518.73952695295
road,primary,0.8846409320831299,0.4095482743283714,km,819096.5486567428
