year,scenario,slr_m,nuts3,flooded_pixels,total_pixels,fraction_flooded,gdp_2022_eur,gdp_at_risk_eur
2071,ssp126,0.284,Algarve,9561,6576139,0.00145389,11984171000.0,17423698.0
2071,ssp126,0.284,Alto Alentejo,0,6846985,0.0,1798575000.0,0.0
2071,ssp126,0.284,Alto Minho,341,3118798,0.00010934,4151610000.0,453925.0
2071,ssp126,0.284,Alto Tâmega e Barroso,0,3727313,0.0,1241947000.0,0.0
2071,ssp126,0.284,Ave,0,2028246,0.0,8045336000.0,0.0
2071,ssp126,0.284,Baixo Alentejo,0,10402855,0.0,2588500000.0,0.0
2071,ssp126,0.284,Beira Baixa,0,4429690,0.0,1869355000.0,0.0
2071,ssp126,0.284,Beiras e Serra da Estrela,0,4230651,0.0,3339166000.0,0.0
2071,ssp126,0.284,Cávado,29,1744158,1.663e-05,8421876000.0,140030.0
2071,ssp126,0.284,Douro,0,3853582,0.0,3054160000.0,0.0
2071,ssp126,0.284,Grande Lisboa,14062,1869180,0.00752308,75526356000.0,568191195.0
2071,ssp126,0.284,Lezíria do Tejo,3976,5770151,0.00068906,4573917000.0,3151719.0
2071,ssp126,0.284,Médio Tejo,0,3675180,0.0,3853435000.0,0.0
2071,ssp126,0.284,Oeste,582,3003380,0.00019378,6490912000.0,1257820.0
2071,ssp126,0.284,Península de Setúbal,3764,2178612,0.00172771,13176454000.0,22765032.0
2071,ssp126,0.284,Região de Aveiro,19291,2335224,0.00826088,8691000000.0,71795289.0
2071,ssp126,0.284,Região de Coimbra,12262,5944890,0.00206261,9133907000.0,18839704.0
2071,ssp126,0.284,Região de Leiria,1,3339196,3e-07,6490351000.0,1944.0
2071,ssp126,0.284,Terras de Trás-os-Montes,0,88881,0.0,1790127000.0,0.0
2071,ssp126,0.284,Tâmega e Sousa,0,2547800,0.0,6047036000.0,0.0
2071,ssp126,0.284,Viseu Dão Lafões,0,4470914,0.0,4590096000.0,0.0
2071,ssp126,0.284,Área Metropolitana do Porto,52,2835070,1.834e-05,39710799000.0,728364.0
2072,ssp126,0.288,Alentejo Central,0,9513995,0.0,2958516000.0,0.0
2072,ssp126,0.288,Alentejo Litoral,10620,7057470,0.00150479,3133737000.0,4715612.0
2072,ssp126,0.288,Algarve,9758,6576139,0.00148385,11984171000.0,17782705.0
2072,ssp126,0.288,Alto Alentejo,0,6846985,0.0,1798575000.0,0.0
2072,ssp126,0.288,Alto Minho,350,3118798,0.00011222,4151610000.0,465905.0
2072,ssp126,0.288,Alto Tâmega e Barroso,0,3727313,0.0,1241947000.0,0.0
2072,ssp126,0.288,Ave,0,2028246,0.0,8045336000.0,0.0
2072,ssp126,0.288,Baixo Alentejo,0,10402855,0.0,2588500000.0,0.0
2072,ssp126,0.288,Beira Baixa,0,4429690,0.0,1869355000.0,0.0
2072,ssp126,0.288,Beiras e Serra da Estrela,0,4230651,0.0,3339166000.0,0.0
2072,ssp126,0.288,Cávado,31,1744158,1.777e-05,8421876000.0,149687.0
2072,ssp126,0.288,Douro,0,3853582,0.0,3054160000.0,0.0
2072,ssp126,0.288,Grande Lisboa,14349,1869180,0.00767663,75526356000.0,579787758.0
2072,ssp126,0.288,Lezíria do Tejo,4100,5770151,0.00071055,4573917000.0,3250012.0
2072,ssp126,0.288,Médio Tejo,0,3675180,0.0,3853435000.0,0.0
2072,ssp126,0.288,Oeste,592,3003380,0.00019711,6490912000.0,1279432.0
2072,ssp126,0.288,Península de Setúbal,3845,2178612,0.00176489,13176454000.0,23254928.0
2072,ssp126,0.288,Região de Aveiro,19635,2335224,0.00840819,8691000000.0,73075553.0
2072,ssp126,0.288,Região de Coimbra,12408,5944890,0.00208717,9133907000.0,19064023.0
2072,ssp126,0.288,Região de Leiria,1,3339196,3e-07,6490351000.0,1944.0
2072,ssp126,0.288,Terras de Trás-os-Montes,0,88881,0.0,1790127000.0,0.0
2072,ssp126,0.288,Tâmega e Sousa,0,2547800,0.0,6047036000.0,0.0
2072,ssp126,0.288,Viseu Dão Lafões,0,4470914,0.0,4590096000.0,0.0
2072,ssp126,0.288,Área Metropolitana do Porto,53,2835070,1.869e-05,39710799000.0,742371.0
2073,ssp126,0.292,Alentejo Central,0,9513995,0.0,2958516000.0,0.0
2073,ssp126,0.292,Alentejo Litoral,10787,7057470,0.00152845,3133737000.0,4789765.0
2073,ssp126,0.292,Algarve,9958,6576139,0.00151426,11984171000.0,18147179.0
2073,ssp126,0.292,Alto Alentejo,0,6846985,0.0,1798575000.0,0.0
2073,ssp126,0.292,Alto Minho,359,3118798,0.00011511,4151610000.0,477885.0
2073,ssp126,0.292,Alto Tâmega e Barroso,0,3727313,0.0,1241947000.0,0.0
2073,ssp126,0.292,Ave,0,2028246,0.0,8045336000.0,0.0
2073,ssp126,0.292,Baixo Alentejo,0,10402855,0.0,2588500000.0,0.0
2073,ssp126,0.292,Beira Baixa,0,4429690,0.0,1869355000.0,0.0
2073,ssp126,0.292,Beiras e Serra da Estrela,0,4230651,0.0,3339166000.0,0.0
2073,ssp126,0.292,Cávado,33,1744158,1.892e-05,8421876000.0,159344.0
2073,ssp126,0.292,Douro,0,3853582,0.0,3054160000.0,0.0
2073,ssp126,0.292,Grande Lisboa,14640,1869180,0.00783231,75526356000.0,591545946.0
2073,ssp126,0.292,Lezíria do Tejo,4236,5770151,0.00073412,4573917000.0,3357817.0
2073,ssp126,0.292,Médio Tejo,0,3675180,0.0,3853435000.0,0.0
2073,ssp126,0.292,Oeste,607,3003380,0.00020211,6490912000.0,1311850.0
2073,ssp126,0.292,Península de Setúbal,3947,2178612,0.0018117,13176454000.0,23871834.0
2073,ssp126,0.292,Região de Aveiro,20025,2335224,0.00857519,8691000000.0,74527015.0
2073,ssp126,0.292,Região de Coimbra,12545,5944890,0.00211022,9133907000.0,19274514.0
2073,ssp126,0.292,Região de Leiria,2,3339196,6e-07,6490351000.0,3887.0
2073,ssp126,0.292,Terras de Trás-os-Montes,0,88881,0.0,1790127000.0,0.0
2073,ssp126,0.292,Tâmega e Sousa,0,2547800,0.0,6047036000.0,0.0
2073,ssp126,0.292,Viseu Dão Lafões,0,4470914,0.0,4590096000.0,0.0
2073,ssp126,0.292,Área Metropolitana do Porto,55,2835070,1.94e-05,39710799000.0,770384.0
2074,ssp126,0.296,Alentejo Central,0,9513995,0.0,2958516000.0,0.0
2074,ssp126,0.296,Alentejo Litoral,10954,7057470,0.00155211,3133737000.0,4863918.0
2074,ssp126,0.296,Algarve,10165,6576139,0.00154574,11984171000.0,18524410.0
2074,ssp126,0.296,Alto Alentejo,0,6846985,0.0,1798575000.0,0.0
2074,ssp126,0.296,Alto Minho,369,3118798,0.00011831,4151610000.0,491197.0
2074,ssp126,0.296,Alto Tâmega e Barroso,0,3727313,0.0,1241947000.0,0.0
2074,ssp126,0.296,Ave,0,2028246,0.0,8045336000.0,0.0
2074,ssp126,0.296,Baixo Alentejo,0,10402855,0.0,2588500000.0,0.0
2074,ssp126,0.296,Beira Baixa,0,4429690,0.0,1869355000.0,0.0
2074,ssp126,0.296,Beiras e Serra da Estrela,0,4230651,0.0,3339166000.0,0.0
2074,ssp126,0.296,Cávado,35,1744158,2.007e-05,8421876000.0,169002.0
2074,ssp126,0.296,Douro,0,3853582,0.0,3054160000.0,0.0
2074,ssp126,0.296,Grande Lisboa,14959,1869180,0.00800297,75526356000.0,604435506.0
2074,ssp126,0.296,Lezíria do Tejo,4354,5770151,0.00075457,4573917000.0,3451354.0
2074,ssp126,0.296,Médio Tejo,0,3675180,0.0,3853435000.0,0.0
2074,ssp126,0.296,Oeste,619,3003380,0.0002061,6490912000.0,1337784.0
2074,ssp126,0.296,Península de Setúbal,4016,2178612,0.00184338,13176454000.0,24289153.0
2074,ssp126,0.296,Região de Aveiro,20427,2335224,0.00874734,8691000000.0,76023138.0
2074,ssp126,0.296,Região de Coimbra,12675,5944890,0.00213208,9133907000.0,19474250.0
2074,ssp126,0.296,Região de Leiria,2,3339196,6e-07,6490351000.0,3887.0
2074,ssp126,0.296,Terras de Trás-os-Montes,0,88881,0.0,1790127000.0,0.0
2074,ssp126,0.296,Tâmega e Sousa,0,2547800,0.0,6047036000.0,0.0
2074,ssp126,0.296,Viseu Dão Lafões,0,4470914,0.0,4590096000.0,0.0
2074,ssp126,0.296,Área Metropolitana do Porto,57,2835070,2.011e-05,39710799000.0,798398.0
2075,ssp126,0.3,Alentejo Central,0,9513995,0.0,2958516000.0,0.0
2075,ssp126,0.3,Alentejo Litoral,11080,7057470,0.00156997,3133737000.0,4919866.0
2075,ssp126,0.3,Algarve,10375,6576139,0.00157767,11984171000.0,18907109.0
2075,ssp126,0.3,Alto Alentejo,0,6846985,0.0,1798575000.0,0.0
2075,ssp126,0.3,Alto Minho,384,3118798,0.00012312,4151610000.0,511164.0
2075,ssp126,0.3,Alto Tâmega e Barroso,0,3727313,0.0,1241947000.0,0.0
2075,ssp126,0.3,Ave,0,2028246,0.0,8045336000.0,0.0
2075,ssp126,0.3,Baixo Alentejo,0,10402855,0.0,2588500000.0,0.0
2075,ssp126,0.3,Beira Baixa,0,4429690,0.0,1869355000.0,0.0
2075,ssp126,0.3,Beiras e Serra da Estrela,0,4230651,0.0,3339166000.0,0.0
2075,ssp126,0.3,Cávado,35,1744158,2.007e-05,8421876000.0,169002.0
2075,ssp126,0.3,Douro,0,3853582,0.0,3054160000.0,0.0
2075,ssp126,0.3,Grande Lisboa,15250,1869180,0.00815866,75526356000.0,616193694.0
2075,ssp126,0.3,Lezíria do Tejo,4457,5770151,0.00077242,4573917000.0,3533001.0
2075,ssp126,0.3,Médio Tejo,0,3675180,0.0,3853435000.0,0.0
2075,ssp126,0.3,Oeste,632,3003380,0.00021043,6490912000.0,1365880.0
2075,ssp126,0.3,Península de Setúbal,4087,2178612,0.00187597,13176454000.0,24718567.0
2075,ssp126,0.3,Região de Aveiro,20788,2335224,0.00890193,8691000000.0,77366671.0
2075,ssp126,0.3,Região de Coimbra,12779,5944890,0.00214958,9133907000.0,19634038.0
2075,ssp126,0.3,Região de Leiria,2,3339196,6e-07,6490351000.0,3887.0
2075,ssp126,0.3,Terras de Trás-os-Montes,0,88881,0.0,1790127000.0,0.0
2075,ssp126,0.3,Tâmega e Sousa,0,2547800,0.0,6047036000.0,0.0
2075,ssp126,0.3,Viseu Dão Lafões,0,4470914,0.0,4590096000.0,0.0
2075,ssp126,0.3,Área Metropolitana do Porto,57,2835070,2.011e-05,39710799000.0,798398.0
2076,ssp126,0.304,Alentejo Central,0,9513995,0.0,2958516000.0,0.0
2076,ssp126,0.304,Alentejo Litoral,11234,7057470,0.00159179,3133737000.0,4988247.0
2076,ssp126,0.304,Algarve,10578,6576139,0.00160854,11984171000.0,19277050.0
2076,ssp126,0.304,Alto Alentejo,0,6846985,0.0,1798575000.0,0.0
2076,ssp126,0.304,Alto Minho,391,3118798,0.00012537,4151610000.0,520482.0
2076,ssp126,0.304,Alto Tâmega e Barroso,0,3727313,0.0,1241947000.0,0.0
2076,ssp126,0.304,Ave,0,2028246,0.0,8045336000.0,0.0
2076,ssp126,0.304,Baixo Alentejo,0,10402855,0.0,2588500000.0,0.0
2076,ssp126,0.304,Beira Baixa,0,4429690,0.0,1869355000.0,0.0
2076,ssp126,0.304,Beiras e Serra da Estrela,0,4230651,0.0,3339166000.0,0.0
2076,ssp126,0.304,Cávado,38,1744158,2.179e-05,8421876000.0,183488.0
2076,ssp126,0.304,Douro,0,3853582,0.0,3054160000.0,0.0
2076,ssp126,0.304,Grande Lisboa,15564,1869180,0.00832665,75526356000.0,628881223.0
2076,ssp126,0.304,Lezíria do Tejo,4580,5770151,0.00079374,4573917000.0,3630501.0
2076,ssp126,0.304,Médio Tejo,0,3675180,0.0,3853435000.0,0.0
2076,ssp126,0.304,Oeste,645,3003380,0.00021476,6490912000.0,1393976.0
2076,ssp126,0.304,Península de Setúbal,4166,2178612,0.00191223,13176454000.0,25196367.0
2076,ssp126,0.304,Região de Aveiro,21127,2335224,0.0090471,8691000000.0,78628327.0
2076,ssp126,0.304,Região de Coimbra,12904,5944890,0.0021706,9133907000.0,19826092.0
2076,ssp126,0.304,Região de Leiria,2,3339196,6e-07,6490351000.0,3887.0
2076,ssp126,0.304,Terras de Trás-os-Montes,0,88881,0.0,1790127000.0,0.0
2076,ssp126,0.304,Tâmega e Sousa,0,2547800,0.0,6047036000.0,0.0
2076,ssp126,0.304,Viseu Dão Lafões,0,4470914,0.0,4590096000.0,0.0
2076,ssp126,0.304,Área Metropolitana do Porto,58,2835070,2.046e-05,39710799000.0,812405.0
2077,ssp126,0.308,Alentejo Central,0,9513995,0.0,2958516000.0,0.0
2077,ssp126,0.308,Alentejo Litoral,11398,7057470,0.00161503,3133737000.0,5061068.0
2077,ssp126,0.308,Algarve,10782,6576139,0.00163956,11984171000.0,19648814.0
2077,ssp126,0.308,Alto Alentejo,0,6846985,0.0,1798575000.0,0.0
2077,ssp126,0.308,Alto Minho,400,3118798,0.00012825,4151610000.0,532463.0
2077,ssp126,0.308,Alto Tâmega e Barroso,0,3727313,0.0,1241947000.0,0.0
2077,ssp126,0.308,Ave,0,2028246,0.0,8045336000.0,0.0
2077,ssp126,0.308,Baixo Alentejo,0,10402855,0.0,2588500000.0,0.0
2077,ssp126,0.308,Beira Baixa,0,4429690,0.0,1869355000.0,0.0
2077,ssp126,0.308,Beiras e Serra da Estrela,0,4230651,0.0,3339166000.0,0.0
2077,ssp126,0.308,Cávado,40,1744158,2.293e-05,8421876000.0,193145.0
2077,ssp126,0.308,Douro,0,3853582,0.0,3054160000.0,0.0
2077,ssp126,0.308,Grande Lisboa,15874,1869180,0.00849249,75526356000.0,641407128.0
2077,ssp126,0.308,Lezíria do Tejo,4685,5770151,0.00081194,4573917000.0,3713733.0
2077,ssp126,0.308,Médio Tejo,0,3675180,0.0,3853435000.0,0.0
2077,ssp126,0.308,Oeste,663,3003380,0.00022075,6490912000.0,1432877.0
2077,ssp126,0.308,Península de Setúbal,4248,2178612,0.00194987,13176454000.0,25692311.0
2077,ssp126,0.308,Região de Aveiro,21522,2335224,0.00921625,8691000000.0,80098398.0
2077,ssp126,0.308,Região de Coimbra,13046,5944890,0.00219449,9133907000.0,20044265.0
2077,ssp126,0.308,Região de Leiria,2,3339196,6e-07,6490351000.0,3887.0
2077,ssp126,0.308,Terras de Trás-os-Montes,0,88881,0.0,1790127000.0,0.0
2077,ssp126,0.308,Tâmega e Sousa,0,2547800,0.0,6047036000.0,0.0
2077,ssp126,0.308,Viseu Dão Lafões,0,4470914,0.0,4590096000.0,0.0
2077,ssp126,0.308,Área Metropolitana do Porto,62,2835070,2.187e-05,39710799000.0,868433.0
2078,ssp126,0.312,Alentejo Central,0,9513995,0.0,2958516000.0,0.0
2078,ssp126,0.312,Alentejo Litoral,11560,7057470,0.00163798,3133737000.0,5133001.0
2078,ssp126,0.312,Algarve,10988,6576139,0.00167089,11984171000.0,20024223.0
2078,ssp126,0.312,Alto Alentejo,0,6846985,0.0,1798575000.0,0.0
2078,ssp126,0.312,Alto Minho,412,3118798,0.0001321,4151610000.0,548437.0
2078,ssp126,0.312,Alto Tâmega e Barroso,0,3727313,0.0,1241947000.0,0.0
2078,ssp126,0.312,Ave,0,2028246,0.0,8045336000.0,0.0
2078,ssp126,0.312,Baixo Alentejo,0,10402855,0.0,2588500000.0,0.0
2078,ssp126,0.312,Beira Baixa,0,4429690,0.0,1869355000.0,0.0
2078,ssp126,0.312,Beiras e Serra da Estrela,0,4230651,0.0,3339166000.0,0.0
2078,ssp126,0.312,Cávado,42,1744158,2.408e-05,8421876000.0,202802.0
2078,ssp126,0.312,Douro,0,3853582,0.0,3054160000.0,0.0
2078,ssp126,0.312,Grande Lisboa,16162,1869180,0.00864657,75526356000.0,653044097.0
2078,ssp126,0.312,Lezíria do Tejo,4832,5770151,0.00083741,4573917000.0,3830258.0
2078,ssp126,0.312,Médio Tejo,0,3675180,0.0,3853435000.0,0.0
2078,ssp126,0.312,Oeste,678,3003380,0.00022575,6490912000.0,1465295.0
2078,ssp126,0.312,Península de Setúbal,4341,2178612,0.00199255,13176454000.0,26254784.0
2078,ssp126,0.312,Região de Aveiro,21879,2335224,0.00936912,8691000000.0,81427045.0
2078,ssp126,0.312,Região de Coimbra,13171,5944890,0.00221552,9133907000.0,20236319.0
2078,ssp126,0.312,Região de Leiria,3,3339196,9e-07,6490351000.0,5831.0
2078,ssp126,0.312,Terras de Trás-os-Montes,0,88881,0.0,1790127000.0,0.0
2078,ssp126,0.312,Tâmega e Sousa,0,2547800,0.0,6047036000.0,0.0
2078,ssp126,0.312,Viseu Dão Lafões,0,4470914,0.0,4590096000.0,0.0
2078,ssp126,0.312,Área Metropolitana do Porto,63,2835070,2.222e-05,39710799000.0,882440.0
2079,ssp126,0.316,Alentejo Central,0,9513995,0.0,2958516000.0,0.0
2079,ssp126,0.316,Alentejo Litoral,11726,7057470,0.0016615,3133737000.0,5206710.0
2079,ssp126,0.316,Algarve,11196,6576139,0.00170252,11984171000.0,20403276.0
2079,ssp126,0.316,Alto Alentejo,0,6846985,0.0,1798575000.0,0.0
2079,ssp126,0.316,Alto Minho,423,3118798,0.00013563,4151610000.0,563079.0
2079,ssp126,0.316,Alto Tâmega e Barroso,0,3727313,0.0,1241947000.0,0.0
2079,ssp126,0.316,Ave,0,2028246,0.0,8045336000.0,0.0
2079,ssp126,0.316,Baixo Alentejo,0,10402855,0.0,2588500000.0,0.0
2079,ssp126,0.316,Beira Baixa,0,4429690,0.0,1869355000.0,0.0
2079,ssp126,0.316,Beiras e Serra da Estrela,0,4230651,0.0,3339166000.0,0.0
2079,ssp126,0.316,Cávado,45,1744158,2.58e-05,8421876000.0,217288.0
2079,ssp126,0.316,Douro,0,3853582,0.0,3054160000.0,0.0
2079,ssp126,0.316,Grande Lisboa,16470,1869180,0.00881135,75526356000.0,665489190.0
2079,ssp126,0.316,Lezíria do Tejo,4986,5770151,0.0008641,4573917000.0,3952332.0
2079,ssp126,0.316,Médio Tejo,0,3675180,0.0,3853435000.0,0.0
2079,ssp126,0.316,Oeste,697,3003380,0.00023207,6490912000.0,1506358.0
2079,ssp126,0.316,Península de Setúbal,4439,2178612,0.00203754,13176454000.0,26847497.0
2079,ssp126,0.316,Região de Aveiro,22265,2335224,0.00953442,8691000000.0,82863620.0
2079,ssp126,0.316,Região de Coimbra,13296,5944890,0.00223654,9133907000.0,20428373.0
2079,ssp126,0.316,Região de Leiria,3,3339196,9e-07,6490351000.0,5831.0
2079,ssp126,0.316,Terras de Trás-os-Montes,0,88881,0.0,1790127000.0,0.0
2079,ssp126,0.316,Tâmega e Sousa,0,2547800,0.0,6047036000.0,0.0
2079,ssp126,0.316,Viseu Dão Lafões,0,4470914,0.0,4590096000.0,0.0
2079,ssp126,0.316,Área Metropolitana do Porto,65,2835070,2.293e-05,39710799000.0,910454.0
2080,ssp126,0.32,Alentejo Central,0,9513995,0.0,2958516000.0,0.0
2080,ssp126,0.32,Alentejo Litoral,11879,7057470,0.00168318,3133737000.0,5274647.0
2080,ssp126,0.32,Algarve,11417,6576139,0.00173613,11984171000.0,20806020.0
2080,ssp126,0.32,Alto Alentejo,0,6846985,0.0,1798575000.0,0.0
2080,ssp126,0.32,Alto Minho,438,3118798,0.00014044,4151610000.0,583047.0
2080,ssp126,0.32,Alto Tâmega e Barroso,0,3727313,0.0,1241947000.0,0.0
2080,ssp126,0.32,Ave,0,2028246,0.0,8045336000.0,0.0
2080,ssp126,0.32,Baixo Alentejo,0,10402855,0.0,2588500000.0,0.0
2080,ssp126,0.32,Beira Baixa,0,4429690,0.0,1869355000.0,0.0
2080,ssp126,0.32,Beiras e Serra da Estrela,0,4230651,0.0,3339166000.0,0.0
2080,ssp126,0.32,Cávado,46,1744158,2.637e-05,8421876000.0,222117.0
2080,ssp126,0.32,Douro,0,3853582,0.0,3054160000.0,0.0
2080,ssp126,0.32,Grande Lisboa,16793,1869180,0.00898415,75526356000.0,678540374.0
2080,ssp126,0.32,Lezíria do Tejo,5114,5770151,0.00088629,4573917000.0,4053795.0
2080,ssp126,0.32,Médio Tejo,0,3675180,0.0,3853435000.0,0.0
2080,ssp126,0.32,Oeste,709,3003380,0.00023607,6490912000.0,1532292.0
2080,ssp126,0.32,Península de Setúbal,4512,2178612,0.00207104,13176454000.0,27289008.0
2080,ssp126,0.32,Região de Aveiro,22645,2335224,0.00969714,8691000000.0,84277866.0
2080,ssp126,0.32,Região de Coimbra,13423,5944890,0.00225791,9133907000.0,20623499.0
2080,ssp126,0.32,Região de Leiria,3,3339196,9e-07,6490351000.0,5831.0
2080,ssp126,0.32,Terras de Trás-os-Montes,0,88881,0.0,1790127000.0,0.0
2080,ssp126,0.32,Tâmega e Sousa,0,2547800,0.0,6047036000.0,0.0
2080,ssp126,0.32,Viseu Dão Lafões,0,4470914,0.0,4590096000.0,0.0
2080,ssp126,0.32,Área Metropolitana do Porto,65,2835070,2.293e-05,39710799000.0,910454.0
2081,ssp126,0.324,Alentejo Central,0,9513995,0.0,2958516000.0,0.0
2081,ssp126,0.324,Alentejo Litoral,12025,7057470,0.00170387,3133737000.0,5339475.0
2081,ssp126,0.324,Algarve,11616,6576139,0.00176639,11984171000.0,21168672.0
2081,ssp126,0.324,Alto Alentejo,0,6846985,0.0,1798575000.0,0.0
2081,ssp126,0.324,Alto Minho,455,3118798,0.00014589,4151610000.0,605676.0
2081,ssp126,0.324,Alto Tâmega e Barroso,0,3727313,0.0,1241947000.0,0.0
2081,ssp126,0.324,Ave,0,2028246,0.0,8045336000.0,0.0
2081,ssp126,0.324,Baixo Alentejo,0,10402855,0.0,2588500000.0,0.0
2081,ssp126,0.324,Beira Baixa,0,4429690,0.0,1869355000.0,0.0
2081,ssp126,0.324,Beiras e Serra da Estrela,0,4230651,0.0,3339166000.0,0.0
2081,ssp126,0.324,Cávado,47,1744158,2.695e-05,8421876000.0,226945.0
2081,ssp126,0.324,Douro,0,3853582,0.0,3054160000.0,0.0
2081,ssp126,0.324,Grande Lisboa,17084,1869180,0.00913984,75526356000.0,690298562.0
2081,ssp126,0.324,Lezíria do Tejo,5232,5770151,0.00090674,4573917000.0,4147332.0
2081,ssp126,0.324,Médio Tejo,0,3675180,0.0,3853435000.0,0.0
2081,ssp126,0.324,Oeste,729,3003380,0.00024273,6490912000.0,1575517.0
2081,ssp126,0.324,Península de Setúbal,4598,2178612,0.00211052,13176454000.0,27809144.0
2081,ssp126,0.324,Região de Aveiro,23015,2335224,0.00985559,8691000000.0,85654894.0
2081,ssp126,0.324,Região de Coimbra,13556,5944890,0.00228028,9133907000.0,20827844.0
2081,ssp126,0.324,Região de Leiria,3,3339196,9e-07,6490351000.0,5831.0
2081,ssp126,0.324,Terras de Trás-os-Montes,0,88881,0.0,1790127000.0,0.0
2081,ssp126,0.324,Tâmega e Sousa,0,2547800,0.0,6047036000.0,0.0
2081,ssp126,0.324,Viseu Dão Lafões,0,4470914,0.0,4590096000.0,0.0
2081,ssp126,0.324,Área Metropolitana do Porto,67,2835070,2.363e-05,39710799000.0,938468.0
2082,ssp126,0.328,Alentejo Central,0,9513995,0.0,2958516000.0,0.0
2082,ssp126,0.328,Alentejo Litoral,12168,7057470,0.00172413,3133737000.0,5402972.0
2082,ssp126,0.328,Algarve,11847,6576139,0.00180151,11984171000.0,21589640.0
2082,ssp126,0.328,Alto Alentejo,0,6846985,0.0,1798575000.0,0.0
2082,ssp126,0.328,Alto Minho,467,3118798,0.00014974,4151610000.0,621650.0
2082,ssp126,0.328,Alto Tâmega e Barroso,0,3727313,0.0,1241947000.0,0.0
2082,ssp126,0.328,Ave,0,2028246,0.0,8045336000.0,0.0
2082,ssp126,0.328,Baixo Alentejo,0,10402855,0.0,2588500000.0,0.0
2082,ssp126,0.328,Beira Baixa,0,4429690,0.0,1869355000.0,0.0
2082,ssp126,0.328,Beiras e Serra da Estrela,0,4230651,0.0,3339166000.0,0.0
2082,ssp126,0.328,Cávado,51,1744158,2.924e-05,8421876000.0,246260.0
2082,ssp126,0.328,Douro,0,3853582,0.0,3054160000.0,0.0
2082,ssp126,0.328,Grande Lisboa,17397,1869180,0.00930729,75526356000.0,702945685.0
2082,ssp126,0.328,Lezíria do Tejo,5375,5770151,0.00093152,4573917000.0,4260686.0
2082,ssp126,0.328,Médio Tejo,0,3675180,0.0,3853435000.0,0.0
2082,ssp126,0.328,Oeste,748,3003380,0.00024905,6490912000.0,1616579.0
2082,ssp126,0.328,Península de Setúbal,4685,2178612,0.00215045,13176454000.0,28335329.0
2082,ssp126,0.328,Região de Aveiro,23378,2335224,0.01001103,8691000000.0,87005871.0
2082,ssp126,0.328,Região de Coimbra,13682,5944890,0.00230147,9133907000.0,21021434.0
2082,ssp126,0.328,Região de Leiria,3,3339196,9e-07,6490351000.0,5831.0
2082,ssp126,0.328,Terras de Trás-os-Montes,0,88881,0.0,1790127000.0,0.0
2082,ssp126,0.328,Tâmega e Sousa,0,2547800,0.0,6047036000.0,0.0
2082,ssp126,0.328,Viseu Dão Lafões,0,4470914,0.0,4590096000.0,0.0
2082,ssp126,0.328,Área Metropolitana do Porto,70,2835070,2.469e-05,39710799000.0,980489.0
2083,ssp126,0.332,Alentejo Central,0,9513995,0.0,2958516000.0,0.0
2083,ssp126,0.332,Alentejo Litoral,12323,7057470,0.00174609,3133737000.0,5471797.0
2083,ssp126,0.332,Algarve,12073,6576139,0.00183588,11984171000.0,22001496.0
2083,ssp126,0.332,Alto Alentejo,0,6846985,0.0,1798575000.0,0.0
2083,ssp126,0.332,Alto Minho,485,3118798,0.00015551,4151610000.0,645611.0
2083,ssp126,0.332,Alto Tâmega e Barroso,0,3727313,0.0,1241947000.0,0.0
2083,ssp126,0.332,Ave,0,2028246,0.0,8045336000.0,0.0
2083,ssp126,0.332,Baixo Alentejo,0,10402855,0.0,2588500000.0,0.0
2083,ssp126,0.332,Beira Baixa,0,4429690,0.0,1869355000.0,0.0
2083,ssp126,0.332,Beiras e Serra da Estrela,0,4230651,0.0,3339166000.0,0.0
2083,ssp126,0.332,Cávado,52,1744158,2.981e-05,8421876000.0,251088.0
2083,ssp126,0.332,Douro,0,3853582,0.0,3054160000.0,0.0
2083,ssp126,0.332,Grande Lisboa,17739,1869180,0.00949026,75526356000.0,716764586.0
2083,ssp126,0.332,Lezíria do Tejo,5496,5770151,0.00095249,4573917000.0,4356601.0
2083,ssp126,0.332,Médio Tejo,0,3675180,0.0,3853435000.0,0.0
2083,ssp126,0.332,Oeste,770,3003380,0.00025638,6490912000.0,1664126.0
2083,ssp126,0.332,Península de Setúbal,4751,2178612,0.00218075,13176454000.0,28734503.0
2083,ssp126,0.332,Região de Aveiro,23762,2335224,0.01017547,8691000000.0,88435003.0
2083,ssp126,0.332,Região de Coimbra,13803,5944890,0.00232183,9133907000.0,21207342.0
2083,ssp126,0.332,Região de Leiria,3,3339196,9e-07,6490351000.0,5831.0
2083,ssp126,0.332,Terras de Trás-os-Montes,0,88881,0.0,1790127000.0,0.0
2083,ssp126,0.332,Tâmega e Sousa,0,2547800,0.0,6047036000.0,0.0
2083,ssp126,0.332,Viseu Dão Lafões,0,4470914,0.0,4590096000.0,0.0
2083,ssp126,0.332,Área Metropolitana do Porto,70,2835070,2.469e-05,39710799000.0,980489.0
2084,ssp126,0.336,Alentejo Central,0,9513995,0.0,2958516000.0,0.0
2084,ssp126,0.336,Alentejo Litoral,12477,7057470,0.00176791,3133737000.0,5540178.0
2084,ssp126,0.336,Algarve,12295,6576139,0.00186964,11984171000.0,22406063.0
2084,ssp126,0.336,Alto Alentejo,0,6846985,0.0,1798575000.0,0.0
2084,ssp126,0.336,Alto Minho,501,3118798,0.00016064,4151610000.0,666910.0
