scenario,variant,option,year,slr_m,closure_days_yr,annual_cost_low_M,annual_cost_mid_M,annual_cost_hi_M,cum_cost_low_bn,cum_cost_mid_bn,cum_cost_hi_bn
SSP5-8.5,+geoid,1a,2060,0.67,18.2464,0.1983,0.3736,0.8909,0.0021,0.0039,0.0093
SSP5-8.5,+geoid,1a,2061,0.682,20.0324,0.2177,0.4102,0.9781,0.0023,0.0043,0.0103
SSP5-8.5,+geoid,1a,2062,0.694,21.9909,0.239,0.4503,1.0737,0.0025,0.0048,0.0114
SSP5-8.5,+geoid,1a,2063,0.706,24.1385,0.2623,0.4942,1.1786,0.0028,0.0053,0.0125
SSP5-8.5,+geoid,1a,2064,0.718,26.4932,0.2879,0.5424,1.2935,0.0031,0.0058,0.0138
SSP5-8.5,+geoid,1a,2065,0.73,29.0747,0.316,0.5953,1.4196,0.0034,0.0064,0.0153
SSP5-8.5,+geoid,1a,2066,0.742,31.9048,0.3467,0.6532,1.5577,0.0037,0.0071,0.0168
SSP5-8.5,+geoid,1a,2067,0.754,35.007,0.3804,0.7168,1.7092,0.0041,0.0078,0.0185
SSP5-8.5,+geoid,1a,2068,0.766,38.4074,0.4174,0.7864,1.8752,0.0045,0.0086,0.0204
SSP5-8.5,+geoid,1a,2069,0.778,42.1343,0.4579,0.8627,2.0572,0.005,0.0094,0.0225
SSP5-8.5,+geoid,1a,2070,0.79,46.2187,0.5023,0.9463,2.2566,0.0055,0.0104,0.0247
SSP5-8.5,+geoid,1a,2071,0.802,50.6947,0.5509,1.038,2.4752,0.0061,0.0114,0.0272
SSP5-8.5,+geoid,1a,2072,0.814,55.5995,0.6042,1.1384,2.7146,0.0067,0.0125,0.0299
SSP5-8.5,+geoid,1a,2073,0.826,60.9737,0.6626,1.2484,2.977,0.0073,0.0138,0.0329
SSP5-8.5,+geoid,1a,2074,0.838,66.8619,0.7266,1.369,3.2645,0.008,0.0152,0.0361
SSP5-8.5,+geoid,1a,2075,0.85,73.3128,0.7967,1.5011,3.5795,0.0088,0.0167,0.0397
SSP5-8.5,+geoid,1a,2076,0.862,80.3798,0.8735,1.6458,3.9245,0.0097,0.0183,0.0436
SSP5-8.5,+geoid,1a,2077,0.874,88.1211,0.9577,1.8043,4.3025,0.0107,0.0201,0.048
SSP5-8.5,+geoid,1a,2078,0.886,96.6007,1.0498,1.9779,4.7165,0.0117,0.0221,0.0527
SSP5-8.5,+geoid,1a,2079,0.898,105.8883,1.1507,2.1681,5.17,0.0129,0.0243,0.0578
SSP5-8.5,+geoid,1a,2080,0.91,116.0602,1.2613,2.3763,5.6666,0.0141,0.0266,0.0635
SSP5-8.5,+geoid,1a,2081,0.922,127.2001,1.3823,2.6044,6.2105,0.0155,0.0292,0.0697
SSP5-8.5,+geoid,1a,2082,0.934,139.3993,1.5149,2.8542,6.8062,0.017,0.0321,0.0765
SSP5-8.5,+geoid,1a,2083,0.946,152.7578,1.6601,3.1277,7.4584,0.0187,0.0352,0.084
SSP5-8.5,+geoid,1a,2084,0.958,167.3848,1.8191,3.4272,8.1726,0.0205,0.0386,0.0922
SSP5-8.5,+geoid,1a,2085,0.97,183.4001,1.9931,3.7551,8.9545,0.0225,0.0424,0.1011
SSP5-8.5,+geoid,1a,2086,0.982,200.9343,2.1837,4.1141,9.8106,0.0247,0.0465,0.1109
SSP5-8.5,+geoid,1a,2087,0.994,220.1304,2.3923,4.5072,10.7479,0.0271,0.051,0.1217
SSP5-8.5,+geoid,1a,2088,1.006,241.1448,2.6206,4.9374,11.7739,0.0297,0.056,0.1334
SSP5-8.5,+geoid,1a,2089,1.018,264.1486,2.8706,5.4084,12.8971,0.0326,0.0614,0.1463
SSP5-8.5,+geoid,1a,2090,1.03,289.3288,3.1443,5.924,14.1265,0.0357,0.0673,0.1605
SSP5-8.5,+geoid,1a,2091,1.042,316.8897,3.4438,6.4883,15.4721,0.0392,0.0738,0.1759
SSP5-8.5,+geoid,1a,2092,1.054,347.0551,3.7716,7.106,16.945,0.0429,0.0809,0.1929
SSP5-8.5,+geoid,1a,2093,1.066,365.0,3.9666,7.4734,17.8211,0.0469,0.0884,0.2107
SSP5-8.5,+geoid,1a,2094,1.078,365.0,3.9666,7.4734,17.8211,0.0509,0.0958,0.2285
SSP5-8.5,+geoid,1a,2095,1.09,365.0,3.9666,7.4734,17.8211,0.0548,0.1033,0.2463
SSP5-8.5,+geoid,1a,2096,1.102,365.0,3.9666,7.4734,17.8211,0.0588,0.1108,0.2642
SSP5-8.5,+geoid,1a,2097,1.114,365.0,3.9666,7.4734,17.8211,0.0628,0.1183,0.282
SSP5-8.5,+geoid,1a,2098,1.126,365.0,3.9666,7.4734,17.8211,0.0667,0.1257,0.2998
SSP5-8.5,+geoid,1a,2099,1.138,365.0,3.9666,7.4734,17.8211,0.0707,0.1332,0.3176
SSP5-8.5,+geoid,1a,2100,1.15,365.0,3.9666,7.4734,17.8211,0.0747,0.1407,0.3354
SSP5-8.5,+geoid,1b,2025,0.215,0.476,0.0052,0.0097,0.0232,0.0,0.0,0.0
SSP5-8.5,+geoid,1b,2026,0.228,0.5304,0.0058,0.0109,0.0259,0.0,0.0,0.0
SSP5-8.5,+geoid,1b,2027,0.241,0.5907,0.0064,0.0121,0.0288,0.0,0.0,0.0001
SSP5-8.5,+geoid,1b,2028,0.254,0.6578,0.0071,0.0135,0.0321,0.0,0.0,0.0001
SSP5-8.5,+geoid,1b,2029,0.267,0.7322,0.008,0.015,0.0358,0.0,0.0001,0.0001
SSP5-8.5,+geoid,1b,2030,0.28,0.8148,0.0089,0.0167,0.0398,0.0,0.0001,0.0002
SSP5-8.5,+geoid,1b,2031,0.294,0.914,0.0099,0.0187,0.0446,0.0001,0.0001,0.0002
SSP5-8.5,+geoid,1b,2032,0.308,1.0249,0.0111,0.021,0.05,0.0001,0.0001,0.0003
SSP5-8.5,+geoid,1b,2033,0.322,1.1489,0.0125,0.0235,0.0561,0.0001,0.0001,0.0003
SSP5-8.5,+geoid,1b,2034,0.336,1.2875,0.014,0.0264,0.0629,0.0001,0.0002,0.0004
SSP5-8.5,+geoid,1b,2035,0.35,1.4425,0.0157,0.0295,0.0704,0.0001,0.0002,0.0005
SSP5-8.5,+geoid,1b,2036,0.364,1.6157,0.0176,0.0331,0.0789,0.0001,0.0002,0.0005
SSP5-8.5,+geoid,1b,2037,0.378,1.8092,0.0197,0.037,0.0883,0.0001,0.0003,0.0006
SSP5-8.5,+geoid,1b,2038,0.392,2.0253,0.022,0.0415,0.0989,0.0002,0.0003,0.0007
SSP5-8.5,+geoid,1b,2039,0.406,2.2667,0.0246,0.0464,0.1107,0.0002,0.0004,0.0008
SSP5-8.5,+geoid,1b,2040,0.42,2.5363,0.0276,0.0519,0.1238,0.0002,0.0004,0.001
SSP5-8.5,+geoid,1b,2041,0.433,2.8147,0.0306,0.0576,0.1374,0.0002,0.0005,0.0011
SSP5-8.5,+geoid,1b,2042,0.446,3.123,0.0339,0.0639,0.1525,0.0003,0.0005,0.0013
SSP5-8.5,+geoid,1b,2043,0.459,3.4645,0.0377,0.0709,0.1692,0.0003,0.0006,0.0014
SSP5-8.5,+geoid,1b,2044,0.472,3.8425,0.0418,0.0787,0.1876,0.0004,0.0007,0.0016
SSP5-8.5,+geoid,1b,2045,0.485,4.2611,0.0463,0.0872,0.208,0.0004,0.0008,0.0018
SSP5-8.5,+geoid,1b,2046,0.498,4.7244,0.0513,0.0967,0.2307,0.0005,0.0009,0.0021
SSP5-8.5,+geoid,1b,2047,0.511,5.2373,0.0569,0.1072,0.2557,0.0005,0.001,0.0023
SSP5-8.5,+geoid,1b,2048,0.524,5.8048,0.0631,0.1189,0.2834,0.0006,0.0011,0.0026
SSP5-8.5,+geoid,1b,2049,0.537,6.4328,0.0699,0.1317,0.3141,0.0006,0.0012,0.0029
SSP5-8.5,+geoid,1b,2050,0.55,7.1276,0.0775,0.1459,0.348,0.0007,0.0014,0.0033
SSP5-8.5,+geoid,1b,2051,0.562,7.8344,0.0851,0.1604,0.3825,0.0008,0.0015,0.0036
SSP5-8.5,+geoid,1b,2052,0.574,8.6101,0.0936,0.1763,0.4204,0.0009,0.0017,0.0041
SSP5-8.5,+geoid,1b,2053,0.586,9.4614,0.1028,0.1937,0.462,0.001,0.0019,0.0045
SSP5-8.5,+geoid,1b,2054,0.598,10.3957,0.113,0.2129,0.5076,0.0011,0.0021,0.005
SSP5-8.5,+geoid,1b,2055,0.61,11.4208,0.1241,0.2338,0.5576,0.0012,0.0023,0.0056
SSP5-8.5,+geoid,1b,2056,0.622,12.5456,0.1363,0.2569,0.6125,0.0014,0.0026,0.0062
SSP5-8.5,+geoid,1b,2057,0.634,13.7795,0.1497,0.2821,0.6728,0.0015,0.0029,0.0069
SSP5-8.5,+geoid,1b,2058,0.646,15.1332,0.1645,0.3099,0.7389,0.0017,0.0032,0.0076
SSP5-8.5,+geoid,1b,2059,0.658,16.6179,0.1806,0.3403,0.8114,0.0019,0.0035,0.0084
SSP5-8.5,+geoid,1b,2060,0.67,18.2464,0.1983,0.3736,0.8909,0.0021,0.0039,0.0093
SSP5-8.5,+geoid,1b,2061,0.682,20.0324,0.2177,0.4102,0.9781,0.0023,0.0043,0.0103
SSP5-8.5,+geoid,1b,2062,0.694,21.9909,0.239,0.4503,1.0737,0.0025,0.0048,0.0114
SSP5-8.5,+geoid,1b,2063,0.706,24.1385,0.2623,0.4942,1.1786,0.0028,0.0053,0.0125
SSP5-8.5,+geoid,1b,2064,0.718,26.4932,0.2879,0.5424,1.2935,0.0031,0.0058,0.0138
SSP5-8.5,+geoid,1b,2065,0.73,29.0747,0.316,0.5953,1.4196,0.0034,0.0064,0.0153
SSP5-8.5,+geoid,1b,2066,0.742,31.9048,0.3467,0.6532,1.5577,0.0037,0.0071,0.0168
SSP5-8.5,+geoid,1b,2067,0.754,35.007,0.3804,0.7168,1.7092,0.0041,0.0078,0.0185
SSP5-8.5,+geoid,1b,2068,0.766,38.4074,0.4174,0.7864,1.8752,0.0045,0.0086,0.0204
SSP5-8.5,+geoid,1b,2069,0.778,42.1343,0.4579,0.8627,2.0572,0.005,0.0094,0.0225
SSP5-8.5,+geoid,1b,2070,0.79,46.2187,0.5023,0.9463,2.2566,0.0055,0.0104,0.0247
SSP5-8.5,+geoid,1b,2071,0.802,50.6947,0.5509,1.038,2.4752,0.0061,0.0114,0.0272
SSP5-8.5,+geoid,1b,2072,0.814,55.5995,0.6042,1.1384,2.7146,0.0067,0.0125,0.0299
SSP5-8.5,+geoid,1b,2073,0.826,60.9737,0.6626,1.2484,2.977,0.0073,0.0138,0.0329
SSP5-8.5,+geoid,1b,2074,0.838,66.8619,0.7266,1.369,3.2645,0.008,0.0152,0.0361
SSP5-8.5,+geoid,1b,2075,0.85,73.3128,0.7967,1.5011,3.5795,0.0088,0.0167,0.0397
SSP5-8.5,+geoid,1b,2076,0.862,80.3798,0.8735,1.6458,3.9245,0.0097,0.0183,0.0436
SSP5-8.5,+geoid,1b,2077,0.874,88.1211,0.9577,1.8043,4.3025,0.0107,0.0201,0.048
SSP5-8.5,+geoid,1b,2078,0.886,96.6007,1.0498,1.9779,4.7165,0.0117,0.0221,0.0527
SSP5-8.5,+geoid,1b,2079,0.898,105.8883,1.1507,2.1681,5.17,0.0129,0.0243,0.0578
SSP5-8.5,+geoid,1b,2080,0.91,116.0602,1.2613,2.3763,5.6666,0.0141,0.0266,0.0635
SSP5-8.5,+geoid,1b,2081,0.922,127.2001,1.3823,2.6044,6.2105,0.0155,0.0292,0.0697
SSP5-8.5,+geoid,1b,2082,0.934,139.3993,1.5149,2.8542,6.8062,0.017,0.0321,0.0765
SSP5-8.5,+geoid,1b,2083,0.946,152.7578,1.6601,3.1277,7.4584,0.0187,0.0352,0.084
SSP5-8.5,+geoid,1b,2084,0.958,167.3848,1.8191,3.4272,8.1726,0.0205,0.0386,0.0922
SSP5-8.5,+geoid,1b,2085,0.97,183.4001,1.9931,3.7551,8.9545,0.0225,0.0424,0.1011
SSP5-8.5,+geoid,1b,2086,0.982,200.9343,2.1837,4.1141,9.8106,0.0247,0.0465,0.1109
SSP5-8.5,+geoid,1b,2087,0.994,220.1304,2.3923,4.5072,10.7479,0.0271,0.051,0.1217
SSP5-8.5,+geoid,1b,2088,1.006,241.1448,2.6206,4.9374,11.7739,0.0297,0.056,0.1334
SSP5-8.5,+geoid,1b,2089,1.018,264.1486,2.8706,5.4084,12.8971,0.0326,0.0614,0.1463
SSP5-8.5,+geoid,1b,2090,1.03,289.3288,3.1443,5.924,14.1265,0.0357,0.0673,0.1605
SSP5-8.5,+geoid,1b,2091,1.042,316.8897,3.4438,6.4883,15.4721,0.0392,0.0738,0.1759
SSP5-8.5,+geoid,1b,2092,1.054,347.0551,3.7716,7.106,16.945,0.0429,0.0809,0.1929
SSP5-8.5,+geoid,1b,2093,1.066,365.0,3.9666,7.4734,17.8211,0.0469,0.0884,0.2107
SSP5-8.5,+geoid,1b,2094,1.078,365.0,3.9666,7.4734,17.8211,0.0509,0.0958,0.2285
SSP5-8.5,+geoid,1b,2095,1.09,365.0,3.9666,7.4734,17.8211,0.0548,0.1033,0.2463
SSP5-8.5,+geoid,1b,2096,1.102,365.0,3.9666,7.4734,17.8211,0.0588,0.1108,0.2642
SSP5-8.5,+geoid,1b,2097,1.114,365.0,3.9666,7.4734,17.8211,0.0628,0.1183,0.282
SSP5-8.5,+geoid,1b,2098,1.126,365.0,3.9666,7.4734,17.8211,0.0667,0.1257,0.2998
SSP5-8.5,+geoid,1b,2099,1.138,365.0,3.9666,7.4734,17.8211,0.0707,0.1332,0.3176
SSP5-8.5,+geoid,1b,2100,1.15,365.0,3.9666,7.4734,17.8211,0.0747,0.1407,0.3354
SSP5-8.5,+geoid,2,2025,0.215,0.5289,0.0057,0.0108,0.0258,0.0,0.0,0.0
SSP5-8.5,+geoid,2,2026,0.228,0.5893,0.0064,0.0121,0.0288,0.0,0.0,0.0001
SSP5-8.5,+geoid,2,2027,0.241,0.6564,0.0071,0.0134,0.032,0.0,0.0,0.0001
SSP5-8.5,+geoid,2,2028,0.254,0.7309,0.0079,0.015,0.0357,0.0,0.0001,0.0001
SSP5-8.5,+geoid,2,2029,0.267,0.8136,0.0088,0.0167,0.0397,0.0,0.0001,0.0002
SSP5-8.5,+geoid,2,2030,0.28,0.9054,0.0098,0.0185,0.0442,0.0,0.0001,0.0002
SSP5-8.5,+geoid,2,2031,0.294,1.0155,0.011,0.0208,0.0496,0.0001,0.0001,0.0003
SSP5-8.5,+geoid,2,2032,0.308,1.1388,0.0124,0.0233,0.0556,0.0001,0.0001,0.0003
SSP5-8.5,+geoid,2,2033,0.322,1.2765,0.0139,0.0261,0.0623,0.0001,0.0002,0.0004
SSP5-8.5,+geoid,2,2034,0.336,1.4306,0.0155,0.0293,0.0698,0.0001,0.0002,0.0004
SSP5-8.5,+geoid,2,2035,0.35,1.6028,0.0174,0.0328,0.0783,0.0001,0.0002,0.0005
SSP5-8.5,+geoid,2,2036,0.364,1.7952,0.0195,0.0368,0.0877,0.0001,0.0003,0.0006
SSP5-8.5,+geoid,2,2037,0.378,2.0102,0.0218,0.0412,0.0981,0.0002,0.0003,0.0007
SSP5-8.5,+geoid,2,2038,0.392,2.2504,0.0245,0.0461,0.1099,0.0002,0.0003,0.0008
SSP5-8.5,+geoid,2,2039,0.406,2.5186,0.0274,0.0516,0.123,0.0002,0.0004,0.0009
SSP5-8.5,+geoid,2,2040,0.42,2.8181,0.0306,0.0577,0.1376,0.0002,0.0005,0.0011
SSP5-8.5,+geoid,2,2041,0.433,3.1274,0.034,0.064,0.1527,0.0003,0.0005,0.0012
SSP5-8.5,+geoid,2,2042,0.446,3.47,0.0377,0.071,0.1694,0.0003,0.0006,0.0014
SSP5-8.5,+geoid,2,2043,0.459,3.8494,0.0418,0.0788,0.1879,0.0004,0.0007,0.0016
SSP5-8.5,+geoid,2,2044,0.472,4.2695,0.0464,0.0874,0.2085,0.0004,0.0008,0.0018
SSP5-8.5,+geoid,2,2045,0.485,4.7346,0.0515,0.0969,0.2312,0.0005,0.0009,0.002
SSP5-8.5,+geoid,2,2046,0.498,5.2494,0.057,0.1075,0.2563,0.0005,0.001,0.0023
SSP5-8.5,+geoid,2,2047,0.511,5.8192,0.0632,0.1191,0.2841,0.0006,0.0011,0.0026
SSP5-8.5,+geoid,2,2048,0.524,6.4498,0.0701,0.1321,0.3149,0.0006,0.0012,0.0029
SSP5-8.5,+geoid,2,2049,0.537,7.1476,0.0777,0.1463,0.349,0.0007,0.0014,0.0032
SSP5-8.5,+geoid,2,2050,0.55,7.9196,0.0861,0.1622,0.3867,0.0008,0.0015,0.0036
SSP5-8.5,+geoid,2,2051,0.562,8.7049,0.0946,0.1782,0.425,0.0009,0.0017,0.004
SSP5-8.5,+geoid,2,2052,0.574,9.5668,0.104,0.1959,0.4671,0.001,0.0019,0.0045
SSP5-8.5,+geoid,2,2053,0.586,10.5127,0.1142,0.2152,0.5133,0.0011,0.0021,0.005
SSP5-8.5,+geoid,2,2054,0.598,11.5508,0.1255,0.2365,0.564,0.0012,0.0023,0.0056
SSP5-8.5,+geoid,2,2055,0.61,12.6898,0.1379,0.2598,0.6196,0.0014,0.0026,0.0062
SSP5-8.5,+geoid,2,2056,0.622,13.9395,0.1515,0.2854,0.6806,0.0015,0.0029,0.0069
SSP5-8.5,+geoid,2,2057,0.634,15.3106,0.1664,0.3135,0.7475,0.0017,0.0032,0.0076
SSP5-8.5,+geoid,2,2058,0.646,16.8146,0.1827,0.3443,0.821,0.0019,0.0035,0.0085
SSP5-8.5,+geoid,2,2059,0.658,18.4644,0.2007,0.3781,0.9015,0.0021,0.0039,0.0094
SSP5-8.5,+geoid,2,2060,0.67,20.2738,0.2203,0.4151,0.9899,0.0023,0.0043,0.0103
SSP5-8.5,+geoid,2,2061,0.682,22.2582,0.2419,0.4557,1.0868,0.0025,0.0048,0.0114
SSP5-8.5,+geoid,2,2062,0.694,24.4344,0.2655,0.5003,1.193,0.0028,0.0053,0.0126
SSP5-8.5,+geoid,2,2063,0.706,26.8206,0.2915,0.5492,1.3095,0.0031,0.0058,0.0139
SSP5-8.5,+geoid,2,2064,0.718,29.4369,0.3199,0.6027,1.4373,0.0034,0.0064,0.0154
SSP5-8.5,+geoid,2,2065,0.73,32.3052,0.3511,0.6614,1.5773,0.0038,0.0071,0.017
SSP5-8.5,+geoid,2,2066,0.742,35.4497,0.3852,0.7258,1.7308,0.0042,0.0078,0.0187
SSP5-8.5,+geoid,2,2067,0.754,38.8967,0.4227,0.7964,1.8991,0.0046,0.0086,0.0206
SSP5-8.5,+geoid,2,2068,0.766,42.6749,0.4638,0.8738,2.0836,0.005,0.0095,0.0227
SSP5-8.5,+geoid,2,2069,0.778,46.8159,0.5088,0.9586,2.2858,0.0056,0.0105,0.025
SSP5-8.5,+geoid,2,2070,0.79,51.3541,0.5581,1.0515,2.5074,0.0061,0.0115,0.0275
SSP5-8.5,+geoid,2,2071,0.802,56.3275,0.6121,1.1533,2.7502,0.0067,0.0127,0.0302
SSP5-8.5,+geoid,2,2072,0.814,61.7772,0.6714,1.2649,3.0163,0.0074,0.0139,0.0332
SSP5-8.5,+geoid,2,2073,0.826,67.7486,0.7363,1.3872,3.3078,0.0081,0.0153,0.0365
SSP5-8.5,+geoid,2,2074,0.838,74.291,0.8074,1.5211,3.6273,0.0089,0.0168,0.0402
SSP5-8.5,+geoid,2,2075,0.85,81.4587,0.8853,1.6679,3.9772,0.0098,0.0185,0.0441
SSP5-8.5,+geoid,2,2076,0.862,89.3109,0.9706,1.8286,4.3606,0.0108,0.0203,0.0485
SSP5-8.5,+geoid,2,2077,0.874,97.9124,1.0641,2.0048,4.7806,0.0119,0.0223,0.0533
SSP5-8.5,+geoid,2,2078,0.886,107.3341,1.1665,2.1977,5.2406,0.013,0.0245,0.0585
SSP5-8.5,+geoid,2,2079,0.898,117.6536,1.2786,2.409,5.7444,0.0143,0.0269,0.0643
SSP5-8.5,+geoid,2,2080,0.91,128.9558,1.4014,2.6404,6.2963,0.0157,0.0296,0.0706
SSP5-8.5,+geoid,2,2081,0.922,141.3334,1.5359,2.8938,6.9006,0.0172,0.0325,0.0775
SSP5-8.5,+geoid,2,2082,0.934,154.8881,1.6832,3.1713,7.5624,0.0189,0.0357,0.085
SSP5-8.5,+geoid,2,2083,0.946,169.7309,1.8446,3.4752,8.2871,0.0208,0.0391,0.0933
SSP5-8.5,+geoid,2,2084,0.958,185.9832,2.0212,3.808,9.0806,0.0228,0.0429,0.1024
SSP5-8.5,+geoid,2,2085,0.97,203.7779,2.2146,4.1724,9.9495,0.025,0.0471,0.1123
SSP5-8.5,+geoid,2,2086,0.982,223.2603,2.4263,4.5713,10.9007,0.0274,0.0517,0.1232
SSP5-8.5,+geoid,2,2087,0.994,244.5893,2.6581,5.008,11.9421,0.0301,0.0567,0.1352
SSP5-8.5,+geoid,2,2088,1.006,267.9387,2.9118,5.486,13.0821,0.033,0.0622,0.1483
SSP5-8.5,+geoid,2,2089,1.018,293.4985,3.1896,6.0094,14.3301,0.0362,0.0682,0.1626
SSP5-8.5,+geoid,2,2090,1.03,321.4764,3.4936,6.5822,15.6961,0.0397,0.0748,0.1783
SSP5-8.5,+geoid,2,2091,1.042,352.0997,3.8264,7.2092,17.1913,0.0435,0.082,0.1955
SSP5-8.5,+geoid,2,2092,1.054,365.0,3.9666,7.4734,17.8211,0.0475,0.0894,0.2133
SSP5-8.5,+geoid,2,2093,1.066,365.0,3.9666,7.4734,17.8211,0.0514,0.0969,0.2311
SSP5-8.5,+geoid,2,2094,1.078,365.0,3.9666,7.4734,17.8211,0.0554,0.1044,0.2489
SSP5-8.5,+geoid,2,2095,1.09,365.0,3.9666,7.4734,17.8211,0.0594,0.1119,0.2668
SSP5-8.5,+geoid,2,2096,1.102,365.0,3.9666,7.4734,17.8211,0.0633,0.1193,0.2846
SSP5-8.5,+geoid,2,2097,1.114,365.0,3.9666,7.4734,17.8211,0.0673,0.1268,0.3024
SSP5-8.5,+geoid,2,2098,1.126,365.0,3.9666,7.4734,17.8211,0.0713,0.1343,0.3202
SSP5-8.5,+geoid,2,2099,1.138,365.0,3.9666,7.4734,17.8211,0.0752,0.1418,0.3381
SSP5-8.5,+geoid,2,2100,1.15,365.0,3.9666,7.4734,17.8211,0.0792,0.1492,0.3559
SSP5-8.5,+geoid,3,2025,0.215,0.476,0.0052,0.0097,0.0232,0.0,0.0,0.0
SSP5-8.5,+geoid,3,2026,0.228,0.5304,0.0058,0.0109,0.0259,0.0,0.0,0.0
SSP5-8.5,+geoid,3,2027,0.241,0.5907,0.0064,0.0121,0.0288,0.0,0.0,0.0001
SSP5-8.5,+geoid,3,2028,0.254,0.6578,0.0071,0.0135,0.0321,0.0,0.0,0.0001
SSP5-8.5,+geoid,3,2029,0.267,0.7322,0.008,0.015,0.0358,0.0,0.0001,0.0001
SSP5-8.5,+geoid,3,2030,0.28,0.8148,0.0089,0.0167,0.0398,0.0,0.0001,0.0002
SSP5-8.5,+geoid,3,2031,0.294,0.914,0.0099,0.0187,0.0446,0.0001,0.0001,0.0002
SSP5-8.5,+geoid,3,2032,0.308,1.0249,0.0111,0.021,0.05,0.0001,0.0001,0.0003
SSP5-8.5,+geoid,3,2033,0.322,1.1489,0.0125,0.0235,0.0561,0.0001,0.0001,0.0003
SSP5-8.5,+geoid,3,2034,0.336,1.2875,0.014,0.0264,0.0629,0.0001,0.0002,0.0004
SSP5-8.5,+geoid,3,2035,0.35,1.4425,0.0157,0.0295,0.0704,0.0001,0.0002,0.0005
SSP5-8.5,+geoid,3,2036,0.364,1.6157,0.0176,0.0331,0.0789,0.0001,0.0002,0.0005
SSP5-8.5,+geoid,3,2037,0.378,1.8092,0.0197,0.037,0.0883,0.0001,0.0003,0.0006
SSP5-8.5,+geoid,3,2038,0.392,2.0253,0.022,0.0415,0.0989,0.0002,0.0003,0.0007
SSP5-8.5,+geoid,3,2039,0.406,2.2667,0.0246,0.0464,0.1107,0.0002,0.0004,0.0008
SSP5-8.5,+geoid,3,2040,0.42,2.5363,0.0276,0.0519,0.1238,0.0002,0.0004,0.001
SSP5-8.5,+geoid,3,2041,0.433,2.8147,0.0306,0.0576,0.1374,0.0002,0.0005,0.0011
SSP5-8.5,+geoid,3,2042,0.446,3.123,0.0339,0.0639,0.1525,0.0003,0.0005,0.0013
SSP5-8.5,+geoid,3,2043,0.459,3.4645,0.0377,0.0709,0.1692,0.0003,0.0006,0.0014
SSP5-8.5,+geoid,3,2044,0.472,3.8425,0.0418,0.0787,0.1876,0.0004,0.0007,0.0016
SSP5-8.5,+geoid,3,2045,0.485,4.2611,0.0463,0.0872,0.208,0.0004,0.0008,0.0018
SSP5-8.5,+geoid,3,2046,0.498,4.7244,0.0513,0.0967,0.2307,0.0005,0.0009,0.0021
SSP5-8.5,+geoid,3,2047,0.511,5.2373,0.0569,0.1072,0.2557,0.0005,0.001,0.0023
SSP5-8.5,+geoid,3,2048,0.524,5.8048,0.0631,0.1189,0.2834,0.0006,0.0011,0.0026
SSP5-8.5,+geoid,3,2049,0.537,6.4328,0.0699,0.1317,0.3141,0.0006,0.0012,0.0029
SSP5-8.5,+geoid,3,2050,0.55,7.1276,0.0775,0.1459,0.348,0.0007,0.0014,0.0033
SSP5-8.5,+geoid,3,2051,0.562,7.8344,0.0851,0.1604,0.3825,0.0008,0.0015,0.0036
SSP5-8.5,+geoid,3,2052,0.574,8.6101,0.0936,0.1763,0.4204,0.0009,0.0017,0.0041
SSP5-8.5,+geoid,3,2053,0.586,9.4614,0.1028,0.1937,0.462,0.001,0.0019,0.0045
SSP5-8.5,+geoid,3,2054,0.598,10.3957,0.113,0.2129,0.5076,0.0011,0.0021,0.005
SSP5-8.5,+geoid,3,2055,0.61,11.4208,0.1241,0.2338,0.5576,0.0012,0.0023,0.0056
SSP5-8.5,+geoid,3,2056,0.622,12.5456,0.1363,0.2569,0.6125,0.0014,0.0026,0.0062
SSP5-8.5,+geoid,3,2057,0.634,13.7795,0.1497,0.2821,0.6728,0.0015,0.0029,0.0069
SSP5-8.5,+geoid,3,2058,0.646,15.1332,0.1645,0.3099,0.7389,0.0017,0.0032,0.0076
SSP5-8.5,+geoid,3,2059,0.658,16.6179,0.1806,0.3403,0.8114,0.0019,0.0035,0.0084
SSP5-8.5,+geoid,3,2060,0.67,18.2464,0.1983,0.3736,0.8909,0.0021,0.0039,0.0093
SSP5-8.5,+geoid,3,2061,0.682,20.0324,0.2177,0.4102,0.9781,0.0023,0.0043,0.0103
SSP5-8.5,+geoid,3,2062,0.694,21.9909,0.239,0.4503,1.0737,0.0025,0.0048,0.0114
SSP5-8.5,+geoid,3,2063,0.706,24.1385,0.2623,0.4942,1.1786,0.0028,0.0053,0.0125
SSP5-8.5,+geoid,3,2064,0.718,26.4932,0.2879,0.5424,1.2935,0.0031,0.0058,0.0138
SSP5-8.5,+geoid,3,2065,0.73,29.0747,0.316,0.5953,1.4196,0.0034,0.0064,0.0153
SSP5-8.5,+geoid,3,2066,0.742,31.9048,0.3467,0.6532,1.5577,0.0037,0.0071,0.0168
SSP5-8.5,+geoid,3,2067,0.754,35.007,0.3804,0.7168,1.7092,0.0041,0.0078,0.0185
SSP5-8.5,+geoid,3,2068,0.766,38.4074,0.4174,0.7864,1.8752,0.0045,0.0086,0.0204
SSP5-8.5,+geoid,3,2069,0.778,42.1343,0.4579,0.8627,2.0572,0.005,0.0094,0.0225
SSP5-8.5,+geoid,3,2070,0.79,46.2187,0.5023,0.9463,2.2566,0.0055,0.0104,0.0247
SSP5-8.5,+geoid,3,2071,0.802,50.6947,0.5509,1.038,2.4752,0.0061,0.0114,0.0272
