section,lat,lon,elev_m,flood_zone
B — Vila Franca de Xira → Azambuja (~28 km),39.026207,-8.92248,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.025879,-8.922877,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.025552,-8.923274,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.025225,-8.923671,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.024897,-8.924068,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.02457,-8.924464,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.024243,-8.924861,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.023915,-8.925258,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.023588,-8.925655,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.023261,-8.926052,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.022933,-8.926449,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.022606,-8.926846,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.022279,-8.927242,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.021951,-8.927639,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.021624,-8.928036,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.021297,-8.928433,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.020969,-8.92883,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.020642,-8.929227,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.020315,-8.929624,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.019987,-8.93002,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.01966,-8.930417,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.019333,-8.930814,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.019005,-8.931211,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.018678,-8.931608,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.018351,-8.932005,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.018023,-8.932402,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.017696,-8.932799,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.017369,-8.933195,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.017041,-8.933592,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.016714,-8.933989,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.016387,-8.934386,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.016059,-8.934783,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.015732,-8.93518,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.015405,-8.935577,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.015077,-8.935973,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.01475,-8.93637,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.014423,-8.936767,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.014095,-8.937164,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.013768,-8.937561,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.013441,-8.937958,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.013113,-8.938355,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.012786,-8.938751,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.012459,-8.939148,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.030523,-8.909609,0.0,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.009482,-8.941216,0.001,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.027768,-8.919918,0.002,"Castanheira / Azambuja (events: 2022, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.948244,-8.991115,0.002,Alverca / Vila Franca (events: 2026)
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.808689,-9.088821,0.002,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.823959,-9.084592,0.003,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.027139,-8.922129,0.005,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.013859,-8.938443,0.005,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),38.956808,-8.981787,0.006,Alverca / Vila Franca (events: 2026)
B — Vila Franca de Xira → Azambuja (~28 km),39.028182,-8.918812,0.006,"Castanheira / Azambuja (events: 2022, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.810053,-9.091785,0.01,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.949867,-8.990057,0.012,Alverca / Vila Franca (events: 2026)
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.807808,-9.089055,0.02,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.823319,-9.084178,0.023,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.013811,-8.938527,0.029,"Castanheira / Azambuja (events: 2022, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.805436,-9.089323,0.03,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),38.95645,-8.982137,0.031,Alverca / Vila Franca (events: 2026)
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.823077,-9.084818,0.034,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.823659,-9.084841,0.035,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.849613,-9.063168,0.035,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.011848,-8.939526,0.036,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.010565,-8.929675,0.038,"Castanheira / Azambuja (events: 2022, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.810728,-9.087971,0.039,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.846712,-9.06308,0.04,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),38.955735,-8.982838,0.045,Alverca / Vila Franca (events: 2026)
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.81045,-9.088353,0.047,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.85001,-9.062898,0.05,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.856523,-9.057135,0.051,"Póvoa de Santa Iria (events: 2008, 2010, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.870858,-9.046293,0.053,"Póvoa de Santa Iria (events: 2008, 2010, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.849549,-9.06241,0.054,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.03088,-8.909259,0.055,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.005964,-8.943511,0.057,"Castanheira / Azambuja (events: 2022, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.823518,-9.084705,0.058,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.028242,-8.918737,0.059,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.010126,-8.92958,0.062,"Castanheira / Azambuja (events: 2022, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.85691,-9.056842,0.064,"Póvoa de Santa Iria (events: 2008, 2010, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.823248,-9.084418,0.066,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.804995,-9.089436,0.066,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.849161,-9.062703,0.067,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.009052,-8.94163,0.072,"Castanheira / Azambuja (events: 2022, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.870083,-9.046879,0.073,"Póvoa de Santa Iria (events: 2008, 2010, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.850805,-9.062358,0.073,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.850408,-9.062628,0.074,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.028093,-8.919518,0.074,"Castanheira / Azambuja (events: 2022, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.88175,-9.041478,0.075,"Póvoa de Santa Iria (events: 2008, 2010, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.027464,-8.92173,0.085,"Castanheira / Azambuja (events: 2022, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.948279,-8.991143,0.087,Alverca / Vila Franca (events: 2026)
B — Vila Franca de Xira → Azambuja (~28 km),39.009768,-8.929931,0.098,"Castanheira / Azambuja (events: 2022, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.823219,-9.084958,0.103,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.822011,-9.085109,0.114,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.836147,-9.074001,0.115,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.847999,-9.063583,0.115,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.797057,-9.091463,0.119,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),38.945715,-8.992649,0.122,Alverca / Vila Franca (events: 2026)
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.835361,-9.074562,0.125,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.011523,-8.939926,0.132,"Castanheira / Azambuja (events: 2022, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.808248,-9.088938,0.132,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.848279,-9.061944,0.132,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.949435,-8.9903,0.133,Alverca / Vila Franca (events: 2026)
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.882321,-9.040219,0.134,"Póvoa de Santa Iria (events: 2008, 2010, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.807368,-9.089172,0.137,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.877832,-9.041018,0.146,"Póvoa de Santa Iria (events: 2008, 2010, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.8241,-9.084724,0.149,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.796616,-9.091576,0.151,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.850236,-9.060525,0.159,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.023654,-8.916457,0.16,"Castanheira / Azambuja (events: 2022, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.944274,-8.99383,0.171,Alverca / Vila Franca (events: 2026)
B — Vila Franca de Xira → Azambuja (~28 km),38.946073,-8.992298,0.187,Alverca / Vila Franca (events: 2026)
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.882702,-9.039911,0.198,"Póvoa de Santa Iria (events: 2008, 2010, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.028512,-8.918419,0.204,"Castanheira / Azambuja (events: 2022, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.881941,-9.040527,0.21,"Póvoa de Santa Iria (events: 2008, 2010, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.94745,-8.991658,0.214,Alverca / Vila Franca (events: 2026)
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.858067,-9.054846,0.216,"Póvoa de Santa Iria (events: 2008, 2010, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.94947,-8.990329,0.223,Alverca / Vila Franca (events: 2026)
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.881357,-9.041758,0.26,"Póvoa de Santa Iria (events: 2008, 2010, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.845146,-9.064216,0.261,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.857675,-9.05513,0.262,"Póvoa de Santa Iria (events: 2008, 2010, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.870987,-9.045476,0.262,"Póvoa de Santa Iria (events: 2008, 2010, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.847971,-9.071596,0.27,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.877834,-9.044003,0.276,"Póvoa de Santa Iria (events: 2008, 2010, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.880775,-9.038377,0.287,"Póvoa de Santa Iria (events: 2008, 2010, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.856135,-9.057429,0.287,"Póvoa de Santa Iria (events: 2008, 2010, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.821898,-9.085309,0.296,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.023724,-8.916266,0.304,"Castanheira / Azambuja (events: 2022, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.8789,-9.042994,0.306,"Póvoa de Santa Iria (events: 2008, 2010, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.840218,-9.073353,0.306,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.824485,-9.083728,0.31,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.801908,-9.090224,0.311,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.828148,-9.081085,0.323,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.027843,-8.920496,0.329,"Castanheira / Azambuja (events: 2022, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.824526,-9.083405,0.336,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.845929,-9.063648,0.337,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.876468,-9.0415,0.339,"Póvoa de Santa Iria (events: 2008, 2010, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.802349,-9.090112,0.345,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.82855,-9.080827,0.347,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.850711,-9.061531,0.356,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.869421,-9.046611,0.372,"Póvoa de Santa Iria (events: 2008, 2010, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.877759,-9.043919,0.372,"Póvoa de Santa Iria (events: 2008, 2010, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.948641,-8.990843,0.375,Alverca / Vila Franca (events: 2026)
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.847571,-9.07186,0.383,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.027681,-8.921037,0.392,"Castanheira / Azambuja (events: 2022, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.839816,-9.073611,0.403,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.010919,-8.929318,0.417,"Castanheira / Azambuja (events: 2022, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.881319,-9.03838,0.417,"Póvoa de Santa Iria (events: 2008, 2010, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.849958,-9.071639,0.426,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.875685,-9.042068,0.43,"Póvoa de Santa Iria (events: 2008, 2010, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.809467,-9.090431,0.431,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.8244,-9.08448,0.435,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.796175,-9.091688,0.439,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.850802,-9.072322,0.439,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.028506,-8.917783,0.44,"Castanheira / Azambuja (events: 2022, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.011198,-8.940326,0.441,"Castanheira / Azambuja (events: 2022, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.824929,-9.083147,0.445,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.944671,-8.993558,0.45,Alverca / Vila Franca (events: 2026)
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.867897,-9.050751,0.451,"Póvoa de Santa Iria (events: 2008, 2010, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.013538,-8.938848,0.452,"Castanheira / Azambuja (events: 2022, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.852194,-9.059105,0.455,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.947485,-8.991686,0.456,Alverca / Vila Franca (events: 2026)
B — Vila Franca de Xira → Azambuja (~28 km),39.013485,-8.938926,0.461,"Castanheira / Azambuja (events: 2022, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.805166,-9.089757,0.462,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.825331,-9.082889,0.469,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.008393,-8.942417,0.483,"Castanheira / Azambuja (events: 2022, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.851203,-9.062088,0.484,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.94431,-8.993858,0.489,Alverca / Vila Franca (events: 2026)
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.804113,-9.089661,0.49,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.848371,-9.071333,0.495,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.080441,-8.843726,0.505,"Castanheira / Azambuja (events: 2022, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.871378,-9.045192,0.507,"Póvoa de Santa Iria (events: 2008, 2010, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.008723,-8.942024,0.53,"Castanheira / Azambuja (events: 2022, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.810417,-9.092009,0.53,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.819058,-9.088663,0.534,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.804554,-9.089548,0.537,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.801467,-9.090337,0.541,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.878643,-9.044696,0.543,"Póvoa de Santa Iria (events: 2008, 2010, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.821754,-9.085156,0.548,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.819167,-9.088679,0.548,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.056553,-8.883235,0.567,"Castanheira / Azambuja (events: 2022, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.878817,-9.039797,0.57,"Póvoa de Santa Iria (events: 2008, 2010, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.82171,-9.085209,0.578,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.009153,-8.941611,0.58,"Castanheira / Azambuja (events: 2022, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.81089,-9.088235,0.587,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.053066,-8.887535,0.59,"Castanheira / Azambuja (events: 2022, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.809641,-9.092015,0.597,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.012131,-8.939545,0.605,"Castanheira / Azambuja (events: 2022, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.809909,-9.089771,0.614,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.031083,-8.908955,0.615,"Castanheira / Azambuja (events: 2022, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.808343,-9.090906,0.616,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.881832,-9.041497,0.619,"Póvoa de Santa Iria (events: 2008, 2010, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.028572,-8.918342,0.626,"Castanheira / Azambuja (events: 2022, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.80279,-9.089999,0.628,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
B — Vila Franca de Xira → Azambuja (~28 km),39.0805,-8.843684,0.633,"Castanheira / Azambuja (events: 2022, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.809518,-9.090055,0.636,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.850628,-9.060241,0.641,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.821599,-9.085339,0.653,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.875067,-9.046244,0.653,"Póvoa de Santa Iria (events: 2008, 2010, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.851998,-9.061548,0.656,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.82837,-9.084518,0.657,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.851971,-9.068959,0.659,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
A — Sacavém / Bobadela → Vila Franca de Xira (~22 km),38.853171,-9.068168,0.674,"Sacavém / Bobadela (events: 2008, 2014, 2026)"
