section,section_type,scenario,variant,year,slr_m,annual_cost_mid_eur,annual_cost_low_eur,annual_cost_high_eur,cumulative_cost_mid_eur,cumulative_cost_low_eur,cumulative_cost_high_eur,return_period_yr,closure_days_yr
Mondego (railway),Railway,SSP1-2.6,Baseline,2025,0.035,1704725.00,852362.00,2983268.00,1704725.00,852362.00,2983268.00,3.14,1.7
Mondego (railway),Railway,SSP1-2.6,+Geoid,2025,0.185,6173566.00,3086783.00,10803740.00,6173566.00,3086783.00,10803740.00,1.11,6.2
Mondego (railway),Railway,SSP1-2.6,Baseline,2026,0.042,1812892.00,906446.00,3172561.00,3517617.00,1758808.00,6155829.00,2.99,1.8
Mondego (railway),Railway,SSP1-2.6,+Geoid,2026,0.192,6546719.00,3273359.00,11456758.00,12720285.00,6360142.00,22260498.00,1.06,6.5
Mondego (railway),Railway,SSP1-2.6,Baseline,2027,0.049,1927601.00,963800.00,3373301.00,5445217.00,2722609.00,9529130.00,2.85,1.9
Mondego (railway),Railway,SSP1-2.6,+Geoid,2027,0.199,6941717.00,3470858.00,12148004.00,19662001.00,9831001.00,34408502.00,1.01,6.9
Mondego (railway),Railway,SSP1-2.6,Baseline,2028,0.056,2049234.00,1024617.00,3586160.00,7494451.00,3747226.00,13115290.00,2.71,2.0
Mondego (railway),Railway,SSP1-2.6,+Geoid,2028,0.206,7359808.00,3679904.00,12879664.00,27021809.00,13510905.00,47288166.00,0.96,7.4
Mondego (railway),Railway,SSP1-2.6,Baseline,2029,0.063,2178198.00,1089099.00,3811846.00,9672649.00,4836325.00,16927136.00,2.58,2.2
Mondego (railway),Railway,SSP1-2.6,+Geoid,2029,0.213,7802314.00,3901157.00,13654050.00,34824123.00,17412062.00,60942216.00,0.91,7.8
Mondego (railway),Railway,SSP1-2.6,Baseline,2030,0.07,2314919.00,1157460.00,4051109.00,11987569.00,5993784.00,20978245.00,2.46,2.3
Mondego (railway),Railway,SSP1-2.6,+Geoid,2030,0.22,8270628.00,4135314.00,14473599.00,43094752.00,21547376.00,75415815.00,0.87,8.3
Mondego (railway),Railway,SSP1-2.6,Baseline,2031,0.077,2449217.00,1224609.00,4286130.00,14436786.00,7218393.00,25264375.00,2.35,2.4
Mondego (railway),Railway,SSP1-2.6,+Geoid,2031,0.227,8729886.00,4364943.00,15277300.00,51824638.00,25912319.00,90693116.00,0.83,8.7
Mondego (railway),Railway,SSP1-2.6,Baseline,2032,0.083,2590976.00,1295488.00,4534209.00,17027762.00,8513881.00,29798583.00,2.25,2.6
Mondego (railway),Railway,SSP1-2.6,+Geoid,2032,0.233,9213908.00,4606954.00,16124339.00,61038546.00,30519273.00,106817455.00,0.8,9.2
Mondego (railway),Railway,SSP1-2.6,Baseline,2033,0.09,2740600.00,1370300.00,4796050.00,19768362.00,9884181.00,34594634.00,2.15,2.7
Mondego (railway),Railway,SSP1-2.6,+Geoid,2033,0.239,9724002.00,4862001.00,17017003.00,70762547.00,35381274.00,123834458.00,0.76,9.7
Mondego (railway),Railway,SSP1-2.6,Baseline,2034,0.096,2898512.00,1449256.00,5072396.00,22666874.00,11333437.00,39667029.00,2.06,2.9
Mondego (railway),Railway,SSP1-2.6,+Geoid,2034,0.246,10261542.00,5130771.00,17957698.00,81024089.00,40512045.00,141792156.00,0.73,10.3
Mondego (railway),Railway,SSP1-2.6,Baseline,2035,0.103,3065158.00,1532579.00,5364026.00,25732031.00,12866016.00,45031055.00,1.97,3.1
Mondego (railway),Railway,SSP1-2.6,+Geoid,2035,0.253,10827975.00,5413988.00,18948957.00,91852064.00,45926032.00,160741113.00,0.69,10.8
Mondego (railway),Railway,SSP1-2.6,Baseline,2036,0.109,3241007.00,1620504.00,5671763.00,28973039.00,14486519.00,50702817.00,1.88,3.2
Mondego (railway),Railway,SSP1-2.6,+Geoid,2036,0.259,11424823.00,5712411.00,19993440.00,103276887.00,51638444.00,180734553.00,0.66,11.4
Mondego (railway),Railway,SSP1-2.6,Baseline,2037,0.116,3426555.00,1713278.00,5996471.00,32399594.00,16199797.00,56699289.00,1.8,3.4
Mondego (railway),Railway,SSP1-2.6,+Geoid,2037,0.266,12053685.00,6026843.00,21093949.00,115330572.00,57665286.00,201828502.00,0.64,12.1
Mondego (railway),Railway,SSP1-2.6,Baseline,2038,0.122,3622321.00,1811161.00,6339063.00,36021915.00,18010958.00,63038351.00,1.72,3.6
Mondego (railway),Railway,SSP1-2.6,+Geoid,2038,0.272,12716245.00,6358123.00,22253429.00,128046818.00,64023409.00,224081931.00,0.61,12.7
Mondego (railway),Railway,SSP1-2.6,Baseline,2039,0.129,3828854.00,1914427.00,6700495.00,39850769.00,19925385.00,69738846.00,1.64,3.8
Mondego (railway),Railway,SSP1-2.6,+Geoid,2039,0.278,13414274.00,6707137.00,23474979.00,141461091.00,70730546.00,247556910.00,0.58,13.4
Mondego (railway),Railway,SSP1-2.6,Baseline,2040,0.135,4046730.00,2023365.00,7081777.00,43897499.00,21948750.00,76820624.00,1.57,4.0
Mondego (railway),Railway,SSP1-2.6,+Geoid,2040,0.285,14149632.00,7074816.00,24761856.00,155610724.00,77805362.00,272318766.00,0.55,14.1
Mondego (railway),Railway,SSP1-2.6,Baseline,2041,0.142,4276556.00,2138278.00,7483972.00,48174055.00,24087027.00,84304596.00,1.5,4.3
Mondego (railway),Railway,SSP1-2.6,+Geoid,2041,0.291,14924279.00,7462140.00,26117489.00,170535003.00,85267501.00,298436255.00,0.53,14.9
Mondego (railway),Railway,SSP1-2.6,Baseline,2042,0.148,4518969.00,2259485.00,7908197.00,52693024.00,26346512.00,92212792.00,1.43,4.5
Mondego (railway),Railway,SSP1-2.6,+Geoid,2042,0.298,15740274.00,7870137.00,27545479.00,186275277.00,93137638.00,325981734.00,0.51,15.7
Mondego (railway),Railway,SSP1-2.6,Baseline,2043,0.155,4774644.00,2387322.00,8355627.00,57467668.00,28733834.00,100568420.00,1.37,4.8
Mondego (railway),Railway,SSP1-2.6,+Geoid,2043,0.304,16599782.00,8299891.00,29049619.00,202875059.00,101437530.00,355031354.00,0.48,16.6
Mondego (railway),Railway,SSP1-2.6,Baseline,2044,0.161,5044287.00,2522143.00,8827502.00,62511955.00,31255978.00,109395921.00,1.31,5.0
Mondego (railway),Railway,SSP1-2.6,+Geoid,2044,0.311,17505082.00,8752541.00,30633893.00,220380141.00,110190071.00,385665247.00,0.46,17.5
Mondego (railway),Railway,SSP1-2.6,Baseline,2045,0.168,5328642.00,2664321.00,9325123.00,67840597.00,33920298.00,118721044.00,1.25,5.3
Mondego (railway),Railway,SSP1-2.6,+Geoid,2045,0.318,18458568.00,9229284.00,32302494.00,238838709.00,119419355.00,417967741.00,0.44,18.5
Mondego (railway),Railway,SSP1-2.6,Baseline,2046,0.174,5628493.00,2814246.00,9849862.00,73469089.00,36734545.00,128570906.00,1.2,5.6
Mondego (railway),Railway,SSP1-2.6,+Geoid,2046,0.324,19462759.00,9731380.00,34059828.00,258301468.00,129150734.00,452027569.00,0.42,19.5
Mondego (railway),Railway,SSP1-2.6,Baseline,2047,0.181,5944664.00,2972332.00,10403161.00,79413753.00,39706876.00,138974068.00,1.14,5.9
Mondego (railway),Railway,SSP1-2.6,+Geoid,2047,0.331,20520304.00,10260152.00,35910531.00,278821772.00,139410886.00,487938101.00,0.4,20.5
Mondego (railway),Railway,SSP1-2.6,Baseline,2048,0.187,6278022.00,3139011.00,10986539.00,85691775.00,42845887.00,149960606.00,1.09,6.3
Mondego (railway),Railway,SSP1-2.6,+Geoid,2048,0.337,21633986.00,10816993.00,37859476.00,300455758.00,150227879.00,525797577.00,0.39,21.6
Mondego (railway),Railway,SSP1-2.6,Baseline,2049,0.194,6629481.00,3314740.00,11601591.00,92321256.00,46160628.00,161562198.00,1.05,6.6
Mondego (railway),Railway,SSP1-2.6,+Geoid,2049,0.344,22806736.00,11403368.00,39911788.00,323262494.00,161631247.00,565709364.00,0.37,22.8
Mondego (railway),Railway,SSP1-2.6,Baseline,2050,0.2,7000000.00,3500000.00,12250000.00,99321256.00,49660628.00,173812198.00,1.0,7.0
Mondego (railway),Railway,SSP1-2.6,+Geoid,2050,0.35,24041631.00,12020815.00,42072853.00,347304125.00,173652062.00,607782218.00,0.35,24.0
Mondego (railway),Railway,SSP1-2.6,Baseline,2051,0.204,7237921.00,3618961.00,12666362.00,106559177.00,53279589.00,186478560.00,0.97,7.2
Mondego (railway),Railway,SSP1-2.6,+Geoid,2051,0.354,24833851.00,12416925.00,43459239.00,372137975.00,186068988.00,651241456.00,0.34,24.8
Mondego (railway),Railway,SSP1-2.6,Baseline,2052,0.208,7483688.00,3741844.00,13096454.00,114042865.00,57021432.00,199575013.00,0.95,7.5
Mondego (railway),Railway,SSP1-2.6,+Geoid,2052,0.358,25651613.00,12825807.00,44890323.00,397789588.00,198894794.00,696131779.00,0.33,25.7
Mondego (railway),Railway,SSP1-2.6,Baseline,2053,0.212,7737552.00,3868776.00,13540716.00,121780417.00,60890209.00,213115730.00,0.92,7.7
Mondego (railway),Railway,SSP1-2.6,+Geoid,2053,0.362,26495728.00,13247864.00,46367524.00,424285316.00,212142658.00,742499304.00,0.33,26.5
Mondego (railway),Railway,SSP1-2.6,Baseline,2054,0.216,7999776.00,3999888.00,13999608.00,129780193.00,64890096.00,227115338.00,0.9,8.0
Mondego (railway),Railway,SSP1-2.6,+Geoid,2054,0.366,27367031.00,13683516.00,47892304.00,451652347.00,225826174.00,790391608.00,0.32,27.4
Mondego (railway),Railway,SSP1-2.6,Baseline,2055,0.22,8270628.00,4135314.00,14473599.00,138050821.00,69025411.00,241588937.00,0.87,8.3
Mondego (railway),Railway,SSP1-2.6,+Geoid,2055,0.37,28266383.00,14133192.00,49466171.00,479918731.00,239959365.00,839857779.00,0.31,28.3
Mondego (railway),Railway,SSP1-2.6,Baseline,2056,0.224,8550387.00,4275193.00,14963177.00,146601208.00,73300604.00,256552114.00,0.85,8.6
Mondego (railway),Railway,SSP1-2.6,+Geoid,2056,0.374,29194674.00,14597337.00,51090679.00,509113404.00,254556702.00,890948458.00,0.3,29.2
Mondego (railway),Railway,SSP1-2.6,Baseline,2057,0.228,8839339.00,4419669.00,15468843.00,155440547.00,77720273.00,272020957.00,0.82,8.8
Mondego (railway),Railway,SSP1-2.6,+Geoid,2057,0.378,30152818.00,15076409.00,52767432.00,539266223.00,269633111.00,943715889.00,0.29,30.2
Mondego (railway),Railway,SSP1-2.6,Baseline,2058,0.232,9137780.00,4568890.00,15991114.00,164578326.00,82289163.00,288012071.00,0.8,9.1
Mondego (railway),Railway,SSP1-2.6,+Geoid,2058,0.382,31141762.00,15570881.00,54498083.00,570407984.00,285203992.00,998213972.00,0.28,31.1
Mondego (railway),Railway,SSP1-2.6,Baseline,2059,0.236,9446015.00,4723007.00,16530526.00,174024341.00,87012170.00,304542597.00,0.78,9.4
Mondego (railway),Railway,SSP1-2.6,+Geoid,2059,0.386,32162479.00,16081239.00,56284338.00,602570463.00,301285232.00,1054498310.00,0.28,32.2
Mondego (railway),Railway,SSP1-2.6,Baseline,2060,0.24,9764359.00,4882179.00,17087627.00,183788699.00,91894350.00,321630224.00,0.76,9.8
Mondego (railway),Railway,SSP1-2.6,+Geoid,2060,0.39,33215974.00,16607987.00,58127955.00,635786438.00,317893219.00,1112626266.00,0.27,33.2
Mondego (railway),Railway,SSP1-2.6,Baseline,2061,0.244,10093136.00,5046568.00,17662988.00,193881836.00,96940918.00,339293212.00,0.74,10.1
Mondego (railway),Railway,SSP1-2.6,+Geoid,2061,0.394,34303285.00,17151642.00,60030749.00,670089723.00,335044861.00,1172657014.00,0.26,34.3
Mondego (railway),Railway,SSP1-2.6,Baseline,2062,0.248,10432683.00,5216341.00,18257195.00,204314518.00,102157259.00,357550407.00,0.72,10.4
Mondego (railway),Railway,SSP1-2.6,+Geoid,2062,0.398,35425479.00,17712739.00,61994588.00,705515201.00,352757601.00,1234651602.00,0.25,35.4
Mondego (railway),Railway,SSP1-2.6,Baseline,2063,0.252,10783343.00,5391672.00,18870851.00,215097862.00,107548931.00,376421258.00,0.7,10.8
Mondego (railway),Railway,SSP1-2.6,+Geoid,2063,0.402,36583658.00,18291829.00,64021402.00,742098859.00,371049430.00,1298673004.00,0.25,36.6
Mondego (railway),Railway,SSP1-2.6,Baseline,2064,0.256,11145475.00,5572738.00,19504582.00,226243337.00,113121669.00,395925840.00,0.68,11.1
Mondego (railway),Railway,SSP1-2.6,+Geoid,2064,0.406,37778959.00,18889480.00,66113179.00,779877818.00,389938909.00,1364786182.00,0.24,37.8
Mondego (railway),Railway,SSP1-2.6,Baseline,2065,0.26,11519446.00,5759723.00,20159030.00,237762783.00,118881391.00,416084870.00,0.66,11.5
Mondego (railway),Railway,SSP1-2.6,+Geoid,2065,0.41,39012554.00,19506277.00,68271970.00,818890373.00,409445186.00,1433058152.00,0.23,39.0
Mondego (railway),Railway,SSP1-2.6,Baseline,2066,0.264,11905635.00,5952817.00,20834861.00,249668418.00,124834209.00,436919731.00,0.64,11.9
Mondego (railway),Railway,SSP1-2.6,+Geoid,2066,0.414,40285651.00,20142826.00,70499889.00,859176024.00,429588012.00,1503558041.00,0.23,40.3
Mondego (railway),Railway,SSP1-2.6,Baseline,2067,0.268,12304433.00,6152217.00,21532758.00,261972851.00,130986426.00,458452489.00,0.62,12.3
Mondego (railway),Railway,SSP1-2.6,+Geoid,2067,0.418,41599496.00,20799748.00,72799118.00,900775520.00,450387760.00,1576357160.00,0.22,41.6
Mondego (railway),Railway,SSP1-2.6,Baseline,2068,0.272,12716245.00,6358123.00,22253429.00,274689096.00,137344548.00,480705919.00,0.61,12.7
Mondego (railway),Railway,SSP1-2.6,+Geoid,2068,0.422,42955375.00,21477687.00,75171906.00,943730895.00,471865447.00,1651529065.00,0.21,43.0
Mondego (railway),Railway,SSP1-2.6,Baseline,2069,0.276,13141487.00,6570744.00,22997603.00,287830584.00,143915292.00,503703521.00,0.59,13.1
Mondego (railway),Railway,SSP1-2.6,+Geoid,2069,0.426,44354611.00,22177306.00,77620570.00,988085506.00,494042753.00,1729149635.00,0.21,44.4
Mondego (railway),Railway,SSP1-2.6,Baseline,2070,0.28,13580589.00,6790294.00,23766030.00,301411172.00,150705586.00,527469552.00,0.57,13.6
Mondego (railway),Railway,SSP1-2.6,+Geoid,2070,0.43,45798572.00,22899286.00,80147501.00,1033884078.00,516942039.00,1809297136.00,0.2,45.8
Mondego (railway),Railway,SSP1-2.6,Baseline,2071,0.284,14033993.00,7016997.00,24559488.00,315445166.00,157722583.00,552029040.00,0.56,14.0
Mondego (railway),Railway,SSP1-2.6,+Geoid,2071,0.434,47288666.00,23644333.00,82755166.00,1081172744.00,540586372.00,1892052302.00,0.2,47.3
Mondego (railway),Railway,SSP1-2.6,Baseline,2072,0.288,14502157.00,7251079.00,25378775.00,329947323.00,164973661.00,577407815.00,0.54,14.5
Mondego (railway),Railway,SSP1-2.6,+Geoid,2072,0.438,48826346.00,24413173.00,85446106.00,1129999091.00,564999545.00,1977498409.00,0.19,48.8
Mondego (railway),Railway,SSP1-2.6,Baseline,2073,0.292,14985553.00,7492777.00,26224718.00,344932876.00,172466438.00,603632533.00,0.53,15.0
Mondego (railway),Railway,SSP1-2.6,+Geoid,2073,0.442,50413110.00,25206555.00,88222943.00,1180412201.00,590206100.00,2065721352.00,0.19,50.4
Mondego (railway),Railway,SSP1-2.6,Baseline,2074,0.296,15484667.00,7742333.00,27098167.00,360417543.00,180208771.00,630730700.00,0.51,15.5
Mondego (railway),Railway,SSP1-2.6,+Geoid,2074,0.446,52050502.00,26025251.00,91088379.00,1232462703.00,616231352.00,2156809731.00,0.18,52.1
Mondego (railway),Railway,SSP1-2.6,Baseline,2075,0.3,16000000.00,8000000.00,28000000.00,376417543.00,188208771.00,658730700.00,0.5,16.0
Mondego (railway),Railway,SSP1-2.6,+Geoid,2075,0.45,53740115.00,26870058.00,94045202.00,1286202819.00,643101409.00,2250854933.00,0.18,53.7
Mondego (railway),Railway,SSP1-2.6,Baseline,2076,0.304,16532070.00,8266035.00,28931123.00,392949613.00,196474807.00,687661823.00,0.49,16.5
Mondego (railway),Railway,SSP1-2.6,+Geoid,2076,0.454,55483591.00,27741796.00,97096285.00,1341686410.00,670843205.00,2347951217.00,0.17,55.5
Mondego (railway),Railway,SSP1-2.6,Baseline,2077,0.308,17081412.00,8540706.00,29892470.00,410031025.00,205015512.00,717554293.00,0.47,17.1
Mondego (railway),Railway,SSP1-2.6,+Geoid,2077,0.458,57282623.00,28641312.00,100244591.00,1398969033.00,699484517.00,2448195808.00,0.17,57.3
Mondego (railway),Railway,SSP1-2.6,Baseline,2078,0.312,17648574.00,8824287.00,30885005.00,427679599.00,213839799.00,748439298.00,0.46,17.6
Mondego (railway),Railway,SSP1-2.6,+Geoid,2078,0.462,59138957.00,29569478.00,103493175.00,1458107990.00,729053995.00,2551688983.00,0.16,59.1
Mondego (railway),Railway,SSP1-2.6,Baseline,2079,0.316,18234126.00,9117063.00,31909721.00,445913725.00,222956862.00,780349019.00,0.45,18.2
Mondego (railway),Railway,SSP1-2.6,+Geoid,2079,0.466,61054393.00,30527196.00,106845187.00,1519162383.00,759581191.00,2658534170.00,0.16,61.1
Mondego (railway),Railway,SSP1-2.6,Baseline,2080,0.32,18838653.00,9419327.00,32967643.00,464752378.00,232376189.00,813316661.00,0.44,18.8
Mondego (railway),Railway,SSP1-2.6,+Geoid,2080,0.47,63030786.00,31515393.00,110303875.00,1582193169.00,791096584.00,2768838045.00,0.15,63.0
Mondego (railway),Railway,SSP1-2.6,Baseline,2081,0.324,19462759.00,9731380.00,34059828.00,484215137.00,242107568.00,847376490.00,0.42,19.5
Mondego (railway),Railway,SSP1-2.6,+Geoid,2081,0.474,65070051.00,32535025.00,113872589.00,1647263219.00,823631610.00,2882710634.00,0.15,65.1
Mondego (railway),Railway,SSP1-2.6,Baseline,2082,0.328,20107067.00,10053534.00,35187368.00,504322204.00,252161102.00,882563857.00,0.41,20.1
Mondego (railway),Railway,SSP1-2.6,+Geoid,2082,0.478,67174160.00,33587080.00,117554780.00,1714437379.00,857218690.00,3000265413.00,0.15,67.2
Mondego (railway),Railway,SSP1-2.6,Baseline,2083,0.332,20772220.00,10386110.00,36351386.00,525094425.00,262547212.00,918915243.00,0.4,20.8
Mondego (railway),Railway,SSP1-2.6,+Geoid,2083,0.482,69345147.00,34672574.00,121354008.00,1783782527.00,891891263.00,3121619421.00,0.14,69.3
Mondego (railway),Railway,SSP1-2.6,Baseline,2084,0.336,21458881.00,10729441.00,37553042.00,546553306.00,273276653.00,956468285.00,0.39,21.5
Mondego (railway),Railway,SSP1-2.6,+Geoid,2084,0.486,71585111.00,35792555.00,125273944.00,1855367637.00,927683819.00,3246893366.00,0.14,71.6
Mondego (railway),Railway,SSP1-2.6,Baseline,2085,0.34,22167733.00,11083866.00,38793533.00,568721039.00,284360519.00,995261817.00,0.38,22.2
Mondego (railway),Railway,SSP1-2.6,+Geoid,2085,0.49,73896213.00,36948106.00,129318373.00,1929263850.00,964631925.00,3376211738.00,0.13,73.9
Mondego (railway),Railway,SSP1-2.6,Baseline,2086,0.344,22899481.00,11449741.00,40074092.00,591620520.00,295810260.00,1035335909.00,0.37,22.9
Mondego (railway),Railway,SSP1-2.6,+Geoid,2086,0.494,76280683.00,38140341.00,133491195.00,2005544533.00,1002772267.00,3509702933.00,0.13,76.3
Mondego (railway),Railway,SSP1-2.6,Baseline,2087,0.348,23654853.00,11827426.00,41395992.00,615275372.00,307637686.00,1076731901.00,0.36,23.7
Mondego (railway),Railway,SSP1-2.6,+Geoid,2087,0.498,78740819.00,39370410.00,137796433.00,2084285352.00,1042142676.00,3647499367.00,0.13,78.7
Mondego (railway),Railway,SSP1-2.6,Baseline,2088,0.352,24434597.00,12217299.00,42760545.00,639709970.00,319854985.00,1119492447.00,0.35,24.4
Mondego (railway),Railway,SSP1-2.6,+Geoid,2088,0.502,81278992.00,40639496.00,142238236.00,2165564344.00,1082782172.00,3789737602.00,0.12,81.3
Mondego (railway),Railway,SSP1-2.6,Baseline,2089,0.356,25239489.00,12619745.00,44169106.00,664949459.00,332474729.00,1163661552.00,0.34,25.2
Mondego (railway),Railway,SSP1-2.6,+Geoid,2089,0.506,83897644.00,41948822.00,146820878.00,2249461989.00,1124730994.00,3936558480.00,0.12,83.9
Mondego (railway),Railway,SSP1-2.6,Baseline,2090,0.36,26070325.00,13035162.00,45623069.00,691019784.00,345509892.00,1209284621.00,0.33,26.1
Mondego (railway),Railway,SSP1-2.6,+Geoid,2090,0.51,86599296.00,43299648.00,151548768.00,2336061284.00,1168030642.00,4088107248.00,0.12,86.6
Mondego (railway),Railway,SSP1-2.6,Baseline,2091,0.364,26927928.00,13463964.00,47123874.00,717947711.00,358973856.00,1256408495.00,0.32,26.9
Mondego (railway),Railway,SSP1-2.6,+Geoid,2091,0.514,89386543.00,44693271.00,156426450.00,2425447827.00,1212723914.00,4244533698.00,0.11,89.4
Mondego (railway),Railway,SSP1-2.6,Baseline,2092,0.368,27813146.00,13906573.00,48673006.00,745760858.00,372880429.00,1305081501.00,0.31,27.8
Mondego (railway),Railway,SSP1-2.6,+Geoid,2092,0.518,92262064.00,46131032.00,161458611.00,2517709891.00,1258854946.00,4405992309.00,0.11,92.3
Mondego (railway),Railway,SSP1-2.6,Baseline,2093,0.372,28726855.00,14363427.00,50271996.00,774487712.00,387243856.00,1355353496.00,0.3,28.7
Mondego (railway),Railway,SSP1-2.6,+Geoid,2093,0.522,95228618.00,47614309.00,166650082.00,2612938509.00,1306469255.00,4572642391.00,0.11,95.2
Mondego (railway),Railway,SSP1-2.6,Baseline,2094,0.376,29669956.00,14834978.00,51922423.00,804157668.00,402078834.00,1407275919.00,0.3,29.7
Mondego (railway),Railway,SSP1-2.6,+Geoid,2094,0.526,98289052.00,49144526.00,172005841.00,2711227561.00,1355613781.00,4744648232.00,0.1,98.3
Mondego (railway),Railway,SSP1-2.6,Baseline,2095,0.38,30643380.00,15321690.00,53625915.00,834801048.00,417400524.00,1460901834.00,0.29,30.6
Mondego (railway),Railway,SSP1-2.6,+Geoid,2095,0.53,101446300.00,50723150.00,177531024.00,2812673861.00,1406336930.00,4922179256.00,0.1,101.4
Mondego (railway),Railway,SSP1-2.6,Baseline,2096,0.384,31648087.00,15824043.00,55384151.00,866449134.00,433224567.00,1516285985.00,0.28,31.6
Mondego (railway),Railway,SSP1-2.6,+Geoid,2096,0.534,104703385.00,52351693.00,183230925.00,2917377246.00,1458688623.00,5105410181.00,0.1,104.7
Mondego (railway),Railway,SSP1-2.6,Baseline,2097,0.388,32685065.00,16342533.00,57198864.00,899134200.00,449567100.00,1573484849.00,0.27,32.7
Mondego (railway),Railway,SSP1-2.6,+Geoid,2097,0.538,108063428.00,54031714.00,189110998.00,3025440674.00,1512720337.00,5294521179.00,0.1,108.1
Mondego (railway),Railway,SSP1-2.6,Baseline,2098,0.392,33755337.00,16877668.00,59071839.00,932889536.00,466444768.00,1632556689.00,0.26,33.8
Mondego (railway),Railway,SSP1-2.6,+Geoid,2098,0.542,111529641.00,55764820.00,195176872.00,3136970315.00,1568485157.00,5489698051.00,0.09,111.5
Mondego (railway),Railway,SSP1-2.6,Baseline,2099,0.396,34859953.00,17429977.00,61004918.00,967749490.00,483874745.00,1693561607.00,0.26,34.9
Mondego (railway),Railway,SSP1-2.6,+Geoid,2099,0.546,115105339.00,57552670.00,201434344.00,3252075654.00,1626037827.00,5691132395.00,0.09,115.1
Mondego (railway),Railway,SSP1-2.6,Baseline,2100,0.4,36000000.00,18000000.00,63000000.00,1003749490.00,501874745.00,1756561607.00,0.25,36.0
Mondego (railway),Railway,SSP1-2.6,+Geoid,2100,0.55,118793939.00,59396970.00,207889394.00,3370869593.00,1685434797.00,5899021789.00,0.09,118.8
Mondego (railway),Railway,SSP2-4.5,Baseline,2025,0.05,1944544.00,972272.00,3402951.00,1944544.00,972272.00,3402951.00,2.83,1.9
Mondego (railway),Railway,SSP2-4.5,+Geoid,2025,0.2,7000000.00,3500000.00,12250000.00,7000000.00,3500000.00,12250000.00,1.0,7.0
Mondego (railway),Railway,SSP2-4.5,Baseline,2026,0.06,2122003.00,1061002.00,3713506.00,4066547.00,2033273.00,7116457.00,2.64,2.1
Mondego (railway),Railway,SSP2-4.5,+Geoid,2026,0.21,7609592.00,3804796.00,13316785.00,14609592.00,7304796.00,25566785.00,0.93,7.6
Mondego (railway),Railway,SSP2-4.5,Baseline,2027,0.07,2314919.00,1157460.00,4051109.00,6381466.00,3190733.00,11167566.00,2.46,2.3
Mondego (railway),Railway,SSP2-4.5,+Geoid,2027,0.22,8270628.00,4135314.00,14473599.00,22880220.00,11440110.00,40040385.00,0.87,8.3
Mondego (railway),Railway,SSP2-4.5,Baseline,2028,0.08,2524597.00,1262298.00,4418044.00,8906063.00,4453031.00,15585610.00,2.3,2.5
Mondego (railway),Railway,SSP2-4.5,+Geoid,2028,0.23,8987354.00,4493677.00,15727870.00,31867574.00,15933787.00,55768254.00,0.81,9.0
Mondego (railway),Railway,SSP2-4.5,Baseline,2029,0.09,2752447.00,1376224.00,4816783.00,11658510.00,5829255.00,20402393.00,2.14,2.8
Mondego (railway),Railway,SSP2-4.5,+Geoid,2029,0.24,9764359.00,4882179.00,17087627.00,41631932.00,20815966.00,72855882.00,0.76,9.8
Mondego (railway),Railway,SSP2-4.5,Baseline,2030,0.1,3000000.00,1500000.00,5250000.00,14658510.00,7329255.00,25652393.00,2.0,3.0
Mondego (railway),Railway,SSP2-4.5,+Geoid,2030,0.25,10606602.00,5303301.00,18561553.00,52238534.00,26119267.00,91417435.00,0.71,10.6
Mondego (railway),Railway,SSP2-4.5,Baseline,2031,0.11,3268909.00,1634455.00,5720591.00,17927419.00,8963710.00,31372984.00,1.87,3.3
Mondego (railway),Railway,SSP2-4.5,+Geoid,2031,0.26,11519446.00,5759723.00,20159030.00,63757980.00,31878990.00,111576465.00,0.66,11.5
Mondego (railway),Railway,SSP2-4.5,Baseline,2032,0.12,3560965.00,1780482.00,6231689.00,21488384.00,10744192.00,37604672.00,1.74,3.6
Mondego (railway),Railway,SSP2-4.5,+Geoid,2032,0.27,12508687.00,6254343.00,21890202.00,76266667.00,38133334.00,133466667.00,0.62,12.5
Mondego (railway),Railway,SSP2-4.5,Baseline,2033,0.13,3878105.00,1939052.00,6786684.00,25366489.00,12683244.00,44391356.00,1.62,3.9
Mondego (railway),Railway,SSP2-4.5,+Geoid,2033,0.28,13580589.00,6790294.00,23766030.00,89847256.00,44923628.00,157232698.00,0.57,13.6
Mondego (railway),Railway,SSP2-4.5,Baseline,2034,0.14,4222425.00,2111213.00,7389244.00,29588914.00,14794457.00,51780600.00,1.52,4.2
Mondego (railway),Railway,SSP2-4.5,+Geoid,2034,0.29,14741921.00,7370961.00,25798362.00,104589177.00,52294589.00,183031060.00,0.54,14.7
Mondego (railway),Railway,SSP2-4.5,Baseline,2035,0.15,4596194.00,2298097.00,8043340.00,34185108.00,17092554.00,59823940.00,1.41,4.6
Mondego (railway),Railway,SSP2-4.5,+Geoid,2035,0.3,16000000.00,8000000.00,28000000.00,120589177.00,60294589.00,211031060.00,0.5,16.0
Mondego (railway),Railway,SSP2-4.5,Baseline,2036,0.16,5001865.00,2500932.00,8753263.00,39186973.00,19593487.00,68577203.00,1.32,5.0
Mondego (railway),Railway,SSP2-4.5,+Geoid,2036,0.31,17362730.00,8681365.00,30384778.00,137951907.00,68975954.00,241415838.00,0.47,17.4
Mondego (railway),Railway,SSP2-4.5,Baseline,2037,0.17,5442091.00,2721046.00,9523659.00,44629064.00,22314532.00,78100862.00,1.23,5.4
