section,section_type,scenario,variant,year,slr_m,annual_cost_mid_eur,annual_cost_low_eur,annual_cost_high_eur,cumulative_cost_mid_eur,cumulative_cost_low_eur,cumulative_cost_high_eur,return_period_yr,closure_days_yr
Setúbal,Port,SSP1-2.6,Baseline,2063,0.252,5391672.00,3235003.00,9705009.00,107548931.00,64529359.00,193588077.00,2.0921,2.157
Setúbal,Port,SSP1-2.6,Baseline,2064,0.256,5572738.00,3343643.00,10030928.00,113121669.00,67873002.00,203619005.00,2.0349,2.229
Setúbal,Port,SSP1-2.6,Baseline,2065,0.26,5759723.00,3455834.00,10367501.00,118881391.00,71328836.00,213986506.00,1.9793,2.304
Setúbal,Port,SSP1-2.6,Baseline,2066,0.264,5952817.00,3571690.00,10715071.00,124834209.00,74900526.00,224701577.00,1.9251,2.381
Setúbal,Port,SSP1-2.6,Baseline,2067,0.268,6152217.00,3691330.00,11073990.00,130986426.00,78591856.00,235775567.00,1.8725,2.461
Setúbal,Port,SSP1-2.6,Baseline,2068,0.272,6358123.00,3814874.00,11444621.00,137344548.00,82406730.00,247220188.00,1.8213,2.543
Setúbal,Port,SSP1-2.6,Baseline,2069,0.276,6570744.00,3942446.00,11827339.00,143915292.00,86349176.00,259047527.00,1.7715,2.628
Setúbal,Port,SSP1-2.6,Baseline,2070,0.28,6790294.00,4074177.00,12222530.00,150705586.00,90423353.00,271270057.00,1.723,2.716
Setúbal,Port,SSP1-2.6,Baseline,2071,0.284,7016997.00,4210198.00,12630594.00,157722583.00,94633551.00,283900651.00,1.6759,2.807
Setúbal,Port,SSP1-2.6,Baseline,2072,0.288,7251079.00,4350647.00,13051942.00,164973661.00,98984198.00,296952593.00,1.6301,2.9
Setúbal,Port,SSP1-2.6,Baseline,2073,0.292,7492777.00,4495666.00,13486998.00,172466438.00,103479864.00,310439591.00,1.5855,2.997
Setúbal,Port,SSP1-2.6,Baseline,2074,0.296,7742333.00,4645400.00,13936200.00,180208771.00,108125264.00,324375791.00,1.5422,3.097
Setúbal,Port,SSP1-2.6,Baseline,2075,0.3,8000000.00,4800000.00,14400000.00,188208771.00,112925264.00,338775791.00,1.5,3.2
Setúbal,Port,SSP1-2.6,Baseline,2076,0.304,8266035.00,4959621.00,14878863.00,196474807.00,117884885.00,353654654.00,1.459,3.306
Setúbal,Port,SSP1-2.6,Baseline,2077,0.308,8540706.00,5124423.00,15373270.00,205015512.00,123009308.00,369027924.00,1.4191,3.416
Setúbal,Port,SSP1-2.6,Baseline,2078,0.312,8824287.00,5294572.00,15883717.00,213839799.00,128303880.00,384911641.00,1.3803,3.53
Setúbal,Port,SSP1-2.6,Baseline,2079,0.316,9117063.00,5470238.00,16410713.00,222956862.00,133774118.00,401322354.00,1.3425,3.647
Setúbal,Port,SSP1-2.6,Baseline,2080,0.32,9419327.00,5651596.00,16954788.00,232376189.00,139425714.00,418277142.00,1.3058,3.768
Setúbal,Port,SSP1-2.6,Baseline,2081,0.324,9731380.00,5838828.00,17516483.00,242107568.00,145264542.00,435793625.00,1.2701,3.893
Setúbal,Port,SSP1-2.6,Baseline,2082,0.328,10053534.00,6032120.00,18096361.00,252161102.00,151296662.00,453889986.00,1.2354,4.021
Setúbal,Port,SSP1-2.6,Baseline,2083,0.332,10386110.00,6231666.00,18694998.00,262547212.00,157528328.00,472584984.00,1.2016,4.154
Setúbal,Port,SSP1-2.6,Baseline,2084,0.336,10729441.00,6437664.00,19312993.00,273276653.00,163965992.00,491897977.00,1.1687,4.292
Setúbal,Port,SSP1-2.6,Baseline,2085,0.34,11083866.00,6650320.00,19950960.00,284360519.00,170616312.00,511848937.00,1.1368,4.434
Setúbal,Port,SSP1-2.6,Baseline,2086,0.344,11449741.00,6869844.00,20609533.00,295810260.00,177486156.00,532458470.00,1.1057,4.58
Setúbal,Port,SSP1-2.6,Baseline,2087,0.348,11827426.00,7096456.00,21289367.00,307637686.00,184582612.00,553747837.00,1.0755,4.731
Setúbal,Port,SSP1-2.6,Baseline,2088,0.352,12217299.00,7330379.00,21991138.00,319854985.00,191912991.00,575738975.00,1.0461,4.887
Setúbal,Port,SSP1-2.6,Baseline,2089,0.356,12619745.00,7571847.00,22715540.00,332474729.00,199484838.00,598454515.00,1.0175,5.048
Setúbal,Port,SSP1-2.6,Baseline,2090,0.36,13035162.00,7821097.00,23463292.00,345509892.00,207305935.00,621917807.00,0.9896,5.214
Setúbal,Port,SSP1-2.6,Baseline,2091,0.364,13463964.00,8078378.00,24235135.00,358973856.00,215384313.00,646152942.00,0.9626,5.386
Setúbal,Port,SSP1-2.6,Baseline,2092,0.368,13906573.00,8343944.00,25031832.00,372880429.00,223728257.00,671184774.00,0.9362,5.563
Setúbal,Port,SSP1-2.6,Baseline,2093,0.372,14363427.00,8618056.00,25854169.00,387243856.00,232346313.00,697038943.00,0.9106,5.745
Setúbal,Port,SSP1-2.6,Baseline,2094,0.376,14834978.00,8900987.00,26702960.00,402078834.00,241247300.00,723741903.00,0.8857,5.934
Setúbal,Port,SSP1-2.6,Baseline,2095,0.38,15321690.00,9193014.00,27579042.00,417400524.00,250440314.00,751320945.00,0.8615,6.129
Setúbal,Port,SSP1-2.6,Baseline,2096,0.384,15824043.00,9494426.00,28483278.00,433224567.00,259934740.00,779804223.00,0.838,6.33
Setúbal,Port,SSP1-2.6,Baseline,2097,0.388,16342533.00,9805520.00,29416559.00,449567100.00,269740260.00,809220782.00,0.8151,6.537
Setúbal,Port,SSP1-2.6,Baseline,2098,0.392,16877668.00,10126601.00,30379803.00,466444768.00,279866861.00,839600585.00,0.7928,6.751
Setúbal,Port,SSP1-2.6,Baseline,2099,0.396,17429977.00,10457986.00,31373958.00,483874745.00,290324847.00,870974543.00,0.7711,6.972
Setúbal,Port,SSP1-2.6,Baseline,2100,0.4,18000000.00,10800000.00,32400000.00,501874745.00,301124847.00,903374543.00,0.75,7.2
Setúbal,Port,SSP1-2.6,+Geoid,2025,0.11,1634455.00,980673.00,2942018.00,1634455.00,980673.00,2942018.00,5.5982,0.654
Setúbal,Port,SSP1-2.6,+Geoid,2026,0.132,1972362.00,1183417.00,3550252.00,3606817.00,2164090.00,6492270.00,4.8064,0.789
Setúbal,Port,SSP1-2.6,+Geoid,2027,0.154,2377245.00,1426347.00,4279041.00,5984062.00,3590437.00,10771311.00,4.1266,0.951
Setúbal,Port,SSP1-2.6,+Geoid,2028,0.176,2861999.00,1717199.00,5151598.00,8846061.00,5307636.00,15922909.00,3.543,1.145
Setúbal,Port,SSP1-2.6,+Geoid,2029,0.198,3441952.00,2065171.00,6195514.00,12288013.00,7372807.00,22118423.00,3.0419,1.377
Setúbal,Port,SSP1-2.6,+Geoid,2030,0.22,4135314.00,2481188.00,7443565.00,16423327.00,9853995.00,29561988.00,2.6117,1.654
Setúbal,Port,SSP1-2.6,+Geoid,2031,0.2265,4364943.00,2618966.00,7856897.00,20788270.00,12472961.00,37418885.00,2.4966,1.746
Setúbal,Port,SSP1-2.6,+Geoid,2032,0.233,4606954.00,2764172.00,8292517.00,25395224.00,15237133.00,45711402.00,2.3866,1.843
Setúbal,Port,SSP1-2.6,+Geoid,2033,0.2395,4862001.00,2917201.00,8751602.00,30257225.00,18154334.00,54463004.00,2.2815,1.945
Setúbal,Port,SSP1-2.6,+Geoid,2034,0.246,5130771.00,3078463.00,9235388.00,35387996.00,21232797.00,63698392.00,2.181,2.052
Setúbal,Port,SSP1-2.6,+Geoid,2035,0.2525,5413988.00,3248393.00,9745178.00,40801984.00,24481190.00,73443570.00,2.0849,2.166
Setúbal,Port,SSP1-2.6,+Geoid,2036,0.259,5712411.00,3427447.00,10282341.00,46514395.00,27908637.00,83725911.00,1.993,2.285
Setúbal,Port,SSP1-2.6,+Geoid,2037,0.2655,6026843.00,3616106.00,10848317.00,52541238.00,31524743.00,94574228.00,1.9052,2.411
Setúbal,Port,SSP1-2.6,+Geoid,2038,0.272,6358123.00,3814874.00,11444621.00,58899360.00,35339617.00,106018849.00,1.8213,2.543
Setúbal,Port,SSP1-2.6,+Geoid,2039,0.2785,6707137.00,4024282.00,12072846.00,65606497.00,39363899.00,118091695.00,1.7411,2.683
Setúbal,Port,SSP1-2.6,+Geoid,2040,0.285,7074816.00,4244890.00,12734669.00,72681313.00,43608789.00,130826364.00,1.6644,2.83
Setúbal,Port,SSP1-2.6,+Geoid,2041,0.2915,7462140.00,4477284.00,13431851.00,80143453.00,48086073.00,144258215.00,1.591,2.985
Setúbal,Port,SSP1-2.6,+Geoid,2042,0.298,7870137.00,4722082.00,14166247.00,88013590.00,52808155.00,158424462.00,1.5209,3.148
Setúbal,Port,SSP1-2.6,+Geoid,2043,0.3045,8299891.00,4979935.00,14939804.00,96313481.00,57788090.00,173364266.00,1.4539,3.32
Setúbal,Port,SSP1-2.6,+Geoid,2044,0.311,8752541.00,5251525.00,15754574.00,105066022.00,63039615.00,189118840.00,1.3899,3.501
Setúbal,Port,SSP1-2.6,+Geoid,2045,0.3175,9229284.00,5537570.00,16612711.00,114295306.00,68577185.00,205731551.00,1.3287,3.692
Setúbal,Port,SSP1-2.6,+Geoid,2046,0.324,9731380.00,5838828.00,17516483.00,124026686.00,74416013.00,223248034.00,1.2701,3.893
Setúbal,Port,SSP1-2.6,+Geoid,2047,0.3305,10260152.00,6156091.00,18468273.00,134286837.00,80572104.00,241716307.00,1.2142,4.104
Setúbal,Port,SSP1-2.6,+Geoid,2048,0.337,10816993.00,6490196.00,19470588.00,145103831.00,87062300.00,261186895.00,1.1607,4.327
Setúbal,Port,SSP1-2.6,+Geoid,2049,0.3435,11403368.00,6842021.00,20526062.00,156507198.00,93904321.00,281712957.00,1.1095,4.561
Setúbal,Port,SSP1-2.6,+Geoid,2050,0.35,12020815.00,7212489.00,21637468.00,168528014.00,101116810.00,303350425.00,1.0607,4.808
Setúbal,Port,SSP1-2.6,+Geoid,2051,0.354,12416925.00,7450155.00,22350466.00,180944939.00,108566965.00,325700891.00,1.0317,4.967
Setúbal,Port,SSP1-2.6,+Geoid,2052,0.358,12825807.00,7695484.00,23086452.00,193770746.00,116262449.00,348787343.00,1.0034,5.13
Setúbal,Port,SSP1-2.6,+Geoid,2053,0.362,13247864.00,7948718.00,23846155.00,207018610.00,124211167.00,372633498.00,0.976,5.299
Setúbal,Port,SSP1-2.6,+Geoid,2054,0.366,13683516.00,8210109.00,24630328.00,220702125.00,132421276.00,397263826.00,0.9493,5.473
Setúbal,Port,SSP1-2.6,+Geoid,2055,0.37,14133192.00,8479915.00,25439745.00,234835317.00,140901191.00,422703571.00,0.9234,5.653
Setúbal,Port,SSP1-2.6,+Geoid,2056,0.374,14597337.00,8758402.00,26275206.00,249432654.00,149659593.00,448978777.00,0.8981,5.839
Setúbal,Port,SSP1-2.6,+Geoid,2057,0.378,15076409.00,9045845.00,27137536.00,264509063.00,158705438.00,476116313.00,0.8736,6.031
Setúbal,Port,SSP1-2.6,+Geoid,2058,0.382,15570881.00,9342529.00,28027586.00,280079944.00,168047967.00,504143899.00,0.8497,6.228
Setúbal,Port,SSP1-2.6,+Geoid,2059,0.386,16081239.00,9648744.00,28946231.00,296161183.00,177696711.00,533090130.00,0.8264,6.432
Setúbal,Port,SSP1-2.6,+Geoid,2060,0.39,16607987.00,9964792.00,29894377.00,312769170.00,187661503.00,562984507.00,0.8038,6.643
Setúbal,Port,SSP1-2.6,+Geoid,2061,0.394,17151642.00,10290985.00,30872956.00,329920813.00,197952488.00,593857463.00,0.7818,6.861
Setúbal,Port,SSP1-2.6,+Geoid,2062,0.398,17712739.00,10627644.00,31882931.00,347633552.00,208580132.00,625740394.00,0.7605,7.085
Setúbal,Port,SSP1-2.6,+Geoid,2063,0.402,18291829.00,10975097.00,32925292.00,365925381.00,219555229.00,658665686.00,0.7397,7.317
Setúbal,Port,SSP1-2.6,+Geoid,2064,0.406,18889480.00,11333688.00,34001063.00,384814861.00,230888917.00,692666749.00,0.7194,7.556
Setúbal,Port,SSP1-2.6,+Geoid,2065,0.41,19506277.00,11703766.00,35111299.00,404321138.00,242592683.00,727778048.00,0.6998,7.803
Setúbal,Port,SSP1-2.6,+Geoid,2066,0.414,20142826.00,12085695.00,36257086.00,424463963.00,254678378.00,764035134.00,0.6806,8.057
Setúbal,Port,SSP1-2.6,+Geoid,2067,0.418,20799748.00,12479849.00,37439547.00,445263711.00,267158227.00,801474681.00,0.662,8.32
Setúbal,Port,SSP1-2.6,+Geoid,2068,0.422,21477687.00,12886612.00,38659837.00,466741399.00,280044839.00,840134518.00,0.6439,8.591
Setúbal,Port,SSP1-2.6,+Geoid,2069,0.426,22177306.00,13306383.00,39919150.00,488918704.00,293351222.00,880053668.00,0.6263,8.871
Setúbal,Port,SSP1-2.6,+Geoid,2070,0.43,22899286.00,13739572.00,41218715.00,511817990.00,307090794.00,921272383.00,0.6092,9.16
Setúbal,Port,SSP1-2.6,+Geoid,2071,0.434,23644333.00,14186600.00,42559800.00,535462324.00,321277394.00,963832183.00,0.5925,9.458
Setúbal,Port,SSP1-2.6,+Geoid,2072,0.438,24413173.00,14647904.00,43943712.00,559875497.00,335925298.00,1007775895.00,0.5763,9.765
Setúbal,Port,SSP1-2.6,+Geoid,2073,0.442,25206555.00,15123933.00,45371799.00,585082052.00,351049231.00,1053147694.00,0.5606,10.083
Setúbal,Port,SSP1-2.6,+Geoid,2074,0.446,26025251.00,15615151.00,46845452.00,611107303.00,366664382.00,1099993146.00,0.5452,10.41
Setúbal,Port,SSP1-2.6,+Geoid,2075,0.45,26870058.00,16122035.00,48366104.00,637977361.00,382786417.00,1148359250.00,0.5303,10.748
Setúbal,Port,SSP1-2.6,+Geoid,2076,0.454,27741796.00,16645077.00,49935232.00,665719156.00,399431494.00,1198294482.00,0.5158,11.097
Setúbal,Port,SSP1-2.6,+Geoid,2077,0.458,28641312.00,17184787.00,51554361.00,694360468.00,416616281.00,1249848843.00,0.5017,11.457
Setúbal,Port,SSP1-2.6,+Geoid,2078,0.462,29569478.00,17741687.00,53225061.00,723929946.00,434357968.00,1303073904.00,0.488,11.828
Setúbal,Port,SSP1-2.6,+Geoid,2079,0.466,30527196.00,18316318.00,54948953.00,754457143.00,452674286.00,1358022857.00,0.4747,12.211
Setúbal,Port,SSP1-2.6,+Geoid,2080,0.47,31515393.00,18909236.00,56727707.00,785972536.00,471583522.00,1414750564.00,0.4617,12.606
Setúbal,Port,SSP1-2.6,+Geoid,2081,0.474,32535025.00,19521015.00,58563046.00,818507561.00,491104537.00,1473313610.00,0.4491,13.014
Setúbal,Port,SSP1-2.6,+Geoid,2082,0.478,33587080.00,20152248.00,60456744.00,852094641.00,511256785.00,1533770354.00,0.4368,13.435
Setúbal,Port,SSP1-2.6,+Geoid,2083,0.482,34672574.00,20803544.00,62410633.00,886767215.00,532060329.00,1596180987.00,0.4248,13.869
Setúbal,Port,SSP1-2.6,+Geoid,2084,0.486,35792555.00,21475533.00,64426600.00,922559770.00,553535862.00,1660607587.00,0.4132,14.317
Setúbal,Port,SSP1-2.6,+Geoid,2085,0.49,36948106.00,22168864.00,66506592.00,959507877.00,575704726.00,1727114179.00,0.4019,14.779
Setúbal,Port,SSP1-2.6,+Geoid,2086,0.494,38140341.00,22884205.00,68652614.00,997648218.00,598588931.00,1795766793.00,0.3909,15.256
Setúbal,Port,SSP1-2.6,+Geoid,2087,0.498,39370410.00,23622246.00,70866737.00,1037018628.00,622211177.00,1866633530.00,0.3802,15.748
Setúbal,Port,SSP1-2.6,+Geoid,2088,0.502,40639496.00,24383698.00,73151093.00,1077658124.00,646594875.00,1939784623.00,0.3698,16.256
Setúbal,Port,SSP1-2.6,+Geoid,2089,0.506,41948822.00,25169293.00,75507880.00,1119606946.00,671764168.00,2015292503.00,0.3597,16.78
Setúbal,Port,SSP1-2.6,+Geoid,2090,0.51,43299648.00,25979789.00,77939366.00,1162906594.00,697743957.00,2093231869.00,0.3499,17.32
Setúbal,Port,SSP1-2.6,+Geoid,2091,0.514,44693271.00,26815963.00,80447889.00,1207599865.00,724559920.00,2173679758.00,0.3403,17.877
Setúbal,Port,SSP1-2.6,+Geoid,2092,0.518,46131032.00,27678619.00,83035857.00,1253730897.00,752238539.00,2256715615.00,0.331,18.452
Setúbal,Port,SSP1-2.6,+Geoid,2093,0.522,47614309.00,28568585.00,85705756.00,1301345206.00,780807124.00,2342421371.00,0.322,19.046
Setúbal,Port,SSP1-2.6,+Geoid,2094,0.526,49144526.00,29486716.00,88460147.00,1350489732.00,810293840.00,2430881518.00,0.3132,19.658
Setúbal,Port,SSP1-2.6,+Geoid,2095,0.53,50723150.00,30433890.00,91301670.00,1401212882.00,840727730.00,2522183188.00,0.3046,20.289
Setúbal,Port,SSP1-2.6,+Geoid,2096,0.534,52351693.00,31411016.00,94233047.00,1453564575.00,872138746.00,2616416235.00,0.2963,20.941
Setúbal,Port,SSP1-2.6,+Geoid,2097,0.538,54031714.00,32419028.00,97257085.00,1507596288.00,904557774.00,2713673320.00,0.2882,21.613
Setúbal,Port,SSP1-2.6,+Geoid,2098,0.542,55764820.00,33458892.00,100376677.00,1563361109.00,938016666.00,2814049997.00,0.2803,22.306
Setúbal,Port,SSP1-2.6,+Geoid,2099,0.546,57552670.00,34531602.00,103594805.00,1620913779.00,972548268.00,2917644802.00,0.2726,23.021
Setúbal,Port,SSP1-2.6,+Geoid,2100,0.55,59396970.00,35638182.00,106914545.00,1680310748.00,1008186450.00,3024559347.00,0.2652,23.759
Setúbal,Port,SSP2-4.5,Baseline,2025,0.05,972272.00,583363.00,1750089.00,972272.00,583363.00,1750089.00,8.4853,0.389
Setúbal,Port,SSP2-4.5,Baseline,2026,0.06,1061002.00,636601.00,1909803.00,2033273.00,1219964.00,3659892.00,7.917,0.424
Setúbal,Port,SSP2-4.5,Baseline,2027,0.07,1157460.00,694476.00,2083427.00,3190733.00,1914440.00,5743319.00,7.3869,0.463
Setúbal,Port,SSP2-4.5,Baseline,2028,0.08,1262298.00,757379.00,2272137.00,4453031.00,2671819.00,8015456.00,6.8922,0.505
Setúbal,Port,SSP2-4.5,Baseline,2029,0.09,1376224.00,825734.00,2477203.00,5829255.00,3497553.00,10492659.00,6.4306,0.55
Setúbal,Port,SSP2-4.5,Baseline,2030,0.1,1500000.00,900000.00,2700000.00,7329255.00,4397553.00,13192659.00,6.0,0.6
Setúbal,Port,SSP2-4.5,Baseline,2031,0.11,1634455.00,980673.00,2942018.00,8963710.00,5378226.00,16134677.00,5.5982,0.654
Setúbal,Port,SSP2-4.5,Baseline,2032,0.12,1780482.00,1068289.00,3204868.00,10744192.00,6446515.00,19339545.00,5.2233,0.712
Setúbal,Port,SSP2-4.5,Baseline,2033,0.13,1939052.00,1163431.00,3490294.00,12683244.00,7609946.00,22829839.00,4.8735,0.776
Setúbal,Port,SSP2-4.5,Baseline,2034,0.14,2111213.00,1266728.00,3800183.00,14794457.00,8876674.00,26630022.00,4.5471,0.844
Setúbal,Port,SSP2-4.5,Baseline,2035,0.15,2298097.00,1378858.00,4136575.00,17092554.00,10255532.00,30766597.00,4.2426,0.919
Setúbal,Port,SSP2-4.5,Baseline,2036,0.16,2500932.00,1500559.00,4501678.00,19593487.00,11756091.00,35268275.00,3.9585,1.0
Setúbal,Port,SSP2-4.5,Baseline,2037,0.17,2721046.00,1632627.00,4897882.00,22314532.00,13388718.00,40166157.00,3.6934,1.088
Setúbal,Port,SSP2-4.5,Baseline,2038,0.18,2959872.00,1775923.00,5327769.00,25274404.00,15164641.00,45493926.00,3.4461,1.184
Setúbal,Port,SSP2-4.5,Baseline,2039,0.19,3218964.00,1931378.00,5794135.00,28493368.00,17096019.00,51288061.00,3.2153,1.288
Setúbal,Port,SSP2-4.5,Baseline,2040,0.2,3500000.00,2100000.00,6300000.00,31993368.00,19196019.00,57588061.00,3.0,1.4
Setúbal,Port,SSP2-4.5,Baseline,2041,0.21,3804796.00,2282877.00,6848632.00,35798164.00,21478896.00,64436693.00,2.7991,1.522
Setúbal,Port,SSP2-4.5,Baseline,2042,0.22,4135314.00,2481188.00,7443565.00,39933478.00,23960084.00,71880258.00,2.6117,1.654
Setúbal,Port,SSP2-4.5,Baseline,2043,0.23,4493677.00,2696206.00,8088619.00,44427155.00,26656290.00,79968877.00,2.4368,1.797
Setúbal,Port,SSP2-4.5,Baseline,2044,0.24,4882179.00,2929308.00,8787923.00,49309334.00,29585598.00,88756800.00,2.2736,1.953
Setúbal,Port,SSP2-4.5,Baseline,2045,0.25,5303301.00,3181981.00,9545942.00,54612635.00,32767579.00,98302742.00,2.1213,2.121
Setúbal,Port,SSP2-4.5,Baseline,2046,0.26,5759723.00,3455834.00,10367501.00,60372358.00,36223413.00,108670243.00,1.9793,2.304
Setúbal,Port,SSP2-4.5,Baseline,2047,0.27,6254343.00,3752606.00,11257818.00,66626701.00,39976019.00,119928061.00,1.8467,2.502
Setúbal,Port,SSP2-4.5,Baseline,2048,0.28,6790294.00,4074177.00,12222530.00,73416996.00,44050196.00,132150591.00,1.723,2.716
Setúbal,Port,SSP2-4.5,Baseline,2049,0.29,7370961.00,4422576.00,13267729.00,80787956.00,48472772.00,145418320.00,1.6077,2.948
Setúbal,Port,SSP2-4.5,Baseline,2050,0.3,8000000.00,4800000.00,14400000.00,88787956.00,53272772.00,159818320.00,1.5,3.2
Setúbal,Port,SSP2-4.5,Baseline,2051,0.306,8402274.00,5041364.00,15124093.00,97190230.00,58314136.00,174942413.00,1.4389,3.361
Setúbal,Port,SSP2-4.5,Baseline,2052,0.312,8824287.00,5294572.00,15883717.00,106014517.00,63608708.00,190826130.00,1.3803,3.53
Setúbal,Port,SSP2-4.5,Baseline,2053,0.318,9266990.00,5560194.00,16680582.00,115281508.00,69168902.00,207506712.00,1.3241,3.707
Setúbal,Port,SSP2-4.5,Baseline,2054,0.324,9731380.00,5838828.00,17516483.00,125012887.00,75007730.00,225023195.00,1.2701,3.893
Setúbal,Port,SSP2-4.5,Baseline,2055,0.33,10218499.00,6131099.00,18393298.00,135231386.00,81138829.00,243416493.00,1.2184,4.087
Setúbal,Port,SSP2-4.5,Baseline,2056,0.336,10729441.00,6437664.00,19312993.00,145960826.00,87576493.00,262729486.00,1.1687,4.292
Setúbal,Port,SSP2-4.5,Baseline,2057,0.342,11265350.00,6759210.00,20277630.00,157226176.00,94335703.00,283007116.00,1.1211,4.506
Setúbal,Port,SSP2-4.5,Baseline,2058,0.348,11827426.00,7096456.00,21289367.00,169053603.00,101432159.00,304296483.00,1.0755,4.731
Setúbal,Port,SSP2-4.5,Baseline,2059,0.354,12416925.00,7450155.00,22350466.00,181470528.00,108882314.00,326646949.00,1.0317,4.967
Setúbal,Port,SSP2-4.5,Baseline,2060,0.36,13035162.00,7821097.00,23463292.00,194505690.00,116703411.00,350110241.00,0.9896,5.214
Setúbal,Port,SSP2-4.5,Baseline,2061,0.366,13683516.00,8210109.00,24630328.00,208189206.00,124913520.00,374740569.00,0.9493,5.473
Setúbal,Port,SSP2-4.5,Baseline,2062,0.372,14363427.00,8618056.00,25854169.00,222552633.00,133531576.00,400594738.00,0.9106,5.745
Setúbal,Port,SSP2-4.5,Baseline,2063,0.378,15076409.00,9045845.00,27137536.00,237629042.00,142577421.00,427732274.00,0.8736,6.031
Setúbal,Port,SSP2-4.5,Baseline,2064,0.384,15824043.00,9494426.00,28483278.00,253453086.00,152071847.00,456215552.00,0.838,6.33
Setúbal,Port,SSP2-4.5,Baseline,2065,0.39,16607987.00,9964792.00,29894377.00,270061073.00,162036639.00,486109929.00,0.8038,6.643
Setúbal,Port,SSP2-4.5,Baseline,2066,0.396,17429977.00,10457986.00,31373958.00,287491049.00,172494625.00,517483887.00,0.7711,6.972
Setúbal,Port,SSP2-4.5,Baseline,2067,0.402,18291829.00,10975097.00,32925292.00,305782878.00,183469722.00,550409179.00,0.7397,7.317
Setúbal,Port,SSP2-4.5,Baseline,2068,0.408,19195448.00,11517269.00,34551806.00,324978326.00,194986991.00,584960985.00,0.7095,7.678
Setúbal,Port,SSP2-4.5,Baseline,2069,0.414,20142826.00,12085695.00,36257086.00,345121152.00,207072686.00,621218071.00,0.6806,8.057
Setúbal,Port,SSP2-4.5,Baseline,2070,0.42,21136050.00,12681630.00,38044890.00,366257201.00,219754316.00,659262961.00,0.6529,8.454
Setúbal,Port,SSP2-4.5,Baseline,2071,0.426,22177306.00,13306383.00,39919150.00,388434507.00,233060699.00,699182111.00,0.6263,8.871
Setúbal,Port,SSP2-4.5,Baseline,2072,0.432,23268881.00,13961329.00,41883987.00,411703388.00,247022028.00,741066098.00,0.6008,9.308
Setúbal,Port,SSP2-4.5,Baseline,2073,0.438,24413173.00,14647904.00,43943712.00,436116562.00,261669932.00,785009810.00,0.5763,9.765
Setúbal,Port,SSP2-4.5,Baseline,2074,0.444,25612690.00,15367614.00,46102841.00,461729251.00,277037546.00,831112651.00,0.5529,10.245
Setúbal,Port,SSP2-4.5,Baseline,2075,0.45,26870058.00,16122035.00,48366104.00,488599309.00,293159581.00,879478755.00,0.5303,10.748
Setúbal,Port,SSP2-4.5,Baseline,2076,0.456,28188027.00,16912816.00,50738449.00,516787336.00,310072397.00,930217204.00,0.5087,11.275
Setúbal,Port,SSP2-4.5,Baseline,2077,0.462,29569478.00,17741687.00,53225061.00,546356815.00,327814084.00,983442265.00,0.488,11.828
Setúbal,Port,SSP2-4.5,Baseline,2078,0.468,31017426.00,18610455.00,55831366.00,577374241.00,346424539.00,1039273631.00,0.4681,12.407
Setúbal,Port,SSP2-4.5,Baseline,2079,0.474,32535025.00,19521015.00,58563046.00,609909266.00,365945554.00,1097836677.00,0.4491,13.014
Setúbal,Port,SSP2-4.5,Baseline,2080,0.48,34125582.00,20475349.00,61426048.00,644034848.00,386420903.00,1159262725.00,0.4308,13.65
Setúbal,Port,SSP2-4.5,Baseline,2081,0.486,35792555.00,21475533.00,64426600.00,679827403.00,407896436.00,1223689325.00,0.4132,14.317
Setúbal,Port,SSP2-4.5,Baseline,2082,0.492,37539567.00,22523740.00,67571221.00,717366971.00,430420176.00,1291260546.00,0.3964,15.016
Setúbal,Port,SSP2-4.5,Baseline,2083,0.498,39370410.00,23622246.00,70866737.00,756737380.00,454042422.00,1362127283.00,0.3802,15.748
Setúbal,Port,SSP2-4.5,Baseline,2084,0.504,41289051.00,24773431.00,74320292.00,798026432.00,478815853.00,1436447575.00,0.3647,16.516
Setúbal,Port,SSP2-4.5,Baseline,2085,0.51,43299648.00,25979789.00,77939366.00,841326080.00,504795642.00,1514386941.00,0.3499,17.32
Setúbal,Port,SSP2-4.5,Baseline,2086,0.516,45406549.00,27243930.00,81731789.00,886732629.00,532039572.00,1596118730.00,0.3356,18.163
Setúbal,Port,SSP2-4.5,Baseline,2087,0.522,47614309.00,28568585.00,85705756.00,934346938.00,560608157.00,1681824486.00,0.322,19.046
Setúbal,Port,SSP2-4.5,Baseline,2088,0.528,49927694.00,29956616.00,89869849.00,984274632.00,590564773.00,1771694335.00,0.3088,19.971
Setúbal,Port,SSP2-4.5,Baseline,2089,0.534,52351693.00,31411016.00,94233047.00,1036626324.00,621975789.00,1865927382.00,0.2963,20.941
Setúbal,Port,SSP2-4.5,Baseline,2090,0.54,54891529.00,32934917.00,98804752.00,1091517853.00,654910706.00,1964732134.00,0.2842,21.957
Setúbal,Port,SSP2-4.5,Baseline,2091,0.546,57552670.00,34531602.00,103594805.00,1149070523.00,689442308.00,2068326939.00,0.2726,23.021
Setúbal,Port,SSP2-4.5,Baseline,2092,0.552,60340837.00,36204502.00,108613506.00,1209411360.00,725646810.00,2176940445.00,0.2615,24.136
Setúbal,Port,SSP2-4.5,Baseline,2093,0.558,63262020.00,37957212.00,113871636.00,1272673380.00,763604022.00,2290812081.00,0.2509,25.305
