scenario,year,variant,slr_m,nuts3,flooded_pixels,total_pixels,fraction_flooded,gdp_2022_eur,gdp_at_risk_eur
SSP2-4.5,2100,geoid_offset,0.75,Beiras e Serra da Estrela,0,264614,0.0,3339166000.0,0.0
SSP2-4.5,2100,geoid_offset,0.75,Cávado,52,109018,0.00047699,8421876000.0,4017112.33
SSP2-4.5,2100,geoid_offset,0.75,Douro,0,240914,0.0,3054160000.0,0.0
SSP2-4.5,2100,geoid_offset,0.75,Grande Lisboa,4336,116836,0.03711185,75526356000.0,2802922726.01
SSP2-4.5,2100,geoid_offset,0.75,Lezíria do Tejo,2175,360615,0.00603136,4573917000.0,27586954.16
SSP2-4.5,2100,geoid_offset,0.75,Médio Tejo,0,229750,0.0,3853435000.0,0.0
SSP2-4.5,2100,geoid_offset,0.75,Oeste,209,187694,0.00111351,6490912000.0,7227724.96
SSP2-4.5,2100,geoid_offset,0.75,Península de Setúbal,1333,136157,0.00979017,13176454000.0,128999707.56
SSP2-4.5,2100,geoid_offset,0.75,Região de Aveiro,4011,145936,0.02748465,8691000000.0,238869100.15
SSP2-4.5,2100,geoid_offset,0.75,Região de Coimbra,1565,371551,0.00421207,9133907000.0,38472684.65
SSP2-4.5,2100,geoid_offset,0.75,Região de Leiria,2,208682,9.58e-06,6490351000.0,62203.27
SSP2-4.5,2100,geoid_offset,0.75,Terras de Trás-os-Montes,0,5591,0.0,1790127000.0,0.0
SSP2-4.5,2100,geoid_offset,0.75,Tâmega e Sousa,0,159228,0.0,6047036000.0,0.0
SSP2-4.5,2100,geoid_offset,0.75,Viseu Dão Lafões,0,279442,0.0,4590096000.0,0.0
SSP2-4.5,2100,geoid_offset,0.75,Área Metropolitana do Porto,96,177181,0.00054182,39710799000.0,21516058.18
SSP5-8.5,2030,baseline,0.13,Alentejo Central,0,594710,0.0,2958516000.0,0.0
SSP5-8.5,2030,baseline,0.13,Alentejo Litoral,281,441094,0.00063705,3133737000.0,1996354.74
SSP5-8.5,2030,baseline,0.13,Algarve,201,411031,0.00048901,11984171000.0,5860429.92
SSP5-8.5,2030,baseline,0.13,Alto Alentejo,0,428045,0.0,1798575000.0,0.0
SSP5-8.5,2030,baseline,0.13,Alto Minho,3,194924,1.539e-05,4151610000.0,63895.83
SSP5-8.5,2030,baseline,0.13,Alto Tâmega e Barroso,0,233032,0.0,1241947000.0,0.0
SSP5-8.5,2030,baseline,0.13,Ave,0,126782,0.0,8045336000.0,0.0
SSP5-8.5,2030,baseline,0.13,Baixo Alentejo,0,650296,0.0,2588500000.0,0.0
SSP5-8.5,2030,baseline,0.13,Beira Baixa,0,276956,0.0,1869355000.0,0.0
SSP5-8.5,2030,baseline,0.13,Beiras e Serra da Estrela,0,264614,0.0,3339166000.0,0.0
SSP5-8.5,2030,baseline,0.13,Cávado,0,109018,0.0,8421876000.0,0.0
SSP5-8.5,2030,baseline,0.13,Douro,0,240914,0.0,3054160000.0,0.0
SSP5-8.5,2030,baseline,0.13,Grande Lisboa,307,116836,0.00262761,75526356000.0,198454169.02
SSP5-8.5,2030,baseline,0.13,Lezíria do Tejo,36,360615,9.983e-05,4573917000.0,456611.66
SSP5-8.5,2030,baseline,0.13,Médio Tejo,0,229750,0.0,3853435000.0,0.0
SSP5-8.5,2030,baseline,0.13,Oeste,11,187694,5.861e-05,6490912000.0,380406.58
SSP5-8.5,2030,baseline,0.13,Península de Setúbal,81,136157,0.0005949,13176454000.0,7838691.91
SSP5-8.5,2030,baseline,0.13,Região de Aveiro,467,145936,0.00320003,8691000000.0,27811485.86
SSP5-8.5,2030,baseline,0.13,Região de Coimbra,385,371551,0.0010362,9133907000.0,9464526.26
SSP5-8.5,2030,baseline,0.13,Região de Leiria,0,208682,0.0,6490351000.0,0.0
SSP5-8.5,2030,baseline,0.13,Terras de Trás-os-Montes,0,5591,0.0,1790127000.0,0.0
SSP5-8.5,2030,baseline,0.13,Tâmega e Sousa,0,159228,0.0,6047036000.0,0.0
SSP5-8.5,2030,baseline,0.13,Viseu Dão Lafões,0,279442,0.0,4590096000.0,0.0
SSP5-8.5,2030,baseline,0.13,Área Metropolitana do Porto,0,177181,0.0,39710799000.0,0.0
SSP5-8.5,2030,geoid_offset,0.28,Alentejo Central,0,594710,0.0,2958516000.0,0.0
SSP5-8.5,2030,geoid_offset,0.28,Alentejo Litoral,643,441094,0.00145774,3133737000.0,4568171.16
SSP5-8.5,2030,geoid_offset,0.28,Algarve,553,411031,0.0013454,11984171000.0,16123471.38
SSP5-8.5,2030,geoid_offset,0.28,Alto Alentejo,0,428045,0.0,1798575000.0,0.0
SSP5-8.5,2030,geoid_offset,0.28,Alto Minho,25,194924,0.00012826,4151610000.0,532465.22
SSP5-8.5,2030,geoid_offset,0.28,Alto Tâmega e Barroso,0,233032,0.0,1241947000.0,0.0
SSP5-8.5,2030,geoid_offset,0.28,Ave,0,126782,0.0,8045336000.0,0.0
SSP5-8.5,2030,geoid_offset,0.28,Baixo Alentejo,0,650296,0.0,2588500000.0,0.0
SSP5-8.5,2030,geoid_offset,0.28,Beira Baixa,0,276956,0.0,1869355000.0,0.0
SSP5-8.5,2030,geoid_offset,0.28,Beiras e Serra da Estrela,0,264614,0.0,3339166000.0,0.0
SSP5-8.5,2030,geoid_offset,0.28,Cávado,2,109018,1.835e-05,8421876000.0,154504.32
SSP5-8.5,2030,geoid_offset,0.28,Douro,0,240914,0.0,3054160000.0,0.0
SSP5-8.5,2030,geoid_offset,0.28,Grande Lisboa,860,116836,0.00736074,75526356000.0,555930245.47
SSP5-8.5,2030,geoid_offset,0.28,Lezíria do Tejo,239,360615,0.00066276,4573917000.0,3031394.04
SSP5-8.5,2030,geoid_offset,0.28,Médio Tejo,0,229750,0.0,3853435000.0,0.0
SSP5-8.5,2030,geoid_offset,0.28,Oeste,34,187694,0.00018115,6490912000.0,1175802.15
SSP5-8.5,2030,geoid_offset,0.28,Península de Setúbal,222,136157,0.00163047,13176454000.0,21483822.26
SSP5-8.5,2030,geoid_offset,0.28,Região de Aveiro,1147,145936,0.00785961,8691000000.0,68307867.83
SSP5-8.5,2030,geoid_offset,0.28,Região de Coimbra,757,371551,0.00203741,9133907000.0,18609471.11
SSP5-8.5,2030,geoid_offset,0.28,Região de Leiria,0,208682,0.0,6490351000.0,0.0
SSP5-8.5,2030,geoid_offset,0.28,Terras de Trás-os-Montes,0,5591,0.0,1790127000.0,0.0
SSP5-8.5,2030,geoid_offset,0.28,Tâmega e Sousa,0,159228,0.0,6047036000.0,0.0
SSP5-8.5,2030,geoid_offset,0.28,Viseu Dão Lafões,0,279442,0.0,4590096000.0,0.0
SSP5-8.5,2030,geoid_offset,0.28,Área Metropolitana do Porto,0,177181,0.0,39710799000.0,0.0
SSP5-8.5,2050,baseline,0.4,Alentejo Central,0,594710,0.0,2958516000.0,0.0
SSP5-8.5,2050,baseline,0.4,Alentejo Litoral,924,441094,0.00209479,3133737000.0,6564525.9
SSP5-8.5,2050,baseline,0.4,Algarve,978,411031,0.00237938,11984171000.0,28514927.68
SSP5-8.5,2050,baseline,0.4,Alto Alentejo,0,428045,0.0,1798575000.0,0.0
SSP5-8.5,2050,baseline,0.4,Alto Minho,53,194924,0.0002719,4151610000.0,1128826.26
SSP5-8.5,2050,baseline,0.4,Alto Tâmega e Barroso,0,233032,0.0,1241947000.0,0.0
SSP5-8.5,2050,baseline,0.4,Ave,0,126782,0.0,8045336000.0,0.0
SSP5-8.5,2050,baseline,0.4,Baixo Alentejo,0,650296,0.0,2588500000.0,0.0
SSP5-8.5,2050,baseline,0.4,Beira Baixa,0,276956,0.0,1869355000.0,0.0
SSP5-8.5,2050,baseline,0.4,Beiras e Serra da Estrela,0,264614,0.0,3339166000.0,0.0
SSP5-8.5,2050,baseline,0.4,Cávado,5,109018,4.586e-05,8421876000.0,386260.8
SSP5-8.5,2050,baseline,0.4,Douro,0,240914,0.0,3054160000.0,0.0
SSP5-8.5,2050,baseline,0.4,Grande Lisboa,1451,116836,0.01241912,75526356000.0,937970681.6
SSP5-8.5,2050,baseline,0.4,Lezíria do Tejo,507,360615,0.00140593,4573917000.0,6430614.14
SSP5-8.5,2050,baseline,0.4,Médio Tejo,0,229750,0.0,3853435000.0,0.0
SSP5-8.5,2050,baseline,0.4,Oeste,69,187694,0.00036762,6490912000.0,2386186.71
SSP5-8.5,2050,baseline,0.4,Península de Setúbal,395,136157,0.00290106,13176454000.0,38225719.79
SSP5-8.5,2050,baseline,0.4,Região de Aveiro,1881,145936,0.01288921,8691000000.0,112020138.97
SSP5-8.5,2050,baseline,0.4,Região de Coimbra,1002,371551,0.0026968,9133907000.0,24632351.45
SSP5-8.5,2050,baseline,0.4,Região de Leiria,1,208682,4.79e-06,6490351000.0,31101.63
SSP5-8.5,2050,baseline,0.4,Terras de Trás-os-Montes,0,5591,0.0,1790127000.0,0.0
SSP5-8.5,2050,baseline,0.4,Tâmega e Sousa,0,159228,0.0,6047036000.0,0.0
SSP5-8.5,2050,baseline,0.4,Viseu Dão Lafões,0,279442,0.0,4590096000.0,0.0
SSP5-8.5,2050,baseline,0.4,Área Metropolitana do Porto,0,177181,0.0,39710799000.0,0.0
SSP5-8.5,2050,geoid_offset,0.55,Alentejo Central,0,594710,0.0,2958516000.0,0.0
SSP5-8.5,2050,geoid_offset,0.55,Alentejo Litoral,1356,441094,0.00307417,3133737000.0,9633654.89
SSP5-8.5,2050,geoid_offset,0.55,Algarve,2006,411031,0.00488041,11984171000.0,58487673.74
SSP5-8.5,2050,geoid_offset,0.55,Alto Alentejo,0,428045,0.0,1798575000.0,0.0
SSP5-8.5,2050,geoid_offset,0.55,Alto Minho,144,194924,0.00073875,4151610000.0,3066999.65
SSP5-8.5,2050,geoid_offset,0.55,Alto Tâmega e Barroso,0,233032,0.0,1241947000.0,0.0
SSP5-8.5,2050,geoid_offset,0.55,Ave,0,126782,0.0,8045336000.0,0.0
SSP5-8.5,2050,geoid_offset,0.55,Baixo Alentejo,0,650296,0.0,2588500000.0,0.0
SSP5-8.5,2050,geoid_offset,0.55,Beira Baixa,0,276956,0.0,1869355000.0,0.0
SSP5-8.5,2050,geoid_offset,0.55,Beiras e Serra da Estrela,0,264614,0.0,3339166000.0,0.0
SSP5-8.5,2050,geoid_offset,0.55,Cávado,32,109018,0.00029353,8421876000.0,2472069.13
SSP5-8.5,2050,geoid_offset,0.55,Douro,0,240914,0.0,3054160000.0,0.0
SSP5-8.5,2050,geoid_offset,0.55,Grande Lisboa,2518,116836,0.02155158,75526356000.0,1627712044.3
SSP5-8.5,2050,geoid_offset,0.55,Lezíria do Tejo,1362,360615,0.00377688,4573917000.0,17275140.95
SSP5-8.5,2050,geoid_offset,0.55,Médio Tejo,0,229750,0.0,3853435000.0,0.0
SSP5-8.5,2050,geoid_offset,0.55,Oeste,114,187694,0.00060737,6490912000.0,3942395.43
SSP5-8.5,2050,geoid_offset,0.55,Península de Setúbal,823,136157,0.00604449,13176454000.0,79644980.74
SSP5-8.5,2050,geoid_offset,0.55,Região de Aveiro,2872,145936,0.01967986,8691000000.0,171037660.34
SSP5-8.5,2050,geoid_offset,0.55,Região de Coimbra,1293,371551,0.00348001,9133907000.0,31786058.31
SSP5-8.5,2050,geoid_offset,0.55,Região de Leiria,1,208682,4.79e-06,6490351000.0,31101.63
SSP5-8.5,2050,geoid_offset,0.55,Terras de Trás-os-Montes,0,5591,0.0,1790127000.0,0.0
SSP5-8.5,2050,geoid_offset,0.55,Tâmega e Sousa,0,159228,0.0,6047036000.0,0.0
SSP5-8.5,2050,geoid_offset,0.55,Viseu Dão Lafões,0,279442,0.0,4590096000.0,0.0
SSP5-8.5,2050,geoid_offset,0.55,Área Metropolitana do Porto,87,177181,0.00049102,39710799000.0,19498927.72
SSP5-8.5,2075,baseline,0.7,Alentejo Central,0,594710,0.0,2958516000.0,0.0
SSP5-8.5,2075,baseline,0.7,Alentejo Litoral,1730,441094,0.00392207,3133737000.0,12290724.9
SSP5-8.5,2075,baseline,0.7,Algarve,2702,411031,0.00657371,11984171000.0,78780505.71
SSP5-8.5,2075,baseline,0.7,Alto Alentejo,0,428045,0.0,1798575000.0,0.0
SSP5-8.5,2075,baseline,0.7,Alto Minho,210,194924,0.00107734,4151610000.0,4472707.82
SSP5-8.5,2075,baseline,0.7,Alto Tâmega e Barroso,0,233032,0.0,1241947000.0,0.0
SSP5-8.5,2075,baseline,0.7,Ave,0,126782,0.0,8045336000.0,0.0
SSP5-8.5,2075,baseline,0.7,Baixo Alentejo,0,650296,0.0,2588500000.0,0.0
SSP5-8.5,2075,baseline,0.7,Beira Baixa,0,276956,0.0,1869355000.0,0.0
SSP5-8.5,2075,baseline,0.7,Beiras e Serra da Estrela,0,264614,0.0,3339166000.0,0.0
SSP5-8.5,2075,baseline,0.7,Cávado,46,109018,0.00042195,8421876000.0,3553599.37
SSP5-8.5,2075,baseline,0.7,Douro,0,240914,0.0,3054160000.0,0.0
SSP5-8.5,2075,baseline,0.7,Grande Lisboa,3829,116836,0.03277243,75526356000.0,2475182453.39
SSP5-8.5,2075,baseline,0.7,Lezíria do Tejo,1958,360615,0.00542961,4573917000.0,24834600.57
SSP5-8.5,2075,baseline,0.7,Médio Tejo,0,229750,0.0,3853435000.0,0.0
SSP5-8.5,2075,baseline,0.7,Oeste,191,187694,0.00101761,6490912000.0,6605241.47
SSP5-8.5,2075,baseline,0.7,Península de Setúbal,1193,136157,0.00876194,13176454000.0,115451351.18
SSP5-8.5,2075,baseline,0.7,Região de Aveiro,3754,145936,0.0257236,8691000000.0,223563849.91
SSP5-8.5,2075,baseline,0.7,Região de Coimbra,1500,371551,0.00403713,9133907000.0,36874777.62
SSP5-8.5,2075,baseline,0.7,Região de Leiria,1,208682,4.79e-06,6490351000.0,31101.63
SSP5-8.5,2075,baseline,0.7,Terras de Trás-os-Montes,0,5591,0.0,1790127000.0,0.0
SSP5-8.5,2075,baseline,0.7,Tâmega e Sousa,0,159228,0.0,6047036000.0,0.0
SSP5-8.5,2075,baseline,0.7,Viseu Dão Lafões,0,279442,0.0,4590096000.0,0.0
SSP5-8.5,2075,baseline,0.7,Área Metropolitana do Porto,93,177181,0.00052489,39710799000.0,20843681.36
SSP5-8.5,2075,geoid_offset,0.85,Alentejo Central,0,594710,0.0,2958516000.0,0.0
SSP5-8.5,2075,geoid_offset,0.85,Alentejo Litoral,2233,441094,0.00506241,3133737000.0,15864270.93
SSP5-8.5,2075,geoid_offset,0.85,Algarve,3276,411031,0.0079702,11984171000.0,95516260.81
SSP5-8.5,2075,geoid_offset,0.85,Alto Alentejo,0,428045,0.0,1798575000.0,0.0
SSP5-8.5,2075,geoid_offset,0.85,Alto Minho,278,194924,0.0014262,4151610000.0,5921013.22
SSP5-8.5,2075,geoid_offset,0.85,Alto Tâmega e Barroso,0,233032,0.0,1241947000.0,0.0
SSP5-8.5,2075,geoid_offset,0.85,Ave,0,126782,0.0,8045336000.0,0.0
SSP5-8.5,2075,geoid_offset,0.85,Baixo Alentejo,0,650296,0.0,2588500000.0,0.0
SSP5-8.5,2075,geoid_offset,0.85,Beira Baixa,0,276956,0.0,1869355000.0,0.0
SSP5-8.5,2075,geoid_offset,0.85,Beiras e Serra da Estrela,0,264614,0.0,3339166000.0,0.0
SSP5-8.5,2075,geoid_offset,0.85,Cávado,57,109018,0.00052285,8421876000.0,4403373.13
SSP5-8.5,2075,geoid_offset,0.85,Douro,0,240914,0.0,3054160000.0,0.0
SSP5-8.5,2075,geoid_offset,0.85,Grande Lisboa,5357,116836,0.04585059,75526356000.0,3462928284.88
SSP5-8.5,2075,geoid_offset,0.85,Lezíria do Tejo,2644,360615,0.00733192,4573917000.0,33535589.33
SSP5-8.5,2075,geoid_offset,0.85,Médio Tejo,0,229750,0.0,3853435000.0,0.0
SSP5-8.5,2075,geoid_offset,0.85,Oeste,259,187694,0.00137991,6490912000.0,8956845.76
SSP5-8.5,2075,geoid_offset,0.85,Península de Setúbal,1634,136157,0.01200085,13176454000.0,158128673.78
SSP5-8.5,2075,geoid_offset,0.85,Região de Aveiro,4443,145936,0.03044485,8691000000.0,264596213.41
SSP5-8.5,2075,geoid_offset,0.85,Região de Coimbra,1699,371551,0.00457272,9133907000.0,41766831.45
SSP5-8.5,2075,geoid_offset,0.85,Região de Leiria,2,208682,9.58e-06,6490351000.0,62203.27
SSP5-8.5,2075,geoid_offset,0.85,Terras de Trás-os-Montes,0,5591,0.0,1790127000.0,0.0
SSP5-8.5,2075,geoid_offset,0.85,Tâmega e Sousa,0,159228,0.0,6047036000.0,0.0
SSP5-8.5,2075,geoid_offset,0.85,Viseu Dão Lafões,0,279442,0.0,4590096000.0,0.0
SSP5-8.5,2075,geoid_offset,0.85,Área Metropolitana do Porto,96,177181,0.00054182,39710799000.0,21516058.18
SSP5-8.5,2100,baseline,1.0,Alentejo Central,0,594710,0.0,2958516000.0,0.0
SSP5-8.5,2100,baseline,1.0,Alentejo Litoral,2781,441094,0.00630478,3133737000.0,19757517.89
SSP5-8.5,2100,baseline,1.0,Algarve,3818,411031,0.00928884,11984171000.0,111319012.14
SSP5-8.5,2100,baseline,1.0,Alto Alentejo,0,428045,0.0,1798575000.0,0.0
SSP5-8.5,2100,baseline,1.0,Alto Minho,394,194924,0.0020213,4151610000.0,8391651.82
SSP5-8.5,2100,baseline,1.0,Alto Tâmega e Barroso,0,233032,0.0,1241947000.0,0.0
SSP5-8.5,2100,baseline,1.0,Ave,0,126782,0.0,8045336000.0,0.0
SSP5-8.5,2100,baseline,1.0,Baixo Alentejo,0,650296,0.0,2588500000.0,0.0
SSP5-8.5,2100,baseline,1.0,Beira Baixa,0,276956,0.0,1869355000.0,0.0
SSP5-8.5,2100,baseline,1.0,Beiras e Serra da Estrela,0,264614,0.0,3339166000.0,0.0
SSP5-8.5,2100,baseline,1.0,Cávado,82,109018,0.00075217,8421876000.0,6334677.14
SSP5-8.5,2100,baseline,1.0,Douro,0,240914,0.0,3054160000.0,0.0
SSP5-8.5,2100,baseline,1.0,Grande Lisboa,6983,116836,0.05976754,75526356000.0,4514024307.13
SSP5-8.5,2100,baseline,1.0,Lezíria do Tejo,3564,360615,0.00988312,4573917000.0,45204553.85
SSP5-8.5,2100,baseline,1.0,Médio Tejo,0,229750,0.0,3853435000.0,0.0
SSP5-8.5,2100,baseline,1.0,Oeste,361,187694,0.00192334,6490912000.0,12484252.2
SSP5-8.5,2100,baseline,1.0,Península de Setúbal,2024,136157,0.01486519,13176454000.0,195870523.7
SSP5-8.5,2100,baseline,1.0,Região de Aveiro,5050,145936,0.03460421,8691000000.0,300745189.67
SSP5-8.5,2100,baseline,1.0,Região de Coimbra,1938,371551,0.00521597,9133907000.0,47642212.69
SSP5-8.5,2100,baseline,1.0,Região de Leiria,2,208682,9.58e-06,6490351000.0,62203.27
SSP5-8.5,2100,baseline,1.0,Terras de Trás-os-Montes,0,5591,0.0,1790127000.0,0.0
SSP5-8.5,2100,baseline,1.0,Tâmega e Sousa,0,159228,0.0,6047036000.0,0.0
SSP5-8.5,2100,baseline,1.0,Viseu Dão Lafões,0,279442,0.0,4590096000.0,0.0
SSP5-8.5,2100,baseline,1.0,Área Metropolitana do Porto,177,177181,0.00099898,39710799000.0,39670232.27
SSP5-8.5,2100,geoid_offset,1.15,Alentejo Central,0,594710,0.0,2958516000.0,0.0
SSP5-8.5,2100,geoid_offset,1.15,Alentejo Litoral,3218,441094,0.0072955,3133737000.0,22862169.21
SSP5-8.5,2100,geoid_offset,1.15,Algarve,4300,411031,0.0104615,11984171000.0,125372381.4
SSP5-8.5,2100,geoid_offset,1.15,Alto Alentejo,0,428045,0.0,1798575000.0,0.0
SSP5-8.5,2100,geoid_offset,1.15,Alto Minho,452,194924,0.00231885,4151610000.0,9626971.13
SSP5-8.5,2100,geoid_offset,1.15,Alto Tâmega e Barroso,0,233032,0.0,1241947000.0,0.0
SSP5-8.5,2100,geoid_offset,1.15,Ave,0,126782,0.0,8045336000.0,0.0
SSP5-8.5,2100,geoid_offset,1.15,Baixo Alentejo,0,650296,0.0,2588500000.0,0.0
SSP5-8.5,2100,geoid_offset,1.15,Beira Baixa,0,276956,0.0,1869355000.0,0.0
SSP5-8.5,2100,geoid_offset,1.15,Beiras e Serra da Estrela,0,264614,0.0,3339166000.0,0.0
SSP5-8.5,2100,geoid_offset,1.15,Cávado,90,109018,0.00082555,8421876000.0,6952694.42
SSP5-8.5,2100,geoid_offset,1.15,Douro,0,240914,0.0,3054160000.0,0.0
SSP5-8.5,2100,geoid_offset,1.15,Grande Lisboa,8442,116836,0.07225513,75526356000.0,5457166432.88
SSP5-8.5,2100,geoid_offset,1.15,Lezíria do Tejo,4426,360615,0.01227348,4573917000.0,56137866.26
SSP5-8.5,2100,geoid_offset,1.15,Médio Tejo,0,229750,0.0,3853435000.0,0.0
SSP5-8.5,2100,geoid_offset,1.15,Oeste,459,187694,0.00244547,6490912000.0,15873328.97
SSP5-8.5,2100,geoid_offset,1.15,Península de Setúbal,2388,136157,0.01753858,13176454000.0,231096250.3
SSP5-8.5,2100,geoid_offset,1.15,Região de Aveiro,5548,145936,0.03801666,8691000000.0,330402834.12
SSP5-8.5,2100,geoid_offset,1.15,Região de Coimbra,2159,371551,0.00581078,9133907000.0,53075096.59
SSP5-8.5,2100,geoid_offset,1.15,Região de Leiria,2,208682,9.58e-06,6490351000.0,62203.27
SSP5-8.5,2100,geoid_offset,1.15,Terras de Trás-os-Montes,0,5591,0.0,1790127000.0,0.0
SSP5-8.5,2100,geoid_offset,1.15,Tâmega e Sousa,0,159228,0.0,6047036000.0,0.0
SSP5-8.5,2100,geoid_offset,1.15,Viseu Dão Lafões,0,279442,0.0,4590096000.0,0.0
SSP5-8.5,2100,geoid_offset,1.15,Área Metropolitana do Porto,184,177181,0.00103849,39710799000.0,41239111.51
