idx,lat,lon,elev_m,below_threshold,flood_zone,note
165,38.712341,-8.908829,18.98,False,"Alcochete / Samouco marshes (2010, 2026)",
166,38.712709,-8.909162,20.361,False,"Alcochete / Samouco marshes (2010, 2026)",
167,38.713076,-8.909494,21.312,False,"Alcochete / Samouco marshes (2010, 2026)",
168,38.713416,-8.90987,22.142,False,"Alcochete / Samouco marshes (2010, 2026)",
169,38.713752,-8.910253,23.054,False,"Alcochete / Samouco marshes (2010, 2026)",
170,38.714088,-8.910637,23.914,False,"Alcochete / Samouco marshes (2010, 2026)",
171,38.714423,-8.91102,23.188,False,"Alcochete / Samouco marshes (2010, 2026)",
172,38.714759,-8.911404,22.254,False,"Alcochete / Samouco marshes (2010, 2026)",
173,38.715092,-8.911791,21.317,False,"Alcochete / Samouco marshes (2010, 2026)",
174,38.715423,-8.912182,21.52,False,"Alcochete / Samouco marshes (2010, 2026)",
175,38.715753,-8.912572,21.822,False,"Alcochete / Samouco marshes (2010, 2026)",
176,38.716084,-8.912963,21.807,False,"Alcochete / Samouco marshes (2010, 2026)",
177,38.716415,-8.913353,22.129,False,"Alcochete / Samouco marshes (2010, 2026)",
178,38.716746,-8.913743,22.425,False,"Alcochete / Samouco marshes (2010, 2026)",
179,38.717076,-8.914134,23.144,False,"Alcochete / Samouco marshes (2010, 2026)",
180,38.717407,-8.914524,24.017,False,"Alcochete / Samouco marshes (2010, 2026)",
181,38.717738,-8.914915,23.94,False,"Alcochete / Samouco marshes (2010, 2026)",
182,38.718038,-8.915341,24.203,False,"Alcochete / Samouco marshes (2010, 2026)",
183,38.718312,-8.915798,24.958,False,"Alcochete / Samouco marshes (2010, 2026)",
184,38.718586,-8.916255,24.081,False,"Alcochete / Samouco marshes (2010, 2026)",
185,38.718823,-8.916744,23.577,False,"Alcochete / Samouco marshes (2010, 2026)",
186,38.719052,-8.91724,23.38,False,"Alcochete / Samouco marshes (2010, 2026)",
187,38.719252,-8.917756,23.303,False,"Alcochete / Samouco marshes (2010, 2026)",
188,38.719428,-8.918285,23.136,False,"Alcochete / Samouco marshes (2010, 2026)",
189,38.719581,-8.918827,22.923,False,"Alcochete / Samouco marshes (2010, 2026)",
190,38.719704,-8.919381,24.102,False,"Alcochete / Samouco marshes (2010, 2026)",
191,38.719818,-8.919939,25.987,False,"Alcochete / Samouco marshes (2010, 2026)",
192,38.7199,-8.920505,27.57,False,"Alcochete / Samouco marshes (2010, 2026)",
193,38.71998,-8.921072,28.252,False,"Alcochete / Samouco marshes (2010, 2026)",
194,38.720011,-8.921646,28.424,False,"Alcochete / Samouco marshes (2010, 2026)",
195,38.720018,-8.922222,28.837,False,"Alcochete / Samouco marshes (2010, 2026)",
196,38.719999,-8.922796,28.563,False,"Alcochete / Samouco marshes (2010, 2026)",
197,38.719945,-8.923369,28.332,False,"Alcochete / Samouco marshes (2010, 2026)",
198,38.719879,-8.923938,28.636,False,"Alcochete / Samouco marshes (2010, 2026)",
199,38.719778,-8.9245,30.057,False,"Alcochete / Samouco marshes (2010, 2026)",
200,38.719677,-8.925061,31.453,False,"Alcochete / Samouco marshes (2010, 2026)",
201,38.719538,-8.925608,32.694,False,"Alcochete / Samouco marshes (2010, 2026)",
202,38.719385,-8.92615,33.54,False,"Alcochete / Samouco marshes (2010, 2026)",
203,38.71923,-8.926691,33.533,False,"Alcochete / Samouco marshes (2010, 2026)",
204,38.71903,-8.927207,33.355,False,"Alcochete / Samouco marshes (2010, 2026)",
205,38.71883,-8.927723,33.262,False,"Alcochete / Samouco marshes (2010, 2026)",
206,38.718629,-8.928239,33.377,False,"Alcochete / Samouco marshes (2010, 2026)",
