lat,lon,elev_m,flood_zone
39.005062,-8.967777,4.772,"Carregado / Azambuja (events: 2022, 2026)"
39.006442,-8.969176,4.777,"Carregado / Azambuja (events: 2022, 2026)"
39.009486,-8.968145,4.778,"Carregado / Azambuja (events: 2022, 2026)"
39.005206,-8.966493,4.779,"Carregado / Azambuja (events: 2022, 2026)"
39.009307,-8.966521,4.79,"Carregado / Azambuja (events: 2022, 2026)"
39.009305,-8.966522,4.791,"Carregado / Azambuja (events: 2022, 2026)"
39.005379,-8.966951,4.792,"Carregado / Azambuja (events: 2022, 2026)"
39.005265,-8.966826,4.793,"Carregado / Azambuja (events: 2022, 2026)"
39.009293,-8.966538,4.796,"Carregado / Azambuja (events: 2022, 2026)"
39.013493,-8.966298,4.798,"Carregado / Azambuja (events: 2022, 2026)"
39.013414,-8.966214,4.805,"Carregado / Azambuja (events: 2022, 2026)"
39.044641,-8.948577,4.808,"Carregado / Azambuja (events: 2022, 2026)"
39.013721,-8.966397,4.808,"Carregado / Azambuja (events: 2022, 2026)"
39.005241,-8.966826,4.811,"Carregado / Azambuja (events: 2022, 2026)"
39.024163,-8.9586,4.813,"Carregado / Azambuja (events: 2022, 2026)"
39.009967,-8.966506,4.814,"Carregado / Azambuja (events: 2022, 2026)"
39.005461,-8.967059,4.816,"Carregado / Azambuja (events: 2022, 2026)"
39.013562,-8.966335,4.816,"Carregado / Azambuja (events: 2022, 2026)"
39.006757,-8.966723,4.818,"Carregado / Azambuja (events: 2022, 2026)"
39.005968,-8.967838,4.819,"Carregado / Azambuja (events: 2022, 2026)"
39.00232,-8.967313,4.82,"Carregado / Azambuja (events: 2022, 2026)"
39.009954,-8.966468,4.821,"Carregado / Azambuja (events: 2022, 2026)"
39.009281,-8.96652,4.825,"Carregado / Azambuja (events: 2022, 2026)"
39.039553,-8.950888,4.833,"Carregado / Azambuja (events: 2022, 2026)"
39.010573,-8.967777,4.835,"Carregado / Azambuja (events: 2022, 2026)"
39.00544,-8.967062,4.836,"Carregado / Azambuja (events: 2022, 2026)"
39.024791,-8.958281,4.836,"Carregado / Azambuja (events: 2022, 2026)"
39.01093,-8.963892,4.836,"Carregado / Azambuja (events: 2022, 2026)"
39.013755,-8.966388,4.837,"Carregado / Azambuja (events: 2022, 2026)"
39.038947,-8.950799,4.839,"Carregado / Azambuja (events: 2022, 2026)"
39.006877,-8.969028,4.846,"Carregado / Azambuja (events: 2022, 2026)"
39.013096,-8.96623,4.85,"Carregado / Azambuja (events: 2022, 2026)"
39.039431,-8.950848,4.851,"Carregado / Azambuja (events: 2022, 2026)"
39.005202,-8.966846,4.851,"Carregado / Azambuja (events: 2022, 2026)"
39.000525,-8.967459,4.853,"Carregado / Azambuja (events: 2022, 2026)"
39.005428,-8.965944,4.855,"Carregado / Azambuja (events: 2022, 2026)"
39.006899,-8.966413,4.856,"Carregado / Azambuja (events: 2022, 2026)"
39.005273,-8.966948,4.856,"Carregado / Azambuja (events: 2022, 2026)"
39.006596,-8.967519,4.858,"Carregado / Azambuja (events: 2022, 2026)"
39.042569,-8.950249,4.858,"Carregado / Azambuja (events: 2022, 2026)"
39.00245,-8.967746,4.859,"Carregado / Azambuja (events: 2022, 2026)"
39.005646,-8.967371,4.862,"Carregado / Azambuja (events: 2022, 2026)"
39.00541,-8.967068,4.865,"Carregado / Azambuja (events: 2022, 2026)"
39.070719,-8.936728,4.867,"Carregado / Azambuja (events: 2022, 2026)"
39.005187,-8.966851,4.868,"Carregado / Azambuja (events: 2022, 2026)"
39.009978,-8.966472,4.871,"Carregado / Azambuja (events: 2022, 2026)"
39.010791,-8.967703,4.873,"Carregado / Azambuja (events: 2022, 2026)"
39.009241,-8.966526,4.874,"Carregado / Azambuja (events: 2022, 2026)"
39.010017,-8.966562,4.875,"Carregado / Azambuja (events: 2022, 2026)"
39.012429,-8.962781,4.878,"Carregado / Azambuja (events: 2022, 2026)"
39.009226,-8.966547,4.883,"Carregado / Azambuja (events: 2022, 2026)"
39.000503,-8.967458,4.885,"Carregado / Azambuja (events: 2022, 2026)"
39.00528,-8.967706,4.887,"Carregado / Azambuja (events: 2022, 2026)"
39.005716,-8.967565,4.891,"Carregado / Azambuja (events: 2022, 2026)"
39.00666,-8.969102,4.892,"Carregado / Azambuja (events: 2022, 2026)"
39.004845,-8.967848,4.894,"Carregado / Azambuja (events: 2022, 2026)"
39.007326,-8.96553,4.898,"Carregado / Azambuja (events: 2022, 2026)"
39.044241,-8.948406,4.898,"Carregado / Azambuja (events: 2022, 2026)"
39.005216,-8.96604,4.899,"Carregado / Azambuja (events: 2022, 2026)"
39.006773,-8.966721,4.902,"Carregado / Azambuja (events: 2022, 2026)"
39.005341,-8.968157,4.902,"Carregado / Azambuja (events: 2022, 2026)"
39.005123,-8.966779,4.903,"Carregado / Azambuja (events: 2022, 2026)"
39.013048,-8.966453,4.904,"Carregado / Azambuja (events: 2022, 2026)"
39.044644,-8.949135,4.907,"Carregado / Azambuja (events: 2022, 2026)"
39.009216,-8.966527,4.908,"Carregado / Azambuja (events: 2022, 2026)"
38.98564,-8.971739,4.908,"Carregado / Azambuja (events: 2022, 2026)"
39.044251,-8.948403,4.91,"Carregado / Azambuja (events: 2022, 2026)"
39.009215,-8.966526,4.91,"Carregado / Azambuja (events: 2022, 2026)"
38.984431,-8.972495,4.911,"Carregado / Azambuja (events: 2022, 2026)"
39.00236,-8.967256,4.915,"Carregado / Azambuja (events: 2022, 2026)"
39.002026,-8.967938,4.921,"Carregado / Azambuja (events: 2022, 2026)"
39.01,-8.966466,4.925,"Carregado / Azambuja (events: 2022, 2026)"
39.005005,-8.967642,4.926,"Carregado / Azambuja (events: 2022, 2026)"
39.014052,-8.966599,4.928,"Carregado / Azambuja (events: 2022, 2026)"
39.00555,-8.96805,4.935,"Carregado / Azambuja (events: 2022, 2026)"
39.000397,-8.967394,4.938,"Carregado / Azambuja (events: 2022, 2026)"
38.985486,-8.971996,4.94,"Carregado / Azambuja (events: 2022, 2026)"
39.005154,-8.966959,4.942,"Carregado / Azambuja (events: 2022, 2026)"
39.005237,-8.967078,4.943,"Carregado / Azambuja (events: 2022, 2026)"
39.005218,-8.967552,4.949,"Carregado / Azambuja (events: 2022, 2026)"
39.005215,-8.967079,4.949,"Carregado / Azambuja (events: 2022, 2026)"
39.009113,-8.966776,4.953,"Carregado / Azambuja (events: 2022, 2026)"
39.005077,-8.966797,4.955,"Carregado / Azambuja (events: 2022, 2026)"
39.005759,-8.967944,4.956,"Carregado / Azambuja (events: 2022, 2026)"
39.013758,-8.966341,4.956,"Carregado / Azambuja (events: 2022, 2026)"
39.005186,-8.967085,4.959,"Carregado / Azambuja (events: 2022, 2026)"
39.038385,-8.951379,4.966,"Carregado / Azambuja (events: 2022, 2026)"
39.024923,-8.957535,4.966,"Carregado / Azambuja (events: 2022, 2026)"
39.005498,-8.967636,4.976,"Carregado / Azambuja (events: 2022, 2026)"
39.012452,-8.964546,4.977,"Carregado / Azambuja (events: 2022, 2026)"
39.041324,-8.950917,4.977,"Carregado / Azambuja (events: 2022, 2026)"
39.007095,-8.968955,4.978,"Carregado / Azambuja (events: 2022, 2026)"
39.002411,-8.967324,4.98,"Carregado / Azambuja (events: 2022, 2026)"
39.041116,-8.951028,4.98,"Carregado / Azambuja (events: 2022, 2026)"
39.0131,-8.966061,4.985,"Carregado / Azambuja (events: 2022, 2026)"
39.005432,-8.967461,4.989,"Carregado / Azambuja (events: 2022, 2026)"
39.006727,-8.966903,4.994,"Carregado / Azambuja (events: 2022, 2026)"
