section,section_type,scenario,variant,year,slr_m,return_period_yr,closure_days_yr,barrier_breached,annual_cost_mid_eur,annual_cost_low_eur,annual_cost_high_eur,cumulative_cost_mid_eur,cumulative_cost_low_eur,cumulative_cost_high_eur
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2025,0.035,2.3538,2.273,False,2727560.0,1363780.0,4773230.0,2727560.0,1363780.0,4773230.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2026,0.042,2.2423,2.417,False,2900627.0,1450313.0,5076097.0,5628187.0,2814093.0,9849327.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2027,0.049,2.1361,2.57,False,3084161.0,1542080.0,5397282.0,8712348.0,4356174.0,15246608.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2028,0.056,2.0349,2.732,False,3278775.0,1639387.0,5737856.0,11991122.0,5995561.0,20984464.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2029,0.063,1.9385,2.904,False,3485116.0,1742558.0,6098954.0,15476239.0,7738119.0,27083418.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2030,0.07,1.8467,3.087,False,3703871.0,1851935.0,6481774.0,19180110.0,9590055.0,33565192.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2031,0.0765,1.7654,3.266,False,3918747.0,1959374.0,6857808.0,23098857.0,11549428.0,40423000.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2032,0.083,1.6876,3.455,False,4145562.0,2072781.0,7254734.0,27244419.0,13622210.0,47677733.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2033,0.0895,1.6132,3.654,False,4384960.0,2192480.0,7673680.0,31629379.0,15814690.0,55351414.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2034,0.096,1.5422,3.865,False,4637619.0,2318809.0,8115833.0,36266998.0,18133499.0,63467247.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2035,0.1025,1.4742,4.087,False,4904252.0,2452126.0,8582441.0,41171250.0,20585625.0,72049688.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2036,0.109,1.4093,4.321,False,5185612.0,2592806.0,9074820.0,46356862.0,23178431.0,81124508.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2037,0.1155,1.3472,4.569,False,5482488.0,2741244.0,9594354.0,51839350.0,25919675.0,90718862.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2038,0.122,1.2878,4.83,False,5795714.0,2897857.0,10142500.0,57635064.0,28817532.0,100861362.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2039,0.1285,1.2311,5.105,False,6126167.0,3063083.0,10720792.0,63761231.0,31880615.0,111582154.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2040,0.135,1.1769,5.396,False,6474768.0,3237384.0,11330844.0,70235999.0,35117999.0,122912998.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2041,0.1415,1.125,5.702,False,6842489.0,3421244.0,11974355.0,77078488.0,38539244.0,134887353.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2042,0.148,1.0755,6.025,False,7230351.0,3615176.0,12653115.0,84308839.0,42154419.0,147540468.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2043,0.1545,1.0281,6.366,False,7639431.0,3819715.0,13369003.0,91948269.0,45974135.0,160909471.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2044,0.161,0.9828,6.726,False,8070859.0,4035429.0,14124003.0,100019128.0,50009564.0,175033474.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2045,0.1675,0.9395,7.105,False,8525827.0,4262913.0,14920197.0,108544955.0,54272477.0,189953671.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2046,0.174,0.8981,7.505,False,9005588.0,4502794.0,15759779.0,117550543.0,58775271.0,205713450.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2047,0.1805,0.8585,7.926,False,9511462.0,4755731.0,16645058.0,127062005.0,63531002.0,222358508.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2048,0.187,0.8207,8.371,False,10044835.0,5022418.0,17578462.0,137106840.0,68553420.0,239936970.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2049,0.1935,0.7846,8.839,False,10607169.0,5303585.0,18562546.0,147714009.0,73857005.0,258499516.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2050,0.2,0.75,9.333,False,11200000.0,5600000.0,19600000.0,158914009.0,79457005.0,278099516.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2051,0.204,0.7295,9.651,False,11580674.0,5790337.0,20266180.0,170494683.0,85247342.0,298365696.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2052,0.208,0.7095,9.978,False,11973900.0,5986950.0,20954326.0,182468584.0,91234292.0,319320021.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2053,0.212,0.6901,10.317,False,12380084.0,6190042.0,21665146.0,194848667.0,97424334.0,340985168.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2054,0.216,0.6713,10.666,False,12799641.0,6399821.0,22399373.0,207648309.0,103824154.0,363384540.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2055,0.22,0.6529,11.028,False,13233005.0,6616503.0,23157759.0,220881314.0,110440657.0,386542299.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2056,0.224,0.6351,11.401,False,13680619.0,6840309.0,23941083.0,234561933.0,117280966.0,410483382.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2057,0.228,0.6177,11.786,False,14142942.0,7071471.0,24750149.0,248704875.0,124352437.0,435233531.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2058,0.232,0.6008,12.184,False,14620447.0,7310224.0,25585783.0,263325322.0,131662661.0,460819314.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2059,0.236,0.5844,12.595,False,15113623.0,7556812.0,26448841.0,278438945.0,139219473.0,487268155.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2060,0.24,0.5684,13.019,False,15622974.0,7811487.0,27340204.0,294061919.0,147030960.0,514608359.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2061,0.244,0.5529,13.458,False,16149018.0,8074509.0,28260781.0,310210937.0,155105469.0,542869140.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2062,0.248,0.5377,13.91,False,16692292.0,8346146.0,29211511.0,326903229.0,163451615.0,572080651.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2063,0.252,0.523,14.378,False,17253350.0,8626675.0,30193362.0,344156579.0,172078289.0,602274013.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2064,0.256,0.5087,14.861,False,17832760.0,8916380.0,31207331.0,361989339.0,180994670.0,633481344.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2065,0.26,0.4948,15.359,False,18431113.0,9215557.0,32254449.0,380420453.0,190210226.0,665735792.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2066,0.264,0.4813,15.874,False,19049016.0,9524508.0,33335777.0,399469468.0,199734734.0,699071570.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2067,0.268,0.4681,16.406,False,19687093.0,9843547.0,34452413.0,419156562.0,209578281.0,733523983.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2068,0.272,0.4553,16.955,False,20345992.0,10172996.0,35605487.0,439502554.0,219751277.0,769129470.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2069,0.276,0.4429,17.522,False,21026380.0,10513190.0,36796164.0,460528934.0,230264467.0,805925634.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2070,0.28,0.4308,18.107,False,21728942.0,10864471.0,38025649.0,482257876.0,241128938.0,843951283.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2071,0.284,0.419,18.712,False,22454389.0,11227194.0,39295181.0,504712265.0,252356132.0,883246463.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2072,0.288,0.4075,19.336,False,23203452.0,11601726.0,40606041.0,527915717.0,263957858.0,923852504.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2073,0.292,0.3964,19.981,False,23976885.0,11988442.0,41959549.0,551892602.0,275946301.0,965812053.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2074,0.296,0.3855,20.646,False,24775467.0,12387733.0,43357067.0,576668068.0,288334034.0,1009169120.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2075,0.3,0.375,21.333,False,25600000.0,12800000.0,44800000.0,602268068.0,301134034.0,1053969120.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2076,0.304,0.3647,22.043,False,26451313.0,13225656.0,46289797.0,628719381.0,314359690.0,1100258917.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2077,0.308,0.3548,22.775,False,27330258.0,13665129.0,47827952.0,656049639.0,328024820.0,1148086869.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2078,0.312,0.3451,23.531,False,28237719.0,14118859.0,49416008.0,684287358.0,342143679.0,1197502877.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2079,0.316,0.3356,24.312,False,29174602.0,14587301.0,51055553.0,713461960.0,356730980.0,1248558430.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2080,0.32,0.3265,25.118,False,30141845.0,15070922.0,52748228.0,743603805.0,371801902.0,1301306658.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2081,0.324,0.3175,25.95,False,31140414.0,15570207.0,54495725.0,774744219.0,387372110.0,1355802384.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2082,0.328,0.3088,26.809,False,32171308.0,16085654.0,56299788.0,806915527.0,403457763.0,1412102172.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2083,0.332,0.3004,27.696,False,33235553.0,16617776.0,58162217.0,840151079.0,420075540.0,1470264389.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2084,0.336,0.2922,28.612,False,34334210.0,17167105.0,60084867.0,874485289.0,437242644.0,1530349256.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2085,0.34,0.2842,29.557,False,35468373.0,17734186.0,62069652.0,909953662.0,454976831.0,1592418908.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2086,0.344,0.2764,30.533,False,36639170.0,18319585.0,64118547.0,946592831.0,473296416.0,1656537455.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2087,0.348,0.2689,31.54,False,37847764.0,18923882.0,66233587.0,984440595.0,492220298.0,1722771042.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2088,0.352,0.2615,32.579,False,39095356.0,19547678.0,68416873.0,1023535951.0,511767976.0,1791187915.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2089,0.356,0.2544,33.653,False,40383182.0,20191591.0,70670569.0,1063919134.0,531959567.0,1861858484.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2090,0.36,0.2474,34.76,False,41712520.0,20856260.0,72996910.0,1105631654.0,552815827.0,1934855394.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2091,0.364,0.2406,35.904,False,43084685.0,21542342.0,75398198.0,1148716338.0,574358169.0,2010253592.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2092,0.368,0.2341,37.084,False,44501034.0,22250517.0,77876809.0,1193217372.0,596608686.0,2088130401.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2093,0.372,0.2277,38.302,False,45962967.0,22981484.0,80435193.0,1239180340.0,619590170.0,2168565594.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2094,0.376,0.2214,39.56,False,47471929.0,23735965.0,83075876.0,1286652269.0,643326134.0,2251641470.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2095,0.38,0.2154,40.858,False,49029408.0,24514704.0,85801464.0,1335681676.0,667840838.0,2337442934.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2096,0.384,0.2095,42.197,False,50636938.0,25318469.0,88614642.0,1386318615.0,693159307.0,2426057576.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2097,0.388,0.2038,43.58,False,52296105.0,26148052.0,91518183.0,1438614719.0,719307360.0,2517575759.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2098,0.392,0.1982,45.007,False,54008539.0,27004269.0,94514943.0,1492623258.0,746311629.0,2612090702.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2099,0.396,0.1928,46.48,False,55775925.0,27887963.0,97607869.0,1548399184.0,774199592.0,2709698571.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,Baseline,2100,0.4,0.1875,48.0,False,57600000.0,28800000.0,100800000.0,1605999184.0,802999592.0,2810498571.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2025,0.11,1.3995,4.359,False,5230254.0,2615127.0,9152945.0,5230254.0,2615127.0,9152945.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2026,0.132,1.2016,5.26,False,6311559.0,3155780.0,11045229.0,11541814.0,5770907.0,20198174.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2027,0.154,1.0317,6.339,False,7607184.0,3803592.0,13312572.0,19148998.0,9574499.0,33510746.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2028,0.176,0.8857,7.632,False,9158397.0,4579199.0,16027195.0,28307395.0,14153698.0,49537942.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2029,0.198,0.7605,9.179,False,11014247.0,5507123.0,19274932.0,39321642.0,19660821.0,68812874.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2030,0.22,0.6529,11.028,False,13233005.0,6616503.0,23157759.0,52554647.0,26277324.0,91970633.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2031,0.2265,0.6241,11.64,False,13967817.0,6983909.0,24443681.0,66522465.0,33261232.0,116414313.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2032,0.233,0.5967,12.285,False,14742253.0,7371126.0,25798942.0,81264717.0,40632359.0,142213256.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2033,0.2395,0.5704,12.965,False,15558403.0,7779201.0,27227205.0,96823120.0,48411560.0,169440460.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2034,0.246,0.5452,13.682,False,16418467.0,8209234.0,28732317.0,113241587.0,56620794.0,198172778.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2035,0.2525,0.5212,14.437,False,17324760.0,8662380.0,30318331.0,130566348.0,65283174.0,228491108.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2036,0.259,0.4983,15.233,False,18279717.0,9139858.0,31989504.0,148846064.0,74423032.0,260480612.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2037,0.2655,0.4763,16.072,False,19285896.0,9642948.0,33750318.0,168131960.0,84065980.0,294230931.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2038,0.272,0.4553,16.955,False,20345992.0,10172996.0,35605487.0,188477953.0,94238976.0,329836417.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2039,0.2785,0.4353,17.886,False,21462838.0,10731419.0,37559966.0,209940791.0,104970395.0,367396384.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2040,0.285,0.4161,18.866,False,22639412.0,11319706.0,39618970.0,232580202.0,116290101.0,407015354.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2041,0.2915,0.3978,19.899,False,23878847.0,11939423.0,41787982.0,256459049.0,128229525.0,448803336.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2042,0.298,0.3802,20.987,False,25184438.0,12592219.0,44072767.0,281643487.0,140821744.0,492876103.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2043,0.3045,0.3635,22.133,False,26559652.0,13279826.0,46479391.0,308203139.0,154101570.0,539355494.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2044,0.311,0.3475,23.34,False,28008131.0,14004066.0,49014230.0,336211270.0,168105635.0,588369723.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2045,0.3175,0.3322,24.611,False,29533709.0,14766854.0,51683990.0,365744979.0,182872490.0,640053714.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2046,0.324,0.3175,25.95,False,31140414.0,15570207.0,54495725.0,396885394.0,198442697.0,694549439.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2047,0.3305,0.3035,27.36,False,32832486.0,16416243.0,57456850.0,429717879.0,214858940.0,752006289.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2048,0.337,0.2902,28.845,False,34614378.0,17307189.0,60575162.0,464332258.0,232166129.0,812581451.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2049,0.3435,0.2774,30.409,False,36490777.0,18245389.0,63858860.0,500823035.0,250411517.0,876440311.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2050,0.35,0.2652,32.056,False,38466609.0,19233304.0,67316566.0,539289644.0,269644822.0,943756877.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2051,0.354,0.2579,33.112,False,39734161.0,19867080.0,69534782.0,579023805.0,289511902.0,1013291658.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2052,0.358,0.2509,34.202,False,41042581.0,20521290.0,71824517.0,620066386.0,310033193.0,1085116175.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2053,0.362,0.244,35.328,False,42393165.0,21196583.0,74188039.0,662459551.0,331229775.0,1159304214.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2054,0.366,0.2373,36.489,False,43787250.0,21893625.0,76627687.0,706246800.0,353123400.0,1235931901.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2055,0.37,0.2308,37.689,False,45226213.0,22613107.0,79145874.0,751473014.0,375736507.0,1315077774.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2056,0.374,0.2245,38.926,False,46711478.0,23355739.0,81745086.0,798184492.0,399092246.0,1396822860.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2057,0.378,0.2184,40.204,False,48244509.0,24122255.0,84427891.0,846429001.0,423214500.0,1481250751.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2058,0.382,0.2124,41.522,False,49826819.0,24913409.0,87196933.0,896255819.0,448127910.0,1568447684.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2059,0.386,0.2066,42.883,False,51459966.0,25729983.0,90054941.0,947715786.0,473857893.0,1658502625.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2060,0.39,0.201,44.288,False,53145559.0,26572780.0,93004729.0,1000861345.0,500430672.0,1751507353.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2061,0.394,0.1955,45.738,False,54885256.0,27442628.0,96049198.0,1055746601.0,527873300.0,1847556551.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2062,0.398,0.1901,47.234,False,56680766.0,28340383.0,99191340.0,1112427367.0,556213683.0,1946747892.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2063,0.402,0.1849,48.778,False,58533853.0,29266926.0,102434242.0,1170961219.0,585480610.0,2049182134.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2064,0.406,0.1799,50.372,False,60446335.0,30223167.0,105781086.0,1231407554.0,615703777.0,2154963220.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2065,0.41,0.1749,52.017,False,62420086.0,31210043.0,109235151.0,1293827641.0,646913820.0,2264198371.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2066,0.414,0.1702,53.714,False,64457042.0,32228521.0,112799823.0,1358284682.0,679142341.0,2376998194.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2067,0.418,0.1655,55.466,False,66559194.0,33279597.0,116478590.0,1424843876.0,712421938.0,2493476783.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2068,0.422,0.161,57.274,False,68728599.0,34364300.0,120275049.0,1493572476.0,746786238.0,2613751833.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2069,0.426,0.1566,59.139,False,70967378.0,35483689.0,124192911.0,1564539854.0,782269927.0,2737944744.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2070,0.43,0.1523,61.065,False,73277715.0,36638858.0,128236002.0,1637817569.0,818908785.0,2866180746.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2071,0.434,0.1481,63.052,False,75661866.0,37830933.0,132408266.0,1713479435.0,856739718.0,2998589012.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2072,0.438,0.1441,65.102,False,78122154.0,39061077.0,136713770.0,1791601590.0,895800795.0,3135302782.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2073,0.442,0.1401,67.217,False,80660976.0,40330488.0,141156709.0,1872262566.0,936131283.0,3276459491.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2074,0.446,0.1363,69.401,False,83280804.0,41640402.0,145741407.0,1955543370.0,977771685.0,3422200897.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2075,0.45,0.1326,71.653,False,85984185.0,42992092.0,150472323.0,2041527554.0,1020763777.0,3572673220.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2076,0.454,0.129,73.978,False,88773746.0,44386873.0,155354056.0,2130301300.0,1065150650.0,3728027276.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2077,0.458,0.1254,76.377,False,91652197.0,45826099.0,160391345.0,2221953498.0,1110976749.0,3888418621.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2078,0.462,0.122,78.852,False,94622331.0,47311166.0,165589080.0,2316575829.0,1158287914.0,4054007700.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2079,0.466,0.1187,81.406,False,97687028.0,48843514.0,170952299.0,2414262857.0,1207131428.0,4224960000.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2080,0.47,0.1154,84.041,False,100849258.0,50424629.0,176486201.0,2515112114.0,1257556057.0,4401446200.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2081,0.474,0.1123,86.76,False,104112081.0,52056041.0,182196142.0,2619224196.0,1309612098.0,4583642342.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2082,0.478,0.1092,89.566,False,107478656.0,53739328.0,188087647.0,2726702851.0,1363351426.0,4771729989.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2083,0.482,0.1062,92.46,False,110952236.0,55476118.0,194166413.0,2837655087.0,1418827543.0,4965896402.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2084,0.486,0.1033,95.447,False,114536178.0,57268089.0,200438311.0,2952191264.0,1476095632.0,5166334713.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2085,0.49,0.1005,98.528,False,118233941.0,59116970.0,206909396.0,3070425205.0,1535212603.0,5373244109.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2086,0.494,0.0977,101.708,False,122049092.0,61024546.0,213585912.0,3192474298.0,1596237149.0,5586830021.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP1-2.6,+Geoid,2087,0.498,0.0951,104.988,False,125985311.0,62992655.0,220474294.0,3318459608.0,1659229804.0,5807304314.0
