section,section_type,scenario,variant,year,slr_m,return_period_yr,closure_days_yr,barrier_breached,annual_cost_mid_eur,annual_cost_low_eur,annual_cost_high_eur,cumulative_cost_mid_eur,cumulative_cost_low_eur,cumulative_cost_high_eur
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2031,0.1435,1.1095,5.8,False,6959637.0,3479818.0,12179365.0,35644130.0,17822065.0,62377227.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2032,0.157,1.0104,6.502,False,7802656.0,3901328.0,13654648.0,43446786.0,21723393.0,76031875.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2033,0.1705,0.9202,7.287,False,8744096.0,4372048.0,15302168.0,52190882.0,26095441.0,91334043.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2034,0.184,0.838,8.163,False,9795154.0,4897577.0,17141520.0,61986036.0,30993018.0,108475563.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2035,0.1975,0.7631,9.14,False,10968278.0,5484139.0,19194486.0,72954314.0,36477157.0,127670049.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2036,0.211,0.6949,10.231,False,12277300.0,6138650.0,21485276.0,85231614.0,42615807.0,149155325.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2037,0.2245,0.6329,11.448,False,13737595.0,6868798.0,24040792.0,98969210.0,49484605.0,173196117.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2038,0.238,0.5763,12.805,False,15366245.0,7683122.0,26890928.0,114335454.0,57167727.0,200087045.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2039,0.2515,0.5248,14.319,False,17182226.0,8591113.0,30068895.0,131517680.0,65758840.0,230155940.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2040,0.265,0.478,16.006,False,19206619.0,9603309.0,33611583.0,150724299.0,75362149.0,263767523.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2041,0.2785,0.4353,17.886,False,21462838.0,10731419.0,37559966.0,172187137.0,86093568.0,301327489.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2042,0.292,0.3964,19.981,False,23976885.0,11988442.0,41959549.0,196164022.0,98082011.0,343287038.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2043,0.3055,0.361,22.315,False,26777632.0,13388816.0,46860856.0,222941654.0,111470827.0,390147894.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2044,0.319,0.3287,24.914,False,29897135.0,14948568.0,52319987.0,252838789.0,126419395.0,442467881.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2045,0.3325,0.2994,27.809,False,33370981.0,16685490.0,58399216.0,286209770.0,143104885.0,500867097.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2046,0.346,0.2726,31.032,False,37238668.0,18619334.0,65167669.0,323448438.0,161724219.0,566034766.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2047,0.3595,0.2483,34.62,False,41544038.0,20772019.0,72702066.0,364992476.0,182496238.0,638736833.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2048,0.373,0.2261,38.613,False,46335742.0,23167871.0,81087548.0,411328218.0,205664109.0,719824381.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2049,0.3865,0.2059,43.056,False,51667764.0,25833882.0,90418586.0,462995981.0,231497991.0,810242967.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2050,0.4,0.1875,48.0,False,57600000.0,28800000.0,100800000.0,520595981.0,260297991.0,911042967.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2051,0.412,0.1725,52.859,False,63430540.0,31715270.0,111003446.0,584026522.0,292013261.0,1022046413.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2052,0.424,0.1588,58.199,False,69839182.0,34919591.0,122218569.0,653865704.0,326932852.0,1144264982.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2053,0.436,0.1461,64.069,False,76882345.0,38441172.0,134544104.0,730748049.0,365374024.0,1278809085.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2054,0.448,0.1344,70.518,False,84621888.0,42310944.0,148088304.0,815369936.0,407684968.0,1426897389.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2055,0.46,0.1237,77.605,False,93125626.0,46562813.0,162969845.0,908495562.0,454247781.0,1589867234.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2056,0.472,0.1138,85.39,False,102467900.0,51233950.0,179318825.0,1010963462.0,505481731.0,1769186059.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2057,0.484,0.1047,93.942,False,112730198.0,56365099.0,197277846.0,1123693660.0,561846830.0,1966463905.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2058,0.496,0.0964,103.335,False,124001834.0,62000917.0,217003209.0,1247695494.0,623847747.0,2183467115.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2059,0.508,0.0887,113.651,False,136380696.0,68190348.0,238666217.0,1384076190.0,692038095.0,2422133332.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2060,0.52,0.0816,124.978,False,149974057.0,74987029.0,262454600.0,1534050247.0,767025123.0,2684587932.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2061,0.532,0.0751,137.416,False,164899472.0,82449736.0,288574076.0,1698949719.0,849474860.0,2973162008.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2062,0.544,0.0691,151.071,False,181285749.0,90642875.0,317250062.0,1880235469.0,940117734.0,3290412070.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2063,0.556,0.0636,166.062,False,199274022.0,99637011.0,348729538.0,2079509490.0,1039754745.0,3639141608.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2064,0.568,0.0585,182.516,False,219018913.0,109509457.0,383283098.0,2298528403.0,1149264202.0,4022424706.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2065,0.58,0.0538,200.575,False,240689820.0,120344910.0,421207185.0,2539218223.0,1269609111.0,4443631890.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2066,0.592,0.0495,220.394,False,264472307.0,132236154.0,462826538.0,2803690530.0,1401845265.0,4906458428.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2067,0.604,0.0456,365.0,True,438000000.0,219000000.0,766500000.0,3241690530.0,1620845265.0,5672958428.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2068,0.616,0.042,365.0,True,438000000.0,219000000.0,766500000.0,3679690530.0,1839845265.0,6439458428.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2069,0.628,0.0386,365.0,True,438000000.0,219000000.0,766500000.0,4117690530.0,2058845265.0,7205958428.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2070,0.64,0.0355,365.0,True,438000000.0,219000000.0,766500000.0,4555690530.0,2277845265.0,7972458428.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2071,0.652,0.0327,365.0,True,438000000.0,219000000.0,766500000.0,4993690530.0,2496845265.0,8738958428.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2072,0.664,0.0301,365.0,True,438000000.0,219000000.0,766500000.0,5431690530.0,2715845265.0,9505458428.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2073,0.676,0.0277,365.0,True,438000000.0,219000000.0,766500000.0,5869690530.0,2934845265.0,10271958428.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2074,0.688,0.0255,365.0,True,438000000.0,219000000.0,766500000.0,6307690530.0,3153845265.0,11038458428.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2075,0.7,0.0234,365.0,True,438000000.0,219000000.0,766500000.0,6745690530.0,3372845265.0,11804958428.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2076,0.712,0.0216,365.0,True,438000000.0,219000000.0,766500000.0,7183690530.0,3591845265.0,12571458428.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2077,0.724,0.0198,365.0,True,438000000.0,219000000.0,766500000.0,7621690530.0,3810845265.0,13337958428.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2078,0.736,0.0183,365.0,True,438000000.0,219000000.0,766500000.0,8059690530.0,4029845265.0,14104458428.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2079,0.748,0.0168,365.0,True,438000000.0,219000000.0,766500000.0,8497690530.0,4248845265.0,14870958428.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2080,0.76,0.0155,365.0,True,438000000.0,219000000.0,766500000.0,8935690530.0,4467845265.0,15637458428.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2081,0.772,0.0142,365.0,True,438000000.0,219000000.0,766500000.0,9373690530.0,4686845265.0,16403958428.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2082,0.784,0.0131,365.0,True,438000000.0,219000000.0,766500000.0,9811690530.0,4905845265.0,17170458428.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2083,0.796,0.012,365.0,True,438000000.0,219000000.0,766500000.0,10249690530.0,5124845265.0,17936958428.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2084,0.808,0.0111,365.0,True,438000000.0,219000000.0,766500000.0,10687690530.0,5343845265.0,18703458428.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2085,0.82,0.0102,365.0,True,438000000.0,219000000.0,766500000.0,11125690530.0,5562845265.0,19469958428.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2086,0.832,0.0094,365.0,True,438000000.0,219000000.0,766500000.0,11563690530.0,5781845265.0,20236458428.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2087,0.844,0.0086,365.0,True,438000000.0,219000000.0,766500000.0,12001690530.0,6000845265.0,21002958428.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2088,0.856,0.0079,365.0,True,438000000.0,219000000.0,766500000.0,12439690530.0,6219845265.0,21769458428.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2089,0.868,0.0073,365.0,True,438000000.0,219000000.0,766500000.0,12877690530.0,6438845265.0,22535958428.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2090,0.88,0.0067,365.0,True,438000000.0,219000000.0,766500000.0,13315690530.0,6657845265.0,23302458428.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2091,0.892,0.0062,365.0,True,438000000.0,219000000.0,766500000.0,13753690530.0,6876845265.0,24068958428.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2092,0.904,0.0057,365.0,True,438000000.0,219000000.0,766500000.0,14191690530.0,7095845265.0,24835458428.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2093,0.916,0.0052,365.0,True,438000000.0,219000000.0,766500000.0,14629690530.0,7314845265.0,25601958428.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2094,0.928,0.0048,365.0,True,438000000.0,219000000.0,766500000.0,15067690530.0,7533845265.0,26368458428.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2095,0.94,0.0044,365.0,True,438000000.0,219000000.0,766500000.0,15505690530.0,7752845265.0,27134958428.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2096,0.952,0.0041,365.0,True,438000000.0,219000000.0,766500000.0,15943690530.0,7971845265.0,27901458428.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2097,0.964,0.0038,365.0,True,438000000.0,219000000.0,766500000.0,16381690530.0,8190845265.0,28667958428.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2098,0.976,0.0035,365.0,True,438000000.0,219000000.0,766500000.0,16819690530.0,8409845265.0,29434458428.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2099,0.988,0.0032,365.0,True,438000000.0,219000000.0,766500000.0,17257690530.0,8628845265.0,30200958428.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,Baseline,2100,1.0,0.0029,365.0,True,438000000.0,219000000.0,766500000.0,17695690530.0,8847845265.0,30967458428.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2025,0.14,1.1368,5.63,False,6755881.0,3377940.0,11822791.0,6755881.0,3377940.0,11822791.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2026,0.168,0.9362,7.135,False,8561835.0,4280917.0,14983211.0,15317715.0,7658858.0,26806002.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2027,0.196,0.7711,9.026,False,10831485.0,5415743.0,18955100.0,26149201.0,13074600.0,45761101.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2028,0.224,0.6351,11.401,False,13680619.0,6840309.0,23941083.0,39829820.0,19914910.0,69702185.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2029,0.252,0.523,14.378,False,17253350.0,8626675.0,30193362.0,57083169.0,28541585.0,99895546.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2030,0.28,0.4308,18.107,False,21728942.0,10864471.0,38025649.0,78812111.0,39406056.0,137921195.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2031,0.2935,0.3923,20.228,False,24273364.0,12136682.0,42478386.0,103085475.0,51542737.0,180399581.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2032,0.307,0.3572,22.59,False,27107884.0,13553942.0,47438796.0,130193359.0,65096679.0,227838378.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2033,0.3205,0.3253,25.221,False,30264933.0,15132466.0,52963632.0,160458291.0,80229146.0,280802010.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2034,0.334,0.2963,28.15,False,33780512.0,16890256.0,59115896.0,194238803.0,97119402.0,339917906.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2035,0.3475,0.2698,31.412,False,37694582.0,18847291.0,65965519.0,231933385.0,115966693.0,405883424.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2036,0.361,0.2457,35.043,False,42051494.0,21025747.0,73590114.0,273984879.0,136992440.0,479473538.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2037,0.3745,0.2238,39.084,False,46900464.0,23450232.0,82075812.0,320885343.0,160442672.0,561549350.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2038,0.388,0.2038,43.58,False,52296105.0,26148052.0,91518183.0,373181448.0,186590724.0,653067533.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2039,0.4015,0.1856,48.583,False,58299007.0,29149503.0,102023262.0,431480454.0,215740227.0,755090795.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2040,0.415,0.169,54.147,False,64976388.0,32488194.0,113708679.0,496456843.0,248228421.0,868799475.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2041,0.4285,0.1539,60.336,False,72402812.0,36201406.0,126704920.0,568859654.0,284429827.0,995504395.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2042,0.442,0.1401,67.217,False,80660976.0,40330488.0,141156709.0,649520631.0,324760315.0,1136661103.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2043,0.4555,0.1276,74.869,False,89842600.0,44921300.0,157224550.0,739363231.0,369681615.0,1293885654.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2044,0.469,0.1162,83.374,False,100049391.0,50024695.0,175086434.0,839412621.0,419706311.0,1468972088.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2045,0.4825,0.1058,92.828,False,111394123.0,55697062.0,194939716.0,950806745.0,475403372.0,1663911803.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2046,0.496,0.0964,103.335,False,124001834.0,62000917.0,217003209.0,1074808579.0,537404289.0,1880915013.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2047,0.5095,0.0878,115.009,False,138011140.0,69005570.0,241519495.0,1212819718.0,606409859.0,2122434507.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2048,0.523,0.0799,127.98,False,153575700.0,76787850.0,268757474.0,1366395418.0,683197709.0,2391191981.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2049,0.5365,0.0728,142.388,False,170865832.0,85432916.0,299015205.0,1537261250.0,768630625.0,2690207187.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2050,0.55,0.0663,158.392,False,190070303.0,95035151.0,332623030.0,1727331552.0,863665776.0,3022830217.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2051,0.562,0.061,174.097,False,208916665.0,104458332.0,365604163.0,1936248217.0,968124108.0,3388434380.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2052,0.574,0.0561,191.335,False,229602413.0,114801206.0,401804223.0,2165850630.0,1082925315.0,3790238602.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2053,0.586,0.0517,210.254,False,252304845.0,126152423.0,441533480.0,2418155475.0,1209077738.0,4231772082.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2054,0.598,0.0475,231.015,False,277218178.0,138609089.0,485131812.0,2695373654.0,1347686827.0,4716903894.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2055,0.61,0.0437,365.0,True,438000000.0,219000000.0,766500000.0,3133373654.0,1566686827.0,5483403894.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2056,0.622,0.0402,365.0,True,438000000.0,219000000.0,766500000.0,3571373654.0,1785686827.0,6249903894.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2057,0.634,0.037,365.0,True,438000000.0,219000000.0,766500000.0,4009373654.0,2004686827.0,7016403894.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2058,0.646,0.0341,365.0,True,438000000.0,219000000.0,766500000.0,4447373654.0,2223686827.0,7782903894.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2059,0.658,0.0314,365.0,True,438000000.0,219000000.0,766500000.0,4885373654.0,2442686827.0,8549403894.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2060,0.67,0.0289,365.0,True,438000000.0,219000000.0,766500000.0,5323373654.0,2661686827.0,9315903894.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2061,0.682,0.0266,365.0,True,438000000.0,219000000.0,766500000.0,5761373654.0,2880686827.0,10082403894.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2062,0.694,0.0244,365.0,True,438000000.0,219000000.0,766500000.0,6199373654.0,3099686827.0,10848903894.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2063,0.706,0.0225,365.0,True,438000000.0,219000000.0,766500000.0,6637373654.0,3318686827.0,11615403894.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2064,0.718,0.0207,365.0,True,438000000.0,219000000.0,766500000.0,7075373654.0,3537686827.0,12381903894.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2065,0.73,0.019,365.0,True,438000000.0,219000000.0,766500000.0,7513373654.0,3756686827.0,13148403894.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2066,0.742,0.0175,365.0,True,438000000.0,219000000.0,766500000.0,7951373654.0,3975686827.0,13914903894.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2067,0.754,0.0161,365.0,True,438000000.0,219000000.0,766500000.0,8389373654.0,4194686827.0,14681403894.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2068,0.766,0.0148,365.0,True,438000000.0,219000000.0,766500000.0,8827373654.0,4413686827.0,15447903894.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2069,0.778,0.0136,365.0,True,438000000.0,219000000.0,766500000.0,9265373654.0,4632686827.0,16214403894.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2070,0.79,0.0126,365.0,True,438000000.0,219000000.0,766500000.0,9703373654.0,4851686827.0,16980903894.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2071,0.802,0.0116,365.0,True,438000000.0,219000000.0,766500000.0,10141373654.0,5070686827.0,17747403894.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2072,0.814,0.0106,365.0,True,438000000.0,219000000.0,766500000.0,10579373654.0,5289686827.0,18513903894.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2073,0.826,0.0098,365.0,True,438000000.0,219000000.0,766500000.0,11017373654.0,5508686827.0,19280403894.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2074,0.838,0.009,365.0,True,438000000.0,219000000.0,766500000.0,11455373654.0,5727686827.0,20046903894.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2075,0.85,0.0083,365.0,True,438000000.0,219000000.0,766500000.0,11893373654.0,5946686827.0,20813403894.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2076,0.862,0.0076,365.0,True,438000000.0,219000000.0,766500000.0,12331373654.0,6165686827.0,21579903894.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2077,0.874,0.007,365.0,True,438000000.0,219000000.0,766500000.0,12769373654.0,6384686827.0,22346403894.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2078,0.886,0.0065,365.0,True,438000000.0,219000000.0,766500000.0,13207373654.0,6603686827.0,23112903894.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2079,0.898,0.0059,365.0,True,438000000.0,219000000.0,766500000.0,13645373654.0,6822686827.0,23879403894.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2080,0.91,0.0055,365.0,True,438000000.0,219000000.0,766500000.0,14083373654.0,7041686827.0,24645903894.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2081,0.922,0.005,365.0,True,438000000.0,219000000.0,766500000.0,14521373654.0,7260686827.0,25412403894.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2082,0.934,0.0046,365.0,True,438000000.0,219000000.0,766500000.0,14959373654.0,7479686827.0,26178903894.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2083,0.946,0.0043,365.0,True,438000000.0,219000000.0,766500000.0,15397373654.0,7698686827.0,26945403894.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2084,0.958,0.0039,365.0,True,438000000.0,219000000.0,766500000.0,15835373654.0,7917686827.0,27711903894.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2085,0.97,0.0036,365.0,True,438000000.0,219000000.0,766500000.0,16273373654.0,8136686827.0,28478403894.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2086,0.982,0.0033,365.0,True,438000000.0,219000000.0,766500000.0,16711373654.0,8355686827.0,29244903894.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2087,0.994,0.0031,365.0,True,438000000.0,219000000.0,766500000.0,17149373654.0,8574686827.0,30011403894.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2088,1.006,0.0028,365.0,True,438000000.0,219000000.0,766500000.0,17587373654.0,8793686827.0,30777903894.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2089,1.018,0.0026,365.0,True,438000000.0,219000000.0,766500000.0,18025373654.0,9012686827.0,31544403894.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2090,1.03,0.0024,365.0,True,438000000.0,219000000.0,766500000.0,18463373654.0,9231686827.0,32310903894.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2091,1.042,0.0022,365.0,True,438000000.0,219000000.0,766500000.0,18901373654.0,9450686827.0,33077403894.0
Ria de Aveiro — Cacia–Estarreja (km 265–275),railway,SSP5-8.5,+Geoid,2092,1.054,0.002,365.0,True,438000000.0,219000000.0,766500000.0,19339373654.0,9669686827.0,33843903894.0
