idx,lat,lon,elev_m,below_threshold
167,39.467532,-8.467621,35.236,False
168,39.468484,-8.465662,31.657,False
169,39.46839,-8.464509,25.905,False
170,39.467038,-8.466046,33.142,False
171,39.465686,-8.467582,35.728,False
172,39.464334,-8.469119,35.802,False
173,39.462983,-8.470655,34.489,False
174,39.461631,-8.472192,35.979,False
175,39.460279,-8.473728,36.095,False
176,39.458927,-8.475264,34.951,False
177,39.457575,-8.476801,33.126,False
178,39.456223,-8.478337,33.188,False
179,39.454871,-8.479874,33.096,False
180,39.453519,-8.48141,31.514,False
181,39.452167,-8.482947,32.473,False
182,39.450815,-8.484483,31.512,False
183,39.449463,-8.48602,32.343,False
184,39.448111,-8.487556,30.752,False
185,39.446759,-8.489093,29.844,False
186,39.445407,-8.490629,29.012,False
187,39.444055,-8.492166,29.389,False
188,39.442665,-8.493643,29.124,False
189,39.441263,-8.495102,27.442,False
190,39.439861,-8.496561,30.66,False
191,39.438458,-8.498018,27.823,False
192,39.437055,-8.499475,27.348,False
193,39.435652,-8.500932,27.507,False
194,39.434249,-8.502389,27.817,False
195,39.432846,-8.503847,30.378,False
196,39.431442,-8.505302,28.411,False
197,39.43004,-8.506761,29.499,False
198,39.428638,-8.50822,25.379,False
199,39.427237,-8.509679,24.883,False
200,39.425835,-8.511138,20.965,False
201,39.424433,-8.512597,17.486,False
202,39.423031,-8.514056,18.344,False
203,39.422284,-8.514837,16.382,False
204,39.42369,-8.513384,18.001,False
205,39.425096,-8.511932,18.15,False
206,39.426502,-8.51048,23.949,False
207,39.427908,-8.509028,24.788,False
208,39.429314,-8.507576,28.226,False
209,39.430717,-8.506119,29.124,False
210,39.432119,-8.50466,29.715,False
211,39.43089,-8.50593,28.861,False
212,39.429485,-8.507384,28.939,False
213,39.42808,-8.508837,24.772,False
214,39.426675,-8.510291,24.604,False
215,39.42527,-8.511744,18.761,False
216,39.423865,-8.513198,17.772,False
217,39.42246,-8.514652,16.866,False
218,39.421219,-8.515843,17.037,False
219,39.419746,-8.517177,16.531,False
220,39.418273,-8.518512,16.1,False
221,39.416801,-8.519846,17.791,False
222,39.415328,-8.52118,17.585,False
223,39.413855,-8.522515,15.237,False
