point_index,lat,lon,elevation_m,below_threshold
726,40.7565,-8.575078,14.298,False
727,40.757399,-8.575078,14.731,False
728,40.758299,-8.575077,15.073,False
729,40.759198,-8.575077,17.335,False
730,40.760097,-8.575077,21.618,False
731,40.760997,-8.575077,23.378,False
732,40.761896,-8.575077,22.308,False
733,40.762795,-8.575077,21.073,False
734,40.763694,-8.575077,19.773,False
735,40.764594,-8.575077,25.263,False
736,40.765493,-8.575077,31.43,False
737,40.766392,-8.575076,30.265,False
738,40.767292,-8.575076,33.189,False
739,40.768191,-8.575076,31.793,False
740,40.76909,-8.575076,24.268,False
741,40.76999,-8.575076,22.544,False
742,40.770889,-8.575076,23.006,False
743,40.771788,-8.575076,23.804,False
744,40.772688,-8.575076,25.705,False
745,40.773587,-8.575076,26.535,False
746,40.774486,-8.575076,27.543,False
747,40.775386,-8.575075,27.307,False
748,40.776285,-8.575075,26.315,False
749,40.777184,-8.575075,26.405,False
750,40.778084,-8.575075,26.685,False
751,40.77897,-8.575197,26.56,False
752,40.779727,-8.575833,26.583,False
753,40.779462,-8.576387,24.406,False
754,40.778641,-8.576871,22.672,False
755,40.77782,-8.577134,22.653,False
756,40.776943,-8.576918,24.24,False
757,40.776046,-8.576833,24.21,False
758,40.775149,-8.576742,23.126,False
759,40.775282,-8.576945,23.028,False
760,40.77611,-8.577407,22.594,False
761,40.776939,-8.577868,21.832,False
762,40.7778,-8.578105,21.616,False
763,40.778697,-8.578184,20.731,False
764,40.779594,-8.578271,21.657,False
765,40.780491,-8.578358,22.605,False
766,40.781386,-8.578464,22.179,False
767,40.780865,-8.578409,22.574,False
768,40.779971,-8.57828,22.216,False
769,40.779077,-8.57815,20.73,False
770,40.778184,-8.578021,21.138,False
771,40.77729,-8.577891,22.093,False
772,40.776396,-8.577762,21.607,False
773,40.775502,-8.577632,21.674,False
774,40.774608,-8.577503,21.776,False
775,40.773714,-8.577373,22.153,False
776,40.77282,-8.577244,22.311,False
777,40.771926,-8.577114,22.272,False
778,40.771032,-8.576985,21.68,False
779,40.770138,-8.576855,19.05,False
780,40.769244,-8.576726,22.046,False
781,40.76835,-8.576596,27.168,False
782,40.767456,-8.576467,30.651,False
783,40.766562,-8.576337,30.619,False
784,40.765668,-8.576208,30.328,False
785,40.764774,-8.576078,24.451,False
786,40.76388,-8.575949,20.04,False
787,40.762986,-8.575819,19.136,False
788,40.762092,-8.57569,19.132,False
789,40.761198,-8.57556,19.88,False
790,40.760304,-8.575431,20.145,False
791,40.75941,-8.575301,17.325,False
792,40.758516,-8.575172,15.139,False
793,40.757623,-8.575042,14.735,False
794,40.756729,-8.574913,15.031,False
795,40.755835,-8.574783,13.322,False
796,40.754941,-8.574654,11.909,False
797,40.754047,-8.574524,11.51,False
798,40.753153,-8.574395,11.923,False
799,40.752259,-8.574265,14.104,False
800,40.751365,-8.574136,15.202,False
801,40.750471,-8.574006,13.885,False
802,40.749577,-8.573877,10.328,False
803,40.748683,-8.573747,7.967,False
804,40.747789,-8.573618,4.678,False
805,40.746895,-8.573488,3.391,False
806,40.746009,-8.573312,3.68,False
807,40.745153,-8.572948,4.21,False
808,40.744297,-8.572584,4.764,False
809,40.743441,-8.57222,5.081,False
810,40.742585,-8.571856,6.219,False
811,40.741736,-8.571464,5.656,False
812,40.7409,-8.571027,6.66,False
813,40.740081,-8.570538,7.672,False
814,40.73927,-8.570024,7.07,False
815,40.73846,-8.569509,6.23,False
816,40.73765,-8.568994,4.678,False
817,40.73684,-8.568478,4.231,False
818,40.73603,-8.567962,3.78,False
819,40.73522,-8.567445,4.055,False
820,40.734409,-8.566935,5.025,False
821,40.73358,-8.566474,6.485,False
822,40.732733,-8.566077,6.158,False
823,40.731867,-8.565755,5.798,False
824,40.73099,-8.565493,7.027,False
825,40.730111,-8.565244,6.395,False
826,40.729231,-8.564997,6.636,False
827,40.729331,-8.565126,6.043,False
828,40.730174,-8.565539,5.228,False
829,40.731017,-8.565952,3.894,False
830,40.73186,-8.566366,3.811,False
831,40.732703,-8.566779,4.257,False
832,40.733546,-8.567192,3.276,False
833,40.734389,-8.567605,2.114,True
834,40.735233,-8.568019,1.451,True
835,40.736076,-8.568432,2.009,True
836,40.736919,-8.568845,2.607,True
837,40.737762,-8.569258,3.937,False
838,40.738605,-8.569671,6.199,False
839,40.739448,-8.570085,7.302,False
840,40.740291,-8.570498,8.393,False
841,40.741134,-8.570911,7.459,False
842,40.741977,-8.571324,7.066,False
843,40.74282,-8.571738,7.262,False
844,40.743663,-8.572151,5.696,False
845,40.744506,-8.572564,4.817,False
846,40.745349,-8.572977,4.126,False
847,40.746192,-8.57339,3.469,False
848,40.747048,-8.573754,3.237,False
849,40.747904,-8.574121,4.35,False
850,40.748759,-8.574488,6.502,False
851,40.749614,-8.574856,6.874,False
852,40.75047,-8.575219,6.042,False
853,40.751335,-8.575532,6.079,False
854,40.752227,-8.575687,7.435,False
855,40.753119,-8.575841,7.626,False
856,40.75401,-8.575996,6.86,False
857,40.754902,-8.57615,7.746,False
858,40.755794,-8.576305,10.148,False
859,40.756685,-8.576459,12.043,False
860,40.757577,-8.576614,12.007,False
861,40.758469,-8.576769,12.254,False
862,40.75936,-8.576923,13.199,False
863,40.760252,-8.577078,13.676,False
864,40.761144,-8.577232,14.936,False
865,40.762035,-8.577387,16.38,False
866,40.762927,-8.577541,16.466,False
867,40.763819,-8.577696,15.489,False
868,40.76471,-8.57785,17.08,False
869,40.765602,-8.578005,17.354,False
870,40.766494,-8.578159,16.481,False
871,40.767385,-8.578314,17.171,False
872,40.768277,-8.578468,18.077,False
873,40.769169,-8.578623,16.914,False
874,40.77006,-8.578777,16.475,False
875,40.770952,-8.578932,17.585,False
876,40.771844,-8.579087,20.527,False
877,40.772735,-8.579241,22.82,False
878,40.773627,-8.579396,23.102,False
879,40.774519,-8.57955,23.915,False
880,40.77541,-8.579705,22.85,False
881,40.776302,-8.579859,22.029,False
882,40.777194,-8.580014,21.881,False
883,40.778085,-8.580168,22.482,False
884,40.778977,-8.580323,23.046,False
885,40.779869,-8.580477,24.303,False
886,40.780761,-8.580632,24.392,False
887,40.781652,-8.580786,21.899,False
888,40.782544,-8.580941,23.256,False
889,40.783436,-8.581096,25.039,False
890,40.784327,-8.58125,25.328,False
891,40.785219,-8.581405,30.184,False
892,40.786111,-8.581559,29.643,False
893,40.787002,-8.581714,32.474,False
894,40.787894,-8.581868,36.381,False
895,40.788786,-8.582023,33.177,False
896,40.789677,-8.582177,32.142,False
897,40.790569,-8.582332,30.947,False
898,40.791461,-8.582486,30.101,False
899,40.792352,-8.582641,28.878,False
900,40.793244,-8.582795,27.2,False
901,40.794136,-8.58295,29.038,False
902,40.795027,-8.583104,26.061,False
903,40.795919,-8.583259,21.07,False
904,40.796811,-8.583414,16.655,False
905,40.797702,-8.583568,15.877,False
906,40.798594,-8.583723,16.862,False
907,40.799486,-8.583877,16.378,False
908,40.800377,-8.584032,16.502,False
909,40.801269,-8.584186,17.435,False
910,40.802161,-8.584341,18.391,False
911,40.803052,-8.584495,17.813,False
912,40.803944,-8.58465,18.614,False
913,40.804836,-8.584804,18.855,False
914,40.805727,-8.584959,17.578,False
915,40.806619,-8.585113,19.794,False
916,40.807511,-8.585268,20.318,False
917,40.808402,-8.585422,19.478,False
918,40.809215,-8.58593,19.706,False
919,40.810028,-8.58644,19.239,False
920,40.81084,-8.58695,19.052,False
921,40.811652,-8.587459,19.546,False
922,40.812465,-8.587969,18.167,False
923,40.813277,-8.588479,18.11,False
924,40.814089,-8.588989,17.7,False
925,40.814902,-8.589498,18.74,False
926,40.815714,-8.590008,17.825,False
927,40.816527,-8.590518,18.207,False
928,40.817339,-8.591027,18.224,False
929,40.818152,-8.591536,17.859,False
930,40.818964,-8.592046,17.343,False
931,40.819777,-8.592554,17.131,False
932,40.82059,-8.593061,18.024,False
933,40.821404,-8.593569,17.978,False
934,40.822217,-8.594076,17.661,False
935,40.82303,-8.594584,17.474,False
936,40.823843,-8.595091,17.048,False
937,40.824657,-8.595597,16.882,False
938,40.825471,-8.596102,17.577,False
939,40.826285,-8.596607,16.279,False
940,40.827099,-8.597113,17.456,False
941,40.827913,-8.597619,17.939,False
942,40.828726,-8.598125,15.983,False
943,40.82954,-8.598631,16.264,False
944,40.830354,-8.599137,16.04,False
945,40.831168,-8.599643,14.732,False
946,40.831981,-8.600149,14.35,False
947,40.831665,-8.599951,14.721,False
948,40.830852,-8.599443,14.804,False
949,40.830039,-8.598935,14.684,False
950,40.829226,-8.598428,15.955,False
951,40.828413,-8.59792,16.239,False
952,40.8276,-8.597412,18.563,False
953,40.826787,-8.596904,16.286,False
954,40.825974,-8.596396,16.905,False
955,40.825161,-8.595888,17.406,False
956,40.824348,-8.59538,16.82,False
957,40.823535,-8.594872,17.382,False
958,40.822721,-8.594365,17.607,False
959,40.821908,-8.593857,17.774,False
960,40.821095,-8.593349,18.101,False
961,40.820282,-8.592841,17.767,False
962,40.819469,-8.592333,17.132,False
963,40.818656,-8.591825,17.542,False
964,40.817843,-8.591317,17.986,False
965,40.81703,-8.590809,18.424,False
966,40.816217,-8.590301,17.964,False
967,40.815404,-8.589794,18.151,False
968,40.814591,-8.589286,18.626,False
969,40.813778,-8.588778,17.799,False
970,40.812965,-8.58827,18.106,False
971,40.812152,-8.587762,18.444,False
972,40.811339,-8.587254,19.781,False
973,40.810526,-8.586746,18.934,False
974,40.809713,-8.586238,19.409,False
975,40.8089,-8.58573,19.703,False
976,40.808087,-8.585221,19.795,False
977,40.807275,-8.58471,20.77,False
978,40.806463,-8.584199,20.044,False
979,40.805651,-8.583688,18.52,False
980,40.80484,-8.583177,18.173,False
981,40.804026,-8.58267,18.024,False
982,40.803211,-8.582169,18.49,False
983,40.80238,-8.581716,18.899,False
984,40.80153,-8.581326,18.947,False
985,40.800662,-8.581016,18.204,False
986,40.799782,-8.580777,18.961,False
987,40.798892,-8.580613,19.816,False
988,40.797996,-8.580508,19.091,False
989,40.797099,-8.580419,22.74,False
990,40.797766,-8.580437,19.109,False
991,40.798662,-8.58053,19.694,False
992,40.799555,-8.580679,19.278,False
993,40.800438,-8.580899,18.292,False
994,40.801309,-8.581191,18.764,False
995,40.802163,-8.581563,18.995,False
996,40.803,-8.581997,18.803,False
997,40.803818,-8.58249,18.146,False
998,40.804632,-8.582994,17.898,False
999,40.805444,-8.583505,17.95,False
1000,40.806256,-8.584016,20.005,False
1001,40.807068,-8.584527,20.682,False
1002,40.80788,-8.585038,20.163,False
1003,40.808141,-8.585255,19.718,False
1004,40.807289,-8.584877,20.703,False
1005,40.806436,-8.584499,19.913,False
1006,40.805584,-8.584121,17.575,False
1007,40.804731,-8.583743,18.622,False
1008,40.803879,-8.583365,18.159,False
1009,40.803026,-8.582987,18.554,False
1010,40.802173,-8.582609,18.066,False
1011,40.801321,-8.582231,18.174,False
1012,40.800468,-8.581853,18.052,False
1013,40.799616,-8.581475,18.733,False
1014,40.798763,-8.581097,19.547,False
1015,40.79791,-8.580719,18.713,False
1016,40.797054,-8.580367,22.988,False
1017,40.79616,-8.58024,27.176,False
1018,40.795266,-8.580109,28.323,False
1019,40.794372,-8.579977,26.334,False
1020,40.793479,-8.579846,20.921,False
1021,40.792585,-8.579714,20.481,False
1022,40.791691,-8.579583,24.374,False
1023,40.790797,-8.579451,25.997,False
1024,40.789903,-8.57932,27.177,False
1025,40.78901,-8.579188,30.089,False
1026,40.788116,-8.579057,29.611,False
1027,40.787222,-8.578925,27.553,False
1028,40.786328,-8.578793,27.88,False
1029,40.785434,-8.578662,24.91,False
1030,40.784541,-8.57853,24.318,False
1031,40.783647,-8.578399,23.816,False
1032,40.782753,-8.578267,22.281,False
1033,40.781859,-8.578136,22.211,False
1034,40.780965,-8.578004,22.766,False
1035,40.780072,-8.577873,22.841,False
1036,40.779178,-8.577741,21.432,False
1037,40.778284,-8.57761,21.221,False
1038,40.77739,-8.577478,22.683,False
1039,40.776497,-8.577347,23.19,False
1040,40.775603,-8.577215,22.89,False
1041,40.774709,-8.577084,22.316,False
1042,40.773815,-8.576952,22.298,False
1043,40.772921,-8.576821,23.085,False
1044,40.772028,-8.576689,22.827,False
1045,40.771134,-8.576557,22.499,False
1046,40.77024,-8.576426,19.607,False
1047,40.769346,-8.576294,21.258,False
1048,40.768452,-8.576163,27.103,False
1049,40.767559,-8.576031,33.249,False
1050,40.766665,-8.5759,31.511,False
1051,40.765771,-8.575768,33.254,False
1052,40.764877,-8.575637,27.566,False
1053,40.763984,-8.575505,20.974,False
1054,40.76309,-8.575374,20.044,False
1055,40.762196,-8.575242,21.189,False
1056,40.761302,-8.575111,23.106,False
1057,40.760408,-8.574979,23.351,False
1058,40.759515,-8.574848,19.614,False
1059,40.758621,-8.574716,16.715,False
1060,40.757727,-8.574584,15.573,False
1061,40.756833,-8.574453,16.472,False
1062,40.755939,-8.574321,15.863,False
1063,40.755046,-8.57419,15.25,False
1064,40.754152,-8.574058,13.526,False
1065,40.753258,-8.573927,13.83,False
1066,40.752364,-8.573795,17.493,False
1067,40.751471,-8.573664,19.079,False
1068,40.750577,-8.573532,19.087,False
1069,40.749683,-8.573401,12.735,False
1070,40.748789,-8.573269,8.473,False
1071,40.747895,-8.573138,5.412,False
1072,40.747002,-8.573006,3.983,False
1073,40.746108,-8.572875,3.908,False
1074,40.745214,-8.572743,4.333,False
1075,40.744324,-8.572589,4.762,False
1076,40.744356,-8.572515,4.914,False
1077,40.745229,-8.572803,4.285,False
1078,40.746102,-8.57309,3.7,False
1079,40.746974,-8.573378,3.572,False
1080,40.747847,-8.573665,4.779,False
1081,40.748719,-8.573952,8.079,False
1082,40.749592,-8.57424,9.021,False
1083,40.750464,-8.574527,9.725,False
1084,40.751337,-8.574815,9.625,False
1085,40.752209,-8.575102,9.652,False
1086,40.753082,-8.57539,8.87,False
1087,40.753955,-8.575677,7.536,False
1088,40.754827,-8.575965,7.82,False
1089,40.7557,-8.576252,9.879,False
1090,40.756572,-8.57654,11.755,False
1091,40.757464,-8.57664,11.956,False
1092,40.758361,-8.57672,12.17,False
1093,40.759258,-8.576807,12.982,False
1094,40.760155,-8.576894,13.744,False
1095,40.761052,-8.576981,14.689,False
1096,40.761949,-8.577068,16.152,False
1097,40.762846,-8.577155,16.656,False
1098,40.763743,-8.577242,15.783,False
1099,40.764639,-8.577329,16.558,False
1100,40.765536,-8.577416,17.131,False
1101,40.766433,-8.577503,19.82,False
1102,40.76733,-8.57759,20.593,False
1103,40.768227,-8.577677,20.716,False
1104,40.769124,-8.577764,19.603,False
1105,40.770021,-8.577851,17.317,False
1106,40.770918,-8.577938,18.051,False
1107,40.771815,-8.578025,19.363,False
1108,40.772712,-8.578112,22.417,False
1109,40.773608,-8.578199,22.662,False
1110,40.774505,-8.578286,21.348,False
1111,40.775404,-8.578324,20.265,False
1112,40.776301,-8.578408,19.455,False
1113,40.777198,-8.578493,21.178,False
1114,40.778095,-8.578578,21.473,False
1115,40.778992,-8.578662,21.263,False
1116,40.779889,-8.578747,22.025,False
1117,40.780786,-8.578832,22.245,False
1118,40.781683,-8.578916,22.089,False
1119,40.78258,-8.579001,22.41,False
1120,40.783477,-8.579086,23.625,False
1121,40.78437,-8.579224,24.154,False
1122,40.785229,-8.579577,26.076,False
1123,40.786087,-8.57993,30.123,False
1124,40.786946,-8.580283,31.265,False
1125,40.787805,-8.580636,33.779,False
1126,40.788663,-8.580989,35.863,False
1127,40.789522,-8.581342,33.45,False
1128,40.790381,-8.581695,31.739,False
1129,40.79124,-8.582048,30.126,False
1130,40.792098,-8.582401,30.472,False
1131,40.792957,-8.582754,27.212,False
1132,40.793816,-8.583107,28.646,False
1133,40.794674,-8.58346,27.261,False
1134,40.795533,-8.583813,22.686,False
1135,40.796392,-8.584166,17.793,False
1136,40.79725,-8.584519,16.563,False
1137,40.798109,-8.584872,16.973,False
1138,40.798968,-8.585225,17.372,False
1139,40.799827,-8.585578,16.157,False
1140,40.800685,-8.585931,15.271,False
1141,40.801544,-8.586284,16.086,False
1142,40.802403,-8.586637,17.162,False
1143,40.803261,-8.58699,18.49,False
1144,40.80412,-8.587343,18.079,False
1145,40.804979,-8.587696,17.216,False
1146,40.805838,-8.588049,16.992,False
1147,40.806696,-8.588402,17.542,False
1148,40.807555,-8.588755,17.452,False
1149,40.808414,-8.589108,15.569,False
1150,40.809272,-8.589461,15.719,False
1151,40.810131,-8.589814,15.881,False
1152,40.81099,-8.590167,19.713,False
1153,40.811849,-8.59052,20.258,False
1154,40.812707,-8.590873,16.816,False
1155,40.813566,-8.591226,16.072,False
1156,40.814425,-8.591579,17.201,False
1157,40.815283,-8.591932,16.789,False
1158,40.816142,-8.592285,16.488,False
1159,40.817001,-8.592638,15.789,False
1160,40.81786,-8.592991,14.63,False
1161,40.818718,-8.593344,15.751,False
1162,40.819577,-8.593697,16.946,False
1163,40.820436,-8.59405,16.508,False
1164,40.821294,-8.594403,16.033,False
1165,40.822153,-8.594756,16.229,False
1166,40.823012,-8.595109,16.462,False
1167,40.823871,-8.595462,15.94,False
1168,40.824729,-8.595815,16.582,False
1169,40.825587,-8.596172,17.565,False
1170,40.826412,-8.596644,16.169,False
1171,40.825835,-8.596459,16.862,False
1172,40.824969,-8.596139,16.601,False
1173,40.824103,-8.595819,15.35,False
1174,40.823237,-8.595498,15.772,False
1175,40.822371,-8.595178,16.317,False
1176,40.821505,-8.594857,15.35,False
1177,40.820639,-8.594537,15.898,False
1178,40.819773,-8.594217,17.662,False
1179,40.818907,-8.593896,17.236,False
1180,40.818041,-8.593576,15.544,False
1181,40.817175,-8.593255,14.724,False
1182,40.816309,-8.592935,15.597,False
1183,40.815443,-8.592615,16.744,False
1184,40.814577,-8.592294,19.682,False
1185,40.813711,-8.591974,18.662,False
1186,40.812845,-8.591653,16.675,False
1187,40.811979,-8.591333,19.949,False
1188,40.811113,-8.591013,22.457,False
1189,40.810247,-8.590692,15.963,False
1190,40.809381,-8.590372,15.254,False
1191,40.808515,-8.590051,15.336,False
1192,40.807649,-8.589731,15.31,False
1193,40.806783,-8.589411,15.743,False
1194,40.805917,-8.58909,16.025,False
1195,40.805051,-8.58877,15.132,False
1196,40.804185,-8.588449,16.461,False
1197,40.803319,-8.588129,17.239,False
1198,40.802453,-8.587809,17.102,False
1199,40.801587,-8.587488,15.373,False
1200,40.800721,-8.587168,15.834,False
1201,40.799855,-8.586847,17.104,False
1202,40.798989,-8.586527,18.092,False
1203,40.798123,-8.586207,17.475,False
1204,40.797257,-8.585886,17.318,False
1205,40.796391,-8.585566,18.615,False
1206,40.795525,-8.585245,24.961,False
1207,40.794659,-8.584925,26.121,False
1208,40.793793,-8.584605,25.822,False
1209,40.792927,-8.584284,26.253,False
1210,40.792061,-8.583964,27.77,False
1211,40.791195,-8.583643,28.675,False
1212,40.790329,-8.583323,28.33,False
1213,40.789463,-8.583003,30.133,False
1214,40.788597,-8.582682,33.624,False
1215,40.787731,-8.582362,35.576,False
1216,40.786865,-8.582041,30.796,False
1217,40.785999,-8.581721,30.099,False
1218,40.785133,-8.581401,29.712,False
1219,40.784267,-8.58108,25.364,False
1220,40.783401,-8.58076,25.538,False
1221,40.782535,-8.580439,23.413,False
1222,40.781669,-8.580119,22.523,False
1223,40.780803,-8.579799,22.4,False
1224,40.779937,-8.579478,22.491,False
1225,40.779071,-8.579158,22.166,False
1226,40.778205,-8.578837,21.727,False
1227,40.777339,-8.578517,21.34,False
1228,40.776563,-8.578433,19.543,False
1229,40.777461,-8.578507,21.469,False
1230,40.778358,-8.578582,21.381,False
1231,40.779256,-8.578656,21.388,False
1232,40.780153,-8.578731,22.173,False
1233,40.781051,-8.578805,22.201,False
1234,40.781948,-8.57888,22.075,False
1235,40.782846,-8.578954,22.634,False
1236,40.783743,-8.579037,23.906,False
1237,40.78464,-8.579122,24.104,False
1238,40.785537,-8.579207,24.946,False
1239,40.786434,-8.579292,27.905,False
1240,40.787331,-8.579377,28.919,False
1241,40.788228,-8.579461,30.161,False
