scenario,variant,option,year,slr_m,closure_days_yr,annual_cost_low_M,annual_cost_mid_M,annual_cost_hi_M,cum_cost_low_bn,cum_cost_mid_bn,cum_cost_hi_bn
SSP1-2.6,baseline,3,2039,0.124,1.1791,0.2128,0.3699,0.6497,0.0023,0.0039,0.0069
SSP1-2.6,baseline,3,2040,0.13,1.241,0.2239,0.3893,0.6838,0.0025,0.0043,0.0076
SSP1-2.6,baseline,3,2041,0.137,1.3172,0.2377,0.4132,0.7257,0.0027,0.0047,0.0083
SSP1-2.6,baseline,3,2042,0.144,1.3978,0.2522,0.4385,0.7702,0.003,0.0052,0.0091
SSP1-2.6,baseline,3,2043,0.151,1.4833,0.2676,0.4653,0.8173,0.0032,0.0056,0.0099
SSP1-2.6,baseline,3,2044,0.158,1.5738,0.284,0.4937,0.8671,0.0035,0.0061,0.0108
SSP1-2.6,baseline,3,2045,0.165,1.6696,0.3013,0.5237,0.9199,0.0038,0.0067,0.0117
SSP1-2.6,baseline,3,2046,0.172,1.7711,0.3196,0.5556,0.9758,0.0042,0.0072,0.0127
SSP1-2.6,baseline,3,2047,0.179,1.8785,0.339,0.5893,1.035,0.0045,0.0078,0.0137
SSP1-2.6,baseline,3,2048,0.186,1.9922,0.3595,0.6249,1.0977,0.0048,0.0084,0.0148
SSP1-2.6,baseline,3,2049,0.193,2.1126,0.3812,0.6627,1.164,0.0052,0.0091,0.016
SSP1-2.6,baseline,3,2050,0.2,2.24,0.4042,0.7027,1.2342,0.0056,0.0098,0.0172
SSP1-2.6,baseline,3,2051,0.204,2.3161,0.4179,0.7266,1.2762,0.0061,0.0105,0.0185
SSP1-2.6,baseline,3,2052,0.208,2.3948,0.4321,0.7512,1.3195,0.0065,0.0113,0.0198
SSP1-2.6,baseline,3,2053,0.212,2.476,0.4468,0.7767,1.3643,0.0069,0.0121,0.0212
SSP1-2.6,baseline,3,2054,0.216,2.5599,0.4619,0.803,1.4105,0.0074,0.0129,0.0226
SSP1-2.6,baseline,3,2055,0.22,2.6466,0.4776,0.8302,1.4582,0.0079,0.0137,0.024
SSP1-2.6,baseline,3,2056,0.224,2.7361,0.4937,0.8583,1.5076,0.0084,0.0145,0.0255
SSP1-2.6,baseline,3,2057,0.228,2.8286,0.5104,0.8873,1.5585,0.0089,0.0154,0.0271
SSP1-2.6,baseline,3,2058,0.232,2.9241,0.5276,0.9173,1.6111,0.0094,0.0163,0.0287
SSP1-2.6,baseline,3,2059,0.236,3.0227,0.5454,0.9482,1.6655,0.0099,0.0173,0.0304
SSP1-2.6,baseline,3,2060,0.24,3.1246,0.5638,0.9802,1.7216,0.0105,0.0183,0.0321
SSP1-2.6,baseline,3,2061,0.244,3.2298,0.5828,1.0132,1.7796,0.0111,0.0193,0.0339
SSP1-2.6,baseline,3,2062,0.248,3.3385,0.6024,1.0473,1.8394,0.0117,0.0203,0.0357
SSP1-2.6,baseline,3,2063,0.252,3.4507,0.6226,1.0825,1.9013,0.0123,0.0214,0.0376
SSP1-2.6,baseline,3,2064,0.256,3.5666,0.6436,1.1188,1.9651,0.013,0.0225,0.0396
SSP1-2.6,baseline,3,2065,0.26,3.6862,0.6651,1.1564,2.0311,0.0136,0.0237,0.0416
SSP1-2.6,baseline,3,2066,0.264,3.8098,0.6874,1.1951,2.0992,0.0143,0.0249,0.0437
SSP1-2.6,baseline,3,2067,0.268,3.9374,0.7105,1.2352,2.1695,0.015,0.0261,0.0459
SSP1-2.6,baseline,3,2068,0.272,4.0692,0.7342,1.2765,2.2421,0.0158,0.0274,0.0481
SSP1-2.6,baseline,3,2069,0.276,4.2053,0.7588,1.3192,2.3171,0.0165,0.0287,0.0504
SSP1-2.6,baseline,3,2070,0.28,4.3458,0.7842,1.3633,2.3945,0.0173,0.0301,0.0528
SSP1-2.6,baseline,3,2071,0.284,4.4909,0.8103,1.4088,2.4744,0.0181,0.0315,0.0553
SSP1-2.6,baseline,3,2072,0.288,4.6407,0.8374,1.4558,2.557,0.019,0.0329,0.0579
SSP1-2.6,baseline,3,2073,0.292,4.7954,0.8653,1.5043,2.6422,0.0198,0.0345,0.0605
SSP1-2.6,baseline,3,2074,0.296,4.9551,0.8941,1.5544,2.7302,0.0207,0.036,0.0632
SSP1-2.6,baseline,3,2075,0.3,5.12,0.9239,1.6061,2.8211,0.0216,0.0376,0.0661
SSP1-2.6,baseline,3,2076,0.304,5.2903,0.9546,1.6595,2.9149,0.0226,0.0393,0.069
SSP1-2.6,baseline,3,2077,0.308,5.4661,0.9863,1.7147,3.0117,0.0236,0.041,0.072
SSP1-2.6,baseline,3,2078,0.312,5.6475,1.019,1.7716,3.1117,0.0246,0.0428,0.0751
SSP1-2.6,baseline,3,2079,0.316,5.8349,1.0529,1.8304,3.215,0.0256,0.0446,0.0783
SSP1-2.6,baseline,3,2080,0.32,6.0284,1.0878,1.8911,3.3216,0.0267,0.0465,0.0816
SSP1-2.6,baseline,3,2081,0.324,6.2281,1.1238,1.9537,3.4316,0.0279,0.0484,0.0851
SSP1-2.6,baseline,3,2082,0.328,6.4343,1.161,2.0184,3.5452,0.029,0.0505,0.0886
SSP1-2.6,baseline,3,2083,0.332,6.6471,1.1994,2.0852,3.6625,0.0302,0.0525,0.0923
SSP1-2.6,baseline,3,2084,0.336,6.8668,1.2391,2.1541,3.7835,0.0315,0.0547,0.0961
SSP1-2.6,baseline,3,2085,0.34,7.0937,1.28,2.2253,3.9085,0.0327,0.0569,0.1
SSP1-2.6,baseline,3,2086,0.344,7.3278,1.3222,2.2987,4.0375,0.0341,0.0592,0.104
SSP1-2.6,baseline,3,2087,0.348,7.5696,1.3659,2.3745,4.1707,0.0354,0.0616,0.1082
SSP1-2.6,baseline,3,2088,0.352,7.8191,1.4109,2.4528,4.3082,0.0368,0.064,0.1125
SSP1-2.6,baseline,3,2089,0.356,8.0766,1.4574,2.5336,4.4501,0.0383,0.0666,0.1169
SSP1-2.6,baseline,3,2090,0.36,8.3425,1.5053,2.617,4.5966,0.0398,0.0692,0.1215
SSP1-2.6,baseline,3,2091,0.364,8.6169,1.5548,2.7031,4.7478,0.0414,0.0719,0.1263
SSP1-2.6,baseline,3,2092,0.368,8.9002,1.606,2.792,4.9039,0.043,0.0747,0.1312
SSP1-2.6,baseline,3,2093,0.372,9.1926,1.6587,2.8837,5.065,0.0446,0.0776,0.1362
SSP1-2.6,baseline,3,2094,0.376,9.4944,1.7132,2.9783,5.2313,0.0463,0.0805,0.1415
SSP1-2.6,baseline,3,2095,0.38,9.8059,1.7694,3.0761,5.4029,0.0481,0.0836,0.1469
SSP1-2.6,baseline,3,2096,0.384,10.1274,1.8274,3.1769,5.5801,0.0499,0.0868,0.1525
SSP1-2.6,baseline,3,2097,0.388,10.4592,1.8873,3.281,5.7629,0.0518,0.0901,0.1582
SSP1-2.6,baseline,3,2098,0.392,10.8017,1.9491,3.3884,5.9516,0.0538,0.0935,0.1642
SSP1-2.6,baseline,3,2099,0.396,11.1552,2.0128,3.4993,6.1464,0.0558,0.097,0.1703
SSP1-2.6,baseline,3,2100,0.4,11.52,2.0787,3.6138,6.3474,0.0579,0.1006,0.1767
SSP1-2.6,+geoid,1a,2025,0.185,1.9755,0.3565,0.6197,1.0885,0.0004,0.0006,0.0011
SSP1-2.6,+geoid,1a,2026,0.192,2.095,0.378,0.6572,1.1543,0.0007,0.0013,0.0022
SSP1-2.6,+geoid,1a,2027,0.199,2.2213,0.4008,0.6968,1.2239,0.0011,0.002,0.0035
SSP1-2.6,+geoid,1a,2028,0.206,2.3551,0.425,0.7388,1.2977,0.0016,0.0027,0.0048
SSP1-2.6,+geoid,1a,2029,0.213,2.4967,0.4505,0.7832,1.3757,0.002,0.0035,0.0061
SSP1-2.6,+geoid,1a,2030,0.22,2.6466,0.4776,0.8302,1.4582,0.0025,0.0043,0.0076
SSP1-2.6,+geoid,1a,2031,0.226,2.782,0.502,0.8727,1.5328,0.003,0.0052,0.0091
SSP1-2.6,+geoid,1a,2032,0.232,2.9241,0.5276,0.9173,1.6111,0.0035,0.0061,0.0107
SSP1-2.6,+geoid,1a,2033,0.238,3.0732,0.5545,0.9641,1.6933,0.0041,0.0071,0.0124
SSP1-2.6,+geoid,1a,2034,0.244,3.2298,0.5828,1.0132,1.7796,0.0047,0.0081,0.0142
SSP1-2.6,+geoid,1a,2035,0.25,3.3941,0.6124,1.0647,1.8701,0.0053,0.0092,0.0161
SSP1-2.6,+geoid,1a,2036,0.256,3.5666,0.6436,1.1188,1.9651,0.0059,0.0103,0.0181
SSP1-2.6,+geoid,1a,2037,0.262,3.7475,0.6762,1.1756,2.0648,0.0066,0.0115,0.0201
SSP1-2.6,+geoid,1a,2038,0.268,3.9374,0.7105,1.2352,2.1695,0.0073,0.0127,0.0223
SSP1-2.6,+geoid,1a,2039,0.274,4.1367,0.7464,1.2977,2.2793,0.008,0.014,0.0246
SSP1-2.6,+geoid,1a,2040,0.28,4.3458,0.7842,1.3633,2.3945,0.0088,0.0153,0.027
SSP1-2.6,+geoid,1a,2041,0.287,4.6028,0.8305,1.4439,2.5361,0.0097,0.0168,0.0295
SSP1-2.6,+geoid,1a,2042,0.294,4.8746,0.8796,1.5291,2.6858,0.0105,0.0183,0.0322
SSP1-2.6,+geoid,1a,2043,0.301,5.1621,0.9314,1.6193,2.8442,0.0115,0.0199,0.035
SSP1-2.6,+geoid,1a,2044,0.308,5.4661,0.9863,1.7147,3.0117,0.0125,0.0217,0.038
SSP1-2.6,+geoid,1a,2045,0.315,5.7875,1.0443,1.8155,3.1888,0.0135,0.0235,0.0412
SSP1-2.6,+geoid,1a,2046,0.322,6.1274,1.1056,1.9221,3.3761,0.0146,0.0254,0.0446
SSP1-2.6,+geoid,1a,2047,0.329,6.4868,1.1705,2.0349,3.5742,0.0158,0.0274,0.0482
SSP1-2.6,+geoid,1a,2048,0.336,6.8668,1.2391,2.1541,3.7835,0.017,0.0296,0.052
SSP1-2.6,+geoid,1a,2049,0.343,7.2686,1.3116,2.2801,4.0049,0.0183,0.0319,0.056
SSP1-2.6,+geoid,1a,2050,0.35,7.6933,1.3882,2.4134,4.2389,0.0197,0.0343,0.0602
SSP1-2.6,+geoid,1a,2051,0.354,7.9468,1.4339,2.4929,4.3786,0.0211,0.0368,0.0646
SSP1-2.6,+geoid,1a,2052,0.358,8.2085,1.4812,2.575,4.5228,0.0226,0.0393,0.0691
SSP1-2.6,+geoid,1a,2053,0.362,8.4786,1.5299,2.6597,4.6716,0.0242,0.042,0.0738
SSP1-2.6,+geoid,1a,2054,0.366,8.7574,1.5802,2.7472,4.8252,0.0257,0.0448,0.0786
SSP1-2.6,+geoid,1a,2055,0.37,9.0452,1.6321,2.8375,4.9838,0.0274,0.0476,0.0836
SSP1-2.6,+geoid,1a,2056,0.374,9.3423,1.6857,2.9306,5.1475,0.0291,0.0505,0.0887
SSP1-2.6,+geoid,1a,2057,0.378,9.6489,1.7411,3.0268,5.3164,0.0308,0.0535,0.094
SSP1-2.6,+geoid,1a,2058,0.382,9.9654,1.7982,3.1261,5.4908,0.0326,0.0567,0.0995
SSP1-2.6,+geoid,1a,2059,0.386,10.292,1.8571,3.2286,5.6708,0.0345,0.0599,0.1052
SSP1-2.6,+geoid,1a,2060,0.39,10.6291,1.9179,3.3343,5.8565,0.0364,0.0632,0.1111
SSP1-2.6,+geoid,1a,2061,0.394,10.9771,1.9807,3.4435,6.0482,0.0384,0.0667,0.1171
SSP1-2.6,+geoid,1a,2062,0.398,11.3362,2.0455,3.5561,6.2461,0.0404,0.0702,0.1234
SSP1-2.6,+geoid,1a,2063,0.402,11.7068,2.1124,3.6724,6.4503,0.0425,0.0739,0.1298
SSP1-2.6,+geoid,1a,2064,0.406,12.0893,2.1814,3.7924,6.661,0.0447,0.0777,0.1365
SSP1-2.6,+geoid,1a,2065,0.41,12.484,2.2526,3.9162,6.8785,0.0469,0.0816,0.1434
SSP1-2.6,+geoid,1a,2066,0.414,12.8914,2.3261,4.044,7.103,0.0493,0.0857,0.1505
SSP1-2.6,+geoid,1a,2067,0.418,13.3118,2.402,4.1759,7.3347,0.0517,0.0898,0.1578
SSP1-2.6,+geoid,1a,2068,0.422,13.7457,2.4803,4.312,7.5737,0.0542,0.0941,0.1654
SSP1-2.6,+geoid,1a,2069,0.426,14.1935,2.5611,4.4524,7.8204,0.0567,0.0986,0.1732
SSP1-2.6,+geoid,1a,2070,0.43,14.6555,2.6445,4.5974,8.075,0.0594,0.1032,0.1813
SSP1-2.6,+geoid,1a,2071,0.434,15.1324,2.7305,4.747,8.3377,0.0621,0.1079,0.1896
SSP1-2.6,+geoid,1a,2072,0.438,15.6244,2.8193,4.9013,8.6089,0.0649,0.1128,0.1982
SSP1-2.6,+geoid,1a,2073,0.442,16.1322,2.9109,5.0606,8.8886,0.0678,0.1179,0.2071
SSP1-2.6,+geoid,1a,2074,0.446,16.6562,3.0054,5.225,9.1773,0.0708,0.1231,0.2163
SSP1-2.6,+geoid,1a,2075,0.45,17.1968,3.103,5.3946,9.4752,0.0739,0.1285,0.2257
SSP1-2.6,+geoid,1a,2076,0.454,17.7547,3.2037,5.5696,9.7826,0.0771,0.1341,0.2355
SSP1-2.6,+geoid,1a,2077,0.458,18.3304,3.3076,5.7502,10.0998,0.0804,0.1398,0.2456
SSP1-2.6,+geoid,1a,2078,0.462,18.9245,3.4147,5.9365,10.4271,0.0839,0.1458,0.2561
SSP1-2.6,+geoid,1a,2079,0.466,19.5374,3.5253,6.1288,10.7649,0.0874,0.1519,0.2668
SSP1-2.6,+geoid,1a,2080,0.47,20.1699,3.6395,6.3272,11.1133,0.091,0.1582,0.2779
SSP1-2.6,+geoid,1a,2081,0.474,20.8224,3.7572,6.5319,11.4729,0.0948,0.1648,0.2894
SSP1-2.6,+geoid,1a,2082,0.478,21.4957,3.8787,6.7431,11.8439,0.0987,0.1715,0.3013
SSP1-2.6,+geoid,1a,2083,0.482,22.1904,4.0041,6.961,12.2267,0.1027,0.1785,0.3135
SSP1-2.6,+geoid,1a,2084,0.486,22.9072,4.1334,7.1859,12.6216,0.1068,0.1857,0.3261
SSP1-2.6,+geoid,1a,2085,0.49,23.6468,4.2668,7.4179,13.0291,0.1111,0.1931,0.3391
SSP1-2.6,+geoid,1a,2086,0.494,24.4098,4.4045,7.6573,13.4495,0.1155,0.2007,0.3526
SSP1-2.6,+geoid,1a,2087,0.498,25.1971,4.5466,7.9042,13.8833,0.12,0.2086,0.3665
SSP1-2.6,+geoid,1a,2088,0.502,26.0093,4.6931,8.159,14.3308,0.1247,0.2168,0.3808
SSP1-2.6,+geoid,1a,2089,0.506,26.8472,4.8443,8.4219,14.7925,0.1295,0.2252,0.3956
SSP1-2.6,+geoid,1a,2090,0.51,27.7118,5.0003,8.6931,15.2688,0.1345,0.2339,0.4109
SSP1-2.6,+geoid,1a,2091,0.514,28.6037,5.1613,8.9729,15.7603,0.1397,0.2429,0.4266
SSP1-2.6,+geoid,1a,2092,0.518,29.5239,5.3273,9.2615,16.2673,0.145,0.2521,0.4429
SSP1-2.6,+geoid,1a,2093,0.522,30.4732,5.4986,9.5593,16.7903,0.1505,0.2617,0.4597
SSP1-2.6,+geoid,1a,2094,0.526,31.4525,5.6753,9.8665,17.3299,0.1562,0.2716,0.477
SSP1-2.6,+geoid,1a,2095,0.53,32.4628,5.8576,10.1834,17.8866,0.1621,0.2818,0.4949
SSP1-2.6,+geoid,1a,2096,0.534,33.5051,6.0457,10.5104,18.4609,0.1681,0.2923,0.5133
SSP1-2.6,+geoid,1a,2097,0.538,34.5803,6.2397,10.8477,19.0533,0.1744,0.3031,0.5324
SSP1-2.6,+geoid,1a,2098,0.542,35.6895,6.4398,11.1956,19.6645,0.1808,0.3143,0.5521
SSP1-2.6,+geoid,1a,2099,0.546,36.8337,6.6463,11.5546,20.2949,0.1874,0.3259,0.5724
SSP1-2.6,+geoid,1a,2100,0.55,38.0141,6.8593,11.9248,20.9453,0.1943,0.3378,0.5933
SSP1-2.6,+geoid,1b,2025,0.185,1.9755,0.3565,0.6197,1.0885,0.0004,0.0006,0.0011
SSP1-2.6,+geoid,1b,2026,0.192,2.095,0.378,0.6572,1.1543,0.0007,0.0013,0.0022
SSP1-2.6,+geoid,1b,2027,0.199,2.2213,0.4008,0.6968,1.2239,0.0011,0.002,0.0035
SSP1-2.6,+geoid,1b,2028,0.206,2.3551,0.425,0.7388,1.2977,0.0016,0.0027,0.0048
SSP1-2.6,+geoid,1b,2029,0.213,2.4967,0.4505,0.7832,1.3757,0.002,0.0035,0.0061
SSP1-2.6,+geoid,1b,2030,0.22,2.6466,0.4776,0.8302,1.4582,0.0025,0.0043,0.0076
SSP1-2.6,+geoid,1b,2031,0.226,2.782,0.502,0.8727,1.5328,0.003,0.0052,0.0091
SSP1-2.6,+geoid,1b,2032,0.232,2.9241,0.5276,0.9173,1.6111,0.0035,0.0061,0.0107
SSP1-2.6,+geoid,1b,2033,0.238,3.0732,0.5545,0.9641,1.6933,0.0041,0.0071,0.0124
SSP1-2.6,+geoid,1b,2034,0.244,3.2298,0.5828,1.0132,1.7796,0.0047,0.0081,0.0142
SSP1-2.6,+geoid,1b,2035,0.25,3.3941,0.6124,1.0647,1.8701,0.0053,0.0092,0.0161
SSP1-2.6,+geoid,1b,2036,0.256,3.5666,0.6436,1.1188,1.9651,0.0059,0.0103,0.0181
SSP1-2.6,+geoid,1b,2037,0.262,3.7475,0.6762,1.1756,2.0648,0.0066,0.0115,0.0201
SSP1-2.6,+geoid,1b,2038,0.268,3.9374,0.7105,1.2352,2.1695,0.0073,0.0127,0.0223
SSP1-2.6,+geoid,1b,2039,0.274,4.1367,0.7464,1.2977,2.2793,0.008,0.014,0.0246
SSP1-2.6,+geoid,1b,2040,0.28,4.3458,0.7842,1.3633,2.3945,0.0088,0.0153,0.027
SSP1-2.6,+geoid,1b,2041,0.287,4.6028,0.8305,1.4439,2.5361,0.0097,0.0168,0.0295
SSP1-2.6,+geoid,1b,2042,0.294,4.8746,0.8796,1.5291,2.6858,0.0105,0.0183,0.0322
SSP1-2.6,+geoid,1b,2043,0.301,5.1621,0.9314,1.6193,2.8442,0.0115,0.0199,0.035
SSP1-2.6,+geoid,1b,2044,0.308,5.4661,0.9863,1.7147,3.0117,0.0125,0.0217,0.038
SSP1-2.6,+geoid,1b,2045,0.315,5.7875,1.0443,1.8155,3.1888,0.0135,0.0235,0.0412
SSP1-2.6,+geoid,1b,2046,0.322,6.1274,1.1056,1.9221,3.3761,0.0146,0.0254,0.0446
SSP1-2.6,+geoid,1b,2047,0.329,6.4868,1.1705,2.0349,3.5742,0.0158,0.0274,0.0482
SSP1-2.6,+geoid,1b,2048,0.336,6.8668,1.2391,2.1541,3.7835,0.017,0.0296,0.052
SSP1-2.6,+geoid,1b,2049,0.343,7.2686,1.3116,2.2801,4.0049,0.0183,0.0319,0.056
SSP1-2.6,+geoid,1b,2050,0.35,7.6933,1.3882,2.4134,4.2389,0.0197,0.0343,0.0602
SSP1-2.6,+geoid,1b,2051,0.354,7.9468,1.4339,2.4929,4.3786,0.0211,0.0368,0.0646
SSP1-2.6,+geoid,1b,2052,0.358,8.2085,1.4812,2.575,4.5228,0.0226,0.0393,0.0691
SSP1-2.6,+geoid,1b,2053,0.362,8.4786,1.5299,2.6597,4.6716,0.0242,0.042,0.0738
SSP1-2.6,+geoid,1b,2054,0.366,8.7574,1.5802,2.7472,4.8252,0.0257,0.0448,0.0786
SSP1-2.6,+geoid,1b,2055,0.37,9.0452,1.6321,2.8375,4.9838,0.0274,0.0476,0.0836
SSP1-2.6,+geoid,1b,2056,0.374,9.3423,1.6857,2.9306,5.1475,0.0291,0.0505,0.0887
SSP1-2.6,+geoid,1b,2057,0.378,9.6489,1.7411,3.0268,5.3164,0.0308,0.0535,0.094
SSP1-2.6,+geoid,1b,2058,0.382,9.9654,1.7982,3.1261,5.4908,0.0326,0.0567,0.0995
SSP1-2.6,+geoid,1b,2059,0.386,10.292,1.8571,3.2286,5.6708,0.0345,0.0599,0.1052
SSP1-2.6,+geoid,1b,2060,0.39,10.6291,1.9179,3.3343,5.8565,0.0364,0.0632,0.1111
SSP1-2.6,+geoid,1b,2061,0.394,10.9771,1.9807,3.4435,6.0482,0.0384,0.0667,0.1171
SSP1-2.6,+geoid,1b,2062,0.398,11.3362,2.0455,3.5561,6.2461,0.0404,0.0702,0.1234
SSP1-2.6,+geoid,1b,2063,0.402,11.7068,2.1124,3.6724,6.4503,0.0425,0.0739,0.1298
SSP1-2.6,+geoid,1b,2064,0.406,12.0893,2.1814,3.7924,6.661,0.0447,0.0777,0.1365
SSP1-2.6,+geoid,1b,2065,0.41,12.484,2.2526,3.9162,6.8785,0.0469,0.0816,0.1434
SSP1-2.6,+geoid,1b,2066,0.414,12.8914,2.3261,4.044,7.103,0.0493,0.0857,0.1505
SSP1-2.6,+geoid,1b,2067,0.418,13.3118,2.402,4.1759,7.3347,0.0517,0.0898,0.1578
SSP1-2.6,+geoid,1b,2068,0.422,13.7457,2.4803,4.312,7.5737,0.0542,0.0941,0.1654
SSP1-2.6,+geoid,1b,2069,0.426,14.1935,2.5611,4.4524,7.8204,0.0567,0.0986,0.1732
SSP1-2.6,+geoid,1b,2070,0.43,14.6555,2.6445,4.5974,8.075,0.0594,0.1032,0.1813
SSP1-2.6,+geoid,1b,2071,0.434,15.1324,2.7305,4.747,8.3377,0.0621,0.1079,0.1896
SSP1-2.6,+geoid,1b,2072,0.438,15.6244,2.8193,4.9013,8.6089,0.0649,0.1128,0.1982
SSP1-2.6,+geoid,1b,2073,0.442,16.1322,2.9109,5.0606,8.8886,0.0678,0.1179,0.2071
SSP1-2.6,+geoid,1b,2074,0.446,16.6562,3.0054,5.225,9.1773,0.0708,0.1231,0.2163
SSP1-2.6,+geoid,1b,2075,0.45,17.1968,3.103,5.3946,9.4752,0.0739,0.1285,0.2257
SSP1-2.6,+geoid,1b,2076,0.454,17.7547,3.2037,5.5696,9.7826,0.0771,0.1341,0.2355
SSP1-2.6,+geoid,1b,2077,0.458,18.3304,3.3076,5.7502,10.0998,0.0804,0.1398,0.2456
SSP1-2.6,+geoid,1b,2078,0.462,18.9245,3.4147,5.9365,10.4271,0.0839,0.1458,0.2561
SSP1-2.6,+geoid,1b,2079,0.466,19.5374,3.5253,6.1288,10.7649,0.0874,0.1519,0.2668
SSP1-2.6,+geoid,1b,2080,0.47,20.1699,3.6395,6.3272,11.1133,0.091,0.1582,0.2779
SSP1-2.6,+geoid,1b,2081,0.474,20.8224,3.7572,6.5319,11.4729,0.0948,0.1648,0.2894
SSP1-2.6,+geoid,1b,2082,0.478,21.4957,3.8787,6.7431,11.8439,0.0987,0.1715,0.3013
SSP1-2.6,+geoid,1b,2083,0.482,22.1904,4.0041,6.961,12.2267,0.1027,0.1785,0.3135
SSP1-2.6,+geoid,1b,2084,0.486,22.9072,4.1334,7.1859,12.6216,0.1068,0.1857,0.3261
SSP1-2.6,+geoid,1b,2085,0.49,23.6468,4.2668,7.4179,13.0291,0.1111,0.1931,0.3391
SSP1-2.6,+geoid,1b,2086,0.494,24.4098,4.4045,7.6573,13.4495,0.1155,0.2007,0.3526
SSP1-2.6,+geoid,1b,2087,0.498,25.1971,4.5466,7.9042,13.8833,0.12,0.2086,0.3665
SSP1-2.6,+geoid,1b,2088,0.502,26.0093,4.6931,8.159,14.3308,0.1247,0.2168,0.3808
SSP1-2.6,+geoid,1b,2089,0.506,26.8472,4.8443,8.4219,14.7925,0.1295,0.2252,0.3956
SSP1-2.6,+geoid,1b,2090,0.51,27.7118,5.0003,8.6931,15.2688,0.1345,0.2339,0.4109
SSP1-2.6,+geoid,1b,2091,0.514,28.6037,5.1613,8.9729,15.7603,0.1397,0.2429,0.4266
SSP1-2.6,+geoid,1b,2092,0.518,29.5239,5.3273,9.2615,16.2673,0.145,0.2521,0.4429
SSP1-2.6,+geoid,1b,2093,0.522,30.4732,5.4986,9.5593,16.7903,0.1505,0.2617,0.4597
SSP1-2.6,+geoid,1b,2094,0.526,31.4525,5.6753,9.8665,17.3299,0.1562,0.2716,0.477
SSP1-2.6,+geoid,1b,2095,0.53,32.4628,5.8576,10.1834,17.8866,0.1621,0.2818,0.4949
SSP1-2.6,+geoid,1b,2096,0.534,33.5051,6.0457,10.5104,18.4609,0.1681,0.2923,0.5133
SSP1-2.6,+geoid,1b,2097,0.538,34.5803,6.2397,10.8477,19.0533,0.1744,0.3031,0.5324
SSP1-2.6,+geoid,1b,2098,0.542,35.6895,6.4398,11.1956,19.6645,0.1808,0.3143,0.5521
SSP1-2.6,+geoid,1b,2099,0.546,36.8337,6.6463,11.5546,20.2949,0.1874,0.3259,0.5724
SSP1-2.6,+geoid,1b,2100,0.55,38.0141,6.8593,11.9248,20.9453,0.1943,0.3378,0.5933
SSP1-2.6,+geoid,2,2025,0.185,2.195,0.3961,0.6886,1.2094,0.0004,0.0007,0.0012
SSP1-2.6,+geoid,2,2026,0.192,2.3277,0.42,0.7302,1.2825,0.0008,0.0014,0.0025
SSP1-2.6,+geoid,2,2027,0.199,2.4682,0.4454,0.7743,1.3599,0.0013,0.0022,0.0039
SSP1-2.6,+geoid,2,2028,0.206,2.6168,0.4722,0.8209,1.4418,0.0017,0.003,0.0053
SSP1-2.6,+geoid,2,2029,0.213,2.7742,0.5006,0.8702,1.5285,0.0022,0.0039,0.0068
SSP1-2.6,+geoid,2,2030,0.22,2.9407,0.5306,0.9225,1.6203,0.0028,0.0048,0.0084
SSP1-2.6,+geoid,2,2031,0.226,3.0911,0.5578,0.9697,1.7032,0.0033,0.0058,0.0101
SSP1-2.6,+geoid,2,2032,0.232,3.249,0.5862,1.0192,1.7902,0.0039,0.0068,0.0119
SSP1-2.6,+geoid,2,2033,0.238,3.4147,0.6162,1.0712,1.8815,0.0045,0.0079,0.0138
SSP1-2.6,+geoid,2,2034,0.244,3.5887,0.6475,1.1258,1.9773,0.0052,0.009,0.0158
SSP1-2.6,+geoid,2,2035,0.25,3.7712,0.6805,1.183,2.0779,0.0059,0.0102,0.0179
SSP1-2.6,+geoid,2,2036,0.256,3.9628,0.7151,1.2431,2.1835,0.0066,0.0114,0.0201
SSP1-2.6,+geoid,2,2037,0.262,4.1639,0.7513,1.3062,2.2943,0.0073,0.0127,0.0224
SSP1-2.6,+geoid,2,2038,0.268,4.3749,0.7894,1.3724,2.4105,0.0081,0.0141,0.0248
SSP1-2.6,+geoid,2,2039,0.274,4.5963,0.8294,1.4418,2.5325,0.0089,0.0155,0.0273
SSP1-2.6,+geoid,2,2040,0.28,4.8287,0.8713,1.5147,2.6605,0.0098,0.0171,0.03
SSP1-2.6,+geoid,2,2041,0.287,5.1142,0.9228,1.6043,2.8179,0.0107,0.0187,0.0328
SSP1-2.6,+geoid,2,2042,0.294,5.4162,0.9773,1.699,2.9843,0.0117,0.0204,0.0358
SSP1-2.6,+geoid,2,2043,0.301,5.7356,1.0349,1.7992,3.1603,0.0127,0.0222,0.0389
SSP1-2.6,+geoid,2,2044,0.308,6.0734,1.0959,1.9052,3.3464,0.0138,0.0241,0.0423
SSP1-2.6,+geoid,2,2045,0.315,6.4306,1.1603,2.0172,3.5432,0.015,0.0261,0.0458
SSP1-2.6,+geoid,2,2046,0.322,6.8083,1.2285,2.1357,3.7513,0.0162,0.0282,0.0496
SSP1-2.6,+geoid,2,2047,0.329,7.2076,1.3005,2.261,3.9713,0.0175,0.0305,0.0535
SSP1-2.6,+geoid,2,2048,0.336,7.6298,1.3767,2.3934,4.2039,0.0189,0.0329,0.0577
SSP1-2.6,+geoid,2,2049,0.343,8.0762,1.4573,2.5335,4.4499,0.0204,0.0354,0.0622
SSP1-2.6,+geoid,2,2050,0.35,8.5481,1.5424,2.6815,4.7099,0.0219,0.0381,0.0669
