port,scenario,variant,year,slr_m,return_period_yr,closure_days_yr,annual_cost_low_eur,annual_cost_mid_eur,annual_cost_high_eur,cumulative_cost_mid_eur
Setúbal,SSP1-2.6,+Geoid,2030,0.22,2.6117,1.654,2481188.0,4135314.0,7443565.0,16423327.0
Setúbal,SSP1-2.6,+Geoid,2031,0.2265,2.4966,1.746,2618966.0,4364943.0,7856897.0,20788270.0
Setúbal,SSP1-2.6,+Geoid,2032,0.233,2.3866,1.843,2764172.0,4606954.0,8292517.0,25395224.0
Setúbal,SSP1-2.6,+Geoid,2033,0.2395,2.2815,1.945,2917201.0,4862001.0,8751602.0,30257225.0
Setúbal,SSP1-2.6,+Geoid,2034,0.246,2.181,2.052,3078463.0,5130771.0,9235388.0,35387996.0
Setúbal,SSP1-2.6,+Geoid,2035,0.2525,2.0849,2.166,3248393.0,5413988.0,9745178.0,40801984.0
Setúbal,SSP1-2.6,+Geoid,2036,0.259,1.993,2.285,3427447.0,5712411.0,10282341.0,46514395.0
Setúbal,SSP1-2.6,+Geoid,2037,0.2655,1.9052,2.411,3616106.0,6026843.0,10848317.0,52541238.0
Setúbal,SSP1-2.6,+Geoid,2038,0.272,1.8213,2.543,3814874.0,6358123.0,11444621.0,58899360.0
Setúbal,SSP1-2.6,+Geoid,2039,0.2785,1.7411,2.683,4024282.0,6707137.0,12072846.0,65606497.0
Setúbal,SSP1-2.6,+Geoid,2040,0.285,1.6644,2.83,4244890.0,7074816.0,12734669.0,72681313.0
Setúbal,SSP1-2.6,+Geoid,2041,0.2915,1.591,2.985,4477284.0,7462140.0,13431851.0,80143453.0
Setúbal,SSP1-2.6,+Geoid,2042,0.298,1.5209,3.148,4722082.0,7870137.0,14166247.0,88013590.0
Setúbal,SSP1-2.6,+Geoid,2043,0.3045,1.4539,3.32,4979935.0,8299891.0,14939804.0,96313481.0
Setúbal,SSP1-2.6,+Geoid,2044,0.311,1.3899,3.501,5251525.0,8752541.0,15754574.0,105066022.0
Setúbal,SSP1-2.6,+Geoid,2045,0.3175,1.3287,3.692,5537570.0,9229284.0,16612711.0,114295306.0
Setúbal,SSP1-2.6,+Geoid,2046,0.324,1.2701,3.893,5838828.0,9731380.0,17516483.0,124026686.0
Setúbal,SSP1-2.6,+Geoid,2047,0.3305,1.2142,4.104,6156091.0,10260152.0,18468273.0,134286837.0
Setúbal,SSP1-2.6,+Geoid,2048,0.337,1.1607,4.327,6490196.0,10816993.0,19470588.0,145103831.0
Setúbal,SSP1-2.6,+Geoid,2049,0.3435,1.1095,4.561,6842021.0,11403368.0,20526062.0,156507198.0
Setúbal,SSP1-2.6,+Geoid,2050,0.35,1.0607,4.808,7212489.0,12020815.0,21637468.0,168528014.0
Setúbal,SSP1-2.6,+Geoid,2051,0.354,1.0317,4.967,7450155.0,12416925.0,22350466.0,180944939.0
Setúbal,SSP1-2.6,+Geoid,2052,0.358,1.0034,5.13,7695484.0,12825807.0,23086452.0,193770746.0
Setúbal,SSP1-2.6,+Geoid,2053,0.362,0.976,5.299,7948718.0,13247864.0,23846155.0,207018610.0
Setúbal,SSP1-2.6,+Geoid,2054,0.366,0.9493,5.473,8210109.0,13683516.0,24630328.0,220702125.0
Setúbal,SSP1-2.6,+Geoid,2055,0.37,0.9234,5.653,8479915.0,14133192.0,25439745.0,234835317.0
Setúbal,SSP1-2.6,+Geoid,2056,0.374,0.8981,5.839,8758402.0,14597337.0,26275206.0,249432654.0
Setúbal,SSP1-2.6,+Geoid,2057,0.378,0.8736,6.031,9045845.0,15076409.0,27137536.0,264509063.0
Setúbal,SSP1-2.6,+Geoid,2058,0.382,0.8497,6.228,9342529.0,15570881.0,28027586.0,280079944.0
Setúbal,SSP1-2.6,+Geoid,2059,0.386,0.8264,6.432,9648744.0,16081239.0,28946231.0,296161183.0
Setúbal,SSP1-2.6,+Geoid,2060,0.39,0.8038,6.643,9964792.0,16607987.0,29894377.0,312769170.0
Setúbal,SSP1-2.6,+Geoid,2061,0.394,0.7818,6.861,10290985.0,17151642.0,30872956.0,329920813.0
Setúbal,SSP1-2.6,+Geoid,2062,0.398,0.7605,7.085,10627644.0,17712739.0,31882931.0,347633552.0
Setúbal,SSP1-2.6,+Geoid,2063,0.402,0.7397,7.317,10975097.0,18291829.0,32925292.0,365925381.0
Setúbal,SSP1-2.6,+Geoid,2064,0.406,0.7194,7.556,11333688.0,18889480.0,34001063.0,384814861.0
Setúbal,SSP1-2.6,+Geoid,2065,0.41,0.6998,7.803,11703766.0,19506277.0,35111299.0,404321138.0
Setúbal,SSP1-2.6,+Geoid,2066,0.414,0.6806,8.057,12085695.0,20142826.0,36257086.0,424463963.0
Setúbal,SSP1-2.6,+Geoid,2067,0.418,0.662,8.32,12479849.0,20799748.0,37439547.0,445263711.0
Setúbal,SSP1-2.6,+Geoid,2068,0.422,0.6439,8.591,12886612.0,21477687.0,38659837.0,466741399.0
Setúbal,SSP1-2.6,+Geoid,2069,0.426,0.6263,8.871,13306383.0,22177306.0,39919150.0,488918704.0
Setúbal,SSP1-2.6,+Geoid,2070,0.43,0.6092,9.16,13739572.0,22899286.0,41218715.0,511817990.0
Setúbal,SSP1-2.6,+Geoid,2071,0.434,0.5925,9.458,14186600.0,23644333.0,42559800.0,535462324.0
Setúbal,SSP1-2.6,+Geoid,2072,0.438,0.5763,9.765,14647904.0,24413173.0,43943712.0,559875497.0
Setúbal,SSP1-2.6,+Geoid,2073,0.442,0.5606,10.083,15123933.0,25206555.0,45371799.0,585082052.0
Setúbal,SSP1-2.6,+Geoid,2074,0.446,0.5452,10.41,15615151.0,26025251.0,46845452.0,611107303.0
Setúbal,SSP1-2.6,+Geoid,2075,0.45,0.5303,10.748,16122035.0,26870058.0,48366104.0,637977361.0
Setúbal,SSP1-2.6,+Geoid,2076,0.454,0.5158,11.097,16645077.0,27741796.0,49935232.0,665719156.0
Setúbal,SSP1-2.6,+Geoid,2077,0.458,0.5017,11.457,17184787.0,28641312.0,51554361.0,694360468.0
Setúbal,SSP1-2.6,+Geoid,2078,0.462,0.488,11.828,17741687.0,29569478.0,53225061.0,723929946.0
Setúbal,SSP1-2.6,+Geoid,2079,0.466,0.4747,12.211,18316318.0,30527196.0,54948953.0,754457143.0
Setúbal,SSP1-2.6,+Geoid,2080,0.47,0.4617,12.606,18909236.0,31515393.0,56727707.0,785972536.0
Setúbal,SSP1-2.6,+Geoid,2081,0.474,0.4491,13.014,19521015.0,32535025.0,58563046.0,818507561.0
Setúbal,SSP1-2.6,+Geoid,2082,0.478,0.4368,13.435,20152248.0,33587080.0,60456744.0,852094641.0
Setúbal,SSP1-2.6,+Geoid,2083,0.482,0.4248,13.869,20803544.0,34672574.0,62410633.0,886767215.0
Setúbal,SSP1-2.6,+Geoid,2084,0.486,0.4132,14.317,21475533.0,35792555.0,64426600.0,922559770.0
Setúbal,SSP1-2.6,+Geoid,2085,0.49,0.4019,14.779,22168864.0,36948106.0,66506592.0,959507877.0
Setúbal,SSP1-2.6,+Geoid,2086,0.494,0.3909,15.256,22884205.0,38140341.0,68652614.0,997648218.0
Setúbal,SSP1-2.6,+Geoid,2087,0.498,0.3802,15.748,23622246.0,39370410.0,70866737.0,1037018628.0
Setúbal,SSP1-2.6,+Geoid,2088,0.502,0.3698,16.256,24383698.0,40639496.0,73151093.0,1077658124.0
Setúbal,SSP1-2.6,+Geoid,2089,0.506,0.3597,16.78,25169293.0,41948822.0,75507880.0,1119606946.0
Setúbal,SSP1-2.6,+Geoid,2090,0.51,0.3499,17.32,25979789.0,43299648.0,77939366.0,1162906594.0
Setúbal,SSP1-2.6,+Geoid,2091,0.514,0.3403,17.877,26815963.0,44693271.0,80447889.0,1207599865.0
Setúbal,SSP1-2.6,+Geoid,2092,0.518,0.331,18.452,27678619.0,46131032.0,83035857.0,1253730897.0
Setúbal,SSP1-2.6,+Geoid,2093,0.522,0.322,19.046,28568585.0,47614309.0,85705756.0,1301345206.0
Setúbal,SSP1-2.6,+Geoid,2094,0.526,0.3132,19.658,29486716.0,49144526.0,88460147.0,1350489732.0
Setúbal,SSP1-2.6,+Geoid,2095,0.53,0.3046,20.289,30433890.0,50723150.0,91301670.0,1401212882.0
Setúbal,SSP1-2.6,+Geoid,2096,0.534,0.2963,20.941,31411016.0,52351693.0,94233047.0,1453564575.0
Setúbal,SSP1-2.6,+Geoid,2097,0.538,0.2882,21.613,32419028.0,54031714.0,97257085.0,1507596288.0
Setúbal,SSP1-2.6,+Geoid,2098,0.542,0.2803,22.306,33458892.0,55764820.0,100376677.0,1563361109.0
Setúbal,SSP1-2.6,+Geoid,2099,0.546,0.2726,23.021,34531602.0,57552670.0,103594805.0,1620913779.0
Setúbal,SSP1-2.6,+Geoid,2100,0.55,0.2652,23.759,35638182.0,59396970.0,106914545.0,1680310748.0
Setúbal,SSP2-4.5,Baseline,2025,0.05,8.4853,0.389,583363.0,972272.0,1750089.0,972272.0
Setúbal,SSP2-4.5,Baseline,2026,0.06,7.917,0.424,636601.0,1061002.0,1909803.0,2033273.0
Setúbal,SSP2-4.5,Baseline,2027,0.07,7.3869,0.463,694476.0,1157460.0,2083427.0,3190733.0
Setúbal,SSP2-4.5,Baseline,2028,0.08,6.8922,0.505,757379.0,1262298.0,2272137.0,4453031.0
Setúbal,SSP2-4.5,Baseline,2029,0.09,6.4306,0.55,825734.0,1376224.0,2477203.0,5829255.0
Setúbal,SSP2-4.5,Baseline,2030,0.1,6.0,0.6,900000.0,1500000.0,2700000.0,7329255.0
Setúbal,SSP2-4.5,Baseline,2031,0.11,5.5982,0.654,980673.0,1634455.0,2942018.0,8963710.0
Setúbal,SSP2-4.5,Baseline,2032,0.12,5.2233,0.712,1068289.0,1780482.0,3204868.0,10744192.0
Setúbal,SSP2-4.5,Baseline,2033,0.13,4.8735,0.776,1163431.0,1939052.0,3490294.0,12683244.0
Setúbal,SSP2-4.5,Baseline,2034,0.14,4.5471,0.844,1266728.0,2111213.0,3800183.0,14794457.0
Setúbal,SSP2-4.5,Baseline,2035,0.15,4.2426,0.919,1378858.0,2298097.0,4136575.0,17092554.0
Setúbal,SSP2-4.5,Baseline,2036,0.16,3.9585,1.0,1500559.0,2500932.0,4501678.0,19593487.0
Setúbal,SSP2-4.5,Baseline,2037,0.17,3.6934,1.088,1632627.0,2721046.0,4897882.0,22314532.0
Setúbal,SSP2-4.5,Baseline,2038,0.18,3.4461,1.184,1775923.0,2959872.0,5327769.0,25274404.0
Setúbal,SSP2-4.5,Baseline,2039,0.19,3.2153,1.288,1931378.0,3218964.0,5794135.0,28493368.0
Setúbal,SSP2-4.5,Baseline,2040,0.2,3.0,1.4,2100000.0,3500000.0,6300000.0,31993368.0
Setúbal,SSP2-4.5,Baseline,2041,0.21,2.7991,1.522,2282877.0,3804796.0,6848632.0,35798164.0
Setúbal,SSP2-4.5,Baseline,2042,0.22,2.6117,1.654,2481188.0,4135314.0,7443565.0,39933478.0
Setúbal,SSP2-4.5,Baseline,2043,0.23,2.4368,1.797,2696206.0,4493677.0,8088619.0,44427155.0
Setúbal,SSP2-4.5,Baseline,2044,0.24,2.2736,1.953,2929308.0,4882179.0,8787923.0,49309334.0
Setúbal,SSP2-4.5,Baseline,2045,0.25,2.1213,2.121,3181981.0,5303301.0,9545942.0,54612635.0
Setúbal,SSP2-4.5,Baseline,2046,0.26,1.9793,2.304,3455834.0,5759723.0,10367501.0,60372358.0
Setúbal,SSP2-4.5,Baseline,2047,0.27,1.8467,2.502,3752606.0,6254343.0,11257818.0,66626701.0
Setúbal,SSP2-4.5,Baseline,2048,0.28,1.723,2.716,4074177.0,6790294.0,12222530.0,73416996.0
Setúbal,SSP2-4.5,Baseline,2049,0.29,1.6077,2.948,4422576.0,7370961.0,13267729.0,80787956.0
Setúbal,SSP2-4.5,Baseline,2050,0.3,1.5,3.2,4800000.0,8000000.0,14400000.0,88787956.0
Setúbal,SSP2-4.5,Baseline,2051,0.306,1.4389,3.361,5041364.0,8402274.0,15124093.0,97190230.0
Setúbal,SSP2-4.5,Baseline,2052,0.312,1.3803,3.53,5294572.0,8824287.0,15883717.0,106014517.0
Setúbal,SSP2-4.5,Baseline,2053,0.318,1.3241,3.707,5560194.0,9266990.0,16680582.0,115281508.0
Setúbal,SSP2-4.5,Baseline,2054,0.324,1.2701,3.893,5838828.0,9731380.0,17516483.0,125012887.0
Setúbal,SSP2-4.5,Baseline,2055,0.33,1.2184,4.087,6131099.0,10218499.0,18393298.0,135231386.0
Setúbal,SSP2-4.5,Baseline,2056,0.336,1.1687,4.292,6437664.0,10729441.0,19312993.0,145960826.0
Setúbal,SSP2-4.5,Baseline,2057,0.342,1.1211,4.506,6759210.0,11265350.0,20277630.0,157226176.0
Setúbal,SSP2-4.5,Baseline,2058,0.348,1.0755,4.731,7096456.0,11827426.0,21289367.0,169053603.0
Setúbal,SSP2-4.5,Baseline,2059,0.354,1.0317,4.967,7450155.0,12416925.0,22350466.0,181470528.0
Setúbal,SSP2-4.5,Baseline,2060,0.36,0.9896,5.214,7821097.0,13035162.0,23463292.0,194505690.0
Setúbal,SSP2-4.5,Baseline,2061,0.366,0.9493,5.473,8210109.0,13683516.0,24630328.0,208189206.0
Setúbal,SSP2-4.5,Baseline,2062,0.372,0.9106,5.745,8618056.0,14363427.0,25854169.0,222552633.0
Setúbal,SSP2-4.5,Baseline,2063,0.378,0.8736,6.031,9045845.0,15076409.0,27137536.0,237629042.0
Setúbal,SSP2-4.5,Baseline,2064,0.384,0.838,6.33,9494426.0,15824043.0,28483278.0,253453086.0
Setúbal,SSP2-4.5,Baseline,2065,0.39,0.8038,6.643,9964792.0,16607987.0,29894377.0,270061073.0
Setúbal,SSP2-4.5,Baseline,2066,0.396,0.7711,6.972,10457986.0,17429977.0,31373958.0,287491049.0
Setúbal,SSP2-4.5,Baseline,2067,0.402,0.7397,7.317,10975097.0,18291829.0,32925292.0,305782878.0
Setúbal,SSP2-4.5,Baseline,2068,0.408,0.7095,7.678,11517269.0,19195448.0,34551806.0,324978326.0
Setúbal,SSP2-4.5,Baseline,2069,0.414,0.6806,8.057,12085695.0,20142826.0,36257086.0,345121152.0
Setúbal,SSP2-4.5,Baseline,2070,0.42,0.6529,8.454,12681630.0,21136050.0,38044890.0,366257201.0
Setúbal,SSP2-4.5,Baseline,2071,0.426,0.6263,8.871,13306383.0,22177306.0,39919150.0,388434507.0
Setúbal,SSP2-4.5,Baseline,2072,0.432,0.6008,9.308,13961329.0,23268881.0,41883987.0,411703388.0
Setúbal,SSP2-4.5,Baseline,2073,0.438,0.5763,9.765,14647904.0,24413173.0,43943712.0,436116562.0
Setúbal,SSP2-4.5,Baseline,2074,0.444,0.5529,10.245,15367614.0,25612690.0,46102841.0,461729251.0
Setúbal,SSP2-4.5,Baseline,2075,0.45,0.5303,10.748,16122035.0,26870058.0,48366104.0,488599309.0
Setúbal,SSP2-4.5,Baseline,2076,0.456,0.5087,11.275,16912816.0,28188027.0,50738449.0,516787336.0
Setúbal,SSP2-4.5,Baseline,2077,0.462,0.488,11.828,17741687.0,29569478.0,53225061.0,546356815.0
Setúbal,SSP2-4.5,Baseline,2078,0.468,0.4681,12.407,18610455.0,31017426.0,55831366.0,577374241.0
Setúbal,SSP2-4.5,Baseline,2079,0.474,0.4491,13.014,19521015.0,32535025.0,58563046.0,609909266.0
Setúbal,SSP2-4.5,Baseline,2080,0.48,0.4308,13.65,20475349.0,34125582.0,61426048.0,644034848.0
Setúbal,SSP2-4.5,Baseline,2081,0.486,0.4132,14.317,21475533.0,35792555.0,64426600.0,679827403.0
Setúbal,SSP2-4.5,Baseline,2082,0.492,0.3964,15.016,22523740.0,37539567.0,67571221.0,717366971.0
Setúbal,SSP2-4.5,Baseline,2083,0.498,0.3802,15.748,23622246.0,39370410.0,70866737.0,756737380.0
Setúbal,SSP2-4.5,Baseline,2084,0.504,0.3647,16.516,24773431.0,41289051.0,74320292.0,798026432.0
Setúbal,SSP2-4.5,Baseline,2085,0.51,0.3499,17.32,25979789.0,43299648.0,77939366.0,841326080.0
Setúbal,SSP2-4.5,Baseline,2086,0.516,0.3356,18.163,27243930.0,45406549.0,81731789.0,886732629.0
Setúbal,SSP2-4.5,Baseline,2087,0.522,0.322,19.046,28568585.0,47614309.0,85705756.0,934346938.0
Setúbal,SSP2-4.5,Baseline,2088,0.528,0.3088,19.971,29956616.0,49927694.0,89869849.0,984274632.0
Setúbal,SSP2-4.5,Baseline,2089,0.534,0.2963,20.941,31411016.0,52351693.0,94233047.0,1036626324.0
Setúbal,SSP2-4.5,Baseline,2090,0.54,0.2842,21.957,32934917.0,54891529.0,98804752.0,1091517853.0
Setúbal,SSP2-4.5,Baseline,2091,0.546,0.2726,23.021,34531602.0,57552670.0,103594805.0,1149070523.0
Setúbal,SSP2-4.5,Baseline,2092,0.552,0.2615,24.136,36204502.0,60340837.0,108613506.0,1209411360.0
Setúbal,SSP2-4.5,Baseline,2093,0.558,0.2509,25.305,37957212.0,63262020.0,113871636.0,1272673380.0
Setúbal,SSP2-4.5,Baseline,2094,0.564,0.2406,26.529,39793493.0,66322489.0,119380480.0,1338995869.0
Setúbal,SSP2-4.5,Baseline,2095,0.57,0.2308,27.812,41717283.0,69528805.0,125151849.0,1408524674.0
Setúbal,SSP2-4.5,Baseline,2096,0.576,0.2214,29.155,43732702.0,72887836.0,131198106.0,1481412511.0
Setúbal,SSP2-4.5,Baseline,2097,0.582,0.2124,30.563,45844063.0,76406771.0,137532188.0,1557819282.0
Setúbal,SSP2-4.5,Baseline,2098,0.588,0.2038,32.037,48055880.0,80093133.0,144167640.0,1637912415.0
Setúbal,SSP2-4.5,Baseline,2099,0.594,0.1955,33.582,50372877.0,83954796.0,151118632.0,1721867211.0
Setúbal,SSP2-4.5,Baseline,2100,0.6,0.1875,35.2,52800000.0,88000000.0,158400000.0,1809867211.0
Setúbal,SSP2-4.5,+Geoid,2025,0.125,5.0454,0.743,1114882.0,1858136.0,3344645.0,1858136.0
Setúbal,SSP2-4.5,+Geoid,2026,0.15,4.2426,0.919,1378858.0,2298097.0,4136575.0,4156233.0
Setúbal,SSP2-4.5,+Geoid,2027,0.175,3.5676,1.135,1702815.0,2838025.0,5108446.0,6994259.0
Setúbal,SSP2-4.5,+Geoid,2028,0.2,3.0,1.4,2100000.0,3500000.0,6300000.0,10494259.0
Setúbal,SSP2-4.5,+Geoid,2029,0.225,2.5227,1.724,2586525.0,4310876.0,7759576.0,14805134.0
Setúbal,SSP2-4.5,+Geoid,2030,0.25,2.1213,2.121,3181981.0,5303301.0,9545942.0,20108435.0
Setúbal,SSP2-4.5,+Geoid,2031,0.26,1.9793,2.304,3455834.0,5759723.0,10367501.0,25868158.0
Setúbal,SSP2-4.5,+Geoid,2032,0.27,1.8467,2.502,3752606.0,6254343.0,11257818.0,32122502.0
Setúbal,SSP2-4.5,+Geoid,2033,0.28,1.723,2.716,4074177.0,6790294.0,12222530.0,38912796.0
Setúbal,SSP2-4.5,+Geoid,2034,0.29,1.6077,2.948,4422576.0,7370961.0,13267729.0,46283757.0
Setúbal,SSP2-4.5,+Geoid,2035,0.3,1.5,3.2,4800000.0,8000000.0,14400000.0,54283757.0
Setúbal,SSP2-4.5,+Geoid,2036,0.31,1.3995,3.473,5208819.0,8681365.0,15626457.0,62965122.0
Setúbal,SSP2-4.5,+Geoid,2037,0.32,1.3058,3.768,5651596.0,9419327.0,16954788.0,72384448.0
Setúbal,SSP2-4.5,+Geoid,2038,0.33,1.2184,4.087,6131099.0,10218499.0,18393298.0,82602947.0
Setúbal,SSP2-4.5,+Geoid,2039,0.34,1.1368,4.434,6650320.0,11083866.0,19950960.0,93686813.0
Setúbal,SSP2-4.5,+Geoid,2040,0.35,1.0607,4.808,7212489.0,12020815.0,21637468.0,105707629.0
Setúbal,SSP2-4.5,+Geoid,2041,0.36,0.9896,5.214,7821097.0,13035162.0,23463292.0,118742791.0
Setúbal,SSP2-4.5,+Geoid,2042,0.37,0.9234,5.653,8479915.0,14133192.0,25439745.0,132875983.0
Setúbal,SSP2-4.5,+Geoid,2043,0.38,0.8615,6.129,9193014.0,15321690.0,27579042.0,148197673.0
Setúbal,SSP2-4.5,+Geoid,2044,0.39,0.8038,6.643,9964792.0,16607987.0,29894377.0,164805660.0
Setúbal,SSP2-4.5,+Geoid,2045,0.4,0.75,7.2,10800000.0,18000000.0,32400000.0,182805660.0
Setúbal,SSP2-4.5,+Geoid,2046,0.41,0.6998,7.803,11703766.0,19506277.0,35111299.0,202311937.0
Setúbal,SSP2-4.5,+Geoid,2047,0.42,0.6529,8.454,12681630.0,21136050.0,38044890.0,223447987.0
Setúbal,SSP2-4.5,+Geoid,2048,0.43,0.6092,9.16,13739572.0,22899286.0,41218715.0,246347273.0
Setúbal,SSP2-4.5,+Geoid,2049,0.44,0.5684,9.923,14884049.0,24806749.0,44652148.0,271154021.0
Setúbal,SSP2-4.5,+Geoid,2050,0.45,0.5303,10.748,16122035.0,26870058.0,48366104.0,298024079.0
Setúbal,SSP2-4.5,+Geoid,2051,0.456,0.5087,11.275,16912816.0,28188027.0,50738449.0,326212107.0
Setúbal,SSP2-4.5,+Geoid,2052,0.462,0.488,11.828,17741687.0,29569478.0,53225061.0,355781585.0
Setúbal,SSP2-4.5,+Geoid,2053,0.468,0.4681,12.407,18610455.0,31017426.0,55831366.0,386799011.0
Setúbal,SSP2-4.5,+Geoid,2054,0.474,0.4491,13.014,19521015.0,32535025.0,58563046.0,419334036.0
Setúbal,SSP2-4.5,+Geoid,2055,0.48,0.4308,13.65,20475349.0,34125582.0,61426048.0,453459618.0
Setúbal,SSP2-4.5,+Geoid,2056,0.486,0.4132,14.317,21475533.0,35792555.0,64426600.0,489252174.0
Setúbal,SSP2-4.5,+Geoid,2057,0.492,0.3964,15.016,22523740.0,37539567.0,67571221.0,526791741.0
Setúbal,SSP2-4.5,+Geoid,2058,0.498,0.3802,15.748,23622246.0,39370410.0,70866737.0,566162151.0
Setúbal,SSP2-4.5,+Geoid,2059,0.504,0.3647,16.516,24773431.0,41289051.0,74320292.0,607451202.0
Setúbal,SSP2-4.5,+Geoid,2060,0.51,0.3499,17.32,25979789.0,43299648.0,77939366.0,650750850.0
Setúbal,SSP2-4.5,+Geoid,2061,0.516,0.3356,18.163,27243930.0,45406549.0,81731789.0,696157399.0
Setúbal,SSP2-4.5,+Geoid,2062,0.522,0.322,19.046,28568585.0,47614309.0,85705756.0,743771708.0
Setúbal,SSP2-4.5,+Geoid,2063,0.528,0.3088,19.971,29956616.0,49927694.0,89869849.0,793699402.0
Setúbal,SSP2-4.5,+Geoid,2064,0.534,0.2963,20.941,31411016.0,52351693.0,94233047.0,846051094.0
Setúbal,SSP2-4.5,+Geoid,2065,0.54,0.2842,21.957,32934917.0,54891529.0,98804752.0,900942624.0
Setúbal,SSP2-4.5,+Geoid,2066,0.546,0.2726,23.021,34531602.0,57552670.0,103594805.0,958495293.0
Setúbal,SSP2-4.5,+Geoid,2067,0.552,0.2615,24.136,36204502.0,60340837.0,108613506.0,1018836130.0
Setúbal,SSP2-4.5,+Geoid,2068,0.558,0.2509,25.305,37957212.0,63262020.0,113871636.0,1082098150.0
Setúbal,SSP2-4.5,+Geoid,2069,0.564,0.2406,26.529,39793493.0,66322489.0,119380480.0,1148420639.0
Setúbal,SSP2-4.5,+Geoid,2070,0.57,0.2308,27.812,41717283.0,69528805.0,125151849.0,1217949444.0
Setúbal,SSP2-4.5,+Geoid,2071,0.576,0.2214,29.155,43732702.0,72887836.0,131198106.0,1290837281.0
Setúbal,SSP2-4.5,+Geoid,2072,0.582,0.2124,30.563,45844063.0,76406771.0,137532188.0,1367244052.0
Setúbal,SSP2-4.5,+Geoid,2073,0.588,0.2038,32.037,48055880.0,80093133.0,144167640.0,1447337185.0
Setúbal,SSP2-4.5,+Geoid,2074,0.594,0.1955,33.582,50372877.0,83954796.0,151118632.0,1531291981.0
Setúbal,SSP2-4.5,+Geoid,2075,0.6,0.1875,35.2,52800000.0,88000000.0,158400000.0,1619291981.0
Setúbal,SSP2-4.5,+Geoid,2076,0.606,0.1799,36.895,55342422.0,92237371.0,166027267.0,1711529352.0
Setúbal,SSP2-4.5,+Geoid,2077,0.612,0.1725,38.67,58005560.0,96675933.0,174016680.0,1808205285.0
Setúbal,SSP2-4.5,+Geoid,2078,0.618,0.1655,40.53,60795081.0,101325135.0,182385242.0,1909530420.0
Setúbal,SSP2-4.5,+Geoid,2079,0.624,0.1588,42.478,63716916.0,106194860.0,191150748.0,2015725280.0
Setúbal,SSP2-4.5,+Geoid,2080,0.63,0.1523,44.518,66777273.0,111295455.0,200331819.0,2127020735.0
Setúbal,SSP2-4.5,+Geoid,2081,0.636,0.1461,46.655,69982647.0,116637746.0,209947942.0,2243658480.0
Setúbal,SSP2-4.5,+Geoid,2082,0.642,0.1401,48.893,73339837.0,122233061.0,220019511.0,2365891542.0
Setúbal,SSP2-4.5,+Geoid,2083,0.648,0.1344,51.237,76855955.0,128093258.0,230567865.0,2493984800.0
Setúbal,SSP2-4.5,+Geoid,2084,0.654,0.129,53.692,80538446.0,134230743.0,241615337.0,2628215543.0
Setúbal,SSP2-4.5,+Geoid,2085,0.66,0.1237,56.263,84395098.0,140658497.0,253185295.0,2768874040.0
Setúbal,SSP2-4.5,+Geoid,2086,0.666,0.1187,58.956,88434064.0,147390107.0,265302193.0,2916264147.0
Setúbal,SSP2-4.5,+Geoid,2087,0.672,0.1138,61.776,92663873.0,154439788.0,277991618.0,3070703935.0
Setúbal,SSP2-4.5,+Geoid,2088,0.678,0.1092,64.729,97093448.0,161822413.0,291280344.0,3232526348.0
Setúbal,SSP2-4.5,+Geoid,2089,0.684,0.1047,67.821,101732130.0,169553549.0,305196389.0,3402079898.0
Setúbal,SSP2-4.5,+Geoid,2090,0.69,0.1005,71.06,106589689.0,177649482.0,319769067.0,3579729379.0
Setúbal,SSP2-4.5,+Geoid,2091,0.696,0.0964,74.451,111676350.0,186127251.0,335029051.0,3765856630.0
Setúbal,SSP2-4.5,+Geoid,2092,0.702,0.0925,78.002,117002812.0,195004687.0,351008437.0,3960861317.0
Setúbal,SSP2-4.5,+Geoid,2093,0.708,0.0887,81.72,122580268.0,204300447.0,367740804.0,4165161764.0
Setúbal,SSP2-4.5,+Geoid,2094,0.714,0.0851,85.614,128420430.0,214034050.0,385261289.0,4379195814.0
Setúbal,SSP2-4.5,+Geoid,2095,0.72,0.0816,89.69,134535551.0,224225919.0,403606654.0,4603421733.0
Setúbal,SSP2-4.5,+Geoid,2096,0.726,0.0783,93.959,140938454.0,234897423.0,422815361.0,4838319155.0
Setúbal,SSP2-4.5,+Geoid,2097,0.732,0.0751,98.428,147642551.0,246070918.0,442927652.0,5084390073.0
Setúbal,SSP2-4.5,+Geoid,2098,0.738,0.072,103.108,154661877.0,257769795.0,463985631.0,5342159868.0
Setúbal,SSP2-4.5,+Geoid,2099,0.744,0.0691,108.007,162011115.0,270018525.0,486033346.0,5612178393.0
Setúbal,SSP2-4.5,+Geoid,2100,0.75,0.0663,113.137,169705627.0,282842712.0,509116882.0,5895021106.0
Setúbal,SSP5-8.5,Baseline,2025,0.065,7.6474,0.443,664935.0,1108225.0,1994805.0,1108225.0
Setúbal,SSP5-8.5,Baseline,2026,0.078,6.9884,0.496,744376.0,1240627.0,2233129.0,2348852.0
Setúbal,SSP5-8.5,Baseline,2027,0.091,6.3862,0.555,832887.0,1388145.0,2498661.0,3736997.0
Setúbal,SSP5-8.5,Baseline,2028,0.104,5.8359,0.621,931471.0,1552452.0,2794413.0,5289449.0
Setúbal,SSP5-8.5,Baseline,2029,0.117,5.3331,0.694,1041242.0,1735403.0,3123725.0,7024852.0
Setúbal,SSP5-8.5,Baseline,2030,0.13,4.8735,0.776,1163431.0,1939052.0,3490294.0,8963904.0
