section,section_type,scenario,variant,year,slr_m,return_period_yr,closure_days_yr,annual_cost_mid_eur,annual_cost_low_eur,annual_cost_high_eur,cumulative_cost_mid_eur,cumulative_cost_low_eur,cumulative_cost_high_eur
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2025,0.035,7.8458,0.409,613701.0,306850.0,1073977.0,613701.0,306850.0,1073977.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2026,0.042,7.4742,0.435,652641.0,326321.0,1142122.0,1266342.0,633171.0,2216099.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2027,0.049,7.1203,0.463,693936.0,346968.0,1214388.0,1960278.0,980139.0,3430487.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2028,0.056,6.783,0.492,737724.0,368862.0,1291018.0,2698003.0,1349001.0,4721504.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2029,0.063,6.4618,0.523,784151.0,392076.0,1372265.0,3482154.0,1741077.0,6093769.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2030,0.07,6.1557,0.556,833371.0,416685.0,1458399.0,4315525.0,2157762.0,7552168.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2031,0.0765,5.8845,0.588,881718.0,440859.0,1543007.0,5197243.0,2598621.0,9095175.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2032,0.083,5.6253,0.622,932752.0,466376.0,1632315.0,6129994.0,3064997.0,10727490.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2033,0.0895,5.3775,0.658,986616.0,493308.0,1726578.0,7116610.0,3558305.0,12454068.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2034,0.096,5.1406,0.696,1043464.0,521732.0,1826062.0,8160075.0,4080037.0,14280130.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2035,0.1025,4.9141,0.736,1103457.0,551728.0,1931049.0,9263531.0,4631766.0,16211180.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2036,0.109,4.6976,0.778,1166763.0,583381.0,2041835.0,10430294.0,5215147.0,18253014.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2037,0.1155,4.4907,0.822,1233560.0,616780.0,2158730.0,11663854.0,5831927.0,20411744.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2038,0.122,4.2928,0.869,1304036.0,652018.0,2282063.0,12967889.0,6483945.0,22693806.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2039,0.1285,4.1037,0.919,1378388.0,689194.0,2412178.0,14346277.0,7173138.0,25105985.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2040,0.135,3.9229,0.971,1456823.0,728411.0,2549440.0,15803100.0,7901550.0,27655425.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2041,0.1415,3.7501,1.026,1539560.0,769780.0,2694230.0,17342660.0,8671330.0,30349655.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2042,0.148,3.5849,1.085,1626829.0,813415.0,2846951.0,18969489.0,9484744.0,33196605.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2043,0.1545,3.427,1.146,1718872.0,859436.0,3008026.0,20688361.0,10344180.0,36204631.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2044,0.161,3.276,1.211,1815943.0,907972.0,3177901.0,22504304.0,11252152.0,39382532.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2045,0.1675,3.1317,1.279,1918311.0,959156.0,3357044.0,24422615.0,12211307.0,42739576.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2046,0.174,2.9937,1.351,2026257.0,1013129.0,3545950.0,26448872.0,13224436.0,46285526.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2047,0.1805,2.8618,1.427,2140079.0,1070039.0,3745138.0,28588951.0,14294476.0,50030664.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2048,0.187,2.7357,1.507,2260088.0,1130044.0,3955154.0,30849039.0,15424519.0,53985818.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2049,0.1935,2.6152,1.591,2386613.0,1193307.0,4176573.0,33235652.0,16617826.0,58162391.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2050,0.2,2.5,1.68,2520000.0,1260000.0,4410000.0,35755652.0,17877826.0,62572391.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2051,0.204,2.4316,1.737,2605652.0,1302826.0,4559890.0,38361304.0,19180652.0,67132282.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2052,0.208,2.3651,1.796,2694128.0,1347064.0,4714723.0,41055431.0,20527716.0,71847005.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2053,0.212,2.3005,1.857,2785519.0,1392759.0,4874658.0,43840950.0,21920475.0,76721663.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2054,0.216,2.2376,1.92,2879919.0,1439960.0,5039859.0,46720869.0,23360435.0,81761522.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2055,0.22,2.1764,1.985,2977426.0,1488713.0,5210496.0,49698296.0,24849148.0,86972017.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2056,0.224,2.1169,2.052,3078139.0,1539070.0,5386744.0,52776435.0,26388217.0,92358761.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2057,0.228,2.059,2.121,3182162.0,1591081.0,5568783.0,55958597.0,27979298.0,97927544.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2058,0.232,2.0027,2.193,3289601.0,1644800.0,5756801.0,59248197.0,29624099.0,103684346.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2059,0.236,1.9479,2.267,3400565.0,1700283.0,5950989.0,62648763.0,31324381.0,109635335.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2060,0.24,1.8946,2.343,3515169.0,1757585.0,6151546.0,66163932.0,33081966.0,115786881.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2061,0.244,1.8428,2.422,3633529.0,1816765.0,6358676.0,69797461.0,34898730.0,122145556.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2062,0.248,1.7924,2.504,3755766.0,1877883.0,6572590.0,73553227.0,36776613.0,128718147.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2063,0.252,1.7434,2.588,3882004.0,1941002.0,6793506.0,77435230.0,38717615.0,135511653.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2064,0.256,1.6958,2.675,4012371.0,2006186.0,7021649.0,81447601.0,40723801.0,142533302.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2065,0.26,1.6494,2.765,4147001.0,2073500.0,7257251.0,85594602.0,42797301.0,149790553.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2066,0.264,1.6043,2.857,4286029.0,2143014.0,7500550.0,89880630.0,44940315.0,157291103.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2067,0.268,1.5604,2.953,4429596.0,2214798.0,7751793.0,94310226.0,47155113.0,165042896.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2068,0.272,1.5177,3.052,4577848.0,2288924.0,8011235.0,98888075.0,49444037.0,173054131.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2069,0.276,1.4762,3.154,4730935.0,2365468.0,8279137.0,103619010.0,51809505.0,181333268.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2070,0.28,1.4359,3.259,4889012.0,2444506.0,8555771.0,108508022.0,54254011.0,189889039.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2071,0.284,1.3966,3.368,5052238.0,2526119.0,8841416.0,113560260.0,56780130.0,198730454.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2072,0.288,1.3584,3.481,5220777.0,2610388.0,9136359.0,118781036.0,59390518.0,207866813.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2073,0.292,1.3213,3.597,5394799.0,2697400.0,9440898.0,124175835.0,62087918.0,217307712.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2074,0.296,1.2851,3.716,5574480.0,2787240.0,9755340.0,129750315.0,64875158.0,227063052.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2075,0.3,1.25,3.84,5760000.0,2880000.0,10080000.0,135510315.0,67755158.0,237143052.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2076,0.304,1.2158,3.968,5951545.0,2975773.0,10415204.0,141461861.0,70730930.0,247558256.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2077,0.308,1.1826,4.1,6149308.0,3074654.0,10761289.0,147611169.0,73805584.0,258319546.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2078,0.312,1.1502,4.236,6353487.0,3176743.0,11118602.0,153964656.0,76982328.0,269438147.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2079,0.316,1.1188,4.376,6564285.0,3282143.0,11487499.0,160528941.0,80264470.0,280925647.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2080,0.32,1.0882,4.521,6781915.0,3390958.0,11868351.0,167310856.0,83655428.0,292793998.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2081,0.324,1.0584,4.671,7006593.0,3503297.0,12261538.0,174317449.0,87158725.0,305055536.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2082,0.328,1.0295,4.826,7238544.0,3619272.0,12667452.0,181555994.0,90777997.0,317722989.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2083,0.332,1.0013,4.985,7477999.0,3739000.0,13086499.0,189033993.0,94516996.0,330809487.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2084,0.336,0.974,5.15,7725197.0,3862599.0,13519095.0,196759190.0,98379595.0,344328583.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2085,0.34,0.9473,5.32,7980384.0,3990192.0,13965672.0,204739574.0,102369787.0,358294254.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2086,0.344,0.9214,5.496,8243813.0,4121907.0,14426673.0,212983387.0,106491694.0,372720927.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2087,0.348,0.8962,5.677,8515747.0,4257873.0,14902557.0,221499134.0,110749567.0,387623484.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2088,0.352,0.8717,5.864,8796455.0,4398228.0,15393796.0,230295589.0,115147795.0,403017281.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2089,0.356,0.8479,6.057,9086216.0,4543108.0,15900878.0,239381805.0,119690903.0,418918159.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2090,0.36,0.8247,6.257,9385317.0,4692658.0,16424305.0,248767122.0,124383561.0,435342464.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2091,0.364,0.8021,6.463,9694054.0,4847027.0,16964595.0,258461176.0,129230588.0,452307058.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2092,0.368,0.7802,6.675,10012733.0,5006366.0,17522282.0,268473909.0,134236954.0,469829340.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2093,0.372,0.7589,6.894,10341668.0,5170834.0,18097918.0,278815576.0,139407788.0,487927259.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2094,0.376,0.7381,7.121,10681184.0,5340592.0,18692072.0,289496760.0,144748380.0,506619331.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2095,0.38,0.7179,7.354,11031617.0,5515808.0,19305329.0,300528377.0,150264189.0,525924660.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2096,0.384,0.6983,7.596,11393311.0,5696656.0,19938295.0,311921688.0,155960844.0,545862955.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2097,0.388,0.6792,7.844,11766624.0,5883312.0,20591591.0,323688312.0,161844156.0,566454546.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2098,0.392,0.6606,8.101,12151921.0,6075961.0,21265862.0,335840233.0,167920117.0,587720408.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2099,0.396,0.6426,8.366,12549583.0,6274792.0,21961771.0,348389816.0,174194908.0,609682179.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,Baseline,2100,0.4,0.625,8.64,12960000.0,6480000.0,22680000.0,361349816.0,180674908.0,632362179.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2025,0.11,4.6652,0.785,1176807.0,588404.0,2059413.0,1176807.0,588404.0,2059413.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2026,0.132,4.0053,0.947,1420101.0,710050.0,2485176.0,2596908.0,1298454.0,4544589.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2027,0.154,3.4389,1.141,1711616.0,855808.0,2995329.0,4308525.0,2154262.0,7539918.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2028,0.176,2.9525,1.374,2060639.0,1030320.0,3606119.0,6369164.0,3184582.0,11146037.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2029,0.198,2.5349,1.652,2478206.0,1239103.0,4336860.0,8847369.0,4423685.0,15482897.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2030,0.22,2.1764,1.985,2977426.0,1488713.0,5210496.0,11824796.0,5912398.0,20693392.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2031,0.2265,2.0805,2.095,3142759.0,1571379.0,5499828.0,14967555.0,7483777.0,26193220.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2032,0.233,1.9888,2.211,3317007.0,1658503.0,5804762.0,18284561.0,9142281.0,31997982.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2033,0.2395,1.9012,2.334,3500641.0,1750320.0,6126121.0,21785202.0,10892601.0,38124104.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2034,0.246,1.8175,2.463,3694155.0,1847078.0,6464771.0,25479357.0,12739679.0,44588875.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2035,0.2525,1.7374,2.599,3898071.0,1949036.0,6821624.0,29377428.0,14688714.0,51410499.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2036,0.259,1.6609,2.742,4112936.0,2056468.0,7197638.0,33490364.0,16745182.0,58608138.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2037,0.2655,1.5877,2.893,4339327.0,2169663.0,7593822.0,37829691.0,18914846.0,66201959.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2038,0.272,1.5177,3.052,4577848.0,2288924.0,8011235.0,42407539.0,21203770.0,74213194.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2039,0.2785,1.4509,3.219,4829139.0,2414569.0,8450992.0,47236678.0,23618339.0,82664186.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2040,0.285,1.387,3.396,5093868.0,2546934.0,8914268.0,52330546.0,26165273.0,91578455.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2041,0.2915,1.3259,3.582,5372741.0,2686370.0,9402296.0,57703286.0,28851643.0,100980751.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2042,0.298,1.2674,3.778,5666499.0,2833249.0,9916373.0,63369785.0,31684892.0,110897123.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2043,0.3045,1.2116,3.984,5975922.0,2987961.0,10457863.0,69345706.0,34672853.0,121354986.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2044,0.311,1.1582,4.201,6301830.0,3150915.0,11028202.0,75647536.0,37823768.0,132383188.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2045,0.3175,1.1072,4.43,6645084.0,3322542.0,11628898.0,82292620.0,41146310.0,144012086.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2046,0.324,1.0584,4.671,7006593.0,3503297.0,12261538.0,89299214.0,44649607.0,156273624.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2047,0.3305,1.0118,4.925,7387309.0,3693655.0,12927791.0,96686523.0,48343261.0,169201415.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2048,0.337,0.9672,5.192,7788235.0,3894118.0,13629411.0,104474758.0,52237379.0,182830826.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2049,0.3435,0.9246,5.474,8210425.0,4105212.0,14368244.0,112685183.0,56342591.0,197199070.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2050,0.35,0.8839,5.77,8654987.0,4327494.0,15146227.0,121340170.0,60670085.0,212345297.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2051,0.354,0.8597,5.96,8940186.0,4470093.0,15645326.0,130280356.0,65140178.0,227990623.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2052,0.358,0.8362,6.156,9234581.0,4617290.0,16160516.0,139514937.0,69757468.0,244151139.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2053,0.362,0.8133,6.359,9538462.0,4769231.0,16692309.0,149053399.0,74526699.0,260843448.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2054,0.366,0.7911,6.568,9852131.0,4926066.0,17241230.0,158905530.0,79452765.0,278084678.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2055,0.37,0.7695,6.784,10175898.0,5087949.0,17807822.0,169081428.0,84540714.0,295892499.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2056,0.374,0.7484,7.007,10510083.0,5255041.0,18392644.0,179591511.0,89795755.0,314285144.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2057,0.378,0.728,7.237,10855015.0,5427507.0,18996275.0,190446525.0,95223263.0,333281419.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2058,0.382,0.7081,7.474,11211034.0,5605517.0,19619310.0,201657559.0,100828780.0,352900729.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2059,0.386,0.6887,7.719,11578492.0,5789246.0,20262362.0,213236052.0,106618026.0,373163091.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2060,0.39,0.6699,7.972,11957751.0,5978875.0,20926064.0,225193803.0,112596901.0,394089154.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2061,0.394,0.6515,8.233,12349183.0,6174591.0,21611069.0,237542985.0,118771493.0,415700224.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2062,0.398,0.6337,8.502,12753172.0,6376586.0,22318052.0,250296157.0,125148079.0,438018276.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2063,0.402,0.6164,8.78,13170117.0,6585058.0,23047705.0,263466274.0,131733137.0,461065980.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2064,0.406,0.5995,9.067,13600425.0,6800213.0,23800744.0,277066700.0,138533350.0,484866724.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2065,0.41,0.5831,9.363,14044519.0,7022260.0,24577909.0,291111219.0,145555610.0,509444633.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2066,0.414,0.5672,9.669,14502834.0,7251417.0,25379960.0,305614054.0,152807027.0,534824594.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2067,0.418,0.5517,9.984,14975819.0,7487909.0,26207683.0,320589872.0,160294936.0,561032276.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2068,0.422,0.5366,10.309,15463935.0,7731967.0,27061886.0,336053807.0,168026904.0,588094162.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2069,0.426,0.5219,10.645,15967660.0,7983830.0,27943405.0,352021467.0,176010734.0,616037567.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2070,0.43,0.5077,10.992,16487486.0,8243743.0,28853100.0,368508953.0,184254477.0,644890668.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2071,0.434,0.4938,11.349,17023920.0,8511960.0,29791860.0,385532873.0,192766436.0,674682528.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2072,0.438,0.4803,11.718,17577485.0,8788742.0,30760598.0,403110358.0,201555179.0,705443126.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2073,0.442,0.4671,12.099,18148720.0,9074360.0,31760259.0,421259077.0,210629539.0,737203385.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2074,0.446,0.4544,12.492,18738181.0,9369090.0,32791817.0,439997258.0,219998629.0,769995202.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2075,0.45,0.4419,12.898,19346442.0,9673221.0,33856273.0,459343700.0,229671850.0,803851475.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2076,0.454,0.4299,13.316,19974093.0,9987046.0,34954662.0,479317793.0,239658896.0,838806137.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2077,0.458,0.4181,13.748,20621744.0,10310872.0,36088053.0,499939537.0,249969768.0,874894190.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2078,0.462,0.4067,14.193,21290025.0,10645012.0,37257543.0,521229561.0,260614781.0,912151733.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2079,0.466,0.3955,14.653,21979581.0,10989791.0,38464267.0,543209143.0,271604571.0,950616000.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2080,0.47,0.3847,15.127,22691083.0,11345541.0,39709395.0,565900226.0,282950113.0,990325395.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2081,0.474,0.3742,15.617,23425218.0,11712609.0,40994132.0,589325444.0,294662722.0,1031319527.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2082,0.478,0.364,16.122,24182698.0,12091349.0,42319721.0,613508141.0,306754071.0,1073639248.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2083,0.482,0.354,16.643,24964253.0,12482127.0,43687443.0,638472395.0,319236197.0,1117326690.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2084,0.486,0.3443,17.18,25770640.0,12885320.0,45098620.0,664243035.0,332121517.0,1162425310.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2085,0.49,0.3349,17.735,26602637.0,13301318.0,46554614.0,690845671.0,345422836.0,1208979925.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2086,0.494,0.3258,18.307,27461046.0,13730523.0,48056830.0,718306717.0,359153358.0,1257036755.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2087,0.498,0.3169,18.898,28346695.0,14173347.0,49606716.0,746653412.0,373326706.0,1306643471.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2088,0.502,0.3082,19.507,29260437.0,14630219.0,51205765.0,775913849.0,387956924.0,1357849236.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2089,0.506,0.2998,20.135,30203152.0,15101576.0,52855516.0,806117001.0,403058500.0,1410704752.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2090,0.51,0.2916,20.784,31175746.0,15587873.0,54557556.0,837292747.0,418646374.0,1465262308.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2091,0.514,0.2836,21.453,32179155.0,16089578.0,56313522.0,869471903.0,434735951.0,1521575830.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2092,0.518,0.2758,22.143,33214343.0,16607171.0,58125100.0,902686246.0,451343123.0,1579700930.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2093,0.522,0.2683,22.855,34282302.0,17141151.0,59994029.0,936968548.0,468484274.0,1639694959.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2094,0.526,0.261,23.589,35384059.0,17692029.0,61922103.0,972352607.0,486176304.0,1701617062.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2095,0.53,0.2538,24.347,36520668.0,18260334.0,63911169.0,1008873275.0,504436637.0,1765528231.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP1-2.6,+Geoid,2096,0.534,0.2469,25.129,37693219.0,18846609.0,65963133.0,1046566494.0,523283247.0,1831491364.0
