section,section_type,scenario,variant,year,slr_m,return_period_yr,closure_days_yr,annual_cost_mid_eur,annual_cost_low_eur,annual_cost_high_eur,cumulative_cost_mid_eur,cumulative_cost_low_eur,cumulative_cost_high_eur
Tagus / Tejo Floodplain (km 37–47),railway,SSP2-4.5,+Geoid,2097,0.732,0.0626,118.114,177171061.0,88585530.0,310049356.0,3660760853.0,1830380426.0,6406331492.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP2-4.5,+Geoid,2098,0.738,0.06,123.73,185594252.0,92797126.0,324789941.0,3846355105.0,1923177552.0,6731121434.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP2-4.5,+Geoid,2099,0.744,0.0576,129.609,194413338.0,97206669.0,340223342.0,4040768443.0,2020384222.0,7071344776.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP2-4.5,+Geoid,2100,0.75,0.0552,135.765,203646753.0,101823376.0,356381818.0,4244415196.0,2122207598.0,7427726593.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2025,0.065,6.3728,0.532,797922.0,398961.0,1396364.0,797922.0,398961.0,1396364.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2026,0.078,5.8237,0.596,893251.0,446626.0,1563190.0,1691174.0,845587.0,2959554.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2027,0.091,5.3219,0.666,999464.0,499732.0,1749063.0,2690638.0,1345319.0,4708616.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2028,0.104,4.8633,0.745,1117765.0,558883.0,1956089.0,3808403.0,1904202.0,6664706.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2029,0.117,4.4442,0.833,1249490.0,624745.0,2186607.0,5057893.0,2528947.0,8851313.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2030,0.13,4.0613,0.931,1396118.0,698059.0,2443206.0,6454011.0,3227005.0,11294519.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2031,0.1435,3.6985,1.044,1565918.0,782959.0,2740357.0,8019929.0,4009965.0,14034876.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2032,0.157,3.3681,1.17,1755598.0,877799.0,3072296.0,9775527.0,4887763.0,17107172.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2033,0.1705,3.0672,1.312,1967422.0,983711.0,3442988.0,11742948.0,5871474.0,20550160.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2034,0.184,2.7932,1.469,2203910.0,1101955.0,3856842.0,13946858.0,6973429.0,24407002.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2035,0.1975,2.5437,1.645,2467863.0,1233931.0,4318759.0,16414721.0,8207360.0,28725761.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2036,0.211,2.3165,1.842,2762393.0,1381196.0,4834187.0,19177113.0,9588557.0,33559948.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2037,0.2245,2.1095,2.061,3090959.0,1545479.0,5409178.0,22268072.0,11134036.0,38969126.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2038,0.238,1.9211,2.305,3457405.0,1728703.0,6050459.0,25725477.0,12862739.0,45019585.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2039,0.2515,1.7495,2.577,3866001.0,1933000.0,6765501.0,29591478.0,14795739.0,51785086.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2040,0.265,1.5932,2.881,4321489.0,2160745.0,7562606.0,33912967.0,16956484.0,59347693.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2041,0.2785,1.4509,3.219,4829139.0,2414569.0,8450992.0,38742106.0,19371053.0,67798685.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2042,0.292,1.3213,3.597,5394799.0,2697400.0,9440898.0,44136905.0,22068452.0,77239583.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2043,0.3055,1.2032,4.017,6024967.0,3012484.0,10543693.0,50161872.0,25080936.0,87783276.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2044,0.319,1.0958,4.485,6726855.0,3363428.0,11771997.0,56888728.0,28444364.0,99555273.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2045,0.3325,0.9979,5.006,7508471.0,3754235.0,13139824.0,64397198.0,32198599.0,112695097.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2046,0.346,0.9087,5.586,8378700.0,4189350.0,14662726.0,72775899.0,36387949.0,127357822.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2047,0.3595,0.8276,6.232,9347409.0,4673704.0,16357965.0,82123307.0,41061654.0,143715787.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2048,0.373,0.7536,6.95,10425542.0,5212771.0,18244698.0,92548849.0,46274424.0,161960486.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2049,0.3865,0.6863,7.75,11625247.0,5812623.0,20344182.0,104174096.0,52087048.0,182304668.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2050,0.4,0.625,8.64,12960000.0,6480000.0,22680000.0,117134096.0,58567048.0,204984668.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2051,0.412,0.5751,9.515,14271872.0,7135936.0,24975775.0,131405967.0,65702984.0,229960443.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2052,0.424,0.5292,10.476,15713816.0,7856908.0,27499178.0,147119783.0,73559892.0,257459621.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2053,0.436,0.487,11.532,17298528.0,8649264.0,30272423.0,164418311.0,82209155.0,287732044.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2054,0.448,0.4481,12.693,19039925.0,9519962.0,33319868.0,183458236.0,91729118.0,321051912.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2055,0.46,0.4123,13.969,20953266.0,10476633.0,36668215.0,204411502.0,102205751.0,357720128.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2056,0.472,0.3794,15.37,23055278.0,11527639.0,40346736.0,227466779.0,113733390.0,398066863.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2057,0.484,0.3492,16.91,25364294.0,12682147.0,44387515.0,252831074.0,126415537.0,442454379.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2058,0.496,0.3213,18.6,27900413.0,13950206.0,48825722.0,280731486.0,140365743.0,491280101.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2059,0.508,0.2956,20.457,30685657.0,15342828.0,53699899.0,311417143.0,155708571.0,544980000.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2060,0.52,0.272,22.496,33744163.0,16872081.0,59052285.0,345161306.0,172580653.0,604032285.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2061,0.532,0.2503,24.735,37102381.0,18551191.0,64929167.0,382263687.0,191131843.0,668961452.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2062,0.544,0.2304,27.193,40789294.0,20394647.0,71381264.0,423052980.0,211526490.0,740342716.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2063,0.556,0.212,29.891,44836655.0,22418327.0,78464146.0,467889635.0,233944818.0,818806862.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2064,0.568,0.1951,32.853,49279255.0,24639628.0,86238697.0,517168891.0,258584445.0,905045559.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2065,0.58,0.1795,36.103,54155209.0,27077605.0,94771617.0,571324100.0,285662050.0,999817175.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2066,0.592,0.1652,39.671,59506269.0,29753135.0,104135971.0,630830369.0,315415185.0,1103953146.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2067,0.604,0.152,43.585,65378169.0,32689085.0,114411797.0,696208539.0,348104269.0,1218364943.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2068,0.616,0.1398,47.881,71821005.0,35910502.0,125686759.0,768029544.0,384014772.0,1344051701.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2069,0.628,0.1287,52.593,78889641.0,39444821.0,138056872.0,846919185.0,423459593.0,1482108574.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2070,0.64,0.1184,57.763,86644167.0,43322084.0,151627293.0,933563353.0,466781676.0,1633735867.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2071,0.652,0.109,63.434,95150387.0,47575194.0,166513178.0,1028713740.0,514356870.0,1800249045.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2072,0.664,0.1003,69.654,104480360.0,52240180.0,182840630.0,1133194100.0,566597050.0,1983089675.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2073,0.676,0.0923,76.475,114712991.0,57356495.0,200747733.0,1247907090.0,623953545.0,2183837408.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2074,0.688,0.0849,83.956,125934673.0,62967337.0,220385678.0,1373841764.0,686920882.0,2404223087.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2075,0.7,0.0781,92.16,138240000.0,69120000.0,241920000.0,1512081764.0,756040882.0,2646143087.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2076,0.712,0.0719,101.155,151732530.0,75866265.0,265531927.0,1663814294.0,831907147.0,2911675014.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2077,0.724,0.0662,111.017,166525634.0,83262817.0,291419860.0,1830339928.0,915169964.0,3203094873.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2078,0.736,0.0609,121.829,182743420.0,91371710.0,319800985.0,2013083348.0,1006541674.0,3522895858.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2079,0.748,0.056,133.681,200521739.0,100260870.0,350913043.0,2213605087.0,1106802543.0,3873808901.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2080,0.76,0.0515,146.673,220009291.0,110004646.0,385016259.0,2433614378.0,1216807189.0,4258825161.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2081,0.772,0.0474,160.913,241368831.0,120684416.0,422395454.0,2674983209.0,1337491604.0,4681220615.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2082,0.784,0.0436,176.519,264778489.0,132389244.0,463362355.0,2939761698.0,1469880849.0,5144582971.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2083,0.796,0.0402,193.622,290433211.0,145216606.0,508258119.0,3230194909.0,1615097454.0,5652841090.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2084,0.808,0.037,212.364,318546339.0,159273170.0,557456094.0,3548741248.0,1774370624.0,6210297184.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2085,0.82,0.034,232.901,349351333.0,174675667.0,611364833.0,3898092581.0,1949046291.0,6821662017.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2086,0.832,0.0313,255.402,383103657.0,191551829.0,670431401.0,4281196239.0,2140598119.0,7492093417.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2087,0.844,0.0288,280.055,420082840.0,210041420.0,735144970.0,4701279079.0,2350639539.0,8227238388.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2088,0.856,0.0265,307.063,460594727.0,230297364.0,806040772.0,5161873806.0,2580936903.0,9033279160.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2089,0.868,0.0244,336.649,504973943.0,252486972.0,883704401.0,5666847749.0,2833423875.0,9916983561.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2090,0.88,0.0224,365.0,547500000.0,273750000.0,958125000.0,6214347749.0,3107173875.0,10875108561.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2091,0.892,0.0206,365.0,547500000.0,273750000.0,958125000.0,6761847749.0,3380923875.0,11833233561.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2092,0.904,0.019,365.0,547500000.0,273750000.0,958125000.0,7309347749.0,3654673875.0,12791358561.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2093,0.916,0.0175,365.0,547500000.0,273750000.0,958125000.0,7856847749.0,3928423875.0,13749483561.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2094,0.928,0.0161,365.0,547500000.0,273750000.0,958125000.0,8404347749.0,4202173875.0,14707608561.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2095,0.94,0.0148,365.0,547500000.0,273750000.0,958125000.0,8951847749.0,4475923875.0,15665733561.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2096,0.952,0.0136,365.0,547500000.0,273750000.0,958125000.0,9499347749.0,4749673875.0,16623858561.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2097,0.964,0.0125,365.0,547500000.0,273750000.0,958125000.0,10046847749.0,5023423875.0,17581983561.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2098,0.976,0.0115,365.0,547500000.0,273750000.0,958125000.0,10594347749.0,5297173875.0,18540108561.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2099,0.988,0.0106,365.0,547500000.0,273750000.0,958125000.0,11141847749.0,5570923875.0,19498233561.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,Baseline,2100,1.0,0.0098,365.0,547500000.0,273750000.0,958125000.0,11689347749.0,5844673875.0,20456358561.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2025,0.14,3.7893,1.013,1520073.0,760037.0,2660128.0,1520073.0,760037.0,2660128.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2026,0.168,3.1208,1.284,1926413.0,963206.0,3371222.0,3446486.0,1723243.0,6031350.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2027,0.196,2.5703,1.625,2437084.0,1218542.0,4264897.0,5883570.0,2941785.0,10296248.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2028,0.224,2.1169,2.052,3078139.0,1539070.0,5386744.0,8961709.0,4480855.0,15682992.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2029,0.252,1.7434,2.588,3882004.0,1941002.0,6793506.0,12843713.0,6421857.0,22476498.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2030,0.28,1.4359,3.259,4889012.0,2444506.0,8555771.0,17732725.0,8866363.0,31032269.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2031,0.2935,1.3076,3.641,5461507.0,2730753.0,9557637.0,23194232.0,11597116.0,40589906.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2032,0.307,1.1908,4.066,6099274.0,3049637.0,10673729.0,29293506.0,14646753.0,51263635.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2033,0.3205,1.0844,4.54,6809610.0,3404805.0,11916817.0,36103116.0,18051558.0,63180452.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2034,0.334,0.9876,5.067,7600615.0,3800308.0,13301077.0,43703731.0,21851865.0,76481529.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2035,0.3475,0.8993,5.654,8481281.0,4240640.0,14842242.0,52185012.0,26092506.0,91323771.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2036,0.361,0.819,6.308,9461586.0,4730793.0,16557776.0,61646598.0,30823299.0,107881546.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2037,0.3745,0.7458,7.035,10552604.0,5276302.0,18467058.0,72199202.0,36099601.0,126348604.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2038,0.388,0.6792,7.844,11766624.0,5883312.0,20591591.0,83965826.0,41982913.0,146940195.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2039,0.4015,0.6185,8.745,13117276.0,6558638.0,22955234.0,97083102.0,48541551.0,169895429.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2040,0.415,0.5633,9.746,14619687.0,7309844.0,25584453.0,111702790.0,55851395.0,195479882.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2041,0.4285,0.513,10.86,16290633.0,8145316.0,28508607.0,127993422.0,63996711.0,223988489.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2042,0.442,0.4671,12.099,18148720.0,9074360.0,31760259.0,146142142.0,73071071.0,255748748.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2043,0.4555,0.4254,13.476,20214585.0,10107293.0,35375524.0,166356727.0,83178363.0,291124272.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2044,0.469,0.3874,15.007,22511113.0,11255556.0,39394448.0,188867840.0,94433920.0,330518720.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2045,0.4825,0.3528,16.709,25063678.0,12531839.0,43861436.0,213931518.0,106965759.0,374380156.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2046,0.496,0.3213,18.6,27900413.0,13950206.0,48825722.0,241831930.0,120915965.0,423205878.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2047,0.5095,0.2926,20.702,31052506.0,15526253.0,54341886.0,272884437.0,136442218.0,477547764.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2048,0.523,0.2664,23.036,34554532.0,17277266.0,60470432.0,307438969.0,153719485.0,538018196.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2049,0.5365,0.2426,25.63,38444812.0,19222406.0,67278421.0,345883781.0,172941891.0,605296617.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2050,0.55,0.221,28.511,42765818.0,21382909.0,74840182.0,388649599.0,194324800.0,680136799.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2051,0.562,0.2033,31.337,47006250.0,23503125.0,82260937.0,435655849.0,217827924.0,762397735.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2052,0.574,0.1871,34.44,51660543.0,25830271.0,90405950.0,487316392.0,243658196.0,852803686.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2053,0.586,0.1722,37.846,56768590.0,28384295.0,99345033.0,544084982.0,272042491.0,952148718.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2054,0.598,0.1584,41.583,62374090.0,31187045.0,109154658.0,606459072.0,303229536.0,1061303376.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2055,0.61,0.1458,45.683,68524908.0,34262454.0,119918589.0,674983980.0,337491990.0,1181221965.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2056,0.622,0.1342,50.182,75273470.0,37636735.0,131728573.0,750257451.0,375128725.0,1312950539.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2057,0.634,0.1234,55.118,82677196.0,41338598.0,144685092.0,832934646.0,416467323.0,1457635631.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2058,0.646,0.1136,60.533,90798965.0,45399483.0,158898189.0,923733611.0,461866806.0,1616533820.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2059,0.658,0.1045,66.472,99707641.0,49853820.0,174488371.0,1023441252.0,511720626.0,1791022191.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2060,0.67,0.0962,72.986,109478627.0,54739313.0,191587597.0,1132919879.0,566459940.0,1982609788.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2061,0.682,0.0885,80.13,120194489.0,60097245.0,210340356.0,1253114368.0,626557184.0,2192950145.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2062,0.694,0.0814,87.964,131945628.0,65972814.0,230904850.0,1385059997.0,692529998.0,2423854995.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2063,0.706,0.0749,96.554,144831019.0,72415510.0,253454283.0,1529891016.0,764945508.0,2677309278.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2064,0.718,0.069,105.973,158959016.0,79479508.0,278178279.0,1688850032.0,844425016.0,2955487557.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2065,0.73,0.0635,116.299,174448239.0,87224119.0,305284418.0,1863298271.0,931649136.0,3260771974.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2066,0.742,0.0584,127.619,191428534.0,95714267.0,334999934.0,2054726805.0,1027363402.0,3595771909.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2067,0.754,0.0537,140.028,210042033.0,105021017.0,367573558.0,2264768838.0,1132384419.0,3963345466.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2068,0.766,0.0494,153.63,230444306.0,115222153.0,403277536.0,2495213144.0,1247606572.0,4366623002.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2069,0.778,0.0455,168.537,252805623.0,126402812.0,442409840.0,2748018767.0,1374009384.0,4809032842.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2070,0.79,0.0419,184.875,277312334.0,138656167.0,485296584.0,3025331101.0,1512665550.0,5294329426.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2071,0.802,0.0385,202.779,304168376.0,152084188.0,532294658.0,3329499477.0,1664749738.0,5826624084.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2072,0.814,0.0354,222.398,333596925.0,166798463.0,583794620.0,3663096402.0,1831548201.0,6410418704.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2073,0.826,0.0326,243.895,365842198.0,182921099.0,640223847.0,4028938600.0,2014469300.0,7050642550.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2074,0.838,0.03,267.448,401171421.0,200585710.0,702049986.0,4430110021.0,2215055010.0,7752692537.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2075,0.85,0.0276,293.251,439876986.0,219938493.0,769784726.0,4869987007.0,2434993504.0,8522477263.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2076,0.862,0.0254,321.519,482278809.0,241139404.0,843987916.0,5352265816.0,2676132908.0,9366465178.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2077,0.874,0.0234,352.485,528726897.0,264363449.0,925272070.0,5880992713.0,2940496357.0,10291737249.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2078,0.886,0.0215,365.0,547500000.0,273750000.0,958125000.0,6428492713.0,3214246357.0,11249862249.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2079,0.898,0.0198,365.0,547500000.0,273750000.0,958125000.0,6975992713.0,3487996357.0,12207987249.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2080,0.91,0.0182,365.0,547500000.0,273750000.0,958125000.0,7523492713.0,3761746357.0,13166112249.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2081,0.922,0.0168,365.0,547500000.0,273750000.0,958125000.0,8070992713.0,4035496357.0,14124237249.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2082,0.934,0.0154,365.0,547500000.0,273750000.0,958125000.0,8618492713.0,4309246357.0,15082362249.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2083,0.946,0.0142,365.0,547500000.0,273750000.0,958125000.0,9165992713.0,4582996357.0,16040487249.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2084,0.958,0.0131,365.0,547500000.0,273750000.0,958125000.0,9713492713.0,4856746357.0,16998612249.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2085,0.97,0.012,365.0,547500000.0,273750000.0,958125000.0,10260992713.0,5130496357.0,17956737249.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2086,0.982,0.0111,365.0,547500000.0,273750000.0,958125000.0,10808492713.0,5404246357.0,18914862249.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2087,0.994,0.0102,365.0,547500000.0,273750000.0,958125000.0,11355992713.0,5677996357.0,19872987249.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2088,1.006,0.0094,365.0,547500000.0,273750000.0,958125000.0,11903492713.0,5951746357.0,20831112249.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2089,1.018,0.0086,365.0,547500000.0,273750000.0,958125000.0,12450992713.0,6225496357.0,21789237249.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2090,1.03,0.0079,365.0,547500000.0,273750000.0,958125000.0,12998492713.0,6499246357.0,22747362249.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2091,1.042,0.0073,365.0,547500000.0,273750000.0,958125000.0,13545992713.0,6772996357.0,23705487249.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2092,1.054,0.0067,365.0,547500000.0,273750000.0,958125000.0,14093492713.0,7046746357.0,24663612249.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2093,1.066,0.0062,365.0,547500000.0,273750000.0,958125000.0,14640992713.0,7320496357.0,25621737249.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2094,1.078,0.0057,365.0,547500000.0,273750000.0,958125000.0,15188492713.0,7594246357.0,26579862249.0
Tagus / Tejo Floodplain (km 37–47),railway,SSP5-8.5,+Geoid,2095,1.09,0.0052,365.0,547500000.0,273750000.0,958125000.0,15735992713.0,7867996357.0,27537987249.0
