idx,lat,lon,elev_m,below_threshold,flood_zone,note
294,38.685947,-8.939701,24.383,False,Bridge south approach viaduct (structural SLR exposure),
295,38.686387,-8.939586,25.204,False,Bridge south approach viaduct (structural SLR exposure),
296,38.686832,-8.939504,25.796,False,Bridge south approach viaduct (structural SLR exposure),
297,38.687277,-8.939422,26.224,False,Bridge south approach viaduct (structural SLR exposure),
298,38.687723,-8.93934,27.104,False,Bridge south approach viaduct (structural SLR exposure),
299,38.688168,-8.939265,28.047,False,Bridge south approach viaduct (structural SLR exposure),
300,38.688615,-8.939196,27.961,False,Bridge south approach viaduct (structural SLR exposure),
301,38.689061,-8.939128,27.233,False,Bridge south approach viaduct (structural SLR exposure),
302,38.689508,-8.939059,26.815,False,Bridge south approach viaduct (structural SLR exposure),
303,38.689954,-8.93899,26.588,False,Bridge south approach viaduct (structural SLR exposure),
304,38.690401,-8.938923,26.592,False,Bridge south approach viaduct (structural SLR exposure),
305,38.690848,-8.938863,27.07,False,Bridge south approach viaduct (structural SLR exposure),
306,38.691295,-8.938804,28.473,False,Bridge south approach viaduct (structural SLR exposure),
307,38.691743,-8.938756,29.679,False,Bridge south approach viaduct (structural SLR exposure),
308,38.692193,-8.938748,30.079,False,Bridge south approach viaduct (structural SLR exposure),
309,38.692642,-8.938764,30.199,False,Bridge south approach viaduct (structural SLR exposure),
310,38.693091,-8.9388,30.129,False,Bridge south approach viaduct (structural SLR exposure),
311,38.693538,-8.938864,29.513,False,Bridge south approach viaduct (structural SLR exposure),
312,38.693982,-8.93895,28.819,False,Bridge south approach viaduct (structural SLR exposure),
313,38.694425,-8.939053,28.92,False,Bridge south approach viaduct (structural SLR exposure),
314,38.694865,-8.939171,29.684,False,Bridge south approach viaduct (structural SLR exposure),
315,38.695304,-8.939295,29.22,False,Bridge south approach viaduct (structural SLR exposure),
316,38.695743,-8.93942,28.437,False,Bridge south approach viaduct (structural SLR exposure),
317,38.696182,-8.939544,27.098,False,Bridge south approach viaduct (structural SLR exposure),
318,38.696621,-8.939669,26.056,False,Bridge south approach viaduct (structural SLR exposure),
319,38.69706,-8.939794,26.026,False,Bridge south approach viaduct (structural SLR exposure),
320,38.697499,-8.93992,26.124,False,Bridge south approach viaduct (structural SLR exposure),
321,38.697937,-8.940046,25.954,False,Bridge south approach viaduct (structural SLR exposure),
322,38.698376,-8.940172,25.578,False,Bridge south approach viaduct (structural SLR exposure),
323,38.698769,-8.940289,25.338,False,Bridge south approach viaduct (structural SLR exposure),
324,38.698319,-8.94029,25.02,False,Bridge south approach viaduct (structural SLR exposure),
325,38.69787,-8.940292,25.086,False,Bridge south approach viaduct (structural SLR exposure),
326,38.69742,-8.940294,25.211,False,Bridge south approach viaduct (structural SLR exposure),
327,38.69697,-8.940296,25.47,False,Bridge south approach viaduct (structural SLR exposure),
328,38.696521,-8.940298,25.965,False,Bridge south approach viaduct (structural SLR exposure),
329,38.696071,-8.940299,26.939,False,Bridge south approach viaduct (structural SLR exposure),
330,38.695621,-8.940301,27.94,False,Bridge south approach viaduct (structural SLR exposure),
331,38.695172,-8.940303,27.879,False,Bridge south approach viaduct (structural SLR exposure),
332,38.694722,-8.940305,27.341,False,Bridge south approach viaduct (structural SLR exposure),
