option,option_id,cost_scenario,bypass_cost_meur,scenario,variant,key_year,slr_m,events_per_year,closure_days_yr,annual_cost_mid_eur,annual_cost_low_eur,annual_cost_high_eur,breakeven_year_mid,breakeven_year_low,breakeven_year_high,section,section_type,cost_low_eur,cost_mid_eur,cost_high_eur,be_year_low_capex_mid_ddr,be_year_mid_capex_mid_ddr,be_year_high_capex_mid_ddr,be_year_mid_capex_low_ddr,be_year_mid_capex_high_ddr,option_name,capex_low_M,capex_high_M,cum_no_adapt_bn,cum_adapt_bn,savings_bn,be_year_low_capex,be_year_mid_capex,be_year_hi_capex,option_type,port,be_year_low,be_year_mid,be_year_high
Option 2: Flood Barriers + Smart Drainage,,,,SSP1-2.6,Baseline,,,,,,,,,,,Tagus floodplain (railway),Railway,30000000,42500000.0,55000000,2048,2053,2057,2065.0,2045,,,,,,,,,,,,,,
Option 2: Flood Barriers + Smart Drainage,,,,SSP1-2.6,+Geoid,,,,,,,,,,,Tagus floodplain (railway),Railway,30000000,42500000.0,55000000,2036,2039,2041,2046.0,2034,,,,,,,,,,,,,,
Option 2: Flood Barriers + Smart Drainage,,,,SSP2-4.5,Baseline,,,,,,,,,,,Tagus floodplain (railway),Railway,30000000,42500000.0,55000000,2043,2046,2049,2054.0,2041,,,,,,,,,,,,,,
Option 2: Flood Barriers + Smart Drainage,,,,SSP2-4.5,+Geoid,,,,,,,,,,,Tagus floodplain (railway),Railway,30000000,42500000.0,55000000,2034,2036,2038,2041.0,2033,,,,,,,,,,,,,,
Option 2: Flood Barriers + Smart Drainage,,,,SSP5-8.5,Baseline,,,,,,,,,,,Tagus floodplain (railway),Railway,30000000,42500000.0,55000000,2040,2042,2044,2048.0,2038,,,,,,,,,,,,,,
Option 2: Flood Barriers + Smart Drainage,,,,SSP5-8.5,+Geoid,,,,,,,,,,,Tagus floodplain (railway),Railway,30000000,42500000.0,55000000,2033,2034,2036,2039.0,2032,,,,,,,,,,,,,,
Option 3: Track Relocation Inland,,,,SSP1-2.6,Baseline,,,,,,,,,,,Tagus floodplain (railway),Railway,150000000,215000000.0,280000000,2078,2087,2094,,2073,,,,,,,,,,,,,,
Option 3: Track Relocation Inland,,,,SSP1-2.6,+Geoid,,,,,,,,,,,Tagus floodplain (railway),Railway,150000000,215000000.0,280000000,2054,2060,2065,2074.0,2051,,,,,,,,,,,,,,
Option 3: Track Relocation Inland,,,,SSP2-4.5,Baseline,,,,,,,,,,,Tagus floodplain (railway),Railway,150000000,215000000.0,280000000,2062,2067,2072,2079.0,2059,,,,,,,,,,,,,,
Option 3: Track Relocation Inland,,,,SSP2-4.5,+Geoid,,,,,,,,,,,Tagus floodplain (railway),Railway,150000000,215000000.0,280000000,2047,2051,2054,2059.0,2045,,,,,,,,,,,,,,
Option 3: Track Relocation Inland,,,,SSP5-8.5,Baseline,,,,,,,,,,,Tagus floodplain (railway),Railway,150000000,215000000.0,280000000,2053,2056,2058,2063.0,2051,,,,,,,,,,,,,,
Option 3: Track Relocation Inland,,,,SSP5-8.5,+Geoid,,,,,,,,,,,Tagus floodplain (railway),Railway,150000000,215000000.0,280000000,2043,2046,2048,2051.0,2041,,,,,,,,,,,,,,
Option 1: Extreme Viaduct on Current Alignment (10 km),,,,SSP1-2.6,Baseline,,,,,,,,,,,Aveiro Ria (railway),Railway,150000000,200000000.0,250000000,2050,2054,2058,2067,2046,,,,,,,,,,,,,,
Option 1: Extreme Viaduct on Current Alignment (10 km),,,,SSP1-2.6,+Geoid,,,,,,,,,,,Aveiro Ria (railway),Railway,150000000,200000000.0,250000000,2037,2039,2041,2047,2035,,,,,,,,,,,,,,
Option 1: Extreme Viaduct on Current Alignment (10 km),,,,SSP2-4.5,Baseline,,,,,,,,,,,Aveiro Ria (railway),Railway,150000000,200000000.0,250000000,2044,2047,2049,2054,2041,,,,,,,,,,,,,,
Option 1: Extreme Viaduct on Current Alignment (10 km),,,,SSP2-4.5,+Geoid,,,,,,,,,,,Aveiro Ria (railway),Railway,150000000,200000000.0,250000000,2035,2036,2038,2042,2033,,,,,,,,,,,,,,
Option 1: Extreme Viaduct on Current Alignment (10 km),,,,SSP5-8.5,Baseline,,,,,,,,,,,Aveiro Ria (railway),Railway,150000000,200000000.0,250000000,2040,2043,2044,2048,2038,,,,,,,,,,,,,,
Option 1: Extreme Viaduct on Current Alignment (10 km),,,,SSP5-8.5,+Geoid,,,,,,,,,,,Aveiro Ria (railway),Railway,150000000,200000000.0,250000000,2033,2035,2036,2039,2032,,,,,,,,,,,,,,
Option 2: Coastal Barrier Reinforcement (Barra–Costa Nova),,,,SSP1-2.6,Baseline,,,,,,,,,,,Aveiro Ria (railway),Railway,80000000,110000000.0,140000000,2042,2046,2049,2055,2039,,,,,,,,,,,,,,
Option 2: Coastal Barrier Reinforcement (Barra–Costa Nova),,,,SSP1-2.6,+Geoid,,,,,,,,,,,Aveiro Ria (railway),Railway,80000000,110000000.0,140000000,2032,2034,2036,2040,2031,,,,,,,,,,,,,,
Option 2: Coastal Barrier Reinforcement (Barra–Costa Nova),,,,SSP2-4.5,Baseline,,,,,,,,,,,Aveiro Ria (railway),Railway,80000000,110000000.0,140000000,2038,2041,2043,2048,2037,,,,,,,,,,,,,,
Option 2: Coastal Barrier Reinforcement (Barra–Costa Nova),,,,SSP2-4.5,+Geoid,,,,,,,,,,,Aveiro Ria (railway),Railway,80000000,110000000.0,140000000,2031,2033,2034,2037,2030,,,,,,,,,,,,,,
Option 2: Coastal Barrier Reinforcement (Barra–Costa Nova),,,,SSP5-8.5,Baseline,,,,,,,,,,,Aveiro Ria (railway),Railway,80000000,110000000.0,140000000,2036,2038,2040,2043,2035,,,,,,,,,,,,,,
Option 2: Coastal Barrier Reinforcement (Barra–Costa Nova),,,,SSP5-8.5,+Geoid,,,,,,,,,,,Aveiro Ria (railway),Railway,80000000,110000000.0,140000000,2031,2032,2033,2035,2030,,,,,,,,,,,,,,
Option 3: Inland Reroute (Aveiro Eastern Bypass),,,,SSP1-2.6,Baseline,,,,,,,,,,,Aveiro Ria (railway),Railway,280000000,380000000.0,480000000,2060,2065,2070,2081,2055,,,,,,,,,,,,,,
Option 3: Inland Reroute (Aveiro Eastern Bypass),,,,SSP1-2.6,+Geoid,,,,,,,,,,,Aveiro Ria (railway),Railway,280000000,380000000.0,480000000,2042,2046,2049,2056,2040,,,,,,,,,,,,,,
Option 3: Inland Reroute (Aveiro Eastern Bypass),,,,SSP2-4.5,Baseline,,,,,,,,,,,Aveiro Ria (railway),Railway,280000000,380000000.0,480000000,2050,2054,2057,2063,2048,,,,,,,,,,,,,,
Option 3: Inland Reroute (Aveiro Eastern Bypass),,,,SSP2-4.5,+Geoid,,,,,,,,,,,Aveiro Ria (railway),Railway,280000000,380000000.0,480000000,2039,2042,2044,2048,2037,,,,,,,,,,,,,,
Option 3: Inland Reroute (Aveiro Eastern Bypass),,,,SSP5-8.5,Baseline,,,,,,,,,,,Aveiro Ria (railway),Railway,280000000,380000000.0,480000000,2045,2048,2050,2054,2043,,,,,,,,,,,,,,
Option 3: Inland Reroute (Aveiro Eastern Bypass),,,,SSP5-8.5,+Geoid,,,,,,,,,,,Aveiro Ria (railway),Railway,280000000,380000000.0,480000000,2037,2039,2040,2044,2035,,,,,,,,,,,,,,
1a,,,,SSP1-2.6,baseline,2030,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+0.98 m),180.0,300.0,0.0017,0.0009,0.0009,>2100,>2100,>2100,,,,,
1a,,,,SSP1-2.6,baseline,2050,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+0.98 m),180.0,300.0,0.0139,0.0069,0.0069,>2100,>2100,>2100,,,,,
1a,,,,SSP1-2.6,baseline,2075,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+0.98 m),180.0,300.0,0.0533,0.0266,0.0266,>2100,>2100,>2100,,,,,
1a,,,,SSP1-2.6,baseline,2100,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+0.98 m),180.0,300.0,0.1424,0.0712,0.0712,>2100,>2100,>2100,,,,,
1b,,,,SSP1-2.6,baseline,2030,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP5-8.5 design (+1.37 m),180.0,300.0,0.0017,0.0009,0.0009,>2100,>2100,>2100,,,,,
1b,,,,SSP1-2.6,baseline,2050,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP5-8.5 design (+1.37 m),180.0,300.0,0.0139,0.0069,0.0069,>2100,>2100,>2100,,,,,
1b,,,,SSP1-2.6,baseline,2075,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP5-8.5 design (+1.37 m),180.0,300.0,0.0533,0.0266,0.0266,>2100,>2100,>2100,,,,,
1b,,,,SSP1-2.6,baseline,2100,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP5-8.5 design (+1.37 m),180.0,300.0,0.1424,0.0712,0.0712,>2100,>2100,>2100,,,,,
2,,,,SSP1-2.6,baseline,2030,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Perimeter barriers + smart drainage,43.9,73.1,0.0017,0.0009,0.0008,2091,2098,>2100,,,,,
2,,,,SSP1-2.6,baseline,2050,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Perimeter barriers + smart drainage,43.9,73.1,0.0139,0.0077,0.0062,2091,2098,>2100,,,,,
2,,,,SSP1-2.6,baseline,2075,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Perimeter barriers + smart drainage,43.9,73.1,0.0533,0.0296,0.0237,2091,2098,>2100,,,,,
2,,,,SSP1-2.6,baseline,2100,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Perimeter barriers + smart drainage,43.9,73.1,0.1424,0.0791,0.0633,2091,2098,>2100,,,,,
3,,,,SSP1-2.6,baseline,2030,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Dynamic traffic management protocol,4.2,7.8,0.0017,0.0009,0.0009,2044,2049,2052,,,,,
3,,,,SSP1-2.6,baseline,2050,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Dynamic traffic management protocol,4.2,7.8,0.0139,0.0069,0.0069,2044,2049,2052,,,,,
3,,,,SSP1-2.6,baseline,2075,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Dynamic traffic management protocol,4.2,7.8,0.0533,0.0266,0.0266,2044,2049,2052,,,,,
3,,,,SSP1-2.6,baseline,2100,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Dynamic traffic management protocol,4.2,7.8,0.1424,0.0712,0.0712,2044,2049,2052,,,,,
1a,,,,SSP1-2.6,+geoid,2030,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+0.98 m),180.0,300.0,0.0061,0.0031,0.0031,2093,>2100,>2100,,,,,
1a,,,,SSP1-2.6,+geoid,2050,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+0.98 m),180.0,300.0,0.0485,0.0243,0.0243,2093,>2100,>2100,,,,,
1a,,,,SSP1-2.6,+geoid,2075,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+0.98 m),180.0,300.0,0.182,0.091,0.091,2093,>2100,>2100,,,,,
1a,,,,SSP1-2.6,+geoid,2100,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+0.98 m),180.0,300.0,0.4783,0.2392,0.2392,2093,>2100,>2100,,,,,
1b,,,,SSP1-2.6,+geoid,2030,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP5-8.5 design (+1.37 m),180.0,300.0,0.0061,0.0031,0.0031,2093,>2100,>2100,,,,,
1b,,,,SSP1-2.6,+geoid,2050,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP5-8.5 design (+1.37 m),180.0,300.0,0.0485,0.0243,0.0243,2093,>2100,>2100,,,,,
1b,,,,SSP1-2.6,+geoid,2075,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP5-8.5 design (+1.37 m),180.0,300.0,0.182,0.091,0.091,2093,>2100,>2100,,,,,
1b,,,,SSP1-2.6,+geoid,2100,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP5-8.5 design (+1.37 m),180.0,300.0,0.4783,0.2392,0.2392,2093,>2100,>2100,,,,,
2,,,,SSP1-2.6,+geoid,2030,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Perimeter barriers + smart drainage,43.9,73.1,0.0061,0.0034,0.0027,2062,2068,2073,,,,,
2,,,,SSP1-2.6,+geoid,2050,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Perimeter barriers + smart drainage,43.9,73.1,0.0485,0.027,0.0216,2062,2068,2073,,,,,
2,,,,SSP1-2.6,+geoid,2075,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Perimeter barriers + smart drainage,43.9,73.1,0.182,0.1011,0.0809,2062,2068,2073,,,,,
2,,,,SSP1-2.6,+geoid,2100,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Perimeter barriers + smart drainage,43.9,73.1,0.4783,0.2657,0.2126,2062,2068,2073,,,,,
3,,,,SSP1-2.6,+geoid,2030,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Dynamic traffic management protocol,4.2,7.8,0.0061,0.0031,0.0031,2032,2035,2037,,,,,
3,,,,SSP1-2.6,+geoid,2050,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Dynamic traffic management protocol,4.2,7.8,0.0485,0.0243,0.0243,2032,2035,2037,,,,,
3,,,,SSP1-2.6,+geoid,2075,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Dynamic traffic management protocol,4.2,7.8,0.182,0.091,0.091,2032,2035,2037,,,,,
3,,,,SSP1-2.6,+geoid,2100,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Dynamic traffic management protocol,4.2,7.8,0.4783,0.2392,0.2392,2032,2035,2037,,,,,
1a,,,,SSP2-4.5,baseline,2030,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+0.98 m),180.0,300.0,0.0021,0.001,0.001,2093,2099,>2100,,,,,
1a,,,,SSP2-4.5,baseline,2050,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+0.98 m),180.0,300.0,0.0252,0.0126,0.0126,2093,2099,>2100,,,,,
1a,,,,SSP2-4.5,baseline,2075,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+0.98 m),180.0,300.0,0.1389,0.0694,0.0694,2093,2099,>2100,,,,,
1a,,,,SSP2-4.5,baseline,2100,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+0.98 m),180.0,300.0,0.5145,0.2573,0.2573,2093,2099,>2100,,,,,
1b,,,,SSP2-4.5,baseline,2030,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP5-8.5 design (+1.37 m),180.0,300.0,0.0021,0.001,0.001,2093,2099,>2100,,,,,
1b,,,,SSP2-4.5,baseline,2050,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP5-8.5 design (+1.37 m),180.0,300.0,0.0252,0.0126,0.0126,2093,2099,>2100,,,,,
1b,,,,SSP2-4.5,baseline,2075,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP5-8.5 design (+1.37 m),180.0,300.0,0.1389,0.0694,0.0694,2093,2099,>2100,,,,,
1b,,,,SSP2-4.5,baseline,2100,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP5-8.5 design (+1.37 m),180.0,300.0,0.5145,0.2573,0.2573,2093,2099,>2100,,,,,
2,,,,SSP2-4.5,baseline,2030,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Perimeter barriers + smart drainage,43.9,73.1,0.0021,0.0012,0.0009,2070,2075,2079,,,,,
2,,,,SSP2-4.5,baseline,2050,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Perimeter barriers + smart drainage,43.9,73.1,0.0252,0.014,0.0112,2070,2075,2079,,,,,
2,,,,SSP2-4.5,baseline,2075,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Perimeter barriers + smart drainage,43.9,73.1,0.1389,0.0772,0.0617,2070,2075,2079,,,,,
2,,,,SSP2-4.5,baseline,2100,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Perimeter barriers + smart drainage,43.9,73.1,0.5145,0.2858,0.2287,2070,2075,2079,,,,,
3,,,,SSP2-4.5,baseline,2030,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Dynamic traffic management protocol,4.2,7.8,0.0021,0.001,0.001,2040,2043,2046,,,,,
3,,,,SSP2-4.5,baseline,2050,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Dynamic traffic management protocol,4.2,7.8,0.0252,0.0126,0.0126,2040,2043,2046,,,,,
3,,,,SSP2-4.5,baseline,2075,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Dynamic traffic management protocol,4.2,7.8,0.1389,0.0694,0.0694,2040,2043,2046,,,,,
3,,,,SSP2-4.5,baseline,2100,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Dynamic traffic management protocol,4.2,7.8,0.5145,0.2573,0.2573,2040,2043,2046,,,,,
1a,,,,SSP2-4.5,+geoid,2030,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+0.98 m),180.0,300.0,0.0074,0.0037,0.0037,2071,2076,2080,,,,,
1a,,,,SSP2-4.5,+geoid,2050,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+0.98 m),180.0,300.0,0.0864,0.0432,0.0432,2071,2076,2080,,,,,
1a,,,,SSP2-4.5,+geoid,2075,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+0.98 m),180.0,300.0,0.462,0.231,0.231,2071,2076,2080,,,,,
1a,,,,SSP2-4.5,+geoid,2100,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+0.98 m),180.0,300.0,1.6775,0.8388,0.8388,2071,2076,2080,,,,,
1b,,,,SSP2-4.5,+geoid,2030,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP5-8.5 design (+1.37 m),180.0,300.0,0.0074,0.0037,0.0037,2071,2076,2080,,,,,
1b,,,,SSP2-4.5,+geoid,2050,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP5-8.5 design (+1.37 m),180.0,300.0,0.0864,0.0432,0.0432,2071,2076,2080,,,,,
1b,,,,SSP2-4.5,+geoid,2075,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP5-8.5 design (+1.37 m),180.0,300.0,0.462,0.231,0.231,2071,2076,2080,,,,,
1b,,,,SSP2-4.5,+geoid,2100,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP5-8.5 design (+1.37 m),180.0,300.0,1.6775,0.8388,0.8388,2071,2076,2080,,,,,
2,,,,SSP2-4.5,+geoid,2030,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Perimeter barriers + smart drainage,43.9,73.1,0.0074,0.0041,0.0033,2052,2056,2059,,,,,
2,,,,SSP2-4.5,+geoid,2050,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Perimeter barriers + smart drainage,43.9,73.1,0.0864,0.048,0.0384,2052,2056,2059,,,,,
2,,,,SSP2-4.5,+geoid,2075,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Perimeter barriers + smart drainage,43.9,73.1,0.462,0.2567,0.2054,2052,2056,2059,,,,,
2,,,,SSP2-4.5,+geoid,2100,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Perimeter barriers + smart drainage,43.9,73.1,1.6775,0.932,0.7456,2052,2056,2059,,,,,
3,,,,SSP2-4.5,+geoid,2030,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Dynamic traffic management protocol,4.2,7.8,0.0074,0.0037,0.0037,2031,2033,2035,,,,,
3,,,,SSP2-4.5,+geoid,2050,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Dynamic traffic management protocol,4.2,7.8,0.0864,0.0432,0.0432,2031,2033,2035,,,,,
3,,,,SSP2-4.5,+geoid,2075,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Dynamic traffic management protocol,4.2,7.8,0.462,0.231,0.231,2031,2033,2035,,,,,
3,,,,SSP2-4.5,+geoid,2100,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Dynamic traffic management protocol,4.2,7.8,1.6775,0.8388,0.8388,2031,2033,2035,,,,,
1a,,,,SSP5-8.5,baseline,2030,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+0.98 m),180.0,300.0,0.0025,0.0013,0.0013,2070,2073,2076,,,,,
1a,,,,SSP5-8.5,baseline,2050,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+0.98 m),180.0,300.0,0.047,0.0235,0.0235,2070,2073,2076,,,,,
1a,,,,SSP5-8.5,baseline,2075,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+0.98 m),180.0,300.0,0.5978,0.2989,0.2989,2070,2073,2076,,,,,
1a,,,,SSP5-8.5,baseline,2100,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+0.98 m),180.0,300.0,6.1737,3.1004,3.0734,2070,2073,2076,,,,,
1b,,,,SSP5-8.5,baseline,2030,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP5-8.5 design (+1.37 m),180.0,300.0,0.0025,0.0013,0.0013,2070,2073,2076,,,,,
1b,,,,SSP5-8.5,baseline,2050,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP5-8.5 design (+1.37 m),180.0,300.0,0.047,0.0235,0.0235,2070,2073,2076,,,,,
1b,,,,SSP5-8.5,baseline,2075,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP5-8.5 design (+1.37 m),180.0,300.0,0.5978,0.2989,0.2989,2070,2073,2076,,,,,
1b,,,,SSP5-8.5,baseline,2100,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP5-8.5 design (+1.37 m),180.0,300.0,6.1737,3.1004,3.0734,2070,2073,2076,,,,,
2,,,,SSP5-8.5,baseline,2030,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Perimeter barriers + smart drainage,43.9,73.1,0.0025,0.0014,0.0011,2057,2060,2062,,,,,
2,,,,SSP5-8.5,baseline,2050,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Perimeter barriers + smart drainage,43.9,73.1,0.047,0.0261,0.0209,2057,2060,2062,,,,,
2,,,,SSP5-8.5,baseline,2075,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Perimeter barriers + smart drainage,43.9,73.1,0.5978,0.3321,0.2657,2057,2060,2062,,,,,
2,,,,SSP5-8.5,baseline,2100,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Perimeter barriers + smart drainage,43.9,73.1,6.1737,3.4449,2.7289,2057,2060,2062,,,,,
3,,,,SSP5-8.5,baseline,2030,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Dynamic traffic management protocol,4.2,7.8,0.0025,0.0013,0.0013,2037,2040,2041,,,,,
3,,,,SSP5-8.5,baseline,2050,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Dynamic traffic management protocol,4.2,7.8,0.047,0.0235,0.0235,2037,2040,2041,,,,,
3,,,,SSP5-8.5,baseline,2075,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Dynamic traffic management protocol,4.2,7.8,0.5978,0.2989,0.2989,2037,2040,2041,,,,,
3,,,,SSP5-8.5,baseline,2100,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Dynamic traffic management protocol,4.2,7.8,6.1737,3.1004,3.0734,2037,2040,2041,,,,,
1a,,,,SSP5-8.5,+geoid,2030,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+0.98 m),180.0,300.0,0.009,0.0045,0.0045,2058,2061,2063,,,,,
1a,,,,SSP5-8.5,+geoid,2050,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+0.98 m),180.0,300.0,0.158,0.079,0.079,2058,2061,2063,,,,,
1a,,,,SSP5-8.5,+geoid,2075,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+0.98 m),180.0,300.0,1.9274,0.9637,0.9637,2058,2061,2063,,,,,
1a,,,,SSP5-8.5,+geoid,2100,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP2-4.5 lower bound (+0.98 m),180.0,300.0,12.645,8.7353,3.9097,2058,2061,2063,,,,,
1b,,,,SSP5-8.5,+geoid,2030,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP5-8.5 design (+1.37 m),180.0,300.0,0.009,0.0045,0.0045,2058,2061,2063,,,,,
1b,,,,SSP5-8.5,+geoid,2050,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP5-8.5 design (+1.37 m),180.0,300.0,0.158,0.079,0.079,2058,2061,2063,,,,,
1b,,,,SSP5-8.5,+geoid,2075,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP5-8.5 design (+1.37 m),180.0,300.0,1.9274,0.9637,0.9637,2058,2061,2063,,,,,
1b,,,,SSP5-8.5,+geoid,2100,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Elevated road — SSP5-8.5 design (+1.37 m),180.0,300.0,12.645,8.7353,3.9097,2058,2061,2063,,,,,
2,,,,SSP5-8.5,+geoid,2030,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Perimeter barriers + smart drainage,43.9,73.1,0.009,0.005,0.004,2046,2049,2051,,,,,
2,,,,SSP5-8.5,+geoid,2050,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Perimeter barriers + smart drainage,43.9,73.1,0.158,0.0878,0.0702,2046,2049,2051,,,,,
2,,,,SSP5-8.5,+geoid,2075,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Perimeter barriers + smart drainage,43.9,73.1,1.9274,1.0708,0.8566,2046,2049,2051,,,,,
2,,,,SSP5-8.5,+geoid,2100,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Perimeter barriers + smart drainage,43.9,73.1,12.645,9.331,3.314,2046,2049,2051,,,,,
3,,,,SSP5-8.5,+geoid,2030,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Dynamic traffic management protocol,4.2,7.8,0.009,0.0045,0.0045,2030,2032,2033,,,,,
3,,,,SSP5-8.5,+geoid,2050,,,,,,,,,,A1 Azambuja (road),Road,,,,,,,,,Dynamic traffic management protocol,4.2,7.8,0.158,0.079,0.079,2030,2032,2033,,,,,
