option,option_id,cost_scenario,bypass_cost_meur,scenario,variant,key_year,slr_m,events_per_year,closure_days_yr,annual_cost_mid_eur,annual_cost_low_eur,annual_cost_high_eur,breakeven_year_mid,breakeven_year_low,breakeven_year_high,section,section_type,cost_low_eur,cost_mid_eur,cost_high_eur,be_year_low_capex_mid_ddr,be_year_mid_capex_mid_ddr,be_year_high_capex_mid_ddr,be_year_mid_capex_low_ddr,be_year_mid_capex_high_ddr,option_name,capex_low_M,capex_high_M,cum_no_adapt_bn,cum_adapt_bn,savings_bn,be_year_low_capex,be_year_mid_capex,be_year_hi_capex,option_type,port,be_year_low,be_year_mid,be_year_high
A,,,,SSP5-8.5,baseline,2100,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Managed retreat — permanent bus replacement (NPV 2025-2100),8.9,14.2,0.0559,0.0,0.0558,2078,2080,2083,retreat,,,,
B,,,,SSP5-8.5,baseline,2030,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short viaduct on current alignment (~1.5 km),18.0,30.0,0.0,0.0,0.0,2085,2088,2091,structural,,,,
B,,,,SSP5-8.5,baseline,2050,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short viaduct on current alignment (~1.5 km),18.0,30.0,0.0006,0.0,0.0006,2085,2088,2091,structural,,,,
B,,,,SSP5-8.5,baseline,2075,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short viaduct on current alignment (~1.5 km),18.0,30.0,0.0072,0.0,0.0072,2085,2088,2091,structural,,,,
B,,,,SSP5-8.5,baseline,2100,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short viaduct on current alignment (~1.5 km),18.0,30.0,0.0559,0.0,0.0558,2085,2088,2091,structural,,,,
C,,,,SSP5-8.5,baseline,2030,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short realignment to higher ground (terrain check pending),,,0.0,0.0,0.0,TBD,TBD,TBD,structural,,,,
C,,,,SSP5-8.5,baseline,2050,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short realignment to higher ground (terrain check pending),,,0.0006,0.0,0.0006,TBD,TBD,TBD,structural,,,,
C,,,,SSP5-8.5,baseline,2075,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short realignment to higher ground (terrain check pending),,,0.0072,0.0,0.0072,TBD,TBD,TBD,structural,,,,
C,,,,SSP5-8.5,baseline,2100,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short realignment to higher ground (terrain check pending),,,0.0559,0.0,0.0558,TBD,TBD,TBD,structural,,,,
A,,,,SSP5-8.5,+geoid,2030,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Managed retreat — permanent bus replacement (NPV 2025-2100),8.9,14.2,0.0001,0.0,0.0001,2065,2068,2070,retreat,,,,
A,,,,SSP5-8.5,+geoid,2050,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Managed retreat — permanent bus replacement (NPV 2025-2100),8.9,14.2,0.0019,0.0,0.0019,2065,2068,2070,retreat,,,,
A,,,,SSP5-8.5,+geoid,2075,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Managed retreat — permanent bus replacement (NPV 2025-2100),8.9,14.2,0.0233,0.0,0.0233,2065,2068,2070,retreat,,,,
A,,,,SSP5-8.5,+geoid,2100,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Managed retreat — permanent bus replacement (NPV 2025-2100),8.9,14.2,0.0883,0.0,0.0883,2065,2068,2070,retreat,,,,
B,,,,SSP5-8.5,+geoid,2030,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short viaduct on current alignment (~1.5 km),18.0,30.0,0.0001,0.0,0.0001,2073,2076,2078,structural,,,,
B,,,,SSP5-8.5,+geoid,2050,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short viaduct on current alignment (~1.5 km),18.0,30.0,0.0019,0.0,0.0019,2073,2076,2078,structural,,,,
B,,,,SSP5-8.5,+geoid,2075,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short viaduct on current alignment (~1.5 km),18.0,30.0,0.0233,0.0,0.0233,2073,2076,2078,structural,,,,
B,,,,SSP5-8.5,+geoid,2100,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short viaduct on current alignment (~1.5 km),18.0,30.0,0.0883,0.0,0.0883,2073,2076,2078,structural,,,,
C,,,,SSP5-8.5,+geoid,2030,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short realignment to higher ground (terrain check pending),,,0.0001,0.0,0.0001,TBD,TBD,TBD,structural,,,,
C,,,,SSP5-8.5,+geoid,2050,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short realignment to higher ground (terrain check pending),,,0.0019,0.0,0.0019,TBD,TBD,TBD,structural,,,,
C,,,,SSP5-8.5,+geoid,2075,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short realignment to higher ground (terrain check pending),,,0.0233,0.0,0.0233,TBD,TBD,TBD,structural,,,,
C,,,,SSP5-8.5,+geoid,2100,,,,,,,,,,Portimão/Arade (railway),Railway,,,,,,,,,Short realignment to higher ground (terrain check pending),,,0.0883,0.0,0.0883,TBD,TBD,TBD,structural,,,,
Option 1: Physical Flood-Proofing,,,,SSP1-2.6,Baseline,,,,,,,,,,,Leixões,Port,35000000,47500000.0,60000000,,,,,,,,,,,,,,,,Leixões,2061,2067,2071
Option 1: Physical Flood-Proofing,,,,SSP1-2.6,+Geoid,,,,,,,,,,,Leixões,Port,35000000,47500000.0,60000000,,,,,,,,,,,,,,,,Leixões,2042,2045,2048
Option 1: Physical Flood-Proofing,,,,SSP2-4.5,Baseline,,,,,,,,,,,Leixões,Port,35000000,47500000.0,60000000,,,,,,,,,,,,,,,,Leixões,2051,2054,2056
Option 1: Physical Flood-Proofing,,,,SSP2-4.5,+Geoid,,,,,,,,,,,Leixões,Port,35000000,47500000.0,60000000,,,,,,,,,,,,,,,,Leixões,2038,2041,2043
Option 1: Physical Flood-Proofing,,,,SSP5-8.5,Baseline,,,,,,,,,,,Leixões,Port,35000000,47500000.0,60000000,,,,,,,,,,,,,,,,Leixões,2045,2047,2049
Option 1: Physical Flood-Proofing,,,,SSP5-8.5,+Geoid,,,,,,,,,,,Leixões,Port,35000000,47500000.0,60000000,,,,,,,,,,,,,,,,Leixões,2036,2038,2039
Option 2: Landside Access Resilience,,,,SSP1-2.6,Baseline,,,,,,,,,,,Leixões,Port,20000000,27500000.0,35000000,,,,,,,,,,,,,,,,Leixões,2053,2058,2061
Option 2: Landside Access Resilience,,,,SSP1-2.6,+Geoid,,,,,,,,,,,Leixões,Port,20000000,27500000.0,35000000,,,,,,,,,,,,,,,,Leixões,2037,2040,2042
Option 2: Landside Access Resilience,,,,SSP2-4.5,Baseline,,,,,,,,,,,Leixões,Port,20000000,27500000.0,35000000,,,,,,,,,,,,,,,,Leixões,2046,2048,2051
Option 2: Landside Access Resilience,,,,SSP2-4.5,+Geoid,,,,,,,,,,,Leixões,Port,20000000,27500000.0,35000000,,,,,,,,,,,,,,,,Leixões,2035,2037,2038
Option 2: Landside Access Resilience,,,,SSP5-8.5,Baseline,,,,,,,,,,,Leixões,Port,20000000,27500000.0,35000000,,,,,,,,,,,,,,,,Leixões,2041,2043,2045
Option 2: Landside Access Resilience,,,,SSP5-8.5,+Geoid,,,,,,,,,,,Leixões,Port,20000000,27500000.0,35000000,,,,,,,,,,,,,,,,Leixões,2033,2035,2036
Option 3: Operational Resilience Protocol,,,,SSP1-2.6,Baseline,,,,,,,,,,,Leixões,Port,10000000,15000000.0,20000000,,,,,,,,,,,,,,,,Leixões,2048,2054,2059
Option 3: Operational Resilience Protocol,,,,SSP1-2.6,+Geoid,,,,,,,,,,,Leixões,Port,10000000,15000000.0,20000000,,,,,,,,,,,,,,,,Leixões,2036,2039,2042
Option 3: Operational Resilience Protocol,,,,SSP2-4.5,Baseline,,,,,,,,,,,Leixões,Port,10000000,15000000.0,20000000,,,,,,,,,,,,,,,,Leixões,2043,2047,2050
Option 3: Operational Resilience Protocol,,,,SSP2-4.5,+Geoid,,,,,,,,,,,Leixões,Port,10000000,15000000.0,20000000,,,,,,,,,,,,,,,,Leixões,2034,2036,2039
Option 3: Operational Resilience Protocol,,,,SSP5-8.5,Baseline,,,,,,,,,,,Leixões,Port,10000000,15000000.0,20000000,,,,,,,,,,,,,,,,Leixões,2040,2043,2045
Option 3: Operational Resilience Protocol,,,,SSP5-8.5,+Geoid,,,,,,,,,,,Leixões,Port,10000000,15000000.0,20000000,,,,,,,,,,,,,,,,Leixões,2033,2035,2036
Option 1: Physical Flood-Proofing,,,,SSP1-2.6,Baseline,,,,,,,,,,,Lisbon,Port,30000000,40000000.0,50000000,,,,,,,,,,,,,,,,Lisbon,2044,2047,2049
Option 1: Physical Flood-Proofing,,,,SSP1-2.6,+Geoid,,,,,,,,,,,Lisbon,Port,30000000,40000000.0,50000000,,,,,,,,,,,,,,,,Lisbon,2032,2033,2035
Option 1: Physical Flood-Proofing,,,,SSP2-4.5,Baseline,,,,,,,,,,,Lisbon,Port,30000000,40000000.0,50000000,,,,,,,,,,,,,,,,Lisbon,2039,2041,2043
Option 1: Physical Flood-Proofing,,,,SSP2-4.5,+Geoid,,,,,,,,,,,Lisbon,Port,30000000,40000000.0,50000000,,,,,,,,,,,,,,,,Lisbon,2031,2032,2033
Option 1: Physical Flood-Proofing,,,,SSP5-8.5,Baseline,,,,,,,,,,,Lisbon,Port,30000000,40000000.0,50000000,,,,,,,,,,,,,,,,Lisbon,2036,2038,2039
Option 1: Physical Flood-Proofing,,,,SSP5-8.5,+Geoid,,,,,,,,,,,Lisbon,Port,30000000,40000000.0,50000000,,,,,,,,,,,,,,,,Lisbon,2030,2031,2032
Option 2: Landside Access Resilience,,,,SSP1-2.6,Baseline,,,,,,,,,,,Lisbon,Port,25000000,35000000.0,45000000,,,,,,,,,,,,,,,,Lisbon,2042,2046,2048
Option 2: Landside Access Resilience,,,,SSP1-2.6,+Geoid,,,,,,,,,,,Lisbon,Port,25000000,35000000.0,45000000,,,,,,,,,,,,,,,,Lisbon,2031,2033,2034
Option 2: Landside Access Resilience,,,,SSP2-4.5,Baseline,,,,,,,,,,,Lisbon,Port,25000000,35000000.0,45000000,,,,,,,,,,,,,,,,Lisbon,2038,2040,2042
Option 2: Landside Access Resilience,,,,SSP2-4.5,+Geoid,,,,,,,,,,,Lisbon,Port,25000000,35000000.0,45000000,,,,,,,,,,,,,,,,Lisbon,2030,2031,2032
Option 2: Landside Access Resilience,,,,SSP5-8.5,Baseline,,,,,,,,,,,Lisbon,Port,25000000,35000000.0,45000000,,,,,,,,,,,,,,,,Lisbon,2035,2037,2038
Option 2: Landside Access Resilience,,,,SSP5-8.5,+Geoid,,,,,,,,,,,Lisbon,Port,25000000,35000000.0,45000000,,,,,,,,,,,,,,,,Lisbon,2030,2030,2031
Option 3: Operational Resilience Protocol,,,,SSP1-2.6,Baseline,,,,,,,,,,,Lisbon,Port,12000000,17000000.0,22000000,,,,,,,,,,,,,,,,Lisbon,2036,2040,2042
Option 3: Operational Resilience Protocol,,,,SSP1-2.6,+Geoid,,,,,,,,,,,Lisbon,Port,12000000,17000000.0,22000000,,,,,,,,,,,,,,,,Lisbon,2030,2031,2033
Option 3: Operational Resilience Protocol,,,,SSP2-4.5,Baseline,,,,,,,,,,,Lisbon,Port,12000000,17000000.0,22000000,,,,,,,,,,,,,,,,Lisbon,2034,2037,2039
Option 3: Operational Resilience Protocol,,,,SSP2-4.5,+Geoid,,,,,,,,,,,Lisbon,Port,12000000,17000000.0,22000000,,,,,,,,,,,,,,,,Lisbon,2029,2031,2032
Option 3: Operational Resilience Protocol,,,,SSP5-8.5,Baseline,,,,,,,,,,,Lisbon,Port,12000000,17000000.0,22000000,,,,,,,,,,,,,,,,Lisbon,2033,2035,2036
Option 3: Operational Resilience Protocol,,,,SSP5-8.5,+Geoid,,,,,,,,,,,Lisbon,Port,12000000,17000000.0,22000000,,,,,,,,,,,,,,,,Lisbon,2029,2030,2031
Option 1: Physical Flood-Proofing,,,,SSP1-2.6,Baseline,,,,,,,,,,,Setúbal,Port,20000000,30000000.0,40000000,,,,,,,,,,,,,,,,Setúbal,2045,2049,2053
Option 1: Physical Flood-Proofing,,,,SSP1-2.6,+Geoid,,,,,,,,,,,Setúbal,Port,20000000,30000000.0,40000000,,,,,,,,,,,,,,,,Setúbal,2032,2035,2037
Option 1: Physical Flood-Proofing,,,,SSP2-4.5,Baseline,,,,,,,,,,,Setúbal,Port,20000000,30000000.0,40000000,,,,,,,,,,,,,,,,Setúbal,2040,2043,2045
Option 1: Physical Flood-Proofing,,,,SSP2-4.5,+Geoid,,,,,,,,,,,Setúbal,Port,20000000,30000000.0,40000000,,,,,,,,,,,,,,,,Setúbal,2031,2033,2034
Option 1: Physical Flood-Proofing,,,,SSP5-8.5,Baseline,,,,,,,,,,,Setúbal,Port,20000000,30000000.0,40000000,,,,,,,,,,,,,,,,Setúbal,2037,2039,2041
Option 1: Physical Flood-Proofing,,,,SSP5-8.5,+Geoid,,,,,,,,,,,Setúbal,Port,20000000,30000000.0,40000000,,,,,,,,,,,,,,,,Setúbal,2030,2032,2033
Option 2: Landside Access Resilience,,,,SSP1-2.6,Baseline,,,,,,,,,,,Setúbal,Port,15000000,22500000.0,30000000,,,,,,,,,,,,,,,,Setúbal,2042,2046,2049
Option 2: Landside Access Resilience,,,,SSP1-2.6,+Geoid,,,,,,,,,,,Setúbal,Port,15000000,22500000.0,30000000,,,,,,,,,,,,,,,,Setúbal,2031,2033,2035
Option 2: Landside Access Resilience,,,,SSP2-4.5,Baseline,,,,,,,,,,,Setúbal,Port,15000000,22500000.0,30000000,,,,,,,,,,,,,,,,Setúbal,2038,2041,2043
Option 2: Landside Access Resilience,,,,SSP2-4.5,+Geoid,,,,,,,,,,,Setúbal,Port,15000000,22500000.0,30000000,,,,,,,,,,,,,,,,Setúbal,2030,2032,2033
Option 2: Landside Access Resilience,,,,SSP5-8.5,Baseline,,,,,,,,,,,Setúbal,Port,15000000,22500000.0,30000000,,,,,,,,,,,,,,,,Setúbal,2035,2037,2039
Option 2: Landside Access Resilience,,,,SSP5-8.5,+Geoid,,,,,,,,,,,Setúbal,Port,15000000,22500000.0,30000000,,,,,,,,,,,,,,,,Setúbal,2030,2031,2032
Option 3: Operational Resilience Protocol,,,,SSP1-2.6,Baseline,,,,,,,,,,,Setúbal,Port,8000000,11500000.0,15000000,,,,,,,,,,,,,,,,Setúbal,2037,2041,2044
Option 3: Operational Resilience Protocol,,,,SSP1-2.6,+Geoid,,,,,,,,,,,Setúbal,Port,8000000,11500000.0,15000000,,,,,,,,,,,,,,,,Setúbal,2030,2032,2033
Option 3: Operational Resilience Protocol,,,,SSP2-4.5,Baseline,,,,,,,,,,,Setúbal,Port,8000000,11500000.0,15000000,,,,,,,,,,,,,,,,Setúbal,2035,2038,2040
Option 3: Operational Resilience Protocol,,,,SSP2-4.5,+Geoid,,,,,,,,,,,Setúbal,Port,8000000,11500000.0,15000000,,,,,,,,,,,,,,,,Setúbal,2030,2031,2032
Option 3: Operational Resilience Protocol,,,,SSP5-8.5,Baseline,,,,,,,,,,,Setúbal,Port,8000000,11500000.0,15000000,,,,,,,,,,,,,,,,Setúbal,2033,2036,2037
Option 3: Operational Resilience Protocol,,,,SSP5-8.5,+Geoid,,,,,,,,,,,Setúbal,Port,8000000,11500000.0,15000000,,,,,,,,,,,,,,,,Setúbal,2029,2030,2031
