section,section_type,scenario,variant,year,slr_m,return_period_yr,closure_days_yr,annual_cost_mid_eur,annual_cost_low_eur,annual_cost_high_eur,cumulative_cost_mid_eur,cumulative_cost_low_eur,cumulative_cost_high_eur,barrier_breached,option,annual_cost_low_M,annual_cost_mid_M,annual_cost_hi_M,cum_cost_low_bn,cum_cost_mid_bn,cum_cost_hi_bn,port
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2070,0.28,0.4308,18.107,21728942.0,10864471.0,38025649.0,482257876.0,241128938.0,843951283.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2071,0.284,0.419,18.712,22454389.0,11227194.0,39295181.0,504712265.0,252356132.0,883246463.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2072,0.288,0.4075,19.336,23203452.0,11601726.0,40606041.0,527915717.0,263957858.0,923852504.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2073,0.292,0.3964,19.981,23976885.0,11988442.0,41959549.0,551892602.0,275946301.0,965812053.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2074,0.296,0.3855,20.646,24775467.0,12387733.0,43357067.0,576668068.0,288334034.0,1009169120.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2075,0.3,0.375,21.333,25600000.0,12800000.0,44800000.0,602268068.0,301134034.0,1053969120.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2076,0.304,0.3647,22.043,26451313.0,13225656.0,46289797.0,628719381.0,314359690.0,1100258917.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2077,0.308,0.3548,22.775,27330258.0,13665129.0,47827952.0,656049639.0,328024820.0,1148086869.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2078,0.312,0.3451,23.531,28237719.0,14118859.0,49416008.0,684287358.0,342143679.0,1197502877.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2079,0.316,0.3356,24.312,29174602.0,14587301.0,51055553.0,713461960.0,356730980.0,1248558430.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2080,0.32,0.3265,25.118,30141845.0,15070922.0,52748228.0,743603805.0,371801902.0,1301306658.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2081,0.324,0.3175,25.95,31140414.0,15570207.0,54495725.0,774744219.0,387372110.0,1355802384.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2082,0.328,0.3088,26.809,32171308.0,16085654.0,56299788.0,806915527.0,403457763.0,1412102172.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2083,0.332,0.3004,27.696,33235553.0,16617776.0,58162217.0,840151079.0,420075540.0,1470264389.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2084,0.336,0.2922,28.612,34334210.0,17167105.0,60084867.0,874485289.0,437242644.0,1530349256.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2085,0.34,0.2842,29.557,35468373.0,17734186.0,62069652.0,909953662.0,454976831.0,1592418908.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2086,0.344,0.2764,30.533,36639170.0,18319585.0,64118547.0,946592831.0,473296416.0,1656537455.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2087,0.348,0.2689,31.54,37847764.0,18923882.0,66233587.0,984440595.0,492220298.0,1722771042.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2088,0.352,0.2615,32.579,39095356.0,19547678.0,68416873.0,1023535951.0,511767976.0,1791187915.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2089,0.356,0.2544,33.653,40383182.0,20191591.0,70670569.0,1063919134.0,531959567.0,1861858484.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2090,0.36,0.2474,34.76,41712520.0,20856260.0,72996910.0,1105631654.0,552815827.0,1934855394.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2091,0.364,0.2406,35.904,43084685.0,21542342.0,75398198.0,1148716338.0,574358169.0,2010253592.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2092,0.368,0.2341,37.084,44501034.0,22250517.0,77876809.0,1193217372.0,596608686.0,2088130401.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2093,0.372,0.2277,38.302,45962967.0,22981484.0,80435193.0,1239180340.0,619590170.0,2168565594.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2094,0.376,0.2214,39.56,47471929.0,23735965.0,83075876.0,1286652269.0,643326134.0,2251641470.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2095,0.38,0.2154,40.858,49029408.0,24514704.0,85801464.0,1335681676.0,667840838.0,2337442934.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2096,0.384,0.2095,42.197,50636938.0,25318469.0,88614642.0,1386318615.0,693159307.0,2426057576.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2097,0.388,0.2038,43.58,52296105.0,26148052.0,91518183.0,1438614719.0,719307360.0,2517575759.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2098,0.392,0.1982,45.007,54008539.0,27004269.0,94514943.0,1492623258.0,746311629.0,2612090702.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2099,0.396,0.1928,46.48,55775925.0,27887963.0,97607869.0,1548399184.0,774199592.0,2709698571.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,Baseline,2100,0.4,0.1875,48.0,57600000.0,28800000.0,100800000.0,1605999184.0,802999592.0,2810498571.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2025,0.11,1.3995,4.359,5230254.0,2615127.0,9152945.0,5230254.0,2615127.0,9152945.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2026,0.132,1.2016,5.26,6311559.0,3155780.0,11045229.0,11541814.0,5770907.0,20198174.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2027,0.154,1.0317,6.339,7607184.0,3803592.0,13312572.0,19148998.0,9574499.0,33510746.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2028,0.176,0.8857,7.632,9158397.0,4579199.0,16027195.0,28307395.0,14153698.0,49537942.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2029,0.198,0.7605,9.179,11014247.0,5507123.0,19274932.0,39321642.0,19660821.0,68812874.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2030,0.22,0.6529,11.028,13233005.0,6616503.0,23157759.0,52554647.0,26277324.0,91970633.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2031,0.2265,0.6241,11.64,13967817.0,6983909.0,24443681.0,66522465.0,33261232.0,116414313.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2032,0.233,0.5967,12.285,14742253.0,7371126.0,25798942.0,81264717.0,40632359.0,142213256.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2033,0.2395,0.5704,12.965,15558403.0,7779201.0,27227205.0,96823120.0,48411560.0,169440460.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2034,0.246,0.5452,13.682,16418467.0,8209234.0,28732317.0,113241587.0,56620794.0,198172778.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2035,0.2525,0.5212,14.437,17324760.0,8662380.0,30318331.0,130566348.0,65283174.0,228491108.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2036,0.259,0.4983,15.233,18279717.0,9139858.0,31989504.0,148846064.0,74423032.0,260480612.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2037,0.2655,0.4763,16.072,19285896.0,9642948.0,33750318.0,168131960.0,84065980.0,294230931.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2038,0.272,0.4553,16.955,20345992.0,10172996.0,35605487.0,188477953.0,94238976.0,329836417.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2039,0.2785,0.4353,17.886,21462838.0,10731419.0,37559966.0,209940791.0,104970395.0,367396384.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2040,0.285,0.4161,18.866,22639412.0,11319706.0,39618970.0,232580202.0,116290101.0,407015354.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2041,0.2915,0.3978,19.899,23878847.0,11939423.0,41787982.0,256459049.0,128229525.0,448803336.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2042,0.298,0.3802,20.987,25184438.0,12592219.0,44072767.0,281643487.0,140821744.0,492876103.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2043,0.3045,0.3635,22.133,26559652.0,13279826.0,46479391.0,308203139.0,154101570.0,539355494.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2044,0.311,0.3475,23.34,28008131.0,14004066.0,49014230.0,336211270.0,168105635.0,588369723.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2045,0.3175,0.3322,24.611,29533709.0,14766854.0,51683990.0,365744979.0,182872490.0,640053714.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2046,0.324,0.3175,25.95,31140414.0,15570207.0,54495725.0,396885394.0,198442697.0,694549439.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2047,0.3305,0.3035,27.36,32832486.0,16416243.0,57456850.0,429717879.0,214858940.0,752006289.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2048,0.337,0.2902,28.845,34614378.0,17307189.0,60575162.0,464332258.0,232166129.0,812581451.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2049,0.3435,0.2774,30.409,36490777.0,18245389.0,63858860.0,500823035.0,250411517.0,876440311.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2050,0.35,0.2652,32.056,38466609.0,19233304.0,67316566.0,539289644.0,269644822.0,943756877.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2051,0.354,0.2579,33.112,39734161.0,19867080.0,69534782.0,579023805.0,289511902.0,1013291658.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2052,0.358,0.2509,34.202,41042581.0,20521290.0,71824517.0,620066386.0,310033193.0,1085116175.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2053,0.362,0.244,35.328,42393165.0,21196583.0,74188039.0,662459551.0,331229775.0,1159304214.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2054,0.366,0.2373,36.489,43787250.0,21893625.0,76627687.0,706246800.0,353123400.0,1235931901.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2055,0.37,0.2308,37.689,45226213.0,22613107.0,79145874.0,751473014.0,375736507.0,1315077774.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2056,0.374,0.2245,38.926,46711478.0,23355739.0,81745086.0,798184492.0,399092246.0,1396822860.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2057,0.378,0.2184,40.204,48244509.0,24122255.0,84427891.0,846429001.0,423214500.0,1481250751.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2058,0.382,0.2124,41.522,49826819.0,24913409.0,87196933.0,896255819.0,448127910.0,1568447684.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2059,0.386,0.2066,42.883,51459966.0,25729983.0,90054941.0,947715786.0,473857893.0,1658502625.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2060,0.39,0.201,44.288,53145559.0,26572780.0,93004729.0,1000861345.0,500430672.0,1751507353.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2061,0.394,0.1955,45.738,54885256.0,27442628.0,96049198.0,1055746601.0,527873300.0,1847556551.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2062,0.398,0.1901,47.234,56680766.0,28340383.0,99191340.0,1112427367.0,556213683.0,1946747892.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2063,0.402,0.1849,48.778,58533853.0,29266926.0,102434242.0,1170961219.0,585480610.0,2049182134.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2064,0.406,0.1799,50.372,60446335.0,30223167.0,105781086.0,1231407554.0,615703777.0,2154963220.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2065,0.41,0.1749,52.017,62420086.0,31210043.0,109235151.0,1293827641.0,646913820.0,2264198371.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2066,0.414,0.1702,53.714,64457042.0,32228521.0,112799823.0,1358284682.0,679142341.0,2376998194.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2067,0.418,0.1655,55.466,66559194.0,33279597.0,116478590.0,1424843876.0,712421938.0,2493476783.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2068,0.422,0.161,57.274,68728599.0,34364300.0,120275049.0,1493572476.0,746786238.0,2613751833.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2069,0.426,0.1566,59.139,70967378.0,35483689.0,124192911.0,1564539854.0,782269927.0,2737944744.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2070,0.43,0.1523,61.065,73277715.0,36638858.0,128236002.0,1637817569.0,818908785.0,2866180746.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2071,0.434,0.1481,63.052,75661866.0,37830933.0,132408266.0,1713479435.0,856739718.0,2998589012.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2072,0.438,0.1441,65.102,78122154.0,39061077.0,136713770.0,1791601590.0,895800795.0,3135302782.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2073,0.442,0.1401,67.217,80660976.0,40330488.0,141156709.0,1872262566.0,936131283.0,3276459491.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2074,0.446,0.1363,69.401,83280804.0,41640402.0,145741407.0,1955543370.0,977771685.0,3422200897.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2075,0.45,0.1326,71.653,85984185.0,42992092.0,150472323.0,2041527554.0,1020763777.0,3572673220.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2076,0.454,0.129,73.978,88773746.0,44386873.0,155354056.0,2130301300.0,1065150650.0,3728027276.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2077,0.458,0.1254,76.377,91652197.0,45826099.0,160391345.0,2221953498.0,1110976749.0,3888418621.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2078,0.462,0.122,78.852,94622331.0,47311166.0,165589080.0,2316575829.0,1158287914.0,4054007700.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2079,0.466,0.1187,81.406,97687028.0,48843514.0,170952299.0,2414262857.0,1207131428.0,4224960000.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2080,0.47,0.1154,84.041,100849258.0,50424629.0,176486201.0,2515112114.0,1257556057.0,4401446200.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2081,0.474,0.1123,86.76,104112081.0,52056041.0,182196142.0,2619224196.0,1309612098.0,4583642342.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2082,0.478,0.1092,89.566,107478656.0,53739328.0,188087647.0,2726702851.0,1363351426.0,4771729989.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2083,0.482,0.1062,92.46,110952236.0,55476118.0,194166413.0,2837655087.0,1418827543.0,4965896402.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2084,0.486,0.1033,95.447,114536178.0,57268089.0,200438311.0,2952191264.0,1476095632.0,5166334713.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2085,0.49,0.1005,98.528,118233941.0,59116970.0,206909396.0,3070425205.0,1535212603.0,5373244109.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2086,0.494,0.0977,101.708,122049092.0,61024546.0,213585912.0,3192474298.0,1596237149.0,5586830021.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2087,0.498,0.0951,104.988,125985311.0,62992655.0,220474294.0,3318459608.0,1659229804.0,5807304314.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2088,0.502,0.0925,108.372,130046387.0,65023194.0,227581177.0,3448505995.0,1724252998.0,6034885492.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2089,0.506,0.0899,111.864,134236231.0,67118116.0,234913404.0,3582742226.0,1791371113.0,6269798896.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2090,0.51,0.0875,115.466,138558873.0,69279437.0,242478028.0,3721301100.0,1860650550.0,6512276924.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2091,0.514,0.0851,119.182,143018469.0,71509234.0,250282320.0,3864319568.0,1932159784.0,6762559245.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2092,0.518,0.0828,123.016,147619302.0,73809651.0,258333778.0,4011938870.0,2005969435.0,7020893023.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2093,0.522,0.0805,126.971,152365789.0,76182894.0,266640130.0,4164304659.0,2082152330.0,7287533153.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2094,0.526,0.0783,131.052,157262483.0,78631242.0,275209346.0,4321567142.0,2160783571.0,7562742499.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2095,0.53,0.0761,135.262,162314079.0,81157040.0,284049639.0,4483881222.0,2241940611.0,7846792138.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2096,0.534,0.0741,139.605,167525417.0,83762708.0,293169479.0,4651406639.0,2325703319.0,8139961617.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2097,0.538,0.072,144.085,172901484.0,86450742.0,302577597.0,4824308123.0,2412154061.0,8442539215.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2098,0.542,0.0701,148.706,178447426.0,89223713.0,312282995.0,5002755548.0,2501377774.0,8754822210.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2099,0.546,0.0682,153.474,184168543.0,92084271.0,322294950.0,5186924091.0,2593462046.0,9077117160.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP1-2.6,+Geoid,2100,0.55,0.0663,158.392,190070303.0,95035151.0,332623030.0,5376994394.0,2688497197.0,9409740190.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2025,0.05,2.1213,2.593,3111270.0,1555635.0,5444722.0,3111270.0,1555635.0,5444722.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2026,0.06,1.9793,2.829,3395205.0,1697603.0,5941609.0,6506475.0,3253237.0,11386331.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2027,0.07,1.8467,3.087,3703871.0,1851935.0,6481774.0,10210346.0,5105173.0,17868105.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2028,0.08,1.723,3.366,4039355.0,2019677.0,7068871.0,14249700.0,7124850.0,24936976.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2029,0.09,1.6077,3.67,4403916.0,2201958.0,7706853.0,18653616.0,9326808.0,32643828.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2030,0.1,1.5,4.0,4800000.0,2400000.0,8400000.0,23453616.0,11726808.0,41043828.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2031,0.11,1.3995,4.359,5230254.0,2615127.0,9152945.0,28683871.0,14341935.0,50196774.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2032,0.12,1.3058,4.748,5697544.0,2848772.0,9970702.0,34381415.0,17190707.0,60167475.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2033,0.13,1.2184,5.171,6204968.0,3102484.0,10858694.0,40586382.0,20293191.0,71026169.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2034,0.14,1.1368,5.63,6755881.0,3377940.0,11822791.0,47342263.0,23671131.0,82848960.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2035,0.15,1.0607,6.128,7353911.0,3676955.0,12869343.0,54696173.0,27348087.0,95718303.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2036,0.16,0.9896,6.669,8002983.0,4001492.0,14005221.0,62699157.0,31349578.0,109723525.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2037,0.17,0.9234,7.256,8707346.0,4353673.0,15237855.0,71406503.0,35703251.0,124961380.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2038,0.18,0.8615,7.893,9471590.0,4735795.0,16575283.0,80878093.0,40439046.0,141536662.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2039,0.19,0.8038,8.584,10300684.0,5150342.0,18026197.0,91178777.0,45589388.0,159562860.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2040,0.2,0.75,9.333,11200000.0,5600000.0,19600000.0,102378777.0,51189388.0,179162860.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2041,0.21,0.6998,10.146,12175347.0,6087673.0,21306856.0,114554123.0,57277062.0,200469716.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2042,0.22,0.6529,11.028,13233005.0,6616503.0,23157759.0,127787129.0,63893564.0,223627475.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2043,0.23,0.6092,11.983,14379767.0,7189883.0,25164592.0,142166895.0,71083448.0,248792067.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2044,0.24,0.5684,13.019,15622974.0,7811487.0,27340204.0,157789869.0,78894934.0,276132271.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2045,0.25,0.5303,14.142,16970563.0,8485281.0,29698485.0,174760432.0,87380216.0,305830755.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2046,0.26,0.4948,15.359,18431113.0,9215557.0,32254449.0,193191545.0,96595773.0,338085204.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2047,0.27,0.4617,16.678,20013899.0,10006950.0,35024323.0,213205444.0,106602722.0,373109527.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2048,0.28,0.4308,18.107,21728942.0,10864471.0,38025649.0,234934386.0,117467193.0,411135176.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2049,0.29,0.4019,19.656,23587074.0,11793537.0,41277380.0,258521460.0,129260730.0,452412555.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2050,0.3,0.375,21.333,25600000.0,12800000.0,44800000.0,284121460.0,142060730.0,497212555.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2051,0.306,0.3597,22.406,26887277.0,13443638.0,47052735.0,311008737.0,155504369.0,544265290.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2052,0.312,0.3451,23.531,28237719.0,14118859.0,49416008.0,339246456.0,169623228.0,593681298.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2053,0.318,0.331,24.712,29654369.0,14827184.0,51895145.0,368900824.0,184450412.0,645576443.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2054,0.324,0.3175,25.95,31140414.0,15570207.0,54495725.0,400041239.0,200020619.0,700072168.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2055,0.33,0.3046,27.249,32699196.0,16349598.0,57223592.0,432740435.0,216370217.0,757295760.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2056,0.336,0.2922,28.612,34334210.0,17167105.0,60084867.0,467074644.0,233537322.0,817380627.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2057,0.342,0.2803,30.041,36049120.0,18024560.0,63085960.0,503123764.0,251561882.0,880466587.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2058,0.348,0.2689,31.54,37847764.0,18923882.0,66233587.0,540971528.0,270485764.0,946700175.0,False,,,,,,,,
Aveiro Ria (railway),Railway,SSP2-4.5,Baseline,2059,0.354,0.2579,33.112,39734161.0,19867080.0,69534782.0,580705689.0,290352845.0,1016234956.0,False,,,,,,,,
