idx,lat,lon,elev_m,below_threshold,flood_zone
139,38.949744,-8.993471,31.711,False,Alverca / Vila Franca de Xira (events: 2026)
140,38.950639,-8.993351,35.401,False,Alverca / Vila Franca de Xira (events: 2026)
141,38.951538,-8.993331,33.885,False,Alverca / Vila Franca de Xira (events: 2026)
142,38.951246,-8.993479,36.744,False,Alverca / Vila Franca de Xira (events: 2026)
143,38.950349,-8.993532,35.591,False,Alverca / Vila Franca de Xira (events: 2026)
144,38.949455,-8.993656,34.574,False,Alverca / Vila Franca de Xira (events: 2026)
145,38.948579,-8.99392,36.057,False,Alverca / Vila Franca de Xira (events: 2026)
146,38.947729,-8.99429,36.295,False,Alverca / Vila Franca de Xira (events: 2026)
147,38.946905,-8.99475,30.139,False,Alverca / Vila Franca de Xira (events: 2026)
148,38.946118,-8.995306,27.416,False,Alverca / Vila Franca de Xira (events: 2026)
149,38.945544,-8.995857,22.23,False,Alverca / Vila Franca de Xira (events: 2026)
150,38.946401,-8.995509,34.293,False,Alverca / Vila Franca de Xira (events: 2026)
151,38.947259,-8.995162,43.426,False,Alverca / Vila Franca de Xira (events: 2026)
152,38.948117,-8.994814,48.333,False,Alverca / Vila Franca de Xira (events: 2026)
153,38.948975,-8.994467,48.301,False,Alverca / Vila Franca de Xira (events: 2026)
154,38.949832,-8.994119,44.947,False,Alverca / Vila Franca de Xira (events: 2026)
155,38.95069,-8.993772,40.72,False,Alverca / Vila Franca de Xira (events: 2026)
156,38.951548,-8.993424,34.227,False,Alverca / Vila Franca de Xira (events: 2026)
157,38.952435,-8.99332,27.138,False,Alverca / Vila Franca de Xira (events: 2026)
158,38.95333,-8.993219,23.115,False,Alverca / Vila Franca de Xira (events: 2026)
159,38.954207,-8.992977,19.837,False,Alverca / Vila Franca de Xira (events: 2026)
160,38.955075,-8.992672,22.289,False,Alverca / Vila Franca de Xira (events: 2026)
161,38.955902,-8.992225,38.965,False,Alverca / Vila Franca de Xira (events: 2026)
162,38.955967,-8.992335,39.972,False,Alverca / Vila Franca de Xira (events: 2026)
163,38.955146,-8.992801,23.153,False,Alverca / Vila Franca de Xira (events: 2026)
