year,scenario,slr_m,nuts3,buildings,storeys,value_eur
2060,ssp245,0.36,Alto Tâmega e Barroso,0.0,2.0,0.0
2060,ssp245,0.36,Ave,0.0,2.0,0.0
2060,ssp245,0.36,Baixo Alentejo,0.0,1.5,0.0
2060,ssp245,0.36,Beira Baixa,0.0,2.0,0.0
2060,ssp245,0.36,Beiras e Serra da Estrela,0.0,2.0,0.0
2060,ssp245,0.36,Cávado,11.3,2.5,5598207.0
2060,ssp245,0.36,Douro,0.0,2.0,0.0
2060,ssp245,0.36,Grande Lisboa,11969.4,5.0,11903555644.0
2060,ssp245,0.36,Lezíria do Tejo,191.5,1.5,57145906.0
2060,ssp245,0.36,Médio Tejo,0.0,2.0,0.0
2060,ssp245,0.36,Oeste,78.7,2.5,39113787.0
2060,ssp245,0.36,Península de Setúbal,1604.3,3.0,957293373.0
2060,ssp245,0.36,Região de Aveiro,4908.7,2.5,2440836607.0
2060,ssp245,0.36,Região de Coimbra,872.3,2.5,433772639.0
2060,ssp245,0.36,Região de Leiria,0.3,2.0,117857.0
2060,ssp245,0.36,Terras de Trás-os-Montes,0.0,2.0,0.0
2060,ssp245,0.36,Tâmega e Sousa,0.0,2.0,0.0
2060,ssp245,0.36,Viseu Dão Lafões,0.0,2.0,0.0
2060,ssp245,0.36,Área Metropolitana do Porto,27.4,4.0,21803543.0
2061,ssp245,0.366,Alentejo Central,0.0,2.0,0.0
2061,ssp245,0.366,Alentejo Litoral,303.1,1.5,90432402.0
2061,ssp245,0.366,Algarve,2072.4,3.0,1236614432.0
2061,ssp245,0.366,Alto Alentejo,0.0,2.0,0.0
2061,ssp245,0.366,Alto Minho,27.8,1.5,8300078.0
2061,ssp245,0.366,Alto Tâmega e Barroso,0.0,2.0,0.0
2061,ssp245,0.366,Ave,0.0,2.0,0.0
2061,ssp245,0.366,Baixo Alentejo,0.0,1.5,0.0
2061,ssp245,0.366,Beira Baixa,0.0,2.0,0.0
2061,ssp245,0.366,Beiras e Serra da Estrela,0.0,2.0,0.0
2061,ssp245,0.366,Cávado,12.0,2.5,5966510.0
2061,ssp245,0.366,Douro,0.0,2.0,0.0
2061,ssp245,0.366,Grande Lisboa,12268.6,5.0,12201144535.0
2061,ssp245,0.366,Lezíria do Tejo,198.3,1.5,59152422.0
2061,ssp245,0.366,Médio Tejo,0.0,2.0,0.0
2061,ssp245,0.366,Oeste,80.5,2.5,40041911.0
2061,ssp245,0.366,Península de Setúbal,1641.6,3.0,979568344.0
2061,ssp245,0.366,Região de Aveiro,5017.6,2.5,2494977160.0
2061,ssp245,0.366,Região de Coimbra,882.1,2.5,438634240.0
2061,ssp245,0.366,Região de Leiria,0.3,2.0,117857.0
2061,ssp245,0.366,Terras de Trás-os-Montes,0.0,2.0,0.0
2061,ssp245,0.366,Tâmega e Sousa,0.0,2.0,0.0
2061,ssp245,0.366,Viseu Dão Lafões,0.0,2.0,0.0
2061,ssp245,0.366,Área Metropolitana do Porto,28.5,4.0,22687470.0
2062,ssp245,0.372,Alentejo Central,0.0,2.0,0.0
2062,ssp245,0.372,Alentejo Litoral,308.6,1.5,92069878.0
2062,ssp245,0.372,Algarve,2119.5,3.0,1264723323.0
2062,ssp245,0.372,Alto Alentejo,0.0,2.0,0.0
2062,ssp245,0.372,Alto Minho,28.7,1.5,8565256.0
2062,ssp245,0.372,Alto Tâmega e Barroso,0.0,2.0,0.0
2062,ssp245,0.372,Ave,0.0,2.0,0.0
2062,ssp245,0.372,Baixo Alentejo,0.0,1.5,0.0
2062,ssp245,0.372,Beira Baixa,0.0,2.0,0.0
2062,ssp245,0.372,Beiras e Serra da Estrela,0.0,2.0,0.0
2062,ssp245,0.372,Cávado,12.7,2.5,6334813.0
2062,ssp245,0.372,Douro,0.0,2.0,0.0
2062,ssp245,0.372,Grande Lisboa,12569.0,5.0,12499911996.0
2062,ssp245,0.372,Lezíria do Tejo,205.1,1.5,61203133.0
2062,ssp245,0.372,Médio Tejo,0.0,2.0,0.0
2062,ssp245,0.372,Oeste,82.7,2.5,41102624.0
2062,ssp245,0.372,Península de Setúbal,1686.1,3.0,1006086166.0
2062,ssp245,0.372,Região de Aveiro,5117.5,2.5,2544698077.0
2062,ssp245,0.372,Região de Coimbra,891.5,2.5,443319055.0
2062,ssp245,0.372,Região de Leiria,0.4,2.0,147321.0
2062,ssp245,0.372,Terras de Trás-os-Montes,0.0,2.0,0.0
2062,ssp245,0.372,Tâmega e Sousa,0.0,2.0,0.0
2062,ssp245,0.372,Viseu Dão Lafões,0.0,2.0,0.0
2062,ssp245,0.372,Área Metropolitana do Porto,29.3,4.0,23276755.0
2063,ssp245,0.378,Alentejo Central,0.0,2.0,0.0
2063,ssp245,0.378,Alentejo Litoral,313.9,1.5,93647688.0
2063,ssp245,0.378,Algarve,2172.3,3.0,1296191138.0
2063,ssp245,0.378,Alto Alentejo,0.0,2.0,0.0
2063,ssp245,0.378,Alto Minho,29.5,1.5,8803917.0
2063,ssp245,0.378,Alto Tâmega e Barroso,0.0,2.0,0.0
2063,ssp245,0.378,Ave,0.0,2.0,0.0
2063,ssp245,0.378,Baixo Alentejo,0.0,1.5,0.0
2063,ssp245,0.378,Beira Baixa,0.0,2.0,0.0
2063,ssp245,0.378,Beiras e Serra da Estrela,0.0,2.0,0.0
2063,ssp245,0.378,Cávado,13.6,2.5,6776777.0
2063,ssp245,0.378,Douro,0.0,2.0,0.0
2063,ssp245,0.378,Grande Lisboa,12901.5,5.0,12830500844.0
2063,ssp245,0.378,Lezíria do Tejo,211.9,1.5,63227327.0
2063,ssp245,0.378,Médio Tejo,0.0,2.0,0.0
2063,ssp245,0.378,Oeste,84.8,2.5,42163337.0
2063,ssp245,0.378,Península de Setúbal,1732.3,3.0,1033664701.0
2063,ssp245,0.378,Região de Aveiro,5228.8,2.5,2600035615.0
2063,ssp245,0.378,Região de Coimbra,902.5,2.5,448769941.0
2063,ssp245,0.378,Região de Leiria,0.4,2.0,147321.0
2063,ssp245,0.378,Terras de Trás-os-Montes,0.0,2.0,0.0
2063,ssp245,0.378,Tâmega e Sousa,0.0,2.0,0.0
2063,ssp245,0.378,Viseu Dão Lafões,0.0,2.0,0.0
2063,ssp245,0.378,Área Metropolitana do Porto,30.0,4.0,23866040.0
2064,ssp245,0.384,Alentejo Central,0.0,2.0,0.0
2064,ssp245,0.384,Alentejo Litoral,318.8,1.5,95099539.0
2064,ssp245,0.384,Algarve,2233.6,3.0,1332785733.0
2064,ssp245,0.384,Alto Alentejo,0.0,2.0,0.0
2064,ssp245,0.384,Alto Minho,31.1,1.5,9267979.0
2064,ssp245,0.384,Alto Tâmega e Barroso,0.0,2.0,0.0
2064,ssp245,0.384,Ave,0.0,2.0,0.0
2064,ssp245,0.384,Baixo Alentejo,0.0,1.5,0.0
2064,ssp245,0.384,Beira Baixa,0.0,2.0,0.0
2064,ssp245,0.384,Beiras e Serra da Estrela,0.0,2.0,0.0
2064,ssp245,0.384,Cávado,14.7,2.5,7292401.0
2064,ssp245,0.384,Douro,0.0,2.0,0.0
2064,ssp245,0.384,Grande Lisboa,13228.0,5.0,13155196842.0
2064,ssp245,0.384,Lezíria do Tejo,219.6,1.5,65525538.0
2064,ssp245,0.384,Médio Tejo,0.0,2.0,0.0
2064,ssp245,0.384,Oeste,86.7,2.5,43091461.0
2064,ssp245,0.384,Península de Setúbal,1775.6,3.0,1059475381.0
2064,ssp245,0.384,Região de Aveiro,5342.2,2.5,2656385987.0
2064,ssp245,0.384,Região de Coimbra,912.8,2.5,453867255.0
2064,ssp245,0.384,Região de Leiria,0.4,2.0,176785.0
2064,ssp245,0.384,Terras de Trás-os-Montes,0.0,2.0,0.0
2064,ssp245,0.384,Tâmega e Sousa,0.0,2.0,0.0
2064,ssp245,0.384,Viseu Dão Lafões,0.0,2.0,0.0
2064,ssp245,0.384,Área Metropolitana do Porto,30.0,4.0,23866040.0
2065,ssp245,0.39,Alentejo Central,0.0,2.0,0.0
2065,ssp245,0.39,Alentejo Litoral,323.6,1.5,96551390.0
2065,ssp245,0.39,Algarve,2292.4,3.0,1367877650.0
2065,ssp245,0.39,Alto Alentejo,0.0,2.0,0.0
2065,ssp245,0.39,Alto Minho,32.0,1.5,9533157.0
2065,ssp245,0.39,Alto Tâmega e Barroso,0.0,2.0,0.0
2065,ssp245,0.39,Ave,0.0,2.0,0.0
2065,ssp245,0.39,Baixo Alentejo,0.0,1.5,0.0
2065,ssp245,0.39,Beira Baixa,0.0,2.0,0.0
2065,ssp245,0.39,Beiras e Serra da Estrela,0.0,2.0,0.0
2065,ssp245,0.39,Cávado,15.3,2.5,7587044.0
2065,ssp245,0.39,Douro,0.0,2.0,0.0
2065,ssp245,0.39,Grande Lisboa,13565.7,5.0,13491089253.0
2065,ssp245,0.39,Lezíria do Tejo,226.9,1.5,67691160.0
2065,ssp245,0.39,Médio Tejo,0.0,2.0,0.0
2065,ssp245,0.39,Oeste,89.9,2.5,44682530.0
2065,ssp245,0.39,Península de Setúbal,1822.4,3.0,1087407487.0
2065,ssp245,0.39,Região de Aveiro,5454.7,2.5,2712368055.0
2065,ssp245,0.39,Região de Coimbra,924.3,2.5,459612783.0
2065,ssp245,0.39,Região de Leiria,0.4,2.0,176785.0
2065,ssp245,0.39,Terras de Trás-os-Montes,0.0,2.0,0.0
2065,ssp245,0.39,Tâmega e Sousa,0.0,2.0,0.0
2065,ssp245,0.39,Viseu Dão Lafões,0.0,2.0,0.0
2065,ssp245,0.39,Área Metropolitana do Porto,30.4,4.0,24160682.0
2066,ssp245,0.396,Alentejo Central,0.0,2.0,0.0
2066,ssp245,0.396,Alentejo Litoral,328.6,1.5,98023129.0
2066,ssp245,0.396,Algarve,2340.5,3.0,1396605291.0
2066,ssp245,0.396,Alto Alentejo,0.0,2.0,0.0
2066,ssp245,0.396,Alto Minho,33.1,1.5,9877889.0
2066,ssp245,0.396,Alto Tâmega e Barroso,0.0,2.0,0.0
2066,ssp245,0.396,Ave,0.0,2.0,0.0
2066,ssp245,0.396,Baixo Alentejo,0.0,1.5,0.0
2066,ssp245,0.396,Beira Baixa,0.0,2.0,0.0
2066,ssp245,0.396,Beiras e Serra da Estrela,0.0,2.0,0.0
2066,ssp245,0.396,Cávado,16.1,2.5,8029007.0
2066,ssp245,0.396,Douro,0.0,2.0,0.0
2066,ssp245,0.396,Grande Lisboa,13894.0,5.0,13817553106.0
2066,ssp245,0.396,Lezíria do Tejo,234.3,1.5,69900979.0
2066,ssp245,0.396,Médio Tejo,0.0,2.0,0.0
2066,ssp245,0.396,Oeste,92.4,2.5,45964225.0
2066,ssp245,0.396,Península de Setúbal,1870.7,3.0,1116223520.0
2066,ssp245,0.396,Região de Aveiro,5563.4,2.5,2766416533.0
2066,ssp245,0.396,Região de Coimbra,933.8,2.5,464327063.0
2066,ssp245,0.396,Região de Leiria,0.4,2.0,176785.0
2066,ssp245,0.396,Terras de Trás-os-Montes,0.0,2.0,0.0
2066,ssp245,0.396,Tâmega e Sousa,0.0,2.0,0.0
2066,ssp245,0.396,Viseu Dão Lafões,0.0,2.0,0.0
2066,ssp245,0.396,Área Metropolitana do Porto,31.5,4.0,25044610.0
2067,ssp245,0.402,Alentejo Central,0.0,2.0,0.0
2067,ssp245,0.402,Alentejo Litoral,333.6,1.5,99521386.0
2067,ssp245,0.402,Algarve,2393.0,3.0,1427896321.0
2067,ssp245,0.402,Alto Alentejo,0.0,2.0,0.0
2067,ssp245,0.402,Alto Minho,33.9,1.5,10116549.0
2067,ssp245,0.402,Alto Tâmega e Barroso,0.0,2.0,0.0
2067,ssp245,0.402,Ave,0.0,2.0,0.0
2067,ssp245,0.402,Baixo Alentejo,0.0,1.5,0.0
2067,ssp245,0.402,Beira Baixa,0.0,2.0,0.0
2067,ssp245,0.402,Beiras e Serra da Estrela,0.0,2.0,0.0
2067,ssp245,0.402,Cávado,16.3,2.5,8102668.0
2067,ssp245,0.402,Douro,0.0,2.0,0.0
2067,ssp245,0.402,Grande Lisboa,14266.1,5.0,14187624044.0
2067,ssp245,0.402,Lezíria do Tejo,241.8,1.5,72146154.0
2067,ssp245,0.402,Médio Tejo,0.0,2.0,0.0
2067,ssp245,0.402,Oeste,95.4,2.5,47422705.0
2067,ssp245,0.402,Península de Setúbal,1915.1,3.0,1142741342.0
2067,ssp245,0.402,Região de Aveiro,5670.8,2.5,2819820480.0
2067,ssp245,0.402,Região de Coimbra,942.1,2.5,468481522.0
2067,ssp245,0.402,Região de Leiria,0.5,2.0,206250.0
2067,ssp245,0.402,Terras de Trás-os-Montes,0.0,2.0,0.0
2067,ssp245,0.402,Tâmega e Sousa,0.0,2.0,0.0
2067,ssp245,0.402,Viseu Dão Lafões,0.0,2.0,0.0
2067,ssp245,0.402,Área Metropolitana do Porto,32.6,4.0,25928537.0
2068,ssp245,0.408,Alentejo Central,0.0,2.0,0.0
2068,ssp245,0.408,Alentejo Litoral,338.9,1.5,101112455.0
2068,ssp245,0.408,Algarve,2442.6,3.0,1457507889.0
2068,ssp245,0.408,Alto Alentejo,0.0,2.0,0.0
2068,ssp245,0.408,Alto Minho,35.1,1.5,10461281.0
2068,ssp245,0.408,Alto Tâmega e Barroso,0.0,2.0,0.0
2068,ssp245,0.408,Ave,0.0,2.0,0.0
2068,ssp245,0.408,Baixo Alentejo,0.0,1.5,0.0
2068,ssp245,0.408,Beira Baixa,0.0,2.0,0.0
2068,ssp245,0.408,Beiras e Serra da Estrela,0.0,2.0,0.0
2068,ssp245,0.408,Cávado,16.6,2.5,8249989.0
2068,ssp245,0.408,Douro,0.0,2.0,0.0
2068,ssp245,0.408,Grande Lisboa,14594.4,5.0,14514087897.0
2068,ssp245,0.408,Lezíria do Tejo,249.2,1.5,74347134.0
2068,ssp245,0.408,Médio Tejo,0.0,2.0,0.0
2068,ssp245,0.408,Oeste,97.5,2.5,48483418.0
2068,ssp245,0.408,Península de Setúbal,1959.0,3.0,1168905593.0
2068,ssp245,0.408,Região de Aveiro,5786.4,2.5,2877275761.0
2068,ssp245,0.408,Região de Coimbra,952.2,2.5,473460979.0
2068,ssp245,0.408,Região de Leiria,0.5,2.0,206250.0
2068,ssp245,0.408,Terras de Trás-os-Montes,0.0,2.0,0.0
2068,ssp245,0.408,Tâmega e Sousa,0.0,2.0,0.0
2068,ssp245,0.408,Viseu Dão Lafões,0.0,2.0,0.0
2068,ssp245,0.408,Área Metropolitana do Porto,32.6,4.0,25928537.0
2069,ssp245,0.414,Alentejo Central,0.0,2.0,0.0
2069,ssp245,0.414,Alentejo Litoral,343.5,1.5,102498011.0
2069,ssp245,0.414,Algarve,2499.5,3.0,1491450701.0
2069,ssp245,0.414,Alto Alentejo,0.0,2.0,0.0
2069,ssp245,0.414,Alto Minho,36.0,1.5,10752977.0
2069,ssp245,0.414,Alto Tâmega e Barroso,0.0,2.0,0.0
2069,ssp245,0.414,Ave,0.0,2.0,0.0
2069,ssp245,0.414,Baixo Alentejo,0.0,1.5,0.0
2069,ssp245,0.414,Beira Baixa,0.0,2.0,0.0
2069,ssp245,0.414,Beiras e Serra da Estrela,0.0,2.0,0.0
2069,ssp245,0.414,Cávado,17.6,2.5,8765613.0
2069,ssp245,0.414,Douro,0.0,2.0,0.0
2069,ssp245,0.414,Grande Lisboa,14958.2,5.0,14875908846.0
2069,ssp245,0.414,Lezíria do Tejo,255.6,1.5,76256417.0
2069,ssp245,0.414,Médio Tejo,0.0,2.0,0.0
2069,ssp245,0.414,Oeste,99.1,2.5,49278953.0
2069,ssp245,0.414,Península de Setúbal,1997.5,3.0,1191887705.0
2069,ssp245,0.414,Região de Aveiro,5896.4,2.5,2931968768.0
2069,ssp245,0.414,Região de Coimbra,962.1,2.5,478381509.0
2069,ssp245,0.414,Região de Leiria,0.5,2.0,206250.0
2069,ssp245,0.414,Terras de Trás-os-Montes,0.0,2.0,0.0
2069,ssp245,0.414,Tâmega e Sousa,0.0,2.0,0.0
2069,ssp245,0.414,Viseu Dão Lafões,0.0,2.0,0.0
2069,ssp245,0.414,Área Metropolitana do Porto,34.4,4.0,27401749.0
2070,ssp245,0.42,Alentejo Central,0.0,2.0,0.0
2070,ssp245,0.42,Alentejo Litoral,348.5,1.5,103976380.0
2070,ssp245,0.42,Algarve,2559.2,3.0,1527072975.0
2070,ssp245,0.42,Alto Alentejo,0.0,2.0,0.0
2070,ssp245,0.42,Alto Minho,37.1,1.5,11071191.0
2070,ssp245,0.42,Alto Tâmega e Barroso,0.0,2.0,0.0
2070,ssp245,0.42,Ave,0.0,2.0,0.0
2070,ssp245,0.42,Baixo Alentejo,0.0,1.5,0.0
2070,ssp245,0.42,Beira Baixa,0.0,2.0,0.0
2070,ssp245,0.42,Beiras e Serra da Estrela,0.0,2.0,0.0
2070,ssp245,0.42,Cávado,18.5,2.5,9207577.0
2070,ssp245,0.42,Douro,0.0,2.0,0.0
2070,ssp245,0.42,Grande Lisboa,15296.5,5.0,15212390542.0
2070,ssp245,0.42,Lezíria do Tejo,263.3,1.5,78545789.0
2070,ssp245,0.42,Médio Tejo,0.0,2.0,0.0
2070,ssp245,0.42,Oeste,101.3,2.5,50383862.0
2070,ssp245,0.42,Península de Setúbal,2038.9,3.0,1216637672.0
2070,ssp245,0.42,Região de Aveiro,6004.3,2.5,2985648943.0
2070,ssp245,0.42,Região de Coimbra,971.7,2.5,483154716.0
2070,ssp245,0.42,Região de Leiria,0.5,2.0,206250.0
2070,ssp245,0.42,Terras de Trás-os-Montes,0.0,2.0,0.0
2070,ssp245,0.42,Tâmega e Sousa,0.0,2.0,0.0
2070,ssp245,0.42,Viseu Dão Lafões,0.0,2.0,0.0
2070,ssp245,0.42,Área Metropolitana do Porto,34.8,4.0,27696392.0
2071,ssp245,0.426,Alentejo Central,0.0,2.0,0.0
2071,ssp245,0.426,Alentejo Litoral,353.7,1.5,105534302.0
2071,ssp245,0.426,Algarve,2611.0,3.0,1558010434.0
2071,ssp245,0.426,Alto Alentejo,0.0,2.0,0.0
2071,ssp245,0.426,Alto Minho,38.6,1.5,11521994.0
2071,ssp245,0.426,Alto Tâmega e Barroso,0.0,2.0,0.0
2071,ssp245,0.426,Ave,0.0,2.0,0.0
2071,ssp245,0.426,Baixo Alentejo,0.0,1.5,0.0
2071,ssp245,0.426,Beira Baixa,0.0,2.0,0.0
2071,ssp245,0.426,Beiras e Serra da Estrela,0.0,2.0,0.0
2071,ssp245,0.426,Cávado,18.7,2.5,9281238.0
2071,ssp245,0.426,Douro,0.0,2.0,0.0
2071,ssp245,0.426,Grande Lisboa,15665.7,5.0,15579515056.0
2071,ssp245,0.426,Lezíria do Tejo,270.9,1.5,80835161.0
2071,ssp245,0.426,Médio Tejo,0.0,2.0,0.0
2071,ssp245,0.426,Oeste,103.9,2.5,51665556.0
2071,ssp245,0.426,Península de Setúbal,2094.6,3.0,1249873343.0
2071,ssp245,0.426,Região de Aveiro,6122.5,2.5,3044393285.0
2071,ssp245,0.426,Região de Coimbra,981.3,2.5,487957389.0
2071,ssp245,0.426,Região de Leiria,0.5,2.0,206250.0
2071,ssp245,0.426,Terras de Trás-os-Montes,0.0,2.0,0.0
2071,ssp245,0.426,Tâmega e Sousa,0.0,2.0,0.0
2071,ssp245,0.426,Viseu Dão Lafões,0.0,2.0,0.0
2071,ssp245,0.426,Área Metropolitana do Porto,34.8,4.0,27696392.0
2072,ssp245,0.432,Alentejo Central,0.0,2.0,0.0
2072,ssp245,0.432,Alentejo Litoral,358.7,1.5,107019300.0
2072,ssp245,0.432,Algarve,2666.7,3.0,1591246104.0
2072,ssp245,0.432,Alto Alentejo,0.0,2.0,0.0
2072,ssp245,0.432,Alto Minho,39.7,1.5,11853466.0
2072,ssp245,0.432,Alto Tâmega e Barroso,0.0,2.0,0.0
2072,ssp245,0.432,Ave,0.0,2.0,0.0
2072,ssp245,0.432,Baixo Alentejo,0.0,1.5,0.0
2072,ssp245,0.432,Beira Baixa,0.0,2.0,0.0
2072,ssp245,0.432,Beiras e Serra da Estrela,0.0,2.0,0.0
2072,ssp245,0.432,Cávado,19.0,2.5,9428559.0
2072,ssp245,0.432,Douro,0.0,2.0,0.0
2072,ssp245,0.432,Grande Lisboa,16028.3,5.0,15940157435.0
2072,ssp245,0.432,Lezíria do Tejo,278.9,1.5,83221765.0
2072,ssp245,0.432,Médio Tejo,0.0,2.0,0.0
2072,ssp245,0.432,Oeste,106.5,2.5,52947251.0
2072,ssp245,0.432,Península de Setúbal,2143.2,3.0,1278866161.0
2072,ssp245,0.432,Região de Aveiro,6230.6,2.5,3098165535.0
2072,ssp245,0.432,Região de Coimbra,990.9,2.5,492730597.0
2072,ssp245,0.432,Região de Leiria,0.5,2.0,206250.0
2072,ssp245,0.432,Terras de Trás-os-Montes,0.0,2.0,0.0
2072,ssp245,0.432,Tâmega e Sousa,0.0,2.0,0.0
2072,ssp245,0.432,Viseu Dão Lafões,0.0,2.0,0.0
2072,ssp245,0.432,Área Metropolitana do Porto,35.2,4.0,27991034.0
2073,ssp245,0.438,Alentejo Central,0.0,2.0,0.0
2073,ssp245,0.438,Alentejo Litoral,363.6,1.5,108471151.0
2073,ssp245,0.438,Algarve,2725.4,3.0,1626249629.0
2073,ssp245,0.438,Alto Alentejo,0.0,2.0,0.0
2073,ssp245,0.438,Alto Minho,40.7,1.5,12145162.0
2073,ssp245,0.438,Alto Tâmega e Barroso,0.0,2.0,0.0
2073,ssp245,0.438,Ave,0.0,2.0,0.0
2073,ssp245,0.438,Baixo Alentejo,0.0,1.5,0.0
2073,ssp245,0.438,Beira Baixa,0.0,2.0,0.0
2073,ssp245,0.438,Beiras e Serra da Estrela,0.0,2.0,0.0
2073,ssp245,0.438,Cávado,20.0,2.5,9944183.0
2073,ssp245,0.438,Douro,0.0,2.0,0.0
2073,ssp245,0.438,Grande Lisboa,16391.5,5.0,16301389098.0
2073,ssp245,0.438,Lezíria do Tejo,287.6,1.5,85802833.0
2073,ssp245,0.438,Médio Tejo,0.0,2.0,0.0
2073,ssp245,0.438,Oeste,109.1,2.5,54273142.0
2073,ssp245,0.438,Península de Setúbal,2191.8,3.0,1307858980.0
2073,ssp245,0.438,Região de Aveiro,6340.4,2.5,3152766467.0
2073,ssp245,0.438,Região de Coimbra,1000.0,2.5,497268091.0
2073,ssp245,0.438,Região de Leiria,0.5,2.0,206250.0
2073,ssp245,0.438,Terras de Trás-os-Montes,0.0,2.0,0.0
2073,ssp245,0.438,Tâmega e Sousa,0.0,2.0,0.0
2073,ssp245,0.438,Viseu Dão Lafões,0.0,2.0,0.0
2073,ssp245,0.438,Área Metropolitana do Porto,36.7,4.0,29169604.0
2074,ssp245,0.444,Alentejo Central,0.0,2.0,0.0
2074,ssp245,0.444,Alentejo Litoral,367.9,1.5,109763895.0
2074,ssp245,0.444,Algarve,2780.4,3.0,1659043336.0
2074,ssp245,0.444,Alto Alentejo,0.0,2.0,0.0
2074,ssp245,0.444,Alto Minho,41.8,1.5,12463376.0
2074,ssp245,0.444,Alto Tâmega e Barroso,0.0,2.0,0.0
2074,ssp245,0.444,Ave,0.0,2.0,0.0
2074,ssp245,0.444,Baixo Alentejo,0.0,1.5,0.0
2074,ssp245,0.444,Beira Baixa,0.0,2.0,0.0
2074,ssp245,0.444,Beiras e Serra da Estrela,0.0,2.0,0.0
2074,ssp245,0.444,Cávado,20.7,2.5,10312486.0
2074,ssp245,0.444,Douro,0.0,2.0,0.0
2074,ssp245,0.444,Grande Lisboa,16751.8,5.0,16659674338.0
2074,ssp245,0.444,Lezíria do Tejo,296.4,1.5,88419258.0
2074,ssp245,0.444,Médio Tejo,0.0,2.0,0.0
2074,ssp245,0.444,Oeste,110.9,2.5,55157070.0
2074,ssp245,0.444,Península de Setúbal,2244.9,3.0,1339503581.0
2074,ssp245,0.444,Região de Aveiro,6452.8,2.5,3208656460.0
2074,ssp245,0.444,Região de Coimbra,1009.6,2.5,502041299.0
2074,ssp245,0.444,Região de Leiria,0.5,2.0,206250.0
2074,ssp245,0.444,Terras de Trás-os-Montes,0.0,2.0,0.0
2074,ssp245,0.444,Tâmega e Sousa,0.0,2.0,0.0
2074,ssp245,0.444,Viseu Dão Lafões,0.0,2.0,0.0
2074,ssp245,0.444,Área Metropolitana do Porto,37.4,4.0,29758889.0
2075,ssp245,0.45,Alentejo Central,0.0,2.0,0.0
2075,ssp245,0.45,Alentejo Litoral,372.9,1.5,111268781.0
2075,ssp245,0.45,Algarve,2840.2,3.0,1694754003.0
2075,ssp245,0.45,Alto Alentejo,0.0,2.0,0.0
2075,ssp245,0.45,Alto Minho,43.0,1.5,12834626.0
2075,ssp245,0.45,Alto Tâmega e Barroso,0.0,2.0,0.0
2075,ssp245,0.45,Ave,0.0,2.0,0.0
2075,ssp245,0.45,Baixo Alentejo,0.0,1.5,0.0
2075,ssp245,0.45,Beira Baixa,0.0,2.0,0.0
2075,ssp245,0.45,Beiras e Serra da Estrela,0.0,2.0,0.0
2075,ssp245,0.45,Cávado,21.8,2.5,10828111.0
2075,ssp245,0.45,Douro,0.0,2.0,0.0
2075,ssp245,0.45,Grande Lisboa,17127.5,5.0,17033280985.0
2075,ssp245,0.45,Lezíria do Tejo,304.6,1.5,90876576.0
2075,ssp245,0.45,Médio Tejo,0.0,2.0,0.0
2075,ssp245,0.45,Oeste,114.1,2.5,56748139.0
2075,ssp245,0.45,Península de Setúbal,2298.5,3.0,1371501753.0
2075,ssp245,0.45,Região de Aveiro,6571.5,2.5,3267677029.0
2075,ssp245,0.45,Região de Coimbra,1018.5,2.5,506431471.0
2075,ssp245,0.45,Região de Leiria,0.5,2.0,206250.0
2075,ssp245,0.45,Terras de Trás-os-Montes,0.0,2.0,0.0
2075,ssp245,0.45,Tâmega e Sousa,0.0,2.0,0.0
2075,ssp245,0.45,Viseu Dão Lafões,0.0,2.0,0.0
2075,ssp245,0.45,Área Metropolitana do Porto,37.8,4.0,30053532.0
2076,ssp245,0.456,Alentejo Central,0.0,2.0,0.0
2076,ssp245,0.456,Alentejo Litoral,377.0,1.5,112481971.0
2076,ssp245,0.456,Algarve,2896.4,3.0,1728254851.0
2076,ssp245,0.456,Alto Alentejo,0.0,2.0,0.0
2076,ssp245,0.456,Alto Minho,44.2,1.5,13192616.0
2076,ssp245,0.456,Alto Tâmega e Barroso,0.0,2.0,0.0
2076,ssp245,0.456,Ave,0.0,2.0,0.0
2076,ssp245,0.456,Baixo Alentejo,0.0,1.5,0.0
2076,ssp245,0.456,Beira Baixa,0.0,2.0,0.0
2076,ssp245,0.456,Beiras e Serra da Estrela,0.0,2.0,0.0
2076,ssp245,0.456,Cávado,23.0,2.5,11417396.0
2076,ssp245,0.456,Douro,0.0,2.0,0.0
2076,ssp245,0.456,Grande Lisboa,17498.4,5.0,17402173353.0
2076,ssp245,0.456,Lezíria do Tejo,314.1,1.5,93705144.0
2076,ssp245,0.456,Médio Tejo,0.0,2.0,0.0
2076,ssp245,0.456,Oeste,116.5,2.5,57941441.0
2076,ssp245,0.456,Península de Setúbal,2347.4,3.0,1400671357.0
2076,ssp245,0.456,Região de Aveiro,6685.7,2.5,3324487779.0
2076,ssp245,0.456,Região de Coimbra,1028.4,2.5,511381465.0
2076,ssp245,0.456,Região de Leiria,0.5,2.0,206250.0
2076,ssp245,0.456,Terras de Trás-os-Montes,0.0,2.0,0.0
2076,ssp245,0.456,Tâmega e Sousa,0.0,2.0,0.0
2076,ssp245,0.456,Viseu Dão Lafões,0.0,2.0,0.0
2076,ssp245,0.456,Área Metropolitana do Porto,38.1,4.0,30348174.0
2077,ssp245,0.462,Alentejo Central,0.0,2.0,0.0
2077,ssp245,0.462,Alentejo Litoral,381.5,1.5,113834380.0
2077,ssp245,0.462,Algarve,2960.2,3.0,1766352122.0
2077,ssp245,0.462,Alto Alentejo,0.0,2.0,0.0
