year,scenario,slr_m,nuts3,buildings,storeys,value_eur
2074,ssp126,0.296,Área Metropolitana do Porto,21.1,4.0,16794621.0
2075,ssp126,0.3,Alentejo Central,0.0,2.0,0.0
2075,ssp126,0.3,Alentejo Litoral,246.2,1.5,73454367.0
2075,ssp126,0.3,Algarve,1536.9,3.0,917074677.0
2075,ssp126,0.3,Alto Alentejo,0.0,2.0,0.0
2075,ssp126,0.3,Alto Minho,17.1,1.5,5091422.0
2075,ssp126,0.3,Alto Tâmega e Barroso,0.0,2.0,0.0
2075,ssp126,0.3,Ave,0.0,2.0,0.0
2075,ssp126,0.3,Baixo Alentejo,0.0,1.5,0.0
2075,ssp126,0.3,Beira Baixa,0.0,2.0,0.0
2075,ssp126,0.3,Beiras e Serra da Estrela,0.0,2.0,0.0
2075,ssp126,0.3,Cávado,5.2,2.5,2578122.0
2075,ssp126,0.3,Douro,0.0,2.0,0.0
2075,ssp126,0.3,Grande Lisboa,9036.3,5.0,8986595227.0
2075,ssp126,0.3,Lezíria do Tejo,132.0,1.5,39396644.0
2075,ssp126,0.3,Médio Tejo,0.0,2.0,0.0
2075,ssp126,0.3,Oeste,56.2,2.5,27932106.0
2075,ssp126,0.3,Península de Setúbal,1210.9,3.0,722522256.0
2075,ssp126,0.3,Região de Aveiro,3849.3,2.5,1914071123.0
2075,ssp126,0.3,Região de Coimbra,757.2,2.5,376523608.0
2075,ssp126,0.3,Região de Leiria,0.1,2.0,58928.0
2075,ssp126,0.3,Terras de Trás-os-Montes,0.0,2.0,0.0
2075,ssp126,0.3,Tâmega e Sousa,0.0,2.0,0.0
2075,ssp126,0.3,Viseu Dão Lafões,0.0,2.0,0.0
2075,ssp126,0.3,Área Metropolitana do Porto,21.1,4.0,16794621.0
2076,ssp126,0.304,Alentejo Central,0.0,2.0,0.0
2076,ssp126,0.304,Alentejo Litoral,249.6,1.5,74475303.0
2076,ssp126,0.304,Algarve,1567.0,3.0,935018403.0
2076,ssp126,0.304,Alto Alentejo,0.0,2.0,0.0
2076,ssp126,0.304,Alto Minho,17.4,1.5,5184234.0
2076,ssp126,0.304,Alto Tâmega e Barroso,0.0,2.0,0.0
2076,ssp126,0.304,Ave,0.0,2.0,0.0
2076,ssp126,0.304,Baixo Alentejo,0.0,1.5,0.0
2076,ssp126,0.304,Beira Baixa,0.0,2.0,0.0
2076,ssp126,0.304,Beiras e Serra da Estrela,0.0,2.0,0.0
2076,ssp126,0.304,Cávado,5.6,2.5,2799103.0
2076,ssp126,0.304,Douro,0.0,2.0,0.0
2076,ssp126,0.304,Grande Lisboa,9222.4,5.0,9171630695.0
2076,ssp126,0.304,Lezíria do Tejo,135.7,1.5,40483875.0
2076,ssp126,0.304,Médio Tejo,0.0,2.0,0.0
2076,ssp126,0.304,Oeste,57.3,2.5,28506659.0
2076,ssp126,0.304,Península de Setúbal,1234.3,3.0,736488309.0
2076,ssp126,0.304,Região de Aveiro,3912.1,2.5,1945284809.0
2076,ssp126,0.304,Região de Coimbra,764.6,2.5,380206639.0
2076,ssp126,0.304,Região de Leiria,0.1,2.0,58928.0
2076,ssp126,0.304,Terras de Trás-os-Montes,0.0,2.0,0.0
2076,ssp126,0.304,Tâmega e Sousa,0.0,2.0,0.0
2076,ssp126,0.304,Viseu Dão Lafões,0.0,2.0,0.0
2076,ssp126,0.304,Área Metropolitana do Porto,21.5,4.0,17089263.0
2077,ssp126,0.308,Alentejo Central,0.0,2.0,0.0
2077,ssp126,0.308,Alentejo Litoral,253.3,1.5,75562534.0
2077,ssp126,0.308,Algarve,1597.2,3.0,953050522.0
2077,ssp126,0.308,Alto Alentejo,0.0,2.0,0.0
2077,ssp126,0.308,Alto Minho,17.8,1.5,5303564.0
2077,ssp126,0.308,Alto Tâmega e Barroso,0.0,2.0,0.0
2077,ssp126,0.308,Ave,0.0,2.0,0.0
2077,ssp126,0.308,Baixo Alentejo,0.0,1.5,0.0
2077,ssp126,0.308,Beira Baixa,0.0,2.0,0.0
2077,ssp126,0.308,Beiras e Serra da Estrela,0.0,2.0,0.0
2077,ssp126,0.308,Cávado,5.9,2.5,2946425.0
2077,ssp126,0.308,Douro,0.0,2.0,0.0
2077,ssp126,0.308,Grande Lisboa,9406.0,5.0,9354309025.0
2077,ssp126,0.308,Lezíria do Tejo,138.8,1.5,41411999.0
2077,ssp126,0.308,Médio Tejo,0.0,2.0,0.0
2077,ssp126,0.308,Oeste,58.9,2.5,29302193.0
2077,ssp126,0.308,Península de Setúbal,1258.6,3.0,750984718.0
2077,ssp126,0.308,Região de Aveiro,3985.2,2.5,1981654738.0
2077,ssp126,0.308,Região de Coimbra,773.0,2.5,384390562.0
2077,ssp126,0.308,Região de Leiria,0.1,2.0,58928.0
2077,ssp126,0.308,Terras de Trás-os-Montes,0.0,2.0,0.0
2077,ssp126,0.308,Tâmega e Sousa,0.0,2.0,0.0
2077,ssp126,0.308,Viseu Dão Lafões,0.0,2.0,0.0
2077,ssp126,0.308,Área Metropolitana do Porto,23.0,4.0,18267833.0
2078,ssp126,0.312,Alentejo Central,0.0,2.0,0.0
2078,ssp126,0.312,Alentejo Litoral,256.9,1.5,76636506.0
2078,ssp126,0.312,Algarve,1627.7,3.0,971259426.0
2078,ssp126,0.312,Alto Alentejo,0.0,2.0,0.0
2078,ssp126,0.312,Alto Minho,18.3,1.5,5462671.0
2078,ssp126,0.312,Alto Tâmega e Barroso,0.0,2.0,0.0
2078,ssp126,0.312,Ave,0.0,2.0,0.0
2078,ssp126,0.312,Baixo Alentejo,0.0,1.5,0.0
2078,ssp126,0.312,Beira Baixa,0.0,2.0,0.0
2078,ssp126,0.312,Beiras e Serra da Estrela,0.0,2.0,0.0
2078,ssp126,0.312,Cávado,6.2,2.5,3093746.0
2078,ssp126,0.312,Douro,0.0,2.0,0.0
2078,ssp126,0.312,Grande Lisboa,9576.7,5.0,9524023085.0
2078,ssp126,0.312,Lezíria do Tejo,143.2,1.5,42711372.0
2078,ssp126,0.312,Médio Tejo,0.0,2.0,0.0
2078,ssp126,0.312,Oeste,60.3,2.5,29965139.0
2078,ssp126,0.312,Península de Setúbal,1286.1,3.0,767425768.0
2078,ssp126,0.312,Região de Aveiro,4051.3,2.5,2014525789.0
2078,ssp126,0.312,Região de Coimbra,780.4,2.5,388073593.0
2078,ssp126,0.312,Região de Leiria,0.2,2.0,88393.0
2078,ssp126,0.312,Terras de Trás-os-Montes,0.0,2.0,0.0
2078,ssp126,0.312,Tâmega e Sousa,0.0,2.0,0.0
2078,ssp126,0.312,Viseu Dão Lafões,0.0,2.0,0.0
2078,ssp126,0.312,Área Metropolitana do Porto,23.3,4.0,18562475.0
2079,ssp126,0.316,Alentejo Central,0.0,2.0,0.0
2079,ssp126,0.316,Alentejo Litoral,260.6,1.5,77736995.0
2079,ssp126,0.316,Algarve,1658.5,3.0,989645116.0
2079,ssp126,0.316,Alto Alentejo,0.0,2.0,0.0
2079,ssp126,0.316,Alto Minho,18.8,1.5,5608519.0
2079,ssp126,0.316,Alto Tâmega e Barroso,0.0,2.0,0.0
2079,ssp126,0.316,Ave,0.0,2.0,0.0
2079,ssp126,0.316,Baixo Alentejo,0.0,1.5,0.0
2079,ssp126,0.316,Beira Baixa,0.0,2.0,0.0
2079,ssp126,0.316,Beiras e Serra da Estrela,0.0,2.0,0.0
2079,ssp126,0.316,Cávado,6.7,2.5,3314728.0
2079,ssp126,0.316,Douro,0.0,2.0,0.0
2079,ssp126,0.316,Grande Lisboa,9759.2,5.0,9705522845.0
2079,ssp126,0.316,Lezíria do Tejo,147.7,1.5,44072620.0
2079,ssp126,0.316,Médio Tejo,0.0,2.0,0.0
2079,ssp126,0.316,Oeste,62.0,2.5,30804870.0
2079,ssp126,0.316,Península de Setúbal,1315.2,3.0,784750745.0
2079,ssp126,0.316,Região de Aveiro,4122.8,2.5,2050067036.0
2079,ssp126,0.316,Região de Coimbra,787.8,2.5,391756623.0
2079,ssp126,0.316,Região de Leiria,0.2,2.0,88393.0
2079,ssp126,0.316,Terras de Trás-os-Montes,0.0,2.0,0.0
2079,ssp126,0.316,Tâmega e Sousa,0.0,2.0,0.0
2079,ssp126,0.316,Viseu Dão Lafões,0.0,2.0,0.0
2079,ssp126,0.316,Área Metropolitana do Porto,24.1,4.0,19151760.0
2080,ssp126,0.32,Alentejo Central,0.0,2.0,0.0
2080,ssp126,0.32,Alentejo Litoral,264.0,1.5,78751302.0
2080,ssp126,0.32,Algarve,1691.3,3.0,1009179912.0
2080,ssp126,0.32,Alto Alentejo,0.0,2.0,0.0
2080,ssp126,0.32,Alto Minho,19.5,1.5,5807403.0
2080,ssp126,0.32,Alto Tâmega e Barroso,0.0,2.0,0.0
2080,ssp126,0.32,Ave,0.0,2.0,0.0
2080,ssp126,0.32,Baixo Alentejo,0.0,1.5,0.0
2080,ssp126,0.32,Beira Baixa,0.0,2.0,0.0
2080,ssp126,0.32,Beiras e Serra da Estrela,0.0,2.0,0.0
2080,ssp126,0.32,Cávado,6.8,2.5,3388388.0
2080,ssp126,0.32,Douro,0.0,2.0,0.0
2080,ssp126,0.32,Grande Lisboa,9950.6,5.0,9895861878.0
2080,ssp126,0.32,Lezíria do Tejo,151.5,1.5,45204047.0
2080,ssp126,0.32,Médio Tejo,0.0,2.0,0.0
2080,ssp126,0.32,Oeste,63.0,2.5,31335226.0
2080,ssp126,0.32,Península de Setúbal,1336.8,3.0,797656085.0
2080,ssp126,0.32,Região de Aveiro,4193.2,2.5,2085055829.0
2080,ssp126,0.32,Região de Coimbra,795.4,2.5,395498583.0
2080,ssp126,0.32,Região de Leiria,0.2,2.0,88393.0
2080,ssp126,0.32,Terras de Trás-os-Montes,0.0,2.0,0.0
2080,ssp126,0.32,Tâmega e Sousa,0.0,2.0,0.0
2080,ssp126,0.32,Viseu Dão Lafões,0.0,2.0,0.0
2080,ssp126,0.32,Área Metropolitana do Porto,24.1,4.0,19151760.0
2081,ssp126,0.324,Alentejo Central,0.0,2.0,0.0
2081,ssp126,0.324,Alentejo Litoral,267.2,1.5,79719202.0
2081,ssp126,0.324,Algarve,1720.7,3.0,1026770067.0
2081,ssp126,0.324,Alto Alentejo,0.0,2.0,0.0
2081,ssp126,0.324,Alto Minho,20.2,1.5,6032805.0
2081,ssp126,0.324,Alto Tâmega e Barroso,0.0,2.0,0.0
2081,ssp126,0.324,Ave,0.0,2.0,0.0
2081,ssp126,0.324,Baixo Alentejo,0.0,1.5,0.0
2081,ssp126,0.324,Beira Baixa,0.0,2.0,0.0
2081,ssp126,0.324,Beiras e Serra da Estrela,0.0,2.0,0.0
2081,ssp126,0.324,Cávado,7.0,2.5,3462049.0
2081,ssp126,0.324,Douro,0.0,2.0,0.0
2081,ssp126,0.324,Grande Lisboa,10123.0,5.0,10067343793.0
2081,ssp126,0.324,Lezíria do Tejo,155.0,1.5,46247082.0
2081,ssp126,0.324,Médio Tejo,0.0,2.0,0.0
2081,ssp126,0.324,Oeste,64.8,2.5,32219154.0
2081,ssp126,0.324,Península de Setúbal,1362.3,3.0,812859636.0
2081,ssp126,0.324,Região de Aveiro,4261.7,2.5,2119123864.0
2081,ssp126,0.324,Região de Coimbra,803.3,2.5,399417328.0
2081,ssp126,0.324,Região de Leiria,0.2,2.0,88393.0
2081,ssp126,0.324,Terras de Trás-os-Montes,0.0,2.0,0.0
2081,ssp126,0.324,Tâmega e Sousa,0.0,2.0,0.0
2081,ssp126,0.324,Viseu Dão Lafões,0.0,2.0,0.0
2081,ssp126,0.324,Área Metropolitana do Porto,24.8,4.0,19741045.0
2082,ssp126,0.328,Alentejo Central,0.0,2.0,0.0
2082,ssp126,0.328,Alentejo Litoral,270.4,1.5,80667214.0
2082,ssp126,0.328,Algarve,1755.0,3.0,1047188790.0
2082,ssp126,0.328,Alto Alentejo,0.0,2.0,0.0
2082,ssp126,0.328,Alto Minho,20.8,1.5,6191911.0
2082,ssp126,0.328,Alto Tâmega e Barroso,0.0,2.0,0.0
2082,ssp126,0.328,Ave,0.0,2.0,0.0
2082,ssp126,0.328,Baixo Alentejo,0.0,1.5,0.0
2082,ssp126,0.328,Beira Baixa,0.0,2.0,0.0
2082,ssp126,0.328,Beiras e Serra da Estrela,0.0,2.0,0.0
2082,ssp126,0.328,Cávado,7.6,2.5,3756691.0
2082,ssp126,0.328,Douro,0.0,2.0,0.0
2082,ssp126,0.328,Grande Lisboa,10308.5,5.0,10251789977.0
2082,ssp126,0.328,Lezíria do Tejo,159.2,1.5,47511098.0
2082,ssp126,0.328,Médio Tejo,0.0,2.0,0.0
2082,ssp126,0.328,Oeste,66.5,2.5,33058885.0
2082,ssp126,0.328,Península de Setúbal,1388.0,3.0,828239973.0
2082,ssp126,0.328,Região de Aveiro,4328.9,2.5,2152547369.0
2082,ssp126,0.328,Região de Coimbra,810.7,2.5,403129823.0
2082,ssp126,0.328,Região de Leiria,0.2,2.0,88393.0
2082,ssp126,0.328,Terras de Trás-os-Montes,0.0,2.0,0.0
2082,ssp126,0.328,Tâmega e Sousa,0.0,2.0,0.0
2082,ssp126,0.328,Viseu Dão Lafões,0.0,2.0,0.0
2082,ssp126,0.328,Área Metropolitana do Porto,25.9,4.0,20624973.0
2083,ssp126,0.332,Alentejo Central,0.0,2.0,0.0
2083,ssp126,0.332,Alentejo Litoral,273.8,1.5,81694780.0
2083,ssp126,0.332,Algarve,1788.4,3.0,1067165549.0
2083,ssp126,0.332,Alto Alentejo,0.0,2.0,0.0
2083,ssp126,0.332,Alto Minho,21.6,1.5,6430572.0
2083,ssp126,0.332,Alto Tâmega e Barroso,0.0,2.0,0.0
2083,ssp126,0.332,Ave,0.0,2.0,0.0
2083,ssp126,0.332,Baixo Alentejo,0.0,1.5,0.0
2083,ssp126,0.332,Beira Baixa,0.0,2.0,0.0
2083,ssp126,0.332,Beiras e Serra da Estrela,0.0,2.0,0.0
2083,ssp126,0.332,Cávado,7.7,2.5,3830352.0
2083,ssp126,0.332,Douro,0.0,2.0,0.0
2083,ssp126,0.332,Grande Lisboa,10511.1,5.0,10453325424.0
2083,ssp126,0.332,Lezíria do Tejo,162.8,1.5,48580650.0
2083,ssp126,0.332,Médio Tejo,0.0,2.0,0.0
2083,ssp126,0.332,Oeste,68.4,2.5,34031205.0
2083,ssp126,0.332,Península de Setúbal,1407.6,3.0,839907815.0
2083,ssp126,0.332,Região de Aveiro,4400.0,2.5,2187904465.0
2083,ssp126,0.332,Região de Coimbra,817.9,2.5,406694996.0
2083,ssp126,0.332,Região de Leiria,0.2,2.0,88393.0
2083,ssp126,0.332,Terras de Trás-os-Montes,0.0,2.0,0.0
2083,ssp126,0.332,Tâmega e Sousa,0.0,2.0,0.0
2083,ssp126,0.332,Viseu Dão Lafões,0.0,2.0,0.0
2083,ssp126,0.332,Área Metropolitana do Porto,25.9,4.0,20624973.0
2084,ssp126,0.336,Alentejo Central,0.0,2.0,0.0
2084,ssp126,0.336,Alentejo Litoral,277.2,1.5,82715716.0
2084,ssp126,0.336,Algarve,1821.3,3.0,1086788737.0
2084,ssp126,0.336,Alto Alentejo,0.0,2.0,0.0
2084,ssp126,0.336,Alto Minho,22.3,1.5,6642714.0
2084,ssp126,0.336,Alto Tâmega e Barroso,0.0,2.0,0.0
2084,ssp126,0.336,Ave,0.0,2.0,0.0
2084,ssp126,0.336,Baixo Alentejo,0.0,1.5,0.0
2084,ssp126,0.336,Beira Baixa,0.0,2.0,0.0
2084,ssp126,0.336,Beiras e Serra da Estrela,0.0,2.0,0.0
2084,ssp126,0.336,Cávado,8.0,2.5,3977673.0
2084,ssp126,0.336,Douro,0.0,2.0,0.0
2084,ssp126,0.336,Grande Lisboa,10736.3,5.0,10677253699.0
2084,ssp126,0.336,Lezíria do Tejo,166.0,1.5,49535291.0
2084,ssp126,0.336,Médio Tejo,0.0,2.0,0.0
2084,ssp126,0.336,Oeste,69.6,2.5,34605758.0
2084,ssp126,0.336,Península de Setúbal,1436.6,3.0,857232792.0
2084,ssp126,0.336,Região de Aveiro,4467.6,2.5,2221512121.0
2084,ssp126,0.336,Região de Coimbra,825.7,2.5,410554813.0
2084,ssp126,0.336,Região de Leiria,0.2,2.0,88393.0
2084,ssp126,0.336,Terras de Trás-os-Montes,0.0,2.0,0.0
2084,ssp126,0.336,Tâmega e Sousa,0.0,2.0,0.0
2084,ssp126,0.336,Viseu Dão Lafões,0.0,2.0,0.0
2084,ssp126,0.336,Área Metropolitana do Porto,25.9,4.0,20624973.0
2085,ssp126,0.34,Alentejo Central,0.0,2.0,0.0
2085,ssp126,0.34,Alentejo Litoral,280.9,1.5,83796317.0
2085,ssp126,0.34,Algarve,1855.0,3.0,1106853889.0
2085,ssp126,0.34,Alto Alentejo,0.0,2.0,0.0
2085,ssp126,0.34,Alto Minho,22.8,1.5,6815080.0
2085,ssp126,0.34,Alto Tâmega e Barroso,0.0,2.0,0.0
2085,ssp126,0.34,Ave,0.0,2.0,0.0
2085,ssp126,0.34,Baixo Alentejo,0.0,1.5,0.0
2085,ssp126,0.34,Beira Baixa,0.0,2.0,0.0
2085,ssp126,0.34,Beiras e Serra da Estrela,0.0,2.0,0.0
2085,ssp126,0.34,Cávado,8.4,2.5,4198655.0
2085,ssp126,0.34,Douro,0.0,2.0,0.0
2085,ssp126,0.34,Grande Lisboa,10957.9,5.0,10897646264.0
2085,ssp126,0.34,Lezíria do Tejo,170.5,1.5,50870022.0
2085,ssp126,0.34,Médio Tejo,0.0,2.0,0.0
2085,ssp126,0.34,Oeste,71.3,2.5,35445489.0
2085,ssp126,0.34,Península de Setúbal,1465.1,3.0,874204198.0
2085,ssp126,0.34,Região de Aveiro,4539.1,2.5,2257053369.0
2085,ssp126,0.34,Região de Coimbra,832.9,2.5,414178915.0
2085,ssp126,0.34,Região de Leiria,0.2,2.0,88393.0
2085,ssp126,0.34,Terras de Trás-os-Montes,0.0,2.0,0.0
2085,ssp126,0.34,Tâmega e Sousa,0.0,2.0,0.0
2085,ssp126,0.34,Viseu Dão Lafões,0.0,2.0,0.0
2085,ssp126,0.34,Área Metropolitana do Porto,26.3,4.0,20919615.0
2086,ssp126,0.344,Alentejo Central,0.0,2.0,0.0
2086,ssp126,0.344,Alentejo Litoral,283.9,1.5,84691294.0
2086,ssp126,0.344,Algarve,1885.8,3.0,1125239579.0
2086,ssp126,0.344,Alto Alentejo,0.0,2.0,0.0
2086,ssp126,0.344,Alto Minho,23.5,1.5,7000705.0
2086,ssp126,0.344,Alto Tâmega e Barroso,0.0,2.0,0.0
2086,ssp126,0.344,Ave,0.0,2.0,0.0
2086,ssp126,0.344,Baixo Alentejo,0.0,1.5,0.0
2086,ssp126,0.344,Beira Baixa,0.0,2.0,0.0
2086,ssp126,0.344,Beiras e Serra da Estrela,0.0,2.0,0.0
2086,ssp126,0.344,Cávado,8.7,2.5,4345976.0
2086,ssp126,0.344,Douro,0.0,2.0,0.0
2086,ssp126,0.344,Grande Lisboa,11151.1,5.0,11089753152.0
2086,ssp126,0.344,Lezíria do Tejo,174.7,1.5,52125199.0
2086,ssp126,0.344,Médio Tejo,0.0,2.0,0.0
2086,ssp126,0.344,Oeste,73.5,2.5,36550398.0
2086,ssp126,0.344,Península de Setúbal,1494.4,3.0,891705960.0
2086,ssp126,0.344,Região de Aveiro,4608.3,2.5,2291489707.0
2086,ssp126,0.344,Região de Coimbra,839.9,2.5,417655696.0
2086,ssp126,0.344,Região de Leiria,0.3,2.0,117857.0
2086,ssp126,0.344,Terras de Trás-os-Montes,0.0,2.0,0.0
2086,ssp126,0.344,Tâmega e Sousa,0.0,2.0,0.0
2086,ssp126,0.344,Viseu Dão Lafões,0.0,2.0,0.0
2086,ssp126,0.344,Área Metropolitana do Porto,26.3,4.0,20919615.0
2087,ssp126,0.348,Alentejo Central,0.0,2.0,0.0
2087,ssp126,0.348,Alentejo Litoral,287.9,1.5,85891225.0
2087,ssp126,0.348,Algarve,1917.2,3.0,1143978840.0
2087,ssp126,0.348,Alto Alentejo,0.0,2.0,0.0
2087,ssp126,0.348,Alto Minho,24.3,1.5,7239365.0
2087,ssp126,0.348,Alto Tâmega e Barroso,0.0,2.0,0.0
2087,ssp126,0.348,Ave,0.0,2.0,0.0
2087,ssp126,0.348,Baixo Alentejo,0.0,1.5,0.0
2087,ssp126,0.348,Beira Baixa,0.0,2.0,0.0
2087,ssp126,0.348,Beiras e Serra da Estrela,0.0,2.0,0.0
2087,ssp126,0.348,Cávado,9.2,2.5,4566958.0
2087,ssp126,0.348,Douro,0.0,2.0,0.0
2087,ssp126,0.348,Grande Lisboa,11346.6,5.0,11284217180.0
2087,ssp126,0.348,Lezíria do Tejo,178.8,1.5,53345019.0
2087,ssp126,0.348,Médio Tejo,0.0,2.0,0.0
2087,ssp126,0.348,Oeste,74.7,2.5,37169147.0
2087,ssp126,0.348,Península de Setúbal,1520.8,3.0,907439868.0
2087,ssp126,0.348,Região de Aveiro,4680.9,2.5,2327583409.0
2087,ssp126,0.348,Região de Coimbra,847.8,2.5,421544977.0
2087,ssp126,0.348,Região de Leiria,0.3,2.0,117857.0
2087,ssp126,0.348,Terras de Trás-os-Montes,0.0,2.0,0.0
2087,ssp126,0.348,Tâmega e Sousa,0.0,2.0,0.0
2087,ssp126,0.348,Viseu Dão Lafões,0.0,2.0,0.0
2087,ssp126,0.348,Área Metropolitana do Porto,26.7,4.0,21214258.0
2088,ssp126,0.352,Alentejo Central,0.0,2.0,0.0
2088,ssp126,0.352,Alentejo Litoral,291.3,1.5,86905532.0
2088,ssp126,0.352,Algarve,1951.2,3.0,1164309170.0
2088,ssp126,0.352,Alto Alentejo,0.0,2.0,0.0
2088,ssp126,0.352,Alto Minho,25.0,1.5,7451508.0
2088,ssp126,0.352,Alto Tâmega e Barroso,0.0,2.0,0.0
2088,ssp126,0.352,Ave,0.0,2.0,0.0
2088,ssp126,0.352,Baixo Alentejo,0.0,1.5,0.0
2088,ssp126,0.352,Beira Baixa,0.0,2.0,0.0
2088,ssp126,0.352,Beiras e Serra da Estrela,0.0,2.0,0.0
2088,ssp126,0.352,Cávado,9.8,2.5,4861601.0
2088,ssp126,0.352,Douro,0.0,2.0,0.0
2088,ssp126,0.352,Grande Lisboa,11560.5,5.0,11496949041.0
2088,ssp126,0.352,Lezíria do Tejo,182.2,1.5,54352696.0
2088,ssp126,0.352,Médio Tejo,0.0,2.0,0.0
2088,ssp126,0.352,Oeste,76.3,2.5,37964682.0
2088,ssp126,0.352,Península de Setúbal,1549.8,3.0,924764845.0
2088,ssp126,0.352,Região de Aveiro,4766.3,2.5,2370030339.0
2088,ssp126,0.352,Região de Coimbra,856.8,2.5,426053006.0
2088,ssp126,0.352,Região de Leiria,0.3,2.0,117857.0
2088,ssp126,0.352,Terras de Trás-os-Montes,0.0,2.0,0.0
2088,ssp126,0.352,Tâmega e Sousa,0.0,2.0,0.0
2088,ssp126,0.352,Viseu Dão Lafões,0.0,2.0,0.0
2088,ssp126,0.352,Área Metropolitana do Porto,26.7,4.0,21214258.0
2089,ssp126,0.356,Alentejo Central,0.0,2.0,0.0
2089,ssp126,0.356,Alentejo Litoral,294.6,1.5,87886691.0
2089,ssp126,0.356,Algarve,1985.3,3.0,1184639501.0
2089,ssp126,0.356,Alto Alentejo,0.0,2.0,0.0
2089,ssp126,0.356,Alto Minho,26.0,1.5,7743204.0
2089,ssp126,0.356,Alto Tâmega e Barroso,0.0,2.0,0.0
2089,ssp126,0.356,Ave,0.0,2.0,0.0
2089,ssp126,0.356,Baixo Alentejo,0.0,1.5,0.0
2089,ssp126,0.356,Beira Baixa,0.0,2.0,0.0
2089,ssp126,0.356,Beiras e Serra da Estrela,0.0,2.0,0.0
2089,ssp126,0.356,Cávado,10.7,2.5,5303564.0
2089,ssp126,0.356,Douro,0.0,2.0,0.0
2089,ssp126,0.356,Grande Lisboa,11756.1,5.0,11691413068.0
2089,ssp126,0.356,Lezíria do Tejo,187.0,1.5,55793497.0
2089,ssp126,0.356,Médio Tejo,0.0,2.0,0.0
2089,ssp126,0.356,Oeste,77.3,2.5,38450842.0
2089,ssp126,0.356,Península de Setúbal,1578.2,3.0,941736251.0
2089,ssp126,0.356,Região de Aveiro,4834.4,2.5,2403914223.0
2089,ssp126,0.356,Região de Coimbra,865.3,2.5,430266394.0
2089,ssp126,0.356,Região de Leiria,0.3,2.0,117857.0
2089,ssp126,0.356,Terras de Trás-os-Montes,0.0,2.0,0.0
2089,ssp126,0.356,Tâmega e Sousa,0.0,2.0,0.0
2089,ssp126,0.356,Viseu Dão Lafões,0.0,2.0,0.0
2089,ssp126,0.356,Área Metropolitana do Porto,27.0,4.0,21508900.0
2090,ssp126,0.36,Alentejo Central,0.0,2.0,0.0
2090,ssp126,0.36,Alentejo Litoral,297.9,1.5,88887739.0
2090,ssp126,0.36,Algarve,2016.3,3.0,1203113583.0
2090,ssp126,0.36,Alto Alentejo,0.0,2.0,0.0
2090,ssp126,0.36,Alto Minho,26.9,1.5,8021641.0
2090,ssp126,0.36,Alto Tâmega e Barroso,0.0,2.0,0.0
2090,ssp126,0.36,Ave,0.0,2.0,0.0
2090,ssp126,0.36,Baixo Alentejo,0.0,1.5,0.0
2090,ssp126,0.36,Beira Baixa,0.0,2.0,0.0
2090,ssp126,0.36,Beiras e Serra da Estrela,0.0,2.0,0.0
2090,ssp126,0.36,Cávado,11.3,2.5,5598207.0
2090,ssp126,0.36,Douro,0.0,2.0,0.0
2090,ssp126,0.36,Grande Lisboa,11969.4,5.0,11903555644.0
2090,ssp126,0.36,Lezíria do Tejo,191.5,1.5,57145906.0
2090,ssp126,0.36,Médio Tejo,0.0,2.0,0.0
2090,ssp126,0.36,Oeste,78.7,2.5,39113787.0
2090,ssp126,0.36,Península de Setúbal,1604.3,3.0,957293373.0
2090,ssp126,0.36,Região de Aveiro,4908.7,2.5,2440836607.0
2090,ssp126,0.36,Região de Coimbra,872.3,2.5,433772639.0
2090,ssp126,0.36,Região de Leiria,0.3,2.0,117857.0
2090,ssp126,0.36,Terras de Trás-os-Montes,0.0,2.0,0.0
2090,ssp126,0.36,Tâmega e Sousa,0.0,2.0,0.0
2090,ssp126,0.36,Viseu Dão Lafões,0.0,2.0,0.0
2090,ssp126,0.36,Área Metropolitana do Porto,27.4,4.0,21803543.0
2091,ssp126,0.364,Alentejo Central,0.0,2.0,0.0
2091,ssp126,0.364,Alentejo Litoral,301.4,1.5,89935193.0
2091,ssp126,0.364,Algarve,2056.3,3.0,1226979623.0
2091,ssp126,0.364,Alto Alentejo,0.0,2.0,0.0
2091,ssp126,0.364,Alto Minho,27.3,1.5,8154230.0
2091,ssp126,0.364,Alto Tâmega e Barroso,0.0,2.0,0.0
2091,ssp126,0.364,Ave,0.0,2.0,0.0
2091,ssp126,0.364,Baixo Alentejo,0.0,1.5,0.0
2091,ssp126,0.364,Beira Baixa,0.0,2.0,0.0
2091,ssp126,0.364,Beiras e Serra da Estrela,0.0,2.0,0.0
2091,ssp126,0.364,Cávado,11.9,2.5,5892849.0
2091,ssp126,0.364,Douro,0.0,2.0,0.0
2091,ssp126,0.364,Grande Lisboa,12174.4,5.0,12107448231.0
2091,ssp126,0.364,Lezíria do Tejo,196.0,1.5,58480637.0
2091,ssp126,0.364,Médio Tejo,0.0,2.0,0.0
2091,ssp126,0.364,Oeste,79.8,2.5,39688340.0
2091,ssp126,0.364,Península de Setúbal,1629.5,3.0,972320139.0
2091,ssp126,0.364,Região de Aveiro,4983.5,2.5,2478035219.0
2091,ssp126,0.364,Região de Coimbra,879.3,2.5,437219956.0
2091,ssp126,0.364,Região de Leiria,0.3,2.0,117857.0
2091,ssp126,0.364,Terras de Trás-os-Montes,0.0,2.0,0.0
2091,ssp126,0.364,Tâmega e Sousa,0.0,2.0,0.0
2091,ssp126,0.364,Viseu Dão Lafões,0.0,2.0,0.0
